"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"
"2:31:00::"	"be"	"back"	"but"	"on_the_job"	"but_be"	"be_back"	"back_on_the_job"	"military_service_but_be"	"but_be_back"	"be_back_on_the_job"	"back_on_the_job_by"	"NN"	"CC"	"VB"	"VB"	"RB"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ierulli"	"will"	"replace"	"desmond_d._connall"	"who"	"has"	"call"	"to"	"active"	"military_service"	"but"	"be"	"expect"	"back"	"on_the_job"	"by"	"march"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"are"	"late"	"kansas_turnpike"	"in"	"kansas_turnpike_are"	"are_late"	"late_in"	"the_kansas_turnpike_are"	"kansas_turnpike_are_late"	"are_late_in"	"late_in_1961"	"DT"	"NNP"	"VBP"	"VB"	"JJ"	"IN"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"further"	"improvements"	"in"	"of"	"the"	"kansas_turnpike"	"are"	"expect"	"late"	"in"	"with"	"the"	"opening"	"of"	"a"	"new"	"bypass"	"at"	"wichita"	"and"	"still"	"later"	"when"	"the"	"turnpike"	"get"	"downtown"	"connections"	"in"	"both"	"kansas_city"	"kans."	"and"	"kansas_city"	"mo."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"are"	"in"	"extensions"	"the"	"extensions_are"	"are_in"	"in_the"	"further_extensions_are"	"extensions_are_in"	"are_in_the"	"in_the_next"	"JJ"	"NNS"	"VBP"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"so"	"successful"	"has"	"be"	"this"	"program"	"work_out"	"by"	"and"	"negro"	"civic_leaders"	"that"	"further"	"extensions"	"are"	"expect"	"in"	"the"	"next"	"few"	"months"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"be"	"to"	"could"	"follow"	"could_be"	"be_to"	"to_follow"	",_could_be"	"could_be_to"	"be_to_follow"	"to_follow_a"	"ε"	"MD"	"VB"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"orchestra"	"however"	"be"	"expect"	"to"	"follow"	"a"	"singer"	"through"	"quite"	"as_many"	"adventures"	"with"	"pitch"	"as"	"miss_pons"	"encounter"	"last"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"should"	"to"	"i"	"stand"	"i_should"	"should_to"	"to_stand"	",_i_should"	"i_should_to"	"should_to_stand"	"to_stand_or"	"ε"	"PRP"	"MD"	"VB"	"TO"	"VB"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"latter"	"in_turn"	"assure"	"him"	"that"	"were"	"i"	"arraign"	"at"	"bar"	"and"	"you"	"my"	"judge"	"i"	"should"	"expect"	"to"	"stand"	"or"	"fall"	"only"	"by"	"the"	"merits"	"of"	"my"	"cause"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"he"	"from"	"what"	"life"	"what_he"	"he_from"	"from_life"	"individually_what_he"	"what_he_from"	"he_from_life"	"from_life_,"	"RB"	"WP"	"PRP"	"VB"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"debate"	"need"	"no"	"additional"	"controversy"	"and"	"i"	"could"	"ask"	"each"	"individually"	"what"	"he"	"expect"	"from"	"life"	"what"	"his"	"hopes"	"be"	"and"	"what"	"his"	"fears"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"n't"	"the"	"can"	"infield"	"can_n't"	"n't_the"	"the_infield"	"certainly_can_n't"	"can_n't_the"	"n't_the_infield"	"the_infield_to"	"RB"	"MD"	"RB"	"VB"	"DT"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"can"	"n't"	"expect"	"the"	"infield"	"to"	"do"	"any"	"better"	"than"	"it"	"do"	"last"	"year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"be"	"to"	"n't"	"supply"	"n't_be"	"be_to"	"to_supply"	"can_n't_be"	"n't_be_to"	"be_to_supply"	"to_supply_the"	"MD"	"RB"	"VB"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"so"	"all_in_all"	"the"	"infield"	"n't"	"be"	"expect"	"to"	"supply"	"the"	"added"	"improvement"	"to"	"propel"	"the_birds"	"from"	"second"	"to"	"first"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"group"	"to"	"the"	"sign"	"the_group"	"group_to"	"to_sign"	",_the_group"	"the_group_to"	"group_to_sign"	"to_sign_a"	"ε"	"DT"	"NN"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"couple"	"its"	"own"	"budget"	"of"	"with"	"a"	"state"	"grant"	"by"	"gov._vandiver"	"the"	"group"	"expect"	"to"	"sign"	"a"	"contract"	"in"	"march"	"with"	"georgia_tech."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"to"	"."	"one"	"∅"	"one_to"	"to_."	"._∅"	"lead_one_to"	"one_to_."	"to_._∅"	"._∅_∅"	"VB"	"CD"	"TO"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"norman_paris"	"has"	"provide"	"them"	"with"	"extremely"	"effective"	"orchestral"	"accompaniment"	"turn_to"	"the"	"current"	"musical"	"season"	"on"	"broadway"	"the_most"	"widely"	"acclaimed"	"of"	"the"	"new"	"arrivals"	"how_to_succeed_in_business_without_really_trying"	"has"	"been"	"transfer"	"to"	"an"	"original"	"cast"	"album"	"r._c._a._victor_loc"	"stereo"	"lso"	"that"	"have"	"some"	"entertaining"	"moments"	"although"	"it"	"be"	"scarcely"	"as"	"inventive"	"as"	"the"	"praise"	"elicit"	"by"	"the"	"might"	"lead"	"one"	"to"	"expect"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"to"	"a"	"right"	"real"	"right_to"	"to_a"	"a_real"	"every_right_to"	"right_to_a"	"to_a_real"	"a_real_soviet"	"DT"	"NN"	"TO"	"VB"	"DT"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"three"	"fine"	"russian"	"films"	"in"	"recent"	"months"	"on"	"world_war"	"the_house_i_live_in"	"the_cranes_are_flying"	"and"	"ballad"	"of"	"a"	"we"	"have"	"every"	"right"	"to"	"expect"	"a"	"real"	"soviet"	"block-buster"	"in"	"the"	"day"	"the"	"war_ended"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
