"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"
"2:29:00::"	"who"	"him"	","	"."	",_who"	"who_him"	"him_."	"dr._allan_a._disimone_,_who"	",_who_him"	"who_him_."	"him_._∅"	"NNP"	"ε"	"WP"	"VB"	"PRP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mr._pezza"	"was"	"take"	"to"	"a"	"johnston"	"physician"	"dr._allan_a._disimone"	"who"	"treat"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::"	"avoid"	"the"	"and"	"latter"	"and_avoid"	"avoid_the"	"the_latter"	"health_problem_and_avoid"	"and_avoid_the"	"avoid_the_latter"	"the_latter_?"	"NN"	"CC"	"VB"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"you"	"rigidly"	"distinguish"	"between"	"job"	"non"	"job"	"connected"	"health_problem"	"and"	"avoid"	"treat"	"the"	"latter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::;2:41:00::"	"humanely"	"than"	"less"	"the"	"less_humanely"	"humanely_than"	"than_the"	"not_less_humanely"	"less_humanely_than"	"humanely_than_the"	"than_the_factory_worker"	"RB"	"RB"	"RB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"pre"	"civil_war"	"year"	"the"	"south"	"that"	"the"	"slave"	"was"	"not"	"less"	"humanely"	"treat"	"than"	"the"	"factory_worker"	"of"	"the"	"north"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::"	"or"	"bacterial"	"prevent"	"diarrhea"	"prevent_or"	"or_bacterial"	"bacterial_diarrhea"	",_prevent_or"	"prevent_or_bacterial"	"or_bacterial_diarrhea"	"bacterial_diarrhea_,"	"ε"	"VB"	"CC"	"VB"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"increase"	"rate"	"of"	"gain"	"and"	"improve"	"feed"	"efficiency"	"aid"	"in"	"the"	"prevention"	"or"	"treatment"	"depending_on"	"level"	"feed"	"of"	"the"	"early"	"of"	"shipping_fever"	"prevent"	"or"	"treat"	"bacterial"	"diarrhea"	"and"	"aid"	"in"	"reduce"	"incidence"	"of"	"bloat"	"and"	"liver"	"abscess"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::"	"∅"	"cattle"	"∅"	"with"	"∅_∅"	"∅_cattle"	"cattle_with"	"∅_∅_∅"	"∅_∅_cattle"	"∅_cattle_with"	"cattle_with_10"	"ε"	"ε"	"ε"	"VB"	"NN"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"cattle"	"with"	"gram"	"per"	"pound"	"body_weight"	"with"	"a"	"maximum"	"of"	"gram"	"per"	"animal"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::"	"and"	"acetonemia"	"prevent"	"("	"prevent_and"	"and_acetonemia"	"acetonemia_("	"∅_prevent_and"	"prevent_and_acetonemia"	"and_acetonemia_("	"acetonemia_(_ketosis"	"ε"	"VB"	"CC"	"VB"	"NN"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"treat"	"acetonemia"	"ketosis"	"in"	"dairy_cow"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"have"	"it"	"utopia"	"as"	"utopia_have"	"have_it"	"it_as"	"on_utopia_have"	"utopia_have_it"	"have_it_as"	"it_as_``"	"IN"	"NN"	"VBP"	"VB"	"PRP"	"IN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"some"	"who"	"have"	"on"	"utopia"	"have"	"treat"	"it"	"as"	"a"	"learned"	"diversion"	"of"	"a"	"learned"	"world"	"a"	"phantasy"	"with"	"which"	"person"	"amuse"	"himself"	"a"	"holiday"	"work"	"a"	"spontaneous"	"overflow"	"of"	"intellectual"	"high_spirits"	"a"	"revel"	"of"	"debate"	"paradox"	"comedy"	"and"	"invention"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"the"	"which"	"subject"	"which_to"	"to_the"	"the_subject"	"on_which_to"	"which_to_the"	"to_the_subject"	"the_subject_."	"RB"	"RB"	"TO"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"three"	"on"	"which"	"to"	"treat"	"the"	"subject"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"also"	"of"	"person"	"the"	"person_also"	"also_of"	"of_the"	"∅_person_also"	"person_also_of"	"also_of_the"	"of_the_largest"	"ε"	"NNP"	"RB"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"also"	"treat"	"of"	"the"	"largest"	"snake"	"but"	"on"	"the"	"third"	"level"	"and"	"is"	"chiefly"	"concern"	"with"	"the"	"anaconda"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"were"	"in"	"method"	"one"	"method_were"	"were_in"	"in_one"	"indirect_method_were"	"method_were_in"	"were_in_one"	"in_one_of"	"JJ"	"NN"	"VBD"	"VB"	"IN"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"attempt"	"to"	"improve"	"specificity"	"of"	"staining"	"the"	"fluorescein"	"antiserum"	"use"	"in"	"both"	"direct"	"and"	"indirect"	"method"	"were"	"treat"	"in"	"one"	"of"	"several"	"way"	"they"	"were"	"pass_through"	"dowex-2-chloride"	"twice"	"and"	"treat"	"with"	"acetone"	"insoluble"	"powder"	"person"	"prepare"	"from"	"mouse"	"liver"	"or"	"from"	"healthy"	"sweet_clover"	"stem"	"or"	"crown_gall"	"tissue"	"produce"	"by"	"agrobacterium_tumefaciens"	"person"	"person"	"location"	"on"	"sweet_clover"	"stem"	
"2:30:01::"	"and"	"with"	"twice"	"acetone"	"twice_and"	"and_with"	"with_acetone"	"dowex-2-chloride_twice_and"	"twice_and_with"	"and_with_acetone"	"with_acetone_insoluble"	"NN"	"RB"	"CC"	"VB"	"VB"	"NN"	"JJ"	"0"	"in"	"attempt"	"to"	"improve"	"specificity"	"of"	"staining"	"the"	"fluorescein"	"labeled"	"antiserum"	"use"	"in"	"both"	"direct"	"and"	"indirect"	"method"	"were"	"treat"	"in"	"one"	"of"	"several"	"way"	"they"	"were"	"pass_through"	"dowex-2-chloride"	"twice"	"treat"	"with"	"acetone"	"insoluble"	"powder"	"person"	"prepare"	"from"	"mouse"	"liver"	"or"	"from"	"healthy"	"sweet_clover"	"stem"	"or"	"crown_gall"	"tissue"	"produce"	"by"	"agrobacterium_tumefaciens"	"person"	"person"	"location"	"on"	"sweet_clover"	"stem"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"were"	"with"	"section"	"conjugated"	"section_were"	"were_with"	"with_conjugated"	"the_section_were"	"section_were_with"	"were_with_conjugated"	"with_conjugated_*"	"DT"	"NN"	"VBD"	"VB"	"VB"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"after"	"dry"	"the"	"section"	"the"	"fan"	"fix"	"in"	"acetone"	"and"	"dry"	"at"	"as"	"in"	"indirect"	"method"	"the"	"section"	"were"	"treat"	"with"	"conjugated"	"f"	"or"	"f"	"undiluted"	"unless"	"mention"	"for"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"deae_cellulose"	"*"	"by"	"*"	"by_deae_cellulose"	"deae_cellulose_*"	"*_*"	"staining_by_deae_cellulose"	"by_deae_cellulose_*"	"deae_cellulose_*_*"	"*_*_f"	"NN"	"IN"	"NN"	"VB"	"ε"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"specific"	"by"	"deae_cellulose"	"treat"	"f"	"and"	"f"	"although"	"clearly"	"distinguishable"	"under"	"the"	"microscope"	"from"	"either"	"nonspecific"	"staining"	"or"	"autofluorescence"	"of"	"cell"	"was"	"not"	"satisfactorily"	"photograph"	"to"	"show"	"such"	"difference"	"in_spite_of"	"many"	"attempt"	"with"	"black_and_white"	"and"	"color"	"photography"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::"	"been"	"his"	"had"	"wife"	"had_been"	"been_his"	"his_wife"	"who_had_been"	"had_been_his"	"been_his_wife"	"his_wife_-"	"WP"	"VBD"	"VBN"	"VB"	"PRP$"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"her"	"fellow"	"townsman"	"also"	"experience"	"a"	"nervous_breakdown"	"just"	"as_soon_as"	"he"	"discover"	"he"	"had"	"been"	"bilk"	"of"	"his"	"life"	"savings"	"the"	"limited"	"practitioner"	"who"	"had"	"been"	"treat"	"his"	"wife"	"a"	"woman"	"suffer"	"from"	"an"	"incurable"	"disease"	"multiple_sclerosis"	"and"	"himself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::"	"who"	"him"	"quack"	"with"	"quack_who"	"who_him"	"him_with"	"machine_quack_who"	"quack_who_him"	"who_him_with"	"him_with_a"	"NN"	"NN"	"WP"	"VB"	"PRP"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"there"	"be"	"the"	"case"	"of"	"person"	"a"	"machinist"	"who"	"was"	"by"	"a"	"friend"	"to"	"a"	"health"	"machine"	"quack"	"who"	"treat"	"him"	"with"	"a"	"so-called"	"diagnostic"	"machine"	"for"	"what"	"person"	"say"	"be"	"a"	"system"	"full"	"of"	"arsenic"	"and"	"strychnine"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"for"	"organic"	"lagoon"	"waste"	"lagoon_for"	"for_organic"	"organic_waste"	"aerated_lagoon_for"	"lagoon_for_organic"	"for_organic_waste"	"organic_waste_."	"JJ"	"NN"	"IN"	"VB"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"and"	"person"	"discuss"	"use"	"of"	"aerated"	"lagoon"	"for"	"treat"	"organic"	"waste"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"for"	"domestic"	"feasibility"	"sewage"	"feasibility_for"	"for_domestic"	"domestic_sewage"	"its_feasibility_for"	"feasibility_for_domestic"	"for_domestic_sewage"	"domestic_sewage_."	"PRP$"	"NN"	"IN"	"VB"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"lack"	"of"	"adequate"	"data"	"on"	"the"	"aerated"	"lagoon"	"system"	"prompt"	"the"	"developer"	"construct"	"an"	"aerated"	"lagoon"	"pilot"	"plant"	"to"	"determine"	"its"	"feasibility"	"for"	"treat"	"domestic"	"sewage"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
