"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"
"5:00:00:cardinal:00"	"not"	"foot"	","	"away"	",_not"	"not_foot"	"foot_away"	"head_,_not"	",_not_foot"	"not_foot_away"	"foot_away_from"	"NN"	"ε"	"RB"	"JJ"	"NN"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"my"	"initiation"	"to"	"war"	"and"	"the"	"insane"	"symphony"	"war"	"play"	"for"	"what"	"had"	"happen"	"on"	"the"	"common"	"be"	"only"	"terror"	"and"	"flight"	"but"	"this"	"broken"	"head"	"not"	"ten"	"foot"	"away"	"from"	"me"	"be"	"the"	"sharp"	"definition"	"of"	"what"	"my"	"reality"	"had"	"become"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"by"	"mexican"	"surround"	"at"	"surround_by"	"by_mexican"	"mexican_at"	"be_surround_by"	"surround_by_mexican"	"by_mexican_at"	"mexican_at_his"	"VB"	"VB"	"IN"	"JJ"	"NN"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"early"	"the"	"next"	"morning"	"a"	"mexican"	"telephone"	"person"	"that"	"one"	"of"	"the"	"member"	"be"	"surround"	"by"	"ten"	"mexican"	"at"	"his"	"father"	"home"	"on"	"the"	"upper"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"the"	"or"	"∅"	"more"	"∅_the"	"the_or"	"or_more"	"∅_∅_the"	"∅_the_or"	"the_or_more"	"or_more_dangerous"	"ε"	"ε"	"DT"	"JJ"	"CC"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ten"	"or"	"more"	"dangerous"	"party"	"single_out"	"for"	"prosecution"	"be"	"still"	"at_large"	"and"	"person"	"realize"	"that"	"if"	"these"	"man"	"entrench"	"themselves"	"in"	"their"	"adobe_house"	"defend"	"themselves"	"through"	"loophole"	"it"	"would"	"be"	"most"	"difficult"	"to"	"capture"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:23:00::"	"that"	"of"	"fact"	"the"	"fact_that"	"that_of"	"of_the"	"the_fact_that"	"fact_that_of"	"that_of_the"	"of_the_12"	"DT"	"NN"	"IN"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"some"	"clue"	"to"	"the"	"character"	"of"	"group"	"approach"	"in"	"disc"	"may"	"be"	"gain"	"immediately"	"from"	"the"	"fact"	"that"	"ten"	"of"	"the"	"title"	"include"	"the"	"word"	"percussion"	"or"	"percussive"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"nice"	"minute"	"a"	"color"	"a_nice"	"nice_minute"	"minute_color"	"be_a_nice"	"a_nice_minute"	"nice_minute_color"	"minute_color_film"	"VB"	"DT"	"JJ"	"JJ"	"NN"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"also"	"on"	"the"	"bill"	"the"	"location"	"be"	"a"	"nice"	"ten"	"minute"	"color"	"film"	"called"	"sunday_in_greenwich_village"	"a"	"tour"	"of"	"the"	"haunt"	"and"	"joint"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"interview"	"year"	"an"	"ago"	"an_interview"	"interview_year"	"year_ago"	"in_an_interview"	"an_interview_year"	"interview_year_ago"	"year_ago_you"	"IN"	"DT"	"NN"	"JJ"	"NN"	"RB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"seem"	"to"	"remember"	"he"	"say"	"that"	"an"	"interview"	"ten"	"year"	"ago"	"you"	"give"	"humor"	"and"	"comedy"	"five"	"year"	"to"	"live"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"about"	"day"	"in"	"."	"in_about"	"about_day"	"day_."	"full-grown_in_about"	"in_about_day"	"about_day_."	"day_._∅"	"JJ"	"IN"	"IN"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"larva"	"keep"	"warm"	"by"	"the"	"be"	"full-grown"	"in"	"about"	"ten"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"be"	"man"	"there"	"on"	"there_be"	"be_man"	"man_on"	"∅_there_be"	"there_be_man"	"be_man_on"	"man_on_the"	"ε"	"EX"	"VB"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"be"	"ten"	"man"	"on"	"the"	"patrol"	"which"	"person"	"lead"	"out"	"that"	"next"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"∅"	"year"	"∅"	"ago"	"∅_∅"	"∅_year"	"year_ago"	"∅_∅_∅"	"∅_∅_year"	"∅_year_ago"	"year_ago_,"	"ε"	"ε"	"ε"	"JJ"	"NN"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"year"	"ago"	"he"	"had"	"come"	"to"	"the"	"house"	"to"	"be"	"interview"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"some"	"mile"	"travel"	"off"	"travel_some"	"some_mile"	"mile_off"	"boat_travel_some"	"travel_some_mile"	"some_mile_off"	"mile_off_shore"	"NN"	"VB"	"DT"	"JJ"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"first"	"trial"	"an"	"inert"	"was"	"disseminate"	"from"	"a"	"boat"	"travel"	"some"	"ten"	"mile"	"off"	"shore"	"under"	"appropriately"	"select"	"meteorological_conditions"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"or"	"people"	"six"	"i"	"six_or"	"or_people"	"people_i"	"the_six_or"	"six_or_people"	"or_people_i"	"people_i_had"	"DT"	"JJ"	"CC"	"JJ"	"NN"	"PRP"	"VBD"	"the"	"preceding"	"year"	"had"	"have"	"the"	"power"	"to"	"bring"	"me"	"close"	"to"	"a"	"knowledge"	"of"	"profound"	"sorrow"	"than"	"the"	"breakup"	"of"	"camp"	"the"	"packing"	"away"	"of"	"my"	"camp"	"uniform"	"the"	"severing"	"of"	"tie"	"with"	"the"	"six"	"or"	"people"	"i"	"had"	"grow"	"most"	"to"	"love"	"in"	"the"	"world"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"already"	"past"	"be"	"seven"	"be_already"	"already_past"	"past_seven"	"it_be_already"	"be_already_past"	"already_past_seven"	"past_seven_,"	"PRP"	"VB"	"RB"	"JJ"	"JJ"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"when"	"i"	"that"	"it"	"be"	"already"	"ten"	"past"	"seven"	"i"	"begin"	"to"	"wonder"	"if"	"something"	"had"	"go_wrong"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"suspend"	"day"	"is"	"for"	"is_suspend"	"suspend_day"	"day_for"	"person_is_suspend"	"is_suspend_day"	"suspend_day_for"	"day_for_crowd"	"NNP"	"VB"	"VB"	"JJ"	"NN"	"IN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"prior"	"to"	"the"	"featured"	"race"	"the"	"announce"	"that"	"apprentice"	"person"	"is"	"suspend"	"ten"	"day"	"for"	"crowd"	"horse"	"and"	"cross"	"the"	"field"	"sharply"	"in"	"two"	"race"	"on"	"wednesday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
