"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"
"2:41:00::"	"anderson"	"three"	"∅"	"havana"	"∅_anderson"	"anderson_three"	"three_havana"	"∅_∅_anderson"	"∅_anderson_three"	"anderson_three_havana"	"three_havana_automobile"	"ε"	"ε"	"NNP"	"VB"	"CD"	"NNP"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"operate"	"three"	"havana"	"automobile"	"service_stations"	"and"	"be"	"commander"	"of"	"the"	"havana"	"american_legion"	"before"	"it"	"disband"	"since"	"the"	"start"	"of"	"fidel_castro"	"regime"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"team"	"three"	"a"	"rows"	"a_team"	"team_three"	"three_rows"	"for_a_team"	"a_team_three"	"team_three_rows"	"three_rows_of"	"IN"	"DT"	"NN"	"VB"	"CD"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"wisman"	"who"	"has"	"have"	"the"	"chief"	"controller"	"job"	"for"	"years"	"call"	"the"	"signals"	"for"	"a"	"team"	"operate"	"three"	"rows"	"of"	"dull-gray"	"consoles"	"studded"	"with"	"lights"	"switches"	"and"	"buttons"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:03::"	"program"	"with"	"education"	"the"	"education_program"	"program_with"	"with_the"	"business_education_program"	"education_program_with"	"program_with_the"	"with_the_cooperation"	"NN"	"NN"	"NN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"education"	"program"	"operate"	"with"	"the"	"cooperation"	"of"	"local"	"high_schools"	"and"	"business_firms"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"be"	"periodically"	"should"	"on"	"should_be"	"be_periodically"	"periodically_on"	"blower_should_be"	"should_be_periodically"	"be_periodically_on"	"periodically_on_a"	"NN"	"MD"	"VB"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"blower"	"be"	"operate"	"periodically"	"on"	"a"	"regular"	"schedule"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"possibility"	"your"	"the"	"cafeteria"	"the_possibility"	"possibility_your"	"your_cafeteria"	"be_the_possibility"	"the_possibility_your"	"possibility_your_cafeteria"	"your_cafeteria_for"	"VB"	"DT"	"IN"	"VB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"what"	"the"	"possibility"	"operate"	"your"	"cafeteria"	"for"	"a"	"single"	"shift"	"only"	"and"	"rely_upon"	"vending_machine"	"or"	"prepackaged"	"sandwich"	"for"	"the"	"second"	"and"	"third"	"shift"	"operation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"and"	"necessary"	"establish"	"facility"	"establish_and"	"and_necessary"	"necessary_facility"	"∅_establish_and"	"establish_and_necessary"	"and_necessary_facility"	"necessary_facility_and"	"ε"	"VB"	"CC"	"VB"	"JJ"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"operate"	"necessary"	"facility"	"and"	"test"	"site"	"at"	"which"	"to"	"carry_on"	"the"	"continuous"	"research"	"testing"	"development"	"and"	"programming"	"necessary"	"to"	"effectuate"	"the"	"purpose"	"of_this"	"act"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	","	","	"construct"	"and"	"construct_,"	",_,"	",_and"	"to_construct_,"	"construct_,_,"	",_,_and"	",_and_maintain"	"TO"	"VB"	"ε"	"VB"	"ε"	"CC"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"authority"	"of"	"the"	"secretary_of_the_interior"	"this"	"joint_resolution"	"to"	"construct"	"operate"	"and"	"maintain"	"demonstration"	"plant"	"shall"	"terminate"	"upon"	"the"	"expiration"	"of"	"twelve"	"year"	"after"	"the"	"date"	"on"	"which"	"this"	"joint_resolution"	"is"	"approve"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"for"	"and"	"expenditure"	"maintain"	"expenditure_for"	"for_and"	"and_maintain"	"-_expenditure_for"	"expenditure_for_and"	"for_and_maintain"	"and_maintain_the"	"ε"	"NN"	"IN"	"VB"	"CC"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"expenditure"	"operate"	"and"	"maintain"	"the"	"station"	"and"	"equipment"	"of"	"the"	"armed_forces"	"are"	"estimate"	"to"	"be"	"billion"	"in"	"which"	"be"	"million"	"more"	"than"	"in"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"of"	"additional"	"cost"	"communication_system"	"cost_of"	"of_additional"	"additional_communication_system"	"the_cost_of"	"cost_of_additional"	"of_additional_communication_system"	"additional_communication_system_in"	"DT"	"NN"	"IN"	"VB"	"JJ"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"substantial"	"increase"	"is"	"in"	"the"	"cost"	"of"	"operate"	"additional"	"communication_system"	"in"	"the"	"air"	"defense_program"	"as_well"	"as"	"in"	"all"	"program"	"where"	"speed"	"and"	"security"	"of"	"communication"	"be"	"essential"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"facility"	"by"	"federal"	"the"	"federal_facility"	"facility_by"	"by_the"	"through_federal_facility"	"federal_facility_by"	"facility_by_the"	"by_the_army"	"IN"	"JJ"	"NN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"basic"	"long"	"line"	"communication"	"in"	"are"	"now"	"provide"	"through"	"federal"	"facility"	"operate"	"by"	"the"	"army"	"air_force"	"and"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:03::"	"conjunction"	"under"	"and"	"the"	"and_conjunction"	"conjunction_under"	"under_the"	",_and_conjunction"	"and_conjunction_under"	"conjunction_under_the"	"under_the_same"	"ε"	"CC"	"NN"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"the"	"part_of_speech"	"noun"	"pronoun"	"adjective"	"and"	"conjunction"	"operate"	"under"	"the"	"same"	"system"	"as"	"the"	"verb"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"and"	"the"	"own"	"long_island"	"own_and"	"and_the"	"the_long_island"	"person_own_and"	"own_and_the"	"and_the_long_island"	"the_long_island_group"	"NNP"	"VB"	"CC"	"VB"	"DT"	"NN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"later"	"person"	"and"	"operate"	"the"	"long_island"	"group"	"a"	"minor_league"	"professional"	"football_team"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"the"	"ability"	"business"	"ability_to"	"to_the"	"the_business"	"the_ability_to"	"ability_to_the"	"to_the_business"	"the_business_successfully"	"DT"	"NN"	"TO"	"VB"	"DT"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"credit"	"requirement"	"stipulate"	"that"	"applicant"	"must"	"have"	"the"	"ability"	"to"	"operate"	"the"	"business"	"successfully"	"and"	"have"	"enough"	"capital"	"in"	"the"	"business"	"so"	"that"	"with"	"loan"	"assistance"	"from"	"the"	"sba"	"it"	"will"	"be"	"able"	"to"	"operate"	"on"	"a"	"sound"	"financial"	"basis"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"on"	"able"	"a"	"able_to"	"to_on"	"on_a"	"be_able_to"	"able_to_on"	"to_on_a"	"on_a_sound"	"VB"	"JJ"	"VB"	"VB"	"VB"	"DT"	"JJ"	"requirement"	"stipulate"	"that"	"the"	"applicant"	"must"	"have"	"the"	"ability"	"to"	"operate"	"the"	"business"	"successfully"	"and"	"have"	"enough"	"capital"	"in"	"the"	"business"	"so"	"that"	"with"	"loan"	"assistance"	"from"	"the"	"sba"	"it"	"will"	"be"	"able"	"to"	"on"	"a"	"sound"	"financial"	"basis"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:03::"	"well"	"and"	"be"	"follow"	"be_well"	"well_and"	"and_follow"	"``_be_well"	"be_well_and"	"well_and_follow"	"and_follow_generally"	"ε"	"VB"	"RB"	"VB"	"CC"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"grand_jury"	"comment"	"on"	"a"	"number"	"of"	"topic"	"among"	"them"	"atlanta"	"and"	"location"	"purchasing_department"	"which"	"it"	"say"	"be"	"well"	"operate"	"and"	"follow"	"generally"	"accepted"	"practice"	"which"	"inure"	"to"	"the"	"best"	"interest"	"of"	"both"	"government"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"be"	"in"	"airport"	"a"	"airport_be"	"be_in"	"in_a"	"the_airport_be"	"airport_be_in"	"be_in_a"	"in_a_manner"	"DT"	"NN"	"VB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"regard"	"atlanta"	"new"	"million"	"dollar"	"airport"	"the"	"jury"	"recommend"	"that"	"when"	"new"	"management"	"take_charge"	"jan"	"the"	"airport"	"be"	"operate"	"in"	"a"	"manner"	"that"	"will"	"eliminate"	"political"	"influence"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"faker"	"or"	"gadget"	"sell"	"gadget_faker"	"faker_or"	"or_sell"	"the_gadget_faker"	"gadget_faker_or"	"faker_or_sell"	"or_sell_his"	"DT"	"NN"	"NN"	"VB"	"CC"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"faker"	"operate"	"or"	"sell"	"his"	"phony"	"machine"	"for"	"to"	"anything"	"the"	"traffic"	"will"	"bear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"were"	"for"	"sampler"	"a"	"sampler_were"	"were_for"	"for_a"	"all_sampler_were"	"sampler_were_for"	"were_for_a"	"for_a_period"	"DT"	"NN"	"VBD"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"were"	"operate"	"for"	"a"	"period"	"of"	"two"	"hour"	"except"	"one"	"which"	"was"	"operate"	"for"	"four"	"hour"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
