"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"
"2:30:00::"	"man"	"again"	"a"	"of"	"a_man"	"man_again"	"again_of"	"unless_a_man"	"a_man_again"	"man_again_of"	"again_of_water"	"IN"	"DT"	"NN"	"VB"	"RB"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"amen"	"amen"	"i"	"say"	"to"	"unless"	"a"	"man"	"be_born"	"again"	"of"	"water"	"symbol"	"of"	"the"	"word_of_god"	"see"	"ephesians"	"and"	"the"	"spirit"	"he"	"cannot"	"enter"	"into"	"the"	"kingdom_of_god"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"christ"	"of"	"the"	"god"	"the_christ"	"christ_of"	"of_god"	"be_the_christ"	"the_christ_of"	"christ_of_god"	"of_god_."	"VB"	"DT"	"NNP"	"VB"	"IN"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"everyone"	"who"	"believe"	"jesus"	"be"	"the"	"christ"	"be_born"	"of"	"god"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"him"	"of"	"receive"	"god"	"receive_him"	"him_of"	"of_god"	"as_receive_him"	"receive_him_of"	"him_of_god"	"of_god_."	"IN"	"VB"	"PRP"	"VB"	"IN"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as_many"	"receive"	"him"	"be_born"	"of"	"god"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"whoever"	"of"	"∅"	"god"	"∅_whoever"	"whoever_of"	"of_god"	"∅_∅_whoever"	"∅_whoever_of"	"whoever_of_god"	"of_god_does"	"ε"	"ε"	"WP"	"VB"	"IN"	"NNP"	"VBZ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"be_born"	"of"	"god"	"does"	"not"	"commit"	"sin"	"that_is"	"he"	"does"	"not"	"practice"	"sin"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"who"	"of"	"one"	"god"	"one_who"	"who_of"	"of_god"	"no_one_who"	"one_who_of"	"who_of_god"	"of_god_commit"	"DT"	"NN"	"WP"	"VB"	"IN"	"NNP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"know"	"no"	"one"	"who"	"be_born"	"of"	"god"	"commit"	"sin"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"has"	"of"	"]"	"him"	"]_has"	"has_of"	"of_him"	"righteous_]_has"	"]_has_of"	"has_of_him"	"of_him_."	"JJ"	"ε"	"VBZ"	"VB"	"IN"	"PRP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"you"	"know"	"that"	"he"	"god"	"be"	"just"	"righteous"	"know"	"that"	"everyone"	"also"	"do"	"what"	"be"	"just"	"righteous"	"has"	"be_born"	"of"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"love"	"of"	"who"	"god"	"who_love"	"love_of"	"of_god"	"everyone_who_love"	"who_love_of"	"love_of_god"	"of_god_,"	"NN"	"WP"	"VB"	"VB"	"IN"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"everyone"	"love"	"be_born"	"of"	"god"	"and"	"know"	"god"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"that"	"of"	"all"	"god"	"all_that"	"that_of"	"of_god"	"∅_all_that"	"all_that_of"	"that_of_god"	"of_god_overcome"	"ε"	"DT"	"RB"	"VB"	"IN"	"NNP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that"	"be_born"	"of"	"god"	"overcome"	"the"	"world"	"and"	"this"	"be"	"the"	"victory"	"that"	"overcome"	"the"	"world"	"our"	"faith"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"man"	"again"	"a"	","	"a_man"	"man_again"	"again_,"	"unless_a_man"	"a_man_again"	"man_again_,"	"again_,_he"	"IN"	"DT"	"NN"	"VB"	"RB"	"ε"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"jesus"	"answer"	"and"	"say"	"to"	"him"	"nicodemus"	"amen"	"amen"	"i"	"to"	"thee"	"unless"	"a"	"man"	"be_born"	"again"	"he"	"cannot"	"see"	"the"	"kingdom_of_god"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"who"	"not"	":"	"of"	":_who"	"who_not"	"not_of"	"name_:_who"	":_who_not"	"who_not_of"	"not_of_blood"	"NN"	"ε"	"WP"	"VB"	"RB"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"to"	"as_many"	"as"	"receive"	"him"	"he"	"give"	"the"	"power"	"of"	"sons"	"of"	"god"	"to"	"those"	"who"	"believe_in"	"his"	"name"	"who"	"be_born"	"not"	"of"	"blood"	"nor"	"of"	"the"	"will"	"of"	"the"	"flesh"	"nor"	"of"	"the"	"will"	"of"	"man"	"but"	"of"	"god"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"you"	"not"	"if"	"be_born"	"if_you"	"you_not"	"not_be_born"	"but_if_you"	"if_you_not"	"you_not_be_born"	"not_be_born_again"	"CC"	"IN"	"PRP"	"VB"	"RB"	"VB"	"RB"	"0"	"you"	"may"	"be"	"very"	"religious"	"a"	"good"	"church_member"	"an"	"upright"	"honest"	"and"	"sincere"	"person"	"you"	"may"	"be"	"baptize"	"confirmed"	"reverent"	"and"	"worshipful"	"you"	"may"	"attend"	"mass"	"do"	"penance"	"say"	"prayers"	"and"	"zealously"	"keep"	"all"	"the"	"sacraments"	"and"	"ceremonies"	"of"	"church"	"you"	"may"	"have"	"the"	"final"	"and"	"extreme_unction"	"but"	"if"	"be_born"	"not"	"be_born"	"again"	"you"	"be"	"lost"	"and"	"head"	"for"	"hell"	"and"	"eternal"	"punishment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"not"	"again"	"be_born"	"you"	"be_born_not"	"not_again"	"again_you"	"you_be_born_not"	"be_born_not_again"	"not_again_you"	"again_you_be"	"PRP"	"VB"	"RB"	"VB"	"RB"	"PRP"	"VB"	"be"	"very"	"religious"	"a"	"good"	"church_member"	"an"	"upright"	"honest"	"and"	"sincere"	"person"	"you"	"may"	"be"	"baptize"	"confirmed"	"reverent"	"and"	"worshipful"	"you"	"may"	"attend"	"mass"	"do"	"penance"	"say"	"prayers"	"and"	"zealously"	"keep"	"all"	"the"	"sacraments"	"and"	"ceremonies"	"of"	"the"	"church"	"you"	"may"	"the"	"final"	"and"	"extreme_unction"	"but"	"if"	"you"	"be_born"	"not"	"again"	"you"	"be"	"lost"	"and"	"head"	"for"	"hell"	"and"	"eternal"	"punishment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"miss_murphy"	"in"	"∅"	"placentia"	"∅_miss_murphy"	"miss_murphy_in"	"in_placentia"	"∅_∅_miss_murphy"	"∅_miss_murphy_in"	"miss_murphy_in_placentia"	"in_placentia_,"	"ε"	"ε"	"NNP"	"VB"	"IN"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"be_born"	"in"	"placentia"	"newfoundland"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
