"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"
"1:24:00::"	"the"	"amend"	"∅"	"the"	"∅_the"	"the_amend"	"amend_the"	"∅_∅_the"	"∅_the_amend"	"the_amend_the"	"amend_the_enabling_act"	"ε"	"ε"	"DT"	"NN"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"third"	"amend"	"the"	"enabling_act"	"for"	"creation"	"of"	"the"	"location"	"location"	"for"	"which"	"a"	"special"	"constitutional"	"amendment"	"previously"	"was"	"adopt"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"'"	"straight"	"person"	"victory"	"person_'"	"'_straight"	"straight_victory"	"be_person_'"	"person_'_straight"	"'_straight_victory"	"straight_victory_of"	"VB"	"NNP"	"ε"	"JJ"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"person"	"third"	"straight"	"victory"	"of"	"the"	"new"	"season"	"and"	"run"	"the"	"group"	"winning"	"streak"	"to"	"four"	"straight"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"the"	"inning"	"in"	"."	"in_the"	"the_inning"	"inning_."	"person_in_the"	"in_the_inning"	"the_inning_."	"inning_._∅"	"NNP"	"IN"	"DT"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"fan"	"six"	"and"	"only"	"person"	"in"	"the"	"third"	"inning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"the"	"group"	"for"	"run"	"for_the"	"the_group"	"group_run"	"fence_for_the"	"for_the_group"	"the_group_run"	"group_run_in"	"NN"	"IN"	"DT"	"JJ"	"NNP"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"hammer"	"the"	"ball"	"the"	"left"	"fence"	"for"	"the"	"third"	"group"	"run"	"in"	"the"	"ninth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"the"	"person"	"in"	"hammer"	"in_the"	"the_person"	"person_hammer"	"∅_in_the"	"in_the_person"	"the_person_hammer"	"person_hammer_a"	"ε"	"IN"	"DT"	"JJ"	"NNP"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"third"	"person"	"hammer"	"a"	"long"	"home_run"	"deep"	"into"	"the"	"corner"	"of"	"the"	"bleachers"	"in"	"right"	"center"	"about"	"foot"	"away"	"with"	"two"	"man"	"on"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"the"	"man"	"only"	"to"	"only_the"	"the_man"	"man_to"	"person_only_the"	"only_the_man"	"the_man_to"	"man_to_lead"	"NNP"	"JJ"	"DT"	"JJ"	"NN"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"triumph"	"person"	"only"	"the"	"third"	"man"	"to"	"lead"	"a"	"team"	"to"	"both"	"a"	"pennant"	"and"	"a"	"world_series"	"victory"	"in"	"his"	"first"	"year"	"as"	"a"	"manager"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"the"	"question"	"to"	"be"	"to_the"	"the_question"	"question_be"	"answer_to_the"	"to_the_question"	"the_question_be"	"question_be_imperative"	"NN"	"TO"	"DT"	"JJ"	"NN"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"obviously"	"a"	"satisfactory"	"to"	"the"	"third"	"question"	"be"	"imperative"	"if"	"the"	"argument"	"is"	"to"	"get"	"underway"	"at_all"	"for"	"if"	"there"	"be"	"any"	"possibility"	"doubt"	"whether"	"the"	"patient"	"tactual"	"sensitivity"	"had"	"been"	"impair"	"by"	"the"	"occipital"	"lesion"	"any"	"finding"	"whatsoever"	"in"	"regard_to"	"the"	"first"	"question"	"become"	"completely"	"ambiguous"	"and"	"fail"	"altogether"	"of_course"	"as"	"evidence"	"to"	"establish"	"the"	"desired"	"conclusion"	
"5:00:00:ordinal:00"	"the"	"ship"	"but"	"come_back"	"but_the"	"the_ship"	"ship_come_back"	"``_but_the"	"but_the_ship"	"the_ship_come_back"	"ship_come_back_several"	"ε"	"CC"	"DT"	"JJ"	"NN"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"third"	"ship"	"come_back"	"several"	"year"	"ago"	"and"	"report"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"a"	"major_league"	"of"	","	"of_a"	"a_major_league"	"major_league_,"	"formation_of_a"	"of_a_major_league"	"a_major_league_,"	"major_league_,_the"	"NN"	"IN"	"DT"	"JJ"	"NN"	"ε"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"that"	"fail"	"he"	"enlist"	"person"	"in"	"the"	"formation"	"of"	"a"	"third"	"major_league"	"the"	"group"	"with"	"new_york"	"as"	"the"	"key"	"franchise"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"the"	"level"	"on"	","	"on_the"	"the_level"	"level_,"	"but_on_the"	"on_the_level"	"the_level_,"	"level_,_and"	"CC"	"IN"	"DT"	"JJ"	"NN"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"also"	"treat"	"of"	"the"	"snake"	"but"	"on"	"the"	"third"	"level"	"and"	"is"	"chiefly"	"concern"	"with"	"the"	"anaconda"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"a"	"argument"	"to"	","	"to_a"	"a_argument"	"argument_,"	"now_to_a"	"to_a_argument"	"a_argument_,"	"argument_,_which"	"RB"	"TO"	"DT"	"JJ"	"NN"	"ε"	"WDT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"positivist"	"come"	"to"	"a"	"third"	"argument"	"which"	"again"	"be"	"very"	"simple"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"the"	"method"	"∅"	"was"	"∅_the"	"the_method"	"method_was"	"∅_∅_the"	"∅_the_method"	"the_method_was"	"method_was_,"	"ε"	"ε"	"DT"	"JJ"	"NN"	"VBD"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"third"	"method"	"was"	"to"	"our"	"knowledge"	"successfully"	"apply"	"for_the_first_time"	"by"	"person"	"and"	"co-worker"	"reference"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"a"	"time"	","	","	",_a"	"a_time"	"time_,"	"and_,_a"	",_a_time"	"a_time_,"	"time_,_confront"	"CC"	"ε"	"DT"	"JJ"	"NN"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"a"	"sneer"	"the"	"man"	"his"	"leg"	"and"	"a"	"third"	"time"	"confront"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"to"	"on"	"move"	"person"	"move_to"	"to_on"	"on_person"	",_move_to"	"move_to_on"	"to_on_person"	"on_person_'s"	"ε"	"VB"	"TO"	"NN"	"IN"	"NNP"	"POS"	"group"	"get"	"a"	"run"	"in"	"the"	"first"	"inning"	"when"	"person"	"along"	"with"	"person"	"the"	"two"	"group"	"who"	"get"	"a"	"pair"	"of"	"hit"	"double"	"to"	"right"	"center"	"move"	"to"	"on"	"person"	"single"	"to"	"right"	"and"	"cross"	"on"	"person"	"wild_pitch"	"into"	"the"	"dirt"	"in_front"	"of"	"the"	"plate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"the"	"on"	"in"	"three"	"in_the"	"the_on"	"on_three"	"tally_in_the"	"in_the_on"	"the_on_three"	"on_three_straight"	"NN"	"IN"	"DT"	"JJ"	"IN"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"add"	"a"	"of"	"tally"	"in"	"the"	"third"	"on"	"three"	"straight"	"hit"	"after"	"two"	"be"	"out"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"took"	"and"	"person"	"person"	"person_took"	"took_and"	"and_person"	"head_person_took"	"person_took_and"	"took_and_person"	"and_person_second"	"NN"	"NNP"	"VBD"	"NN"	"CC"	"NNP"	"NN"	"bounce"	"a"	"hard"	"shot"	"off"	"person"	"glove"	"and"	"beat"	"it"	"out"	"for"	"a"	"single"	"and"	"when"	"person"	"grab"	"the"	"ball"	"and"	"throw"	"it"	"over"	"first_baseman"	"person"	"head"	"person"	"third"	"and"	"person"	"second"	"on"	"the"	"error"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"a"	"inning"	"bounce"	"two"	"bounce_a"	"a_inning"	"inning_two"	"and_bounce_a"	"bounce_a_inning"	"a_inning_two"	"inning_two_run"	"CC"	"VB"	"DT"	"JJ"	"NN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"take"	"a"	"ride"	"on"	"this"	"one"	"person"	"greet"	"person"	"as"	"the"	"group"	"third_sacker"	"grab"	"a"	"bat"	"head"	"the"	"plate"	"and"	"bounce"	"a"	"third"	"inning"	"two"	"run"	"double"	"off"	"the"	"left"	"centerfield"	"wall"	"tonight"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
