"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"
"2:36:01::"	"was"	"."	"it"	"∅"	"it_was"	"was_."	"._∅"	"in_which_it_was"	"it_was_."	"was_._∅"	"._∅_∅"	"RB"	"PRP"	"VBD"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"always"	"and"	"at_all_times"	"a"	"contemporary"	"music"	"it"	"express"	"the"	"era"	"in_which"	"it"	"was"	"create"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"to"	"works"	"try"	"that"	"try_to"	"to_works"	"works_that"	"consciously_try_to"	"try_to_works"	"to_works_that"	"works_that_anticipate"	"RB"	"VB"	"TO"	"VB"	"NNS"	"WDT"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"may"	"be"	"of_course"	"that"	"is"	"consciously"	"try"	"to"	"create"	"works"	"that"	"anticipate"	"an"	"age"	"of"	"total"	"automation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"to"	"only"	"content"	"the"	"content_to"	"to_only"	"only_the"	"not_content_to"	"content_to_only"	"to_only_the"	"only_the_music"	"RB"	"NN"	"TO"	"VB"	"RB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"not"	"to"	"create"	"only"	"the"	"music"	"and"	"lyrics"	"noe"	"l"	"coward"	"also"	"write"	"the"	"book"	"and"	"direct"	"sail"	"away"	"capitol_wao"	"stereo"	"swao"	"a"	"saga"	"of"	"life"	"on"	"a"	"cruise_ship"	"that"	"be"	"not"	"apt"	"to"	"be"	"include"	"among"	"mr._coward"	"more"	"memorable"	"works"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"situation"	"by"	"delicate"	"the"	"delicate_situation"	"situation_by"	"by_the"	"the_delicate_situation"	"delicate_situation_by"	"situation_by_the"	"by_the_presence"	"DT"	"JJ"	"NN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"nor"	"does"	"sen._jackson"	"the"	"delicate"	"situation"	"create"	"by"	"the"	"presence"	"in"	"the"	"white_house"	"of"	"a"	"corps"	"of"	"presidential"	"assistants"	"engage"	"in"	"the"	"study"	"of"	"foreign_policy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"to"	"a"	"move"	"nine-state"	"move_to"	"to_a"	"a_nine-state"	"is_move_to"	"move_to_a"	"to_a_nine-state"	"a_nine-state_regional"	"VBZ"	"VB"	"TO"	"VB"	"DT"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"gov._dalton"	"new"	"commerce"	"and"	"commission"	"is"	"move"	"to"	"create"	"a"	"nine-state"	"regional"	"group"	"in"	"a"	"collective"	"effort"	"to"	"attract"	"new"	"industry"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"are"	"a"	"beat_generation"	"new"	"beat_generation_are"	"are_a"	"a_new"	"the_beat_generation_are"	"beat_generation_are_a"	"are_a_new"	"a_new_literary"	"DT"	"NN"	"VBP"	"VB"	"DT"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"love"	"reflect"	"the"	"nature"	"of"	"man"	"as"	"ortega_y_gasset"	"believe"	"if"	"the"	"person"	"in_love"	"betray"	"decisively"	"what"	"be"	"by"	"his"	"behavior"	"in_love"	"then"	"the"	"writers"	"of"	"the"	"beat_generation"	"are"	"create"	"a"	"new"	"literary"	"genre"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"has"	"a"	"she"	"high"	"she_has"	"has_a"	"a_high"	"which_she_has"	"she_has_a"	"has_a_high"	"a_high_standard"	"WDT"	"PRP"	"VBZ"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"greer_garson"	"world-famous"	"star"	"of"	"stage"	"screen"	"and"	"television"	"will"	"be"	"honor"	"for"	"high"	"standard"	"in"	"tasteful"	"sophisticated"	"fashion"	"with"	"which"	"she"	"has"	"create"	"a"	"high"	"standard"	"in"	"her"	"profession"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"from"	"fear"	"far"	","	"far_from"	"from_fear"	"fear_,"	"∅_far_from"	"far_from_fear"	"from_fear_,"	"fear_,_as"	"ε"	"NNP"	"IN"	"VB"	"NN"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"from"	"create"	"fear"	"as"	"the"	"speaker"	"suggest"	"preparedness"	"know"	"what"	"to"	"do"	"in"	"an"	"emergency"	"give"	"people"	"confidence"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"can"	"a"	"j._d._salinger"	"fictional"	"j._d._salinger_can"	"can_a"	"a_fictional"	",_j._d._salinger_can"	"j._d._salinger_can_a"	"can_a_fictional"	"a_fictional_world"	"ε"	"NNP"	"MD"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"an"	"art"	"that"	"conceal"	"art"	"j._d._salinger"	"can"	"create"	"a"	"fictional"	"world"	"so"	"authentic"	"that"	"it"	"hurt"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"also"	"a"	","	"gay"	",_also"	"also_a"	"a_gay"	"stage_,_also"	",_also_a"	"also_a_gay"	"a_gay_,"	"NN"	"ε"	"RB"	"VB"	"DT"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"eldon_elder"	"who"	"design"	"stage"	"also"	"create"	"a"	"gay"	"spacious"	"set"	"that"	"blend"	"attractively"	"with"	"the"	"park"	"background"	"and"	"shakespeare"	"lighthearted"	"mood"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:02::"	"or"	"by"	"produce"	"project"	"produce_or"	"or_by"	"by_project"	"can_produce_or"	"produce_or_by"	"or_by_project"	"by_project_this"	"MD"	"VB"	"CC"	"VB"	"IN"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"has"	"been"	"truly"	"say"	"that"	"man"	"can"	"imagine"	"he"	"can"	"produce"	"or"	"create"	"by"	"project"	"this"	"inner"	"image"	"into"	"its"	"counterpart"	"in"	"the"	"objective"	"world"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"help"	"new"	"to"	"and"	"to_help"	"help_new"	"new_and"	"inward_to_help"	"to_help_new"	"help_new_and"	"new_and_better"	"RB"	"TO"	"VB"	"VB"	"JJ"	"CC"	"JJR"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"not_only"	"can"	"man"	"project"	"his"	"imagination"	"out"	"into"	"his"	"environment"	"in"	"concrete"	"but"	"even"	"more"	"importantly"	"he"	"can"	"turn"	"it"	"inward"	"to"	"help"	"create"	"new"	"and"	"better"	"forms"	"of"	"himself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
