"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"
"2:32:08::"	"has"	"with"	"he"	"them"	"he_has"	"has_with"	"with_them"	"that_he_has"	"he_has_with"	"has_with_them"	"with_them_,"	"IN"	"PRP"	"VBZ"	"VB"	"VB"	"PRP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that"	"be"	"not"	"to"	"deny"	"that"	"he"	"has"	"be"	"aware"	"of"	"tradition"	"of_course"	"that"	"he"	"is"	"steep"	"in"	"them"	"in_fact"	"that"	"he"	"has"	"deal"	"with"	"them"	"in"	"his"	"book"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:08::"	"novel"	"with"	"southern"	"plantation"	"southern_novel"	"novel_with"	"with_plantation"	"earlier_southern_novel"	"southern_novel_with"	"novel_with_plantation"	"with_plantation_life"	"JJ"	"JJ"	"NN"	"VB"	"VB"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"low-class"	"character"	"have"	"but"	"counterpart"	"in"	"earlier"	"southern"	"novel"	"deal"	"with"	"plantation"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:10::;2:32:08::"	"paper"	"with"	"one"	"a"	"one_paper"	"paper_with"	"with_a"	"∅_one_paper"	"one_paper_with"	"paper_with_a"	"with_a_phonologic"	"ε"	"JJ"	"NN"	"VB"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"paper"	"deal"	"with"	"a"	"phonologic"	"problem"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:10::;2:32:08::"	"papers"	"with"	"the"	"grammatical"	"the_papers"	"papers_with"	"with_grammatical"	"of_the_papers"	"the_papers_with"	"papers_with_grammatical"	"with_grammatical_problem"	"IN"	"DT"	"NN"	"VB"	"VB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"five"	"the"	"papers"	"deal"	"with"	"grammatical"	"problem"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:08::"	"play"	"with"	"the"	"the"	"the_play"	"play_with"	"with_the"	"do_the_play"	"the_play_with"	"play_with_the"	"with_the_same"	"VBP"	"DT"	"VB"	"VB"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"the"	"play"	"deal"	"with"	"the"	"same"	"facet"	"of"	"experience"	"religion"	"must"	"also"	"deal"	"with"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:08::"	"also"	"with"	"must"	"?"	"must_also"	"also_with"	"with_?"	"religion_must_also"	"must_also_with"	"also_with_?"	"with_?_∅"	"NN"	"MD"	"RB"	"VB"	"VB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"do"	"the"	"play"	"deal"	"with"	"same"	"facet"	"of"	"experience"	"religion"	"must"	"also"	"deal"	"with"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:08::"	"they"	"with"	"for"	"distress"	"for_they"	"they_with"	"with_distress"	",_for_they"	"for_they_with"	"they_with_distress"	"with_distress_."	"ε"	"IN"	"PRP"	"VB"	"VB"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"yes"	"for"	"deal"	"with"	"distress"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:08::"	"chapter"	"with"	"later"	"the"	"later_chapter"	"chapter_with"	"with_the"	"a_later_chapter"	"later_chapter_with"	"chapter_with_the"	"with_the_suburban"	"DT"	"JJ"	"NN"	"VB"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"later"	"chapter"	"deal"	"with"	"the"	"suburban"	"school"	"i"	"shall"	"discuss"	"the"	"importance"	"of"	"arrange"	"a"	"program"	"for"	"the"	"academically"	"talented"	"and"	"highly"	"gifted"	"youth"	"in"	"any"	"high_school"	"where"	"he"	"is"	"find"	"0"	"0"	
"2:40:00::"	"and"	"with"	"live"	"the"	"live_and"	"and_with"	"with_the"	"will_live_and"	"live_and_with"	"and_with_the"	"with_the_tradesman"	"MD"	"VB"	"CC"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"very"	"few"	"wife"	"say"	"person"	"who"	"balance"	"the"	"checkbook"	"fix"	"the"	"car"	"choose"	"where"	"family"	"will"	"live"	"and"	"deal"	"with"	"the"	"tradesman"	"are"	"suddenly"	"going_to"	"become"	"submissive"	"where"	"sex"	"is"	"concern"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:10::"	"are"	"with"	"we"	"lie"	"we_are"	"are_with"	"with_lie"	"reality_we_are"	"we_are_with"	"are_with_lie"	"with_lie_not"	"NN"	"PRP"	"VBP"	"VB"	"VB"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"bring"	"us"	"to"	"the"	"that"	"the"	"reality"	"we"	"are"	"deal"	"with"	"lie"	"not"	"in"	"the"	"field"	"of"	"civil"	"legislation"	"but"	"in"	"the"	"realm"	"of"	"conscience"	"and"	"religion"	"they"	"be"	"moral"	"judgment"	"and"	"matter"	"of"	"theological"	"belief"	"0"	
"2:31:10::"	"no_longer"	"with"	"now"	"a"	"now_no_longer"	"no_longer_with"	"with_a"	"are_now_no_longer"	"now_no_longer_with"	"no_longer_with_a"	"with_a_simple"	"VBP"	"RB"	"RB"	"VB"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"consider"	"roleplaying"	"for"	"analysis"	"we"	"enter"	"a"	"complex"	"area"	"since"	"we"	"are"	"now"	"no_longer"	"deal"	"with"	"a"	"simple"	"overall"	"decision"	"but"	"rather"	"with"	"the"	"examination"	"and"	"evaluation"	"of"	"many"	"element"	"see"	"in"	"dynamic"	"functioning"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:10::"	"are"	"with"	"we"	"a"	"we_are"	"are_with"	"with_a"	"not_we_are"	"we_are_with"	"are_with_a"	"with_a_common"	"RB"	"PRP"	"VBP"	"VB"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"question"	"may"	"be"	"whether"	"or"	"not"	"we"	"are"	"deal"	"with"	"a"	"common"	"factor"	"in"	"anxiety"	"and"	"compulsivity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"effectively"	"able"	"with"	"able_to"	"to_effectively"	"effectively_with"	"be_able_to"	"able_to_effectively"	"to_effectively_with"	"effectively_with_two"	"VB"	"JJ"	"VB"	"VB"	"RB"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"volume"	"of"	"group"	"case"	"will"	"decrease"	"person"	"when"	"the"	"community"	"be"	"able"	"to"	"deal"	"effectively"	"with"	"two"	"problem"	"relatively"	"limited"	"skill"	"and"	"discrimination"	"in"	"employment"	"because"	"of"	"color"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:08::"	"are"	"with"	"solution"	"in"	"solution_are"	"are_with"	"with_in"	"suggested_solution_are"	"solution_are_with"	"are_with_in"	"with_in_a"	"JJ"	"NN"	"VBP"	"VB"	"VB"	"RB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"practical"	"management"	"problem"	"their"	"suggested"	"solution"	"are"	"deal"	"with"	"in"	"a"	"series"	"of"	"sba"	"publication"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:08::"	"which"	"with"	","	"the"	",_which"	"which_with"	"with_the"	"the_crucible_,_which"	",_which_with"	"which_with_the"	"with_the_location"	"NNP"	"ε"	"WDT"	"VB"	"VB"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"situation"	"in"	"which"	"we"	"find"	"ourselves"	"is"	"bring_out"	"dramatic"	"force"	"in"	"person"	"play"	"the_crucible"	"which"	"deal"	"with"	"the"	"location"	"witch"	"trial"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:08::;2:41:09::"	"and"	"with"	"statement"	"them"	"statement_and"	"and_with"	"with_them"	"these_statement_and"	"statement_and_with"	"and_with_them"	"with_them_more"	"DT"	"NN"	"CC"	"VB"	"VB"	"PRP"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"shall"	"return"	"these"	"statement"	"and"	"deal"	"with"	"them"	"more"	"fully"	"as"	"the"	"evidence"	"for"	"them"	"accumulate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:09::"	"in"	"with"	"assume"	"the"	"assume_in"	"in_with"	"with_the"	"expert_assume_in"	"assume_in_with"	"in_with_the"	"with_the_central"	"NN"	"VB"	"IN"	"VB"	"VB"	"DT"	"JJ"	"our"	"technical"	"assistance"	"to"	"these"	"country"	"should"	"place"	"special"	"emphasis"	"on"	"induce"	"the"	"central"	"government"	"to"	"assume"	"the"	"role"	"of"	"advisor"	"and"	"guide"	"which"	"at"	"an"	"earlier"	"stage"	"foreign"	"assume"	"in"	"deal"	"with"	"the"	"central"	"government"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
