"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"
"1:04:00::"	"vocational"	"which"	"of"	"would"	"of_vocational"	"vocational_which"	"which_would"	"cost_of_vocational"	"of_vocational_which"	"vocational_which_would"	"which_would_benefit"	"NN"	"IN"	"JJ"	"NN"	"WDT"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"only"	"state"	"funds"	"were"	"use"	"to"	"pay"	"for"	"the"	"vocational"	"education"	"it"	"be"	"argue"	"that"	"the"	"state"	"should"	"not"	"have_to"	"bear"	"the"	"cost"	"of"	"vocational"	"training"	"which"	"would"	"benefit"	"employer"	"in"	"state"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"vocational"	"when"	"for"	"local"	"for_vocational"	"vocational_when"	"when_local"	"individual_for_vocational"	"for_vocational_when"	"vocational_when_local"	"when_local_facility"	"NN"	"IN"	"JJ"	"NN"	"WRB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"further"	"possibility"	"suggest"	"by"	"the"	"example"	"of"	"the"	"g._i."	"bill"	"and"	"also"	"by"	"some"	"recent"	"in"	"attitude"	"toward"	"improve"	"college"	"education"	"that_is"	"to"	"provide"	"financial"	"assistance"	"to"	"individual"	"for"	"vocational"	"training"	"when"	"local"	"facility"	"be"	"inadequate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"sale"	"."	"than"	"∅"	"than_sale"	"sale_."	"._∅"	"rather_than_sale"	"than_sale_."	"sale_._∅"	"._∅_∅"	"RB"	"IN"	"NN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"while"	"many"	"company"	"have"	"do"	"fine"	"work"	"in"	"develop"	"sale"	"much"	"of"	"it"	"has"	"be"	"product"	"rather"	"than"	"sale"	"training"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"and"	"grant"	"research"	";"	"research_and"	"and_grant"	"grant_;"	"make_research_and"	"research_and_grant"	"and_grant_;"	"grant_;_∅"	"VB"	"NN"	"CC"	"NN"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"make"	"and"	"training"	"grant"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"and"	";"	"education"	"∅"	"education_and"	"and_;"	";_∅"	"safety_education_and"	"education_and_;"	"and_;_∅"	";_∅_∅"	"NN"	"NN"	"CC"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"effectiveness"	"of"	"and"	"safety"	"education"	"and"	"training"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	","	"and"	"demonstration"	"traineeship"	"demonstration_,"	",_and"	"and_traineeship"	",_demonstration_,"	"demonstration_,_and"	",_and_traineeship"	"and_traineeship_for"	"ε"	"NN"	"ε"	"NN"	"CC"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"amendment"	"completely"	"change"	"the"	"financing"	"of"	"the"	"vocational_rehabilitation_program"	"provide_for"	"a"	"three"	"part"	"grant"	"structure"	"for"	"basic"	"support"	"extension"	"and"	"improvement"	"and"	"research"	"demonstration"	"training"	"and"	"traineeship"	"vocational_rehabilitation"	"and"	"in_addition"	"for"	"short-term"	"training"	"and"	"instruction"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"short-term"	"and"	"for"	"instruction"	"for_short-term"	"short-term_and"	"and_instruction"	"in_addition_for_short-term"	"for_short-term_and"	"short-term_and_instruction"	"and_instruction_."	"RB"	"IN"	"JJ"	"NN"	"CC"	"NN"	"ε"	"amendment"	"completely"	"change"	"the"	"financing"	"of"	"the"	"vocational_rehabilitation_program"	"provide_for"	"a"	"three"	"part"	"grant"	"structure"	"for"	"basic"	"support"	"extension"	"and"	"improvement"	"and"	"research"	"demonstration"	"training"	"and"	"traineeship"	"for"	"vocational_rehabilitation"	"and"	"in_addition"	"for"	"short-term"	"training"	"and"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"and"	"concept"	"theory"	"."	"theory_and"	"and_concept"	"concept_."	"spontaneity_theory_and"	"theory_and_concept"	"and_concept_."	"concept_._∅"	"NN"	"NN"	"CC"	"NN"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"objective"	"of"	"this"	"chapter"	"be"	"clarify"	"the"	"distinction"	"between"	"spontaneity"	"theory"	"and"	"training"	"concept"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"spontaneity"	"theory"	"∅"	"be"	"∅_spontaneity"	"spontaneity_theory"	"theory_be"	"∅_∅_spontaneity"	"∅_spontaneity_theory"	"spontaneity_theory_be"	"theory_be_unique"	"ε"	"ε"	"NN"	"NN"	"NN"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"training"	"theory"	"be"	"unique"	"and"	"relatively"	"new"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"provide"	"in"	"it"	"every"	"it_provide"	"provide_in"	"in_every"	"because_it_provide"	"it_provide_in"	"provide_in_every"	"in_every_basic"	"IN"	"PRP"	"VB"	"NN"	"IN"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"the"	"russian"	"use"	"gymnastics"	"as"	"the"	"in"	"train"	"for"	"all"	"sport"	"because"	"it"	"provide"	"training"	"in"	"every"	"basic"	"quality"	"except"	"one"	"endurance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"early"	"be"	"that"	"imperative"	"that_early"	"early_be"	"be_imperative"	"understand_that_early"	"that_early_be"	"early_be_imperative"	"be_imperative_."	"VB"	"IN"	"RB"	"NN"	"VB"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"very"	"important"	"parent"	"to"	"understand"	"that"	"early"	"training"	"be"	"imperative"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"of"	"certain"	"year"	"phase"	"year_of"	"of_certain"	"certain_phase"	"early_year_of"	"year_of_certain"	"of_certain_phase"	"certain_phase_of"	"JJ"	"NN"	"IN"	"NN"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"year"	"of"	"training"	"certain"	"phase"	"of"	"the"	"work"	"must"	"be"	"cover"	"and"	"the"	"synthetic"	"problem"	"have"	"its"	"use"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"school"	"since"	"of"	"interior_design"	"of_school"	"school_since"	"since_interior_design"	"advantage_of_school"	"of_school_since"	"school_since_interior_design"	"since_interior_design_course"	"NN"	"IN"	"NN"	"NN"	"IN"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"these"	"group"	"were"	"first"	"form"	"many"	"prominent"	"and"	"decorator"	"could"	"not"	"have"	"have"	"the"	"advantage"	"of"	"school"	"training"	"since"	"interior_design"	"course"	"be"	"rare"	"and"	"undeveloped"	"during"	"their"	"youth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"his"	"secretly"	"do"	"either"	"do_his"	"his_secretly"	"secretly_either"	"to_do_his"	"do_his_secretly"	"his_secretly_either"	"secretly_either_because"	"VB"	"VB"	"PRP$"	"NN"	"RB"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"too"	"often"	"a"	"beginning"	"has"	"to"	"do"	"his"	"training"	"secretly"	"either"	"because"	"his"	"parent"	"do"	"n't"	"want"	"sonny_boy"	"to"	"lift"	"all"	"those"	"old"	"barbell"	"thing"	"because"	"you"	"stunt"	"your"	"growth"	"or"	"because"	"childish"	"taunt"	"from"	"his"	"schoolmate"	"like"	"hey"	"lookit"	"person"	"whaddya"	"gonna"	"do"	"with"	"all"	"those"	"muscle"	"of"	"which"	"he"	"have"	"none"	"at"	"the"	"time"	
