"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"
"2:40:00::"	"they"	"an"	"where"	"apartment"	"where_they"	"they_an"	"an_apartment"	",_where_they"	"where_they_an"	"they_an_apartment"	"an_apartment_,"	"ε"	"WRB"	"PRP"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_private"	"life"	"miss_garson"	"be"	"mrs._e._e._fogelson"	"and"	"on"	"the"	"go"	"the"	"time"	"commute"	"from"	"dallas"	"where"	"they"	"maintain"	"an"	"apartment"	"to"	"their"	"california"	"home"	"in"	"los_angeles"	"suburban"	"bel-air"	"to"	"their"	"ranch"	"in"	"pecos"	"new_mexico"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"to"	"the"	"civil_war"	"balance"	"civil_war_to"	"to_the"	"the_balance"	"the_civil_war_to"	"civil_war_to_the"	"to_the_balance"	"the_balance_between"	"DT"	"NN"	"TO"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"is"	"much"	"less"	"difficult"	"now"	"than"	"in"	"lincoln"	"day"	"to"	"see"	"that"	"both"	"sides"	"sovereign"	"americans"	"had"	"give"	"their"	"lives"	"in"	"the"	"civil_war"	"to"	"maintain"	"the"	"balance"	"between"	"the"	"powers"	"they"	"had"	"delegate"	"to"	"the"	"states"	"and"	"to"	"their"	"union"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"still"	"its"	","	"unique"	",_still"	"still_its"	"its_unique"	"west_,_still"	",_still_its"	"still_its_unique"	"its_unique_flavor"	"NN"	"ε"	"RB"	"VB"	"PRP$"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"southern"	"united_states"	"extend"	"from"	"florida"	"in"	"the"	"to"	"texas"	"in"	"the"	"west"	"still"	"maintain"	"its"	"unique"	"flavor"	"of"	"gracious"	"living"	"and"	"historical"	"elegance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:00::"	"been"	"with"	"had"	"more_or_less"	"had_been"	"been_with"	"with_more_or_less"	"``_had_been"	"had_been_with"	"been_with_more_or_less"	"with_more_or_less_stealth"	"ε"	"VBD"	"VBN"	"VB"	"IN"	"RB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"dinner"	"be"	"the"	"start"	"of"	"a"	"new"	"blatancy"	"in"	"the"	"relationship"	"between"	"the"	"gang"	"the"	"politician"	"which"	"prior"	"to"	"say"	"person"	"had"	"been"	"maintain"	"with"	"more_or_less"	"stealth"	"but"	"which"	"henceforth"	"was"	"mark"	"by"	"these"	"ostentatious"	"gathering"	"denounce"	"by"	"a"	"clergyman"	"as"	"belshazzar"	"feast"	"at"	"which"	"politician"	"fraternize"	"cheek_by_jowl"	"with"	"gangster"	"openly"	"in"	"the"	"big"	"downtown"	"hotel"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:00::"	"still"	"relationship"	"and"	"with"	"and_still"	"still_relationship"	"relationship_with"	"outlet_and_still"	"and_still_relationship"	"still_relationship_with"	"relationship_with_old"	"NN"	"CC"	"RB"	"VB"	"NN"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"how"	"can"	"you"	"cash_in_on"	"this"	"type"	"of"	"outlet"	"and"	"still"	"maintain"	"relationship"	"with"	"old"	"existing"	"outlet"	"which"	"be"	"still"	"important"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"to"	"the"	"try"	"principle"	"try_to"	"to_the"	"the_principle"	"you_try_to"	"try_to_the"	"to_the_principle"	"the_principle_of"	"PRP"	"VB"	"TO"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"try"	"to"	"maintain"	"the"	"principle"	"of"	"employee"	"contribute"	"as"	"oppose"	"to"	"fully"	"company"	"paid"	"program"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"of"	"access_road"	"cost"	"and"	"cost_of"	"of_access_road"	"access_road_and"	"your_cost_of"	"cost_of_access_road"	"of_access_road_and"	"access_road_and_parking_lot"	"PRP$"	"NN"	"IN"	"VB"	"NN"	"CC"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"you"	"know"	"the"	"in"	"your"	"cost"	"of"	"maintain"	"access_road"	"and"	"parking_lot"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"or"	"the"	"/"	"bus_stop"	"/_or"	"or_the"	"the_bus_stop"	"and_/_or"	"/_or_the"	"or_the_bus_stop"	"the_bus_stop_at"	"CC"	"ε"	"CC"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"will"	"your"	"local"	"erect"	"and"	"or"	"maintain"	"the"	"bus_stop"	"at"	"your"	"plant"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"and"	"pertinent"	"assemble"	"and"	"assemble_and"	"and_pertinent"	"pertinent_and"	"∅_assemble_and"	"assemble_and_pertinent"	"and_pertinent_and"	"pertinent_and_current"	"ε"	"VB"	"CC"	"VB"	"JJ"	"CC"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"maintain"	"pertinent"	"and"	"current"	"scientific"	"literature"	"both"	"domestic"	"and"	"foreign"	"and"	"issue"	"bibliographical"	"data"	"with_respect_to"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"and"	"demonstration"	","	"plant"	",_and"	"and_demonstration"	"demonstration_plant"	"operate_,_and"	",_and_demonstration"	"and_demonstration_plant"	"demonstration_plant_shall"	"VB"	"ε"	"CC"	"VB"	"NN"	"NN"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"authority"	"of"	"the"	"secretary_of_the_interior"	"under"	"joint_resolution"	"to"	"construct"	"operate"	"and"	"maintain"	"demonstration"	"plant"	"shall"	"terminate"	"upon"	"the"	"expiration"	"of"	"twelve"	"year"	"after"	"the"	"date"	"on"	"which"	"this"	"joint_resolution"	"is"	"approve"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"and"	"a"	"establish"	"program"	"establish_and"	"and_a"	"a_program"	"to_establish_and"	"establish_and_a"	"and_a_program"	"a_program_of"	"TO"	"VB"	"CC"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"be"	"it"	"enact"	"by"	"the"	"senate"	"and"	"house_of_representatives"	"of"	"the"	"united_states_of_america"	"in"	"assemble"	"that"	"the"	"secretary_of_the_interior"	"is"	"hereby"	"authorize"	"and"	"direct"	"to"	"establish"	"and"	"maintain"	"a"	"program"	"of"	"stabilization"	"payment"	"to"	"small"	"domestic"	"producer"	"of"	"lead"	"and"	"zinc"	"ore"	"and"	"concentrate"	"in_order"	"to"	"stabilize"	"the"	"mining"	"of"	"lead"	"and"	"zinc"	"by"	"small"	"domestic"	"producer"	"on"	"public"	"indian"	"and"	"land"	"as"	"provide"	"in_this"	"act"	
"2:42:00::"	"and"	"the"	"operate"	"station"	"operate_and"	"and_the"	"the_station"	"for_operate_and"	"operate_and_the"	"and_the_station"	"the_station_and"	"IN"	"VB"	"CC"	"VB"	"DT"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"expenditure"	"for"	"and"	"maintain"	"the"	"station"	"and"	"equipment"	"of"	"the"	"armed_forces"	"are"	"estimate"	"to"	"be"	"billion"	"in"	"which"	"be"	"million"	"more"	"than"	"in"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"husband"	"his"	"the"	"supremacy"	"the_husband"	"husband_his"	"his_supremacy"	"which_the_husband"	"the_husband_his"	"husband_his_supremacy"	"his_supremacy_."	"RB"	"DT"	"NN"	"VB"	"PRP$"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"of_course"	"there"	"remain"	"many"	"old-fashioned"	"marriage"	"which"	"the"	"husband"	"maintain"	"his"	"supremacy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:00::"	"in"	"basic"	"state"	"vocational_rehabilitation"	"state_in"	"in_basic"	"basic_vocational_rehabilitation"	"the_state_in"	"state_in_basic"	"in_basic_vocational_rehabilitation"	"basic_vocational_rehabilitation_services"	"DT"	"NN"	"IN"	"VB"	"JJ"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_order"	"to"	"the"	"state"	"in"	"maintain"	"basic"	"vocational_rehabilitation"	"services"	"section"	"of"	"the"	"amended"	"act"	"provide"	"that"	"allotment"	"to"	"state"	"for"	"support"	"of"	"such"	"services"	"be"	"base"	"on"	"need"	"as"	"measure"	"by"	"a"	"state"	"population"	"and"	"fiscal"	"capacity"	"as"	"measure"	"by"	"its"	"per_capita"	"income"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
