"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"
"2:42:00::"	"state"	"to"	"in_this"	"aid"	"in_this_state"	"state_to"	"to_aid"	"agencies_in_this_state"	"in_this_state_to"	"state_to_aid"	"to_aid_in"	"NNS"	"RB"	"NN"	"VB"	"TO"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"preamble"	"the"	"open-meeting"	"statutes"	"collectively"	"known"	"as"	"the"	"brown_act"	"the"	"legislature"	"declare"	"that"	"the"	"commissions"	"boards"	"and"	"councils"	"and"	"public"	"agencies"	"in_this"	"state"	"exist"	"to"	"aid"	"in"	"the"	"conduct"	"of"	"the"	"people"	"business"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"already"	"on"	"materials"	"the"	"materials_already"	"already_on"	"on_the"	"compost_materials_already"	"materials_already_on"	"already_on_the"	"on_the_school"	"NN"	"NNS"	"RB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"basis"	"compost"	"materials"	"already"	"exist"	"on"	"the"	"school"	"farm"	"with"	"a"	"stable"	"of"	"animals"	"for"	"the"	"riding"	"program"	"poultry"	"for"	"eggs"	"pigs"	"to"	"eat"	"garbage"	"a"	"beef"	"herd"	"and"	"wastes"	"of"	"all"	"kinds"	"0"	"0"	"0"	"0"	
"2:42:00::"	"then"	","	"rates"	"insufficient"	"rates_then"	"then_,"	",_insufficient"	"the_rates_then"	"rates_then_,"	"then_,_insufficient"	",_insufficient_for"	"DT"	"NNS"	"RB"	"VB"	"ε"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"financial"	"assistance"	"from"	"the"	"state"	"has"	"become"	"necessary"	"because"	"the"	"themselves"	"find"	"the"	"property_tax"	"or"	"at_least"	"at"	"the"	"rates"	"then"	"exist"	"insufficient"	"for"	"their"	"requirements"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"no_more"	"in"	"''"	"america"	"''_no_more"	"no_more_in"	"in_america"	"entrepreneur_''_no_more"	"''_no_more_in"	"no_more_in_america"	"in_america_."	"NN"	"ε"	"RB"	"VB"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"perhaps"	"the"	"public"	"present"	"attitude"	"toward"	"business"	"stem"	"from"	"fact"	"that"	"the"	"rugged"	"capitalist"	"entrepreneur"	"no_more"	"exist"	"in"	"america"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"to"	"in"	"seem"	"all"	"seem_to"	"to_in"	"in_all"	"interest_seem_to"	"seem_to_in"	"to_in_all"	"in_all_part"	"NN"	"VB"	"TO"	"VB"	"RB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_general"	"religious"	"seem"	"to"	"exist"	"in"	"all"	"part"	"of"	"the"	"metropolis"	"congregational"	"membership"	"however"	"be"	"another"	"thing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"need"	"to"	"the"	"acquaint"	"the_need"	"need_to"	"to_acquaint"	"in_the_need"	"the_need_to"	"need_to_acquaint"	"to_acquaint_youngster"	"IN"	"DT"	"NN"	"VB"	"TO"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"other"	"group"	"activity"	"follow"	"conduct"	"by"	"shopping_center"	"department_store"	"recreation"	"equipment"	"dealer"	"radio"	"tv"	"newspaper"	"and"	"organization"	"interested"	"in"	"the"	"need"	"exist"	"to"	"acquaint"	"youngster"	"with"	"the"	"proper"	"use"	"of"	"sporting"	"firearm"	"and"	"the"	"development"	"of"	"correct"	"attitude"	"and"	"appreciation"	"related_to"	"hunting"	"and"	"wise"	"use"	"of"	"our"	"natural_resources"	"0"	"0"	
"2:42:00::"	"not"	"in"	"does"	"a"	"does_not"	"not_in"	"in_a"	"sexual_relationship_does_not"	"does_not_in"	"not_in_a"	"in_a_vacuum"	"NN"	"VBZ"	"RB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"sexual_relationship"	"not"	"exist"	"in"	"a"	"vacuum"	"declare"	"person"	"medical"	"director"	"of"	"the"	"group"	"and"	"author"	"of"	"the"	"recent"	"book"	"release"	"from"	"sexual"	"tensions"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"partner"	"for"	"the"	"longer"	"the_partner"	"partner_for"	"for_longer"	"or_the_partner"	"the_partner_for"	"partner_for_longer"	"for_longer_than"	"CC"	"DT"	"NN"	"VB"	"IN"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"other"	"expert"	"say"	"however"	"that"	"if"	"sexual"	"by"	"one"	"or"	"the"	"partner"	"exist"	"for"	"longer"	"than"	"a"	"brief"	"period"	"it"	"be"	"likely"	"to"	"shake"	"the"	"marriage"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"it"	"until"	"as"	"1943"	"as_it"	"it_until"	"until_1943"	"law_as_it"	"as_it_until"	"it_until_1943"	"until_1943_,"	"NN"	"IN"	"PRP"	"VB"	"IN"	"CD"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"under"	"the"	"as"	"it"	"exist"	"until"	"the"	"federal_government"	"make"	"grant"	"to"	"the"	"state"	"on"	"the"	"basis"	"of"	"population"	"match"	"state"	"expenditure"	"on"	"a"	"fifty-fifty"	"basis"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"already"	"between"	"-"	"catholic"	"-_already"	"already_between"	"between_catholic"	"reporting_-_already"	"-_already_between"	"already_between_catholic"	"between_catholic_and"	"NN"	"ε"	"RB"	"VB"	"IN"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"second"	"step"	"be"	"to"	"recognize"	"the"	"substantial"	"agreement"	"blur"	"by"	"emotionalism"	"and"	"inaccurate"	"newspaper"	"reporting"	"already"	"exist"	"between"	"catholic"	"and"	"non-catholic"	"concern"	"the"	"overall"	"objective"	"of"	"family_planning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"not"	"."	"does"	"∅"	"does_not"	"not_."	"._∅"	"specialist_does_not"	"does_not_."	"not_._∅"	"._∅_∅"	"NN"	"VBZ"	"RB"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"first"	"we"	"realize"	"that"	"pure"	"specialist"	"does"	"not"	"exist"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"there"	"in"	"ago"	"england"	"ago_there"	"there_in"	"in_england"	"year_ago_there"	"ago_there_in"	"there_in_england"	"in_england_the"	"NN"	"RB"	"RB"	"VB"	"IN"	"NN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one_hundred"	"ago"	"there"	"exist"	"in"	"england"	"the"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"they"	"or"	"as"	"have"	"as_they"	"they_or"	"or_have"	",_as_they"	"as_they_or"	"they_or_have"	"or_have_ever"	"ε"	"IN"	"PRP"	"VB"	"CC"	"VBP"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"although"	"utopian"	"communism"	"be"	"both"	"new"	"in"	"and"	"also"	"modern"	"it"	"not"	"modern"	"communism"	"or"	"even"	"modern"	"socialism"	"as"	"they"	"exist"	"or"	"have"	"ever"	"exist"	"in_theory"	"or"	"in_practice"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"ever"	"in_theory"	"have"	"or"	"have_ever"	"ever_in_theory"	"in_theory_or"	"or_have_ever"	"have_ever_in_theory"	"ever_in_theory_or"	"in_theory_or_in_practice"	"CC"	"VBP"	"RB"	"VB"	"RB"	"CC"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"although"	"utopian"	"communism"	"be"	"both"	"new"	"in"	"and"	"also"	"modern"	"it"	"be"	"not"	"communism"	"or"	"even"	"modern"	"socialism"	"as"	"they"	"exist"	"or"	"have"	"ever"	"exist"	"in_theory"	"or"	"in_practice"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"sure"	"."	"not"	"∅"	"not_sure"	"sure_."	"._∅"	"be_not_sure"	"not_sure_."	"sure_._∅"	"._∅_∅"	"VB"	"RB"	"JJ"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"unsuccessful"	"playwright"	"and"	"actor"	"he"	"have"	"faith"	"only"	"himself"	"and"	"in"	"a"	"talent"	"he"	"be"	"not"	"sure"	"exist"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"difference"	"between"	"striking"	"lung"	"striking_difference"	"difference_between"	"between_lung"	"and_striking_difference"	"striking_difference_between"	"difference_between_lung"	"between_lung_when"	"CC"	"JJ"	"NN"	"VB"	"IN"	"NN"	"WRB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"evident"	"that"	"marked"	"and"	"striking"	"difference"	"exist"	"between"	"lung"	"when"	"an"	"interspecies"	"comparison"	"is"	"make"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"flux"	"at"	"heat"	"the"	"heat_flux"	"flux_at"	"at_the"	"high_heat_flux"	"heat_flux_at"	"flux_at_the"	"at_the_electrode"	"JJ"	"NN"	"NN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"heat"	"flux"	"exist"	"at"	"the"	"electrode"	"surface"	"of"	"electric"	"arc"	"necessitate"	"extensive"	"cooling"	"to"	"prevent"	"electrode"	"ablation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"there"	"two"	"graph"	"point"	"graph_there"	"there_two"	"two_point"	"the_graph_there"	"graph_there_two"	"there_two_point"	"two_point_for"	"DT"	"NN"	"EX"	"VB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"must"	"now"	"show"	"that"	"some"	"component"	"of"	"the"	"graph"	"there"	"exist"	"two"	"point"	"for"	"which"	"the"	"corresponding"	"diagonal"	"point"	"in"	"the"	"c-plane"	"be"	"on"	"opposite"	"side"	"of"	"c"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"there"	"a"	"before"	"3"	"before_there"	"there_a"	"a_3"	"him_before_there"	"before_there_a"	"there_a_3"	"a_3_-"	"PRP"	"IN"	"EX"	"VB"	"DT"	"CD"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"then"	"person"	"submarine_ball"	"hurler"	"enter"	"the"	"contest"	"and"	"only"	"batter"	"needed"	"to"	"face"	"him"	"before"	"there"	"exist"	"a"	"to"	"deadlock"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
