"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"
"5:00:00:few:00"	"make"	"suggestion"	"to"	":"	"to_make"	"make_suggestion"	"suggestion_:"	"should_like_to_make"	"to_make_suggestion"	"make_suggestion_:"	"suggestion_:_what"	"VB"	"TO"	"VB"	"JJ"	"NN"	"ε"	"WP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"this"	"enlarged"	"role"	"in"	"i"	"should_like"	"to"	"make"	"a_few"	"suggestion"	"what"	"we"	"in"	"the"	"united_states"	"do"	"or"	"do"	"not"	"do"	"will"	"make"	"a"	"very"	"large"	"difference"	"in"	"what"	"happen"	"in"	"the"	"rest"	"of"	"the"	"world"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:few:00"	"only"	"mile"	"occur"	"down"	"occur_only"	"only_mile"	"mile_down"	"voyage_occur_only"	"occur_only_mile"	"only_mile_down"	"mile_down_the"	"NN"	"VB"	"RB"	"JJ"	"NN"	"RB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"first"	"error"	"of"	"fourth"	"voyage"	"occur"	"only"	"a_few"	"mile"	"down"	"the"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:few:00"	"for"	"second"	"problem"	"and"	"problem_for"	"for_second"	"second_and"	"the_problem_for"	"problem_for_second"	"for_second_and"	"second_and_think_of"	"DT"	"NN"	"IN"	"JJ"	"NN"	"CC"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"study"	"problem"	"for"	"a_few"	"second"	"and"	"think_of"	"a"	"means"	"by"	"which"	"it"	"might"	"be"	"solve"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:few:00"	"to"	"lesson"	"limit"	","	"limit_to"	"to_lesson"	"lesson_,"	"was_limit_to"	"limit_to_lesson"	"to_lesson_,"	"lesson_,_though"	"VBD"	"VB"	"TO"	"JJ"	"NN"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"except"	"for"	"a"	"rich"	"friendship"	"with"	"the"	"painter"	"person"	"who"	"give"	"him"	"only"	"professional"	"instruction"	"he"	"ever"	"have"	"and"	"this"	"was"	"limit"	"to"	"a_few"	"lesson"	"though"	"the"	"two"	"artist"	"often"	"go"	"on"	"painting"	"trip"	"together"	"person"	"develop"	"his"	"art"	"by"	"himself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:few:00"	"or"	"honored"	"one"	"newcomer"	"one_or"	"or_honored"	"honored_newcomer"	"meet_one_or"	"one_or_honored"	"or_honored_newcomer"	"honored_newcomer_,"	"VB"	"JJ"	"CC"	"JJ"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"the"	"occasion"	"on"	"which"	"everyone"	"already"	"know"	"everyone"	"and"	"the"	"host"	"wish"	"them"	"to"	"meet"	"one"	"or"	"a_few"	"honored"	"newcomer"	"then"	"the"	"open_house"	"system"	"be"	"advantageous"	"because"	"the"	"honored"	"guest"	"be"	"fixed"	"connective"	"point"	"and"	"the"	"drifting"	"guest"	"make"	"and"	"break"	"connection"	"at"	"the"	"door"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:few:00"	"only"	"week"	"last"	","	"last_only"	"only_week"	"week_,"	"pansy_last_only"	"last_only_week"	"only_week_,"	"week_,_then"	"NN"	"VB"	"RB"	"JJ"	"NN"	"ε"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"many"	"people"	"think"	"pansy"	"last"	"only"	"a_few"	"week"	"then"	"their"	"period"	"of"	"growth"	"and"	"bloom"	"be"	"over"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:few:00"	"his"	"day"	"in"	"earlier"	"in_his"	"his_day"	"day_earlier"	"beef_in_his"	"in_his_day"	"his_day_earlier"	"day_earlier_and"	"NN"	"IN"	"PRP$"	"JJ"	"NN"	"RB"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"had"	"discover"	"beef"	"in"	"his"	"a_few"	"day"	"earlier"	"and"	"when"	"he"	"could"	"not"	"show"	"the"	"hide"	"arrest"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:few:00"	"with"	"little"	"company"	"melody"	"company_with"	"with_little"	"little_melody"	"the_company_with"	"company_with_little"	"with_little_melody"	"little_melody_he"	"DT"	"NN"	"IN"	"JJ"	"JJ"	"NN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"then"	"one"	"day"	"while"	"on"	"a"	"week"	"visit"	"to"	"the"	"country"	"of"	"a"	"retired"	"swiss"	"jeweler"	"rousseau"	"amuse"	"the"	"company"	"with"	"a_few"	"little"	"melody"	"he"	"had"	"write"	"to"	"which"	"he"	"attach"	"no"	"great"	"importance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:few:00"	"put"	"such"	"``"	"song"	"``_put"	"put_such"	"such_song"	"∅_``_put"	"``_put_such"	"put_such_song"	"such_song_together"	"ε"	"ε"	"VB"	"JJ"	"JJ"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a_few"	"such"	"song"	"together"	"they"	"urge"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:few:00"	"of"	"inch"	"distance"	"."	"distance_of"	"of_inch"	"inch_."	"a_distance_of"	"distance_of_inch"	"of_inch_."	"inch_._∅"	"RB"	"NN"	"IN"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"liter"	"quantity"	"of"	"mallinckrodt"	"low"	"sulfur"	"reagent"	"grade"	"carbon_tetrachloride"	"were"	"saturate"	"with"	"f"	"and"	"f"	"and"	"illuminate"	"for"	"about"	"hour"	"with"	"a"	"watt"	"tungsten"	"at"	"a"	"distance"	"of"	"a_few"	"inch"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:few:00"	"for"	"minute"	","	"."	",_for"	"for_minute"	"minute_."	"location_,_for"	",_for_minute"	"for_minute_."	"minute_._∅"	"NNP"	"ε"	"IN"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"streamliner"	"city_of_san_francisco"	"stop"	"in"	"location"	"for"	"a_few"	"minute"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:few:00"	"offer"	"words"	"only"	"about"	"only_offer"	"offer_words"	"words_about"	",_only_offer"	"only_offer_words"	"offer_words_about"	"words_about_the"	"ε"	"RB"	"VB"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"comment"	"ejaculate"	"the"	"surprised"	"woman"	"look"	"at"	"person"	"for"	"an"	"explanation"	"but"	"part"	"from"	"her"	"without"	"ceremony"	"only"	"offer"	"a_few"	"words"	"about"	"the"	"doctor"	"provincial"	"american"	"speech"	"and"	"a"	"state"	"of"	"nerves"	"bring_on"	"by"	"the"	"demand"	"of"	"his"	"work"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:few:00"	"bedroom"	"minute"	"the"	"later"	"the_bedroom"	"bedroom_minute"	"minute_later"	"from_the_bedroom"	"the_bedroom_minute"	"bedroom_minute_later"	"minute_later_,"	"IN"	"DT"	"NN"	"JJ"	"NN"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"the"	"parent"	"from"	"the"	"bedroom"	"a_few"	"minute"	"later"	"the"	"maid"	"greet"	"them"	"quietly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:few:00"	"spend"	"day"	"to"	"."	"to_spend"	"spend_day"	"day_."	"village_to_spend"	"to_spend_day"	"spend_day_."	"day_._∅"	"NN"	"TO"	"VB"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"his"	"first"	"move"	"be"	"to"	"person"	"to"	"the"	"village"	"to"	"spend"	"a_few"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:few:00"	"call"	"moment"	"the"	"thought"	"the_call"	"call_moment"	"moment_thought"	"give_the_call"	"the_call_moment"	"call_moment_thought"	"moment_thought_,"	"VB"	"DT"	"NN"	"JJ"	"NN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"he"	"give"	"the"	"call"	"a_few"	"moment"	"thought"	"he"	"go_into"	"the"	"kitchen"	"to"	"ask"	"person"	"to"	"prepare"	"tea"	"and"	"sushi"	"for"	"the"	"visitor"	"use"	"the"	"formal"	"english"	"china"	"and"	"the"	"silver"	"tea_service"	"which"	"had"	"been"	"donate"	"to"	"the"	"mission"	"then"	"he"	"go"	"outside"	"to"	"inspect"	"the"	"grounds"	"0"	
"5:00:00:few:00"	"until"	"week"	"∅"	"ago"	"∅_until"	"until_week"	"week_ago"	"∅_∅_until"	"∅_until_week"	"until_week_ago"	"week_ago_,"	"ε"	"ε"	"IN"	"JJ"	"NN"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a_few"	"week"	"ago"	"however"	"person"	"be"	"some"	"godlike"	"creature"	"who"	"have"	"nothing"	"in_common"	"with"	"the"	"duffer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
