"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"
"2:40:02::"	"must"	"the"	"``"	"blame"	"``_must"	"must_the"	"the_blame"	"state_senate_``_must"	"``_must_the"	"must_the_blame"	"the_blame_for"	"NNP"	"ε"	"MD"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mitchell"	"decry"	"the"	"high"	"rate"	"of"	"unemployment"	"in"	"the"	"state"	"say"	"the"	"meyner"	"administration"	"and"	"the"	"republican-controlled"	"state_senate"	"must"	"share"	"the"	"blame"	"for"	"this"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:01::"	"by"	"the"	","	"cost"	",_by"	"by_the"	"the_cost"	"machinery_,_by"	",_by_the"	"by_the_cost"	"the_cost_and"	"NN"	"ε"	"IN"	"VB"	"DT"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"can"	"keep_down"	"your"	"machinery"	"investment"	"by"	"buy"	"good"	"secondhand"	"machinery"	"by"	"share"	"the"	"cost"	"and"	"upkeep"	"of"	"machinery"	"with"	"a"	"neighbor"	"and"	"by"	"hire"	"someone"	"with"	"machinery"	"to"	"do"	"certain"	"job"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"third"	"in"	"a"	"the"	"a_third"	"third_in"	"in_the"	"person_a_third"	"a_third_in"	"third_in_the"	"in_the_group"	"NNP"	"DT"	"JJ"	"NN"	"VB"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"part"	"of"	"the"	"same"	"arrangement"	"person"	"had"	"in"	"the"	"spirit"	"of"	"peace"	"and"	"good_will"	"and"	"in"	"exchange"	"for"	"armed"	"in"	"the"	"april"	"election"	"campaign"	"bestow"	"upon"	"person"	"a"	"third"	"share"	"in"	"the"	"group"	"proceeds"	"and"	"a"	"cut"	"in"	"the"	"person"	"beer"	"trade"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"the"	"of"	"enhance"	"the"	"enhance_the"	"the_of"	"of_the"	"or_enhance_the"	"enhance_the_of"	"the_of_the"	"of_the_consumer"	"CC"	"VB"	"DT"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"many"	"industry"	"trade"	"association"	"are"	"campaign"	"to"	"protect"	"or"	"enhance"	"the"	"share"	"of"	"the"	"consumer"	"dollar"	"being"	"spend"	"on"	"their"	"particular"	"product"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:01::"	"can"	"?"	"they"	"∅"	"they_can"	"can_?"	"?_∅"	"benefit_they_can"	"they_can_?"	"can_?_∅"	"?_∅_∅"	"NN"	"PRP"	"MD"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"will"	"your"	"trade"	"customer"	"settle"	"for"	"less"	"and"	"fewer"	"frills"	"in_return_for"	"some"	"benefit"	"they"	"can"	"share"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"their"	"of"	"contribute"	"money"	"contribute_their"	"their_of"	"of_money"	"employee_contribute_their"	"contribute_their_of"	"their_of_money"	"of_money_to"	"NN"	"VB"	"PRP$"	"NN"	"IN"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"contribute"	"their"	"share"	"of"	"money"	"to"	"recreational_facility"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:02::"	"you"	"medical"	"can"	"facility"	"can_you"	"you_medical"	"medical_facility"	"∅_can_you"	"can_you_medical"	"you_medical_facility"	"medical_facility_and"	"ε"	"MD"	"PRP"	"VB"	"JJ"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"share"	"medical"	"facility"	"and"	"staff"	"with"	"neighboring"	"plant"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"state"	"in"	"and"	"total"	"and_state"	"state_in"	"in_total"	"federal_and_state"	"and_state_in"	"state_in_total"	"in_total_program"	"JJ"	"CC"	"JJ"	"NN"	"VB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"method"	"use"	"for"	"the"	"respective"	"federal"	"and"	"state"	"share"	"in"	"total"	"program"	"cost"	"is"	"specifically"	"set_forth"	"in"	"the"	"act"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"federal"	"''"	"``"	"."	"``_federal"	"federal_''"	"''_."	"'s_``_federal"	"``_federal_''"	"federal_''_."	"''_._∅"	"POS"	"ε"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"determine"	"the"	"particular"	"federal"	"share"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"federal"	"less_than"	"a"	"50"	"a_federal"	"federal_less_than"	"less_than_50"	"have_a_federal"	"a_federal_less_than"	"federal_less_than_50"	"less_than_50_%"	"VB"	"DT"	"JJ"	"NN"	"RB"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"all"	"state"	"it"	"be"	"the"	"difference"	"obtain"	"by"	"subtract"	"from"	"the"	"result"	"in"	"item"	"above"	"except"	"that"	"no"	"state"	"shall"	"have"	"a"	"federal"	"share"	"less_than"	"nor"	"more_than"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"'s"	"of"	"group"	"the"	"group_'s"	"'s_of"	"of_the"	"maximize_group_'s"	"group_'s_of"	"'s_of_the"	"of_the_group"	"VB"	"NNP"	"POS"	"NN"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"former"	"group"	"official"	"become"	"a"	"vice_president"	"and"	"set_about"	"maximize"	"group"	"share"	"of"	"the"	"group"	"market"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"substantial"	"of"	"a"	"gross_national_product"	"a_substantial"	"substantial_of"	"of_gross_national_product"	"produce_a_substantial"	"a_substantial_of"	"substantial_of_gross_national_product"	"of_gross_national_product_."	"VB"	"DT"	"JJ"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"industry"	"with"	"which"	"this"	"model"	"be"	"be"	"a"	"basic"	"industry"	"produce"	"a"	"substantial"	"share"	"of"	"gross_national_product"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"who"	"the"	"trio"	"most-valuable"	"trio_who"	"who_the"	"the_most-valuable"	"the_trio_who"	"trio_who_the"	"who_the_most-valuable"	"the_most-valuable_honor"	"DT"	"NN"	"WP"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"who"	"share"	"the"	"most-valuable"	"honor"	"were"	"introduce"	"by"	"person"	"sports_editor"	"of"	"the"	"post-dispatch"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:02::"	"to"	"the"	"schedule"	"group"	"schedule_to"	"to_the"	"the_group"	"are_schedule_to"	"schedule_to_the"	"to_the_group"	"the_group_mound"	"VBP"	"VB"	"TO"	"VB"	"DT"	"NNP"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"twenty-one"	"year"	"old"	"person"	"and"	"are"	"schedule"	"to"	"share"	"the"	"group"	"mound"	"chore"	"against"	"the"	"bombers"	"person"	"in"	"sunday"	"pm"	"encounter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"category"	"the"	"second"	"difficulty"	"second_category"	"category_the"	"the_difficulty"	"this_second_category"	"second_category_the"	"category_the_difficulty"	"the_difficulty_of"	"RB"	"JJ"	"NN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"most"	"country"	"this"	"second"	"category"	"share"	"the"	"difficulty"	"of"	"have"	"many"	"of"	"the"	"structure"	"of"	"a"	"modern"	"political"	"and"	"social_system"	"without"	"the"	"modern"	"standard"	"of"	"performance"	"require"	"to"	"make"	"them"	"effective"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:02::"	"he"	"with"	"mausoleum"	"person"	"mausoleum_he"	"he_with"	"with_person"	"the_mausoleum_he"	"mausoleum_he_with"	"he_with_person"	"with_person_to"	"DT"	"NN"	"PRP"	"VB"	"IN"	"NNP"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"removal"	"of"	"person"	"from"	"the"	"mausoleum"	"he"	"share"	"with"	"person"	"to"	"less"	"distinguished"	"quarters"	"in"	"the"	"location"	"wall"	"is"	"not"	"unprecedented"	"in"	"history"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:01::"	"214"	"of"	"issue"	"stock"	"issue_214"	"214_of"	"of_stock"	"group_issue_214"	"issue_214_of"	"214_of_stock"	"of_stock_at"	"NNP"	"VB"	"CD"	"NN"	"IN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"issue"	"share"	"of"	"stock"	"at"	"each"	"for"	"construction"	"of"	"a"	"sewer"	"in"	"that"	"locality"	"and"	"assessment"	"were"	"make"	"for"	"its"	"maintenance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
