"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"
"1:28:01::"	"the"	"the"	"and"	"regiment"	"and_the"	"the_the"	"the_regiment"	"location_and_the"	"and_the_the"	"the_the_regiment"	"the_regiment_had"	"NNP"	"CC"	"DT"	"NN"	"DT"	"NN"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"the"	"korean_war"	"begin"	"on"	"june"	"the"	"anniversary"	"of"	"the"	"day"	"person"	"go_down"	"fight"	"at"	"the"	"location"	"and"	"the"	"day"	"the"	"regiment"	"had"	"assault"	"the"	"beachhead"	"of"	"leyte"	"during"	"world_war_2"	"the"	"group"	"be"	"not"	"in"	"the"	"best"	"fighting"	"condition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:03::"	"his"	"in"	"give"	"court"	"give_his"	"his_in"	"in_court"	"be_give_his"	"give_his_in"	"his_in_court"	"in_court_as"	"VB"	"VB"	"PRP$"	"NN"	"RB"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"everyone"	"with"	"a"	"personal"	"or"	"group"	"to"	"relate"	"had_to"	"be"	"give"	"his"	"day"	"in"	"court"	"as"	"in"	"some"	"vast"	"collective"	"dirge"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:03::"	"the"	"of"	"before"	"popularism"	"before_the"	"the_of"	"of_popularism"	"country_before_the"	"before_the_of"	"the_of_popularism"	"of_popularism_."	"NN"	"IN"	"DT"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"french"	"egalitarianism"	"had"	"have"	"only"	"influence"	"in_this"	"country"	"before"	"the"	"day"	"of"	"popularism"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"hour"	","	"-"	"7"	"-_hour"	"hour_,"	",_7"	"24_-_hour"	"-_hour_,"	"hour_,_7"	",_7_-"	"JJ"	"ε"	"NN"	"NN"	"ε"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"are"	"you"	"watch"	"work"	"schedule"	"for"	"boiler"	"guard"	"and"	"hour"	"day"	"day"	"week"	"operation"	"in_order"	"to"	"minimize"	"overtime"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"-"	"week"	"7"	"operation"	"7_-"	"-_week"	"week_operation"	",_7_-"	"7_-_week"	"-_week_operation"	"week_operation_in_order"	"ε"	"JJ"	"ε"	"NN"	"NN"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"are"	"you"	"watch"	"work"	"schedule"	"for"	"boiler"	"operator"	"guard"	"hour"	"day"	"day"	"week"	"operation"	"in_order"	"to"	"minimize"	"overtime"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:04::"	"the"	"and"	"of"	"count"	"of_the"	"the_and"	"and_count"	"sale_of_the"	"of_the_and"	"the_and_count"	"and_count_back"	"NN"	"IN"	"DT"	"NN"	"CC"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"who"	"would"	"be"	"person"	"so"	"very"	"soon"	"ring_up"	"her"	"first"	"sale"	"of"	"the"	"day"	"and"	"count"	"back"	"the"	"change"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"a"	"or"	"sharpen"	"two"	"sharpen_a"	"a_or"	"or_two"	"was_sharpen_a"	"sharpen_a_or"	"a_or_two"	"or_two_before"	"VBD"	"VB"	"DT"	"NN"	"CC"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"my"	"curiosity"	"sharpen"	"a"	"day"	"or"	"two"	"before"	"the"	"interview"	"by"	"a"	"conversation"	"i"	"have"	"with"	"a"	"well-informed"	"teacher"	"of"	"literature"	"a"	"jesuit"	"father"	"at"	"a"	"conference"	"on"	"religious"	"drama"	"near"	"paris"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:03::"	"those"	","	"in"	"a"	"in_those"	"those_,"	",_a"	"∅_in_those"	"in_those_,"	"those_,_a"	",_a_wife"	"ε"	"IN"	"DT"	"NN"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"those"	"day"	"a"	"wife"	"have"	"mighty"	"few"	"right"	"in"	"the"	"domestic"	"sphere"	"and"	"even"	"fewer"	"in"	"the"	"sexual"	"sphere"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"a"	"."	"of"	"∅"	"of_a"	"a_."	"._∅"	"course_of_a"	"of_a_."	"a_._∅"	"._∅_∅"	"NN"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"worry"	"him"	"this"	"inability"	"to"	"get"	"the"	"thing"	"done"	"in"	"the"	"course"	"of"	"a"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"few"	"''"	"last"	"."	"last_few"	"few_''"	"''_."	"the_last_few"	"last_few_''"	"few_''_."	"''_._∅"	"DT"	"JJ"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"been_after"	"her"	"for"	"years"	"person"	"say"	"but"	"i"	"never"	"been"	"able"	"get"	"anywhere"	"until"	"the"	"last"	"few"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"a"	"will"	"idea"	"keep_away"	"idea_a"	"a_will"	"will_keep_away"	"an_idea_a"	"idea_a_will"	"a_will_keep_away"	"will_keep_away_the"	"DT"	"NN"	"DT"	"NN"	"MD"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"seemingly"	"with"	"an"	"unrestricted"	"flow"	"of"	"idea"	"all"	"will"	"be"	"well"	"we"	"are"	"even"	"assure"	"that"	"an"	"idea"	"a"	"day"	"will"	"keep_away"	"the"	"sheriff"	"away"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"last"	"("	"the"	"due_date"	"the_last"	"last_("	"(_due_date"	"if_the_last"	"the_last_("	"last_(_due_date"	"(_due_date_)"	"IN"	"DT"	"JJ"	"NN"	"ε"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"last"	"day"	"due_date"	"for"	"perform"	"any"	"act"	"for"	"tax"	"purpose"	"such_as"	"filing"	"a"	"return"	"or"	"make"	"a"	"tax"	"payment"	"etc."	"fall"	"on"	"saturday"	"sunday"	"or"	"a"	"legal_holiday"	"you"	"may"	"perform"	"that"	"act"	"on"	"the"	"next"	"succeeding"	"day"	"which"	"be"	"not"	"a"	"saturday"	"sunday"	"or"	"legal_holiday"	"0"	"0"	"0"	
"1:28:00::"	"succeeding"	"which"	"next"	"be"	"next_succeeding"	"succeeding_which"	"which_be"	"the_next_succeeding"	"next_succeeding_which"	"succeeding_which_be"	"which_be_not"	"DT"	"JJ"	"JJ"	"NN"	"WDT"	"VB"	"RB"	"last"	"day"	"due_date"	"for"	"perform"	"any"	"act"	"for"	"tax"	"purpose"	"such_as"	"filing"	"a"	"return"	"or"	"make"	"a"	"tax"	"payment"	"etc."	"fall"	"on"	"saturday"	"sunday"	"or"	"a"	"legal_holiday"	"you"	"perform"	"that"	"act"	"on"	"the"	"next"	"succeeding"	"which"	"be"	"not"	"a"	"saturday"	"sunday"	"or"	"legal_holiday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"15th"	"of"	"the"	"the"	"the_15th"	"15th_of"	"of_the"	"or_the_15th"	"the_15th_of"	"15th_of_the"	"of_the_6th"	"CC"	"DT"	"JJ"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"you"	"be"	"a"	"nonresident"	"alien"	"and"	"a"	"resident"	"of"	"puerto_rico"	"your"	"be_due"	"also"	"due"	"june"	"or"	"the"	"day"	"of"	"the"	"month"	"after"	"the"	"close"	"of"	"your"	"fiscal_year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"15th"	"of"	"the"	"the"	"the_15th"	"15th_of"	"of_the"	"before_the_15th"	"the_15th_of"	"15th_of_the"	"of_the_4th"	"IN"	"DT"	"JJ"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"a"	"taxpayer"	"die"	"the"	"executor"	"administrator"	"or"	"legal"	"representative"	"must"	"file"	"final"	"return"	"for"	"the"	"decedent"	"on"	"or"	"before"	"the"	"day"	"of"	"the"	"month"	"follow"	"the"	"close"	"of"	"the"	"deceased"	"taxpayer"	"normal"	"tax"	"year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"15th"	"of"	"the"	"the"	"the_15th"	"15th_of"	"of_the"	"before_the_15th"	"the_15th_of"	"15th_of_the"	"of_the_4th"	"IN"	"DT"	"JJ"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"return"	"of"	"estate"	"or"	"trust"	"on"	"or"	"before"	"the"	"day"	"of"	"the"	"month"	"after"	"the"	"close"	"of"	"the"	"tax"	"year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"several"	","	"for"	"permit"	"for_several"	"several_,"	",_permit"	"patient_for_several"	"for_several_,"	"several_,_permit"	",_permit_observation"	"NN"	"IN"	"JJ"	"NN"	"ε"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"of"	"the"	"advantage"	"of_this"	"method"	"be"	"that"	"the"	"can"	"remain"	"in"	"the"	"patient"	"for"	"several"	"day"	"permit"	"observation"	"under"	"natural"	"condition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"three"	"."	"or"	"∅"	"or_three"	"three_."	"._∅"	"two_or_three"	"or_three_."	"three_._∅"	"._∅_∅"	"JJ"	"CC"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"georgia"	"soldier"	"give"	"his"	"wife"	"the"	"following"	"description"	"of"	"the"	"cause"	"and"	"of"	"diarrhoea"	"i"	"have"	"be"	"a_little"	"sick"	"with"	"diarrhea"	"two"	"or"	"three"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
