"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"
"1:10:00::"	"my"	"i"	"in"	"take_on"	"in_my"	"my_i"	"i_take_on"	"∅_in_my"	"in_my_i"	"my_i_take_on"	"i_take_on_a"	"ε"	"IN"	"PRP$"	"NN"	"PRP"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"my"	"letter"	"i"	"take_on"	"a"	"personality"	"that"	"differ"	"from"	"the"	"self"	"i"	"know"	"in"	"real_life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"one"	"person"	"in"	"inform"	"in_one"	"one_person"	"person_inform"	"when_in_one"	"in_one_person"	"one_person_inform"	"person_inform_me"	"WRB"	"IN"	"JJ"	"NN"	"NNP"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"one"	"letter"	"person"	"inform"	"me"	"that"	"her"	"father"	"did"	"not"	"like"	"the"	"idea"	"of"	"her"	"go_out"	"alone"	"on"	"new_year's_eve"	"i"	"know"	"for"	"a"	"moment"	"an"	"immense"	"relief"	"but"	"the"	"letter"	"go_on"	"she"	"had"	"cry"	"she"	"had"	"implore"	"she"	"had"	"be"	"miserable"	"at"	"his"	"refusal"	"and"	"finally"	"he"	"had"	"relent"	"and"	"now"	"how"	"happy"	"she"	"be"	"how"	"expectant"	
"1:10:00::"	"the"	"go_on"	"but"	":"	"but_the"	"the_go_on"	"go_on_:"	";_but_the"	"but_the_go_on"	"the_go_on_:"	"go_on_:_she"	"ε"	"CC"	"DT"	"NN"	"VB"	"ε"	"PRP"	"one"	"letter"	"person"	"inform"	"me"	"that"	"her"	"father"	"did"	"not"	"like"	"the"	"idea"	"of"	"her"	"go_out"	"alone"	"on"	"new_year's_eve"	"i"	"know"	"for"	"a"	"moment"	"an"	"immense"	"relief"	"the"	"go_on"	"she"	"had"	"cry"	"she"	"had"	"implore"	"she"	"had"	"be"	"miserable"	"at"	"his"	"refusal"	"and"	"finally"	"he"	"had"	"relent"	"and"	"now"	"how"	"happy"	"she"	"be"	"how"	"expectant"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"and"	"''"	"speech"	"in"	"speech_and"	"and_''"	"''_in"	"memorable_speech_and"	"speech_and_''"	"and_''_in"	"''_in_a"	"JJ"	"NN"	"CC"	"NN"	"ε"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"thanks"	"to"	"spoken_arts_records"	"history"	"buff"	"may"	"hear"	"most"	"memorable"	"speech"	"and"	"letter"	"in"	"a"	"two"	"disc"	"set"	"interpret"	"by"	"person"	"authority"	"and"	"lecturer"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"the"	"he"	"read"	"had"	"read_the"	"the_he"	"he_had"	"he_read_the"	"read_the_he"	"the_he_had"	"he_had_just"	"PRP"	"VB"	"DT"	"NN"	"PRP"	"VBD"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"thought"	"race"	"painfully"	"into"	"past"	"as"	"he"	"read"	"the"	"letter"	"he"	"had"	"just"	"receive"	"from"	"his"	"sister"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"'s"	"come"	"person"	","	"person_'s"	"'s_come"	"come_,"	"∅_person_'s"	"person_'s_come"	"'s_come_,"	"come_,_as"	"ε"	"NNP"	"POS"	"NN"	"VB"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"letter"	"come"	"as"	"she"	"know"	"it"	"would"	"and"	"he"	"had"	"accept"	"their"	"child"	"death"	"as"	"another"	"judgment"	"from"	"god"	"against"	"both"	"person"	"and"	"himself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"a"	"come"	"day"	"for"	"day_a"	"a_come"	"come_for"	"the_day_a"	"day_a_come"	"a_come_for"	"come_for_her"	"DT"	"NN"	"DT"	"NN"	"VB"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"droop"	"about"	"the"	"place"	"wear"	"a"	"haunted"	"brooding"	"look"	"which"	"person"	"attribute"	"to"	"the"	"baby"	"death"	"the"	"day"	"a"	"letter"	"come"	"for"	"her"	"addressed"	"to"	"person"	"bear"	"a"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"the"	"quickly"	"sign"	","	"sign_the"	"the_quickly"	"quickly_,"	"she_sign_the"	"sign_the_quickly"	"the_quickly_,"	"quickly_,_stamp"	"PRP"	"VB"	"DT"	"NN"	"RB"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"the"	"letter"	"quickly"	"stamp"	"them"	"and"	"place"	"them"	"on"	"the"	"hall"	"table"	"for"	"person"	"to"	"mail"	"in"	"town"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"the"	"."	"of"	"∅"	"of_the"	"the_."	"._∅"	"receipt_of_the"	"of_the_."	"the_._∅"	"._∅_∅"	"NN"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"suppose"	"it"	"has"	"to"	"do"	"with"	"the"	"property"	"person"	"had"	"say"	"over"	"the"	"telephone"	"when"	"they"	"discuss"	"their"	"receipt"	"of"	"the"	"letter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"he"	"on"	"which"	"the"	"which_he"	"he_on"	"on_the"	"position_which_he"	"which_he_on"	"he_on_the"	"on_the_1956"	"IN"	"WDT"	"PRP"	"VB"	"IN"	"DT"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"is"	"list"	"on"	"the"	"group"	"roster"	"a"	"right"	"halfback"	"the"	"position"	"which"	"he"	"letter"	"on"	"the"	"team"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"the"	"column"	"in"	"of"	"in_the"	"the_column"	"column_of"	"item_in_the"	"in_the_column"	"the_column_of"	"column_of_a"	"NN"	"IN"	"DT"	"NN"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"in"	"the"	"letter"	"column"	"of"	"a"	"newspaper"	"renew"	"a"	"subscription"	"add"	"i"	"personally"	"enjoy"	"your"	"newspaper"	"as_much_as"	"my"	"husband"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"of_this"	"has"	"bearer"	"serve"	"bearer_of_this"	"of_this_has"	"has_serve"	"the_bearer_of_this"	"bearer_of_this_has"	"of_this_has_serve"	"has_serve_me"	"DT"	"NN"	"RB"	"NN"	"VBZ"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"less"	"ambiguous"	"case"	"read"	"the"	"bearer"	"of_this"	"letter"	"has"	"serve"	"me"	"for"	"two"	"year"	"to"	"his"	"complete"	"satisfaction"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
