"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"
"4:02:00::"	"back"	"and"	"spring"	"gouge"	"spring_back"	"back_and"	"and_gouge"	",_spring_back"	"spring_back_and"	"back_and_gouge"	"and_gouge_my"	"ε"	"VB"	"RB"	"RB"	"CC"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"quickly"	"but"	"carefully"	"lower"	"my"	"duffel_bag"	"over"	"the"	"low"	"side"	"rack"	"i"	"step_on"	"running_board"	"it"	"flop"	"down"	"spring"	"back"	"up"	"and"	"gouge"	"my"	"shin"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"thrust"	"his"	","	"chin"	",_thrust"	"thrust_his"	"his_chin"	"reflection_,_thrust"	",_thrust_his"	"thrust_his_chin"	"his_chin_in"	"NN"	"ε"	"VB"	"RB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"peer"	"through"	"half"	"closed"	"at"	"his"	"reflection"	"thrust"	"up"	"his"	"chin"	"in"	"a"	"gesture"	"of"	"satisfaction"	"and"	"about-face"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"leg"	","	"thin"	"clamp"	"thin_leg"	"leg_,"	",_clamp"	"one_thin_leg"	"thin_leg_,"	"leg_,_clamp"	",_clamp_his"	"JJ"	"JJ"	"NN"	"RB"	"ε"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"pull"	"thin"	"leg"	"up"	"clamp"	"his"	"arm"	"around"	"the"	"shinbone"	"to"	"press"	"his"	"knee"	"into"	"an"	"incredibly"	"scrawny"	"gut"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"everybody"	"."	"get_up"	"∅"	"get_up_everybody"	"everybody_."	"._∅"	"that_get_up_everybody"	"get_up_everybody_."	"everybody_._∅"	"._∅_∅"	"DT"	"VB"	"NN"	"RB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that"	"everybody"	"up"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"clamber"	"on"	"person"	"the"	"person_clamber"	"clamber_on"	"on_the"	"a_person_clamber"	"person_clamber_on"	"clamber_on_the"	"on_the_stage"	"DT"	"NNP"	"VB"	"RB"	"JJ"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"clamber"	"up"	"on"	"the"	"stage"	"and"	"get"	"the"	"actor"	"to"	"hoist"	"him"	"up"	"to"	"the"	"box"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"him"	"to"	"hoist"	"the"	"hoist_him"	"him_to"	"to_the"	"to_hoist_him"	"hoist_him_to"	"him_to_the"	"to_the_box"	"TO"	"VB"	"PRP"	"RB"	"JJ"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"person"	"clamber"	"up"	"on"	"the"	"and"	"get"	"the"	"actor"	"to"	"hoist"	"him"	"up"	"to"	"the"	"box"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"sound"	"to"	"essentially"	"this"	"essentially_sound"	"sound_to"	"to_this"	"as_essentially_sound"	"essentially_sound_to"	"sound_to_this"	"to_this_point"	"IN"	"RB"	"JJ"	"RB"	"JJ"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"the"	"argument"	"accept"	"as"	"essentially"	"sound"	"up"	"to"	"this"	"point"	"it"	"remain"	"for"	"us"	"to"	"consider"	"whether"	"the"	"patient"	"difficulty"	"in"	"orient"	"himself"	"spatially"	"and"	"in"	"locate"	"object"	"in"	"space"	"with"	"the"	"sense_of_touch"	"can"	"be"	"explain"	"by"	"his"	"defective"	"visual"	"condition"	
"3:00:00::"	"head"	","	"his"	"glare"	"his_head"	"head_,"	",_glare"	"had_his_head"	"his_head_,"	"head_,_glare"	",_glare_,"	"VBD"	"PRP$"	"NN"	"JJ"	"ε"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"pa"	"his"	"head"	"up"	"glare"	"his"	"tooth"	"gnaw"	"at"	"the"	"place"	"where"	"he"	"grow"	"a"	"mustache"	"once"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"head"	"."	"his"	"∅"	"his_head"	"head_."	"._∅"	"hold_up_his_head"	"his_head_."	"head_._∅"	"._∅_∅"	"VB"	"PRP$"	"NN"	"JJ"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"hold_up"	"head"	"up"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"head"	"''"	"his"	"."	"his_head"	"head_''"	"''_."	"hold_up_his_head"	"his_head_''"	"head_''_."	"''_._∅"	"VB"	"PRP$"	"NN"	"JJ"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"hold_up"	"head"	"up"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"way"	"there"	"one"	"''"	"one_way"	"way_there"	"there_''"	"drop_one_way"	"one_way_there"	"way_there_''"	"there_''_."	"VB"	"JJ"	"RB"	"RB"	"RB"	"ε"	"ε"	"0"	"0"	"i"	"know"	"it"	"all_along"	"confess"	"person"	"with"	"a"	"grin"	"but"	"i"	"just"	"happen"	"to"	"think"	"how"	"much"	"nice"	"it"	"would"	"be"	"to"	"one"	"way"	"up"	"there"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"throw"	"to"	"had"	"the"	"had_throw"	"throw_to"	"to_the"	"man_had_throw"	"had_throw_to"	"throw_to_the"	"to_the_sky"	"NN"	"VBD"	"VB"	"RB"	"TO"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"location"	"he"	"had"	"puzzle"	"the"	"meaning"	"the"	"great"	"stone"	"monument"	"man"	"had"	"throw"	"up"	"to"	"the"	"sky"	"and"	"always"	"as"	"he"	"wander"	"he"	"feel"	"a"	"stranger"	"to"	"their"	"exultation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"single"	"the"	","	"middle"	",_single"	"single_the"	"the_middle"	"catcher_,_single"	",_single_the"	"single_the_middle"	"the_middle_and"	"NN"	"ε"	"VB"	"RB"	"DT"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"then"	"person"	"kansas_city"	"single"	"up"	"the"	"middle"	"and"	"person"	"be"	"across"	"with"	"what"	"prove"	"to"	"be"	"the"	"winning"	"run"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"come"	"to"	"steps"	"the"	"steps_come"	"come_to"	"to_the"	"stone_steps_come"	"steps_come_to"	"come_to_the"	"to_the_tower"	"NN"	"NN"	"VB"	"RB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"slow"	"tapping"	"of"	"a"	"on"	"the"	"stone"	"steps"	"come"	"up"	"to"	"the"	"tower"	"interrupt"	"his"	"reverie"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"glance"	"over"	"person"	"the"	"person_glance"	"glance_over"	"over_the"	"∅_person_glance"	"person_glance_over"	"glance_over_the"	"over_the_top"	"ε"	"NNP"	"VB"	"RB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"glance"	"up"	"over"	"the"	"top"	"of"	"the"	"paper"	"and"	"look"	"into"	"the"	"mustached"	"homely"	"face"	"of"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
