"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"
"4:02:00::"	"will"	"be"	"there"	"time"	"there_will"	"will_be"	"be_time"	"∅_there_will"	"there_will_be"	"will_be_time"	"be_time_for"	"ε"	"EX"	"MD"	"RB"	"VB"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"will"	"of_course"	"be"	"time"	"for"	"delay"	"and"	"inaction"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	"."	"person"	"∅"	"person_,"	",_."	"._∅"	"``_person_,"	"person_,_."	",_._∅"	"._∅_∅"	"ε"	"NNP"	"ε"	"RB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"``"	"they"	","	"would"	",_``"	"``_they"	"they_would"	"say_,_``"	",_``_they"	"``_they_would"	"they_would_."	"VB"	"ε"	"ε"	"RB"	"PRP"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"of_course"	"they"	"would"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"``"	","	"∅"	"i"	"∅_``"	"``_,"	",_i"	"∅_∅_``"	"∅_``_,"	"``_,_i"	",_i_agree"	"ε"	"ε"	"ε"	"RB"	"ε"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"agree"	"with"	"the"	"captain"	"person"	"say"	"thoughtfully"	"but"	"the"	"conspiracy"	"be"	"ferocious"	"and"	"desperate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	"."	"monstrous"	"∅"	"monstrous_,"	",_."	"._∅"	"too_monstrous_,"	"monstrous_,_."	",_._∅"	"._∅_∅"	"RB"	"JJ"	"ε"	"RB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"too"	"of_course"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"∅"	","	"∅"	"these"	"∅_∅"	"∅_,"	",_these"	"∅_∅_∅"	"∅_∅_,"	"∅_,_these"	",_these_work"	"ε"	"ε"	"ε"	"RB"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"these"	"work"	"be"	"not"	"comparable"	"even"	"though"	"the"	"same"	"brain"	"conceive"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"∅"	","	"∅"	"it"	"∅_∅"	"∅_,"	",_it"	"∅_∅_∅"	"∅_∅_,"	"∅_,_it"	",_it_must_not"	"ε"	"ε"	"ε"	"RB"	"ε"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"must_not"	"be"	"forget"	"that"	"in"	"achieve"	"this"	"historical"	"feat"	"person"	"have"	"the"	"vast"	"resource"	"of"	"his"	"people"	"behind"	"him"	"time"	"and"	"economic"	"security"	"symphony_orchestra"	"opera"	"and"	"ballet_company"	"chorus"	"chamber_music"	"ensemble"	"soloist"	"recording"	"broadcasting"	"television"	"large"	"and"	"eager"	"audience"	"0"	
"4:02:00::"	","	","	"this"	"be"	"this_,"	",_,"	",_be"	"say_this_,"	"this_,_,"	",_,_be"	",_be_to"	"VB"	"DT"	"ε"	"RB"	"ε"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"this"	"of_course"	"be"	"to"	"take_up"	"a"	"position"	"one"	"side"	"of"	"a"	"controversy"	"go_on"	"now"	"for"	"some"	"two"	"hundred"	"year"	"or"	"at_any_rate"	"since"	"the"	"beginning"	"of"	"the"	"distinctively"	"modern"	"period"	"in"	"theological"	"thought"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"hope"	"to"	"hope_,"	",_,"	",_to"	"they_hope_,"	"hope_,_,"	",_,_to"	",_to_reclaim"	"PRP"	"NN"	"ε"	"RB"	"ε"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"of_course"	"to"	"reclaim"	"the"	"non-catholic"	"population"	"to"	"the"	"catholic"	"faith"	"and"	"at"	"every"	"sunday"	"benediction"	"they"	"recite"	"by_heart"	"the"	"prayer_for_england"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"∅"	","	"∅"	"the"	"∅_∅"	"∅_,"	",_the"	"∅_∅_∅"	"∅_∅_,"	"∅_,_the"	",_the_crowning"	"ε"	"ε"	"ε"	"RB"	"ε"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"crowning"	"event"	"that"	"has"	"dramatically"	"upset"	"the"	"traditional"	"pattern"	"of"	"english"	"religious"	"history"	"be"	"the"	"friendly"	"visit"	"pay"	"by"	"person"	"then"	"anglican"	"archbishop"	"of"	"location"	"to"	"the"	"vatican"	"last"	"december"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"fault"	"be"	"fault_,"	",_,"	",_be"	"the_fault_,"	"fault_,_,"	",_,_be"	",_be_person"	"DT"	"NN"	"ε"	"RB"	"ε"	"VB"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"fault"	"of_course"	"be"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"and"	"the"	"∅"	"news"	"∅_and"	"and_the"	"the_news"	"∅_∅_and"	"∅_and_the"	"and_the_news"	"the_news_of"	"ε"	"ε"	"CC"	"RB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"of_course"	"the"	"news"	"of"	"who"	"the"	"composer"	"be"	"did"	"finally"	"begin"	"to"	"get_around"	"among"	"his"	"close"	"friend"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"but"	"behind"	"∅"	"his"	"∅_but"	"but_behind"	"behind_his"	"∅_∅_but"	"∅_but_behind"	"but_behind_his"	"behind_his_boldness"	"ε"	"ε"	"CC"	"RB"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"of_course"	"behind"	"his"	"boldness"	"he"	"did"	"n't"	"feel"	"bold"	"at_all"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"also"	"one"	"also_,"	",_,"	",_one"	"be_also_,"	"also_,_,"	",_,_one"	",_one_of"	"VB"	"RB"	"ε"	"RB"	"ε"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"of"	"the"	"finest"	"soft-shoe"	"tune"	"ever"	"once_in_love_with_amy"	"be"	"also"	"of_course"	"one"	"of"	"the"	"most"	"tantalizingly"	"persistent"	"of"	"light"	"love_lyric"	"to"	"come_out"	"of"	"american"	"musical_comedy"	"in"	"our"	"era"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"both"	"be"	"both_,"	",_,"	",_be"	"∅_both_,"	"both_,_,"	",_,_be"	",_be_remarkable"	"ε"	"DT"	"ε"	"RB"	"ε"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"of_course"	"be"	"remarkable"	"feat"	"and"	"further"	"emboss"	"the"	"fact"	"that"	"baseball"	"rightfully"	"be"	"the"	"national"	"pastime"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"altogether"	"as"	"altogether_,"	",_,"	",_as"	"fail_altogether_,"	"altogether_,_,"	",_,_as"	",_as_evidence"	"VB"	"RB"	"ε"	"RB"	"ε"	"IN"	"NN"	"satisfactory"	"answer"	"to"	"the"	"third"	"question"	"be"	"imperative"	"if"	"the"	"argument"	"is"	"to"	"get"	"underway"	"at_all"	"for"	"if"	"there"	"be"	"any"	"possibility"	"doubt"	"whether"	"the"	"patient"	"tactual"	"sensitivity"	"had"	"been"	"impair"	"by"	"the"	"occipital"	"lesion"	"any"	"finding"	"whatsoever"	"in"	"regard_to"	"the"	"first"	"question"	"become"	"completely"	"ambiguous"	"and"	"fail"	"altogether"	"of_course"	"evidence"	"to"	"establish"	"the"	"desired"	"conclusion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
