"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"
"4:02:01::"	"∅"	","	"∅"	"she"	"∅_∅"	"∅_,"	",_she"	"∅_∅_∅"	"∅_∅_,"	"∅_,_she"	",_she_apologize"	"ε"	"ε"	"ε"	"RB"	"ε"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"apologize"	"for"	"the"	"long"	"scratch"	"across"	"his"	"face"	"try"	"to"	"explain"	"she"	"could"	"n't"	"help"	"herself"	"that"	"the"	"panic"	"arise"	"in"	"her"	"unwanted"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"month"	","	"seventeen"	"on"	"seventeen_month"	"month_,"	",_on"	"∅_seventeen_month"	"seventeen_month_,"	"month_,_on"	",_on_september"	"ε"	"JJ"	"NN"	"RB"	"ε"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"month"	"later"	"on"	"september"	"an"	"irish"	"fishing_boat"	"sight"	"the"	"discovery"	"limp"	"eastward"	"outside"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"mention"	"."	","	"∅"	",_mention"	"mention_."	"._∅"	"person_,_mention"	",_mention_."	"mention_._∅"	"._∅_∅"	"NNP"	"ε"	"VB"	"RB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"be"	"mighty"	"crude"	"about"	"the"	"way"	"he"	"take_in"	"his"	"own"	"hired_man"	"person"	"mention"	"later"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"give"	")"	"were"	"we"	"were_give"	"give_)"	")_we"	"test_were_give"	"were_give_)"	"give_)_we"	")_we_obtain"	"NN"	"VBD"	"VB"	"RB"	"ε"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"purpose"	"of"	"sample"	"selection"	"individual"	"test"	"were"	"give"	"later"	"we"	"obtain"	"group"	"test"	"score"	"of"	"reading"	"achievement"	"and"	"intelligence"	"from"	"school"	"record"	"of"	"the"	"entire"	"third"	"grade"	"population"	"in"	"each"	"school_system"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"week"	"following"	"three"	"his"	"three_week"	"week_following"	"following_his"	"∅_three_week"	"three_week_following"	"week_following_his"	"following_his_recovery"	"ε"	"JJ"	"NN"	"RB"	"VBG"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"week"	"later"	"following"	"his"	"recovery"	"armed"	"with"	"a"	"writ"	"issue"	"by"	"the"	"location"	"justice"	"on"	"affidavit"	"prepare"	"by"	"the"	"district_attorney"	"person"	"and"	"person"	"ride"	"to"	"arrest"	"person"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"sometime"	","	"print"	"but"	"print_sometime"	"sometime_,"	",_but"	"be_print_sometime"	"print_sometime_,"	"sometime_,_but"	",_but_with"	"VB"	"VB"	"RB"	"RB"	"ε"	"CC"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"such"	"the"	"impromptu"	"that"	"voltaire"	"give"	"to"	"howl"	"of"	"laughter"	"at"	"location"	"and"	"that"	"was"	"circulate"	"in"	"manuscript"	"throughout"	"the"	"literary"	"circle"	"of"	"europe"	"to"	"be"	"print"	"sometime"	"later"	"but"	"with"	"the"	"name"	"of"	"person"	"the"	"famous"	"misanthrope"	"substitute"	"for"	"that"	"of"	"rousseau"	"0"	"0"	"0"	"0"	
"4:02:01::"	"day"	"a"	"a_couple_of"	"balletomane"	"a_couple_of_day"	"day_a"	"a_balletomane"	"∅_a_couple_of_day"	"a_couple_of_day_a"	"day_a_balletomane"	"a_balletomane_tell"	"ε"	"JJ"	"NN"	"RB"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"day"	"later"	"a"	"balletomane"	"tell"	"me"	"he"	"had"	"telephone"	"group"	"for"	"ticket"	"information"	"and"	"was"	"tell"	"the"	"newspaper"	"had"	"make"	"a"	"mistake"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:subsequent:00"	"in"	"collage"	"∅"	"of"	"∅_in"	"in_collage"	"collage_of"	"∅_∅_in"	"∅_in_collage"	"in_collage_of"	"collage_of_both"	"ε"	"ε"	"IN"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"later"	"collage"	"of"	"both"	"master"	"a"	"variety"	"of"	"extraneous"	"material"	"are"	"use"	"sometimes"	"in"	"the"	"same"	"work"	"and"	"almost"	"always"	"in_conjunction_with"	"every"	"eye-deceiving"	"and"	"eye-undeceiving"	"device"	"they"	"can"	"think_of"	"0"	"0"	"0"	
"4:02:01::"	"minute"	","	"a_few"	"the"	"a_few_minute"	"minute_,"	",_the"	"bedroom_a_few_minute"	"a_few_minute_,"	"minute_,_the"	",_the_maid"	"NN"	"JJ"	"NN"	"RB"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"the"	"parent"	"emerge"	"the"	"bedroom"	"a_few"	"minute"	"later"	"the"	"maid"	"greet"	"them"	"quietly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"month"	","	"six"	"person"	"six_month"	"month_,"	",_person"	"∅_six_month"	"six_month_,"	"month_,_person"	",_person_stand"	"ε"	"JJ"	"NN"	"RB"	"ε"	"NNP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"month"	"later"	"person"	"stand"	"in"	"the"	"observation_dome"	"of"	"the"	"gabriel"	"and"	"watch"	"the"	"ball"	"of"	"location"	"dwindle"	"above"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"year"	","	"many"	"the"	"many_year"	"year_,"	",_the"	"∅_many_year"	"many_year_,"	"year_,_the"	",_the_photon"	"ε"	"JJ"	"NN"	"RB"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"year"	"later"	"the"	"photon"	"counting"	"apparatus"	"in"	"the"	"nose"	"of"	"the"	"ship"	"would"	"determine"	"that"	"the"	"star"	"be"	"close"	"enough"	"to"	"actuate"	"deceleration"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"year"	"he"	"four"	"resign"	"four_year"	"year_he"	"he_resign"	"∅_four_year"	"four_year_he"	"year_he_resign"	"he_resign_to"	"ε"	"JJ"	"NN"	"RB"	"PRP"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"year"	"later"	"he"	"resign"	"to"	"take"	"a"	"similar"	"job"	"with"	"the"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"∅"	","	"∅"	"person"	"∅_∅"	"∅_,"	",_person"	"∅_∅_∅"	"∅_∅_,"	"∅_,_person"	",_person_own"	"ε"	"ε"	"ε"	"RB"	"ε"	"NNP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"own"	"and"	"operate"	"the"	"long_island"	"group"	"a"	"minor_league"	"professional"	"football_team"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"half-hour"	"the"	"a"	"vice_president"	"a_half-hour"	"half-hour_the"	"the_vice_president"	"∅_a_half-hour"	"a_half-hour_the"	"half-hour_the_vice_president"	"the_vice_president_arrive"	"ε"	"DT"	"NN"	"RB"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"half-hour"	"later"	"the"	"vice_president"	"arrive"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:subsequent:00"	"in"	"experiment"	"∅"	","	"∅_in"	"in_experiment"	"experiment_,"	"∅_∅_in"	"∅_in_experiment"	"in_experiment_,"	"experiment_,_*"	"ε"	"ε"	"IN"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"later"	"experiment"	"f"	"and"	"f"	"were"	"prepare"	"by"	"conjugate"	"mg"	"of"	"fitc"	"per"	"gram"	"of"	"globulin"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"long_time"	","	"a"	"by"	"a_long_time"	"long_time_,"	",_by"	"∅_a_long_time"	"a_long_time_,"	"long_time_,_by"	",_by_cosmic"	"ε"	"DT"	"NN"	"RB"	"ε"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"long_time"	"later"	"by"	"cosmic"	"clock"	"she"	"say"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"week"	"the"	"a"	"sentence"	"a_week"	"week_the"	"the_sentence"	"∅_a_week"	"a_week_the"	"week_the_sentence"	"the_sentence_of"	"ε"	"DT"	"NN"	"RB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"week"	"later"	"the"	"sentence"	"of"	"the"	"council"	"was"	"carry_out"	"person"	"and"	"the"	"woman"	"were"	"march"	"naked"	"through"	"the"	"street"	"past"	"a"	"mocking"	"populace"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"week"	"because"	"3"	"of"	"3_week"	"week_because"	"because_of"	"discontinue_3_week"	"3_week_because"	"week_because_of"	"because_of_excessive"	"VB"	"JJ"	"NN"	"RB"	"IN"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"feb"	"purify"	"corticotropin"	"acth_gel"	"unit"	"daily"	"intramuscularly"	"was"	"start"	"but"	"had_to"	"discontinue"	"week"	"later"	"because"	"of"	"excessive"	"fluid"	"retention"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:late:00"	"the"	"science"	"before"	"which"	"before_the"	"the_science"	"science_which"	",_before_the"	"before_the_science"	"the_science_which"	"science_which_might"	"ε"	"IN"	"DT"	"JJ"	"NN"	"WDT"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"think_of"	"again"	"of"	"her"	"child"	"those"	"who"	"had"	"die"	"young"	"before"	"the"	"later"	"science"	"which"	"might"	"have"	"save"	"them"	"could"	"attach"	"even"	"a"	"label"	"to"	"their"	"malignancy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"year"	"."	"two"	"∅"	"two_year"	"year_."	"._∅"	"return_two_year"	"two_year_."	"year_._∅"	"._∅_∅"	"VB"	"JJ"	"NN"	"RB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"go_into"	"the"	"group"	"in"	"march"	"return"	"two"	"year"	"later"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:subsequent:00"	"a"	"essay"	"in"	"."	"in_a"	"a_essay"	"essay_."	"to_in_a"	"in_a_essay"	"a_essay_."	"essay_._∅"	"TO"	"IN"	"DT"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"i"	"try"	"to"	"work_out"	"my"	"reason"	"for"	"feel"	"that"	"this"	"passage"	"be"	"of"	"critical"	"significance"	"i"	"come_up"	"with"	"the"	"following"	"idea"	"which"	"i"	"shall"	"very"	"briefly"	"here"	"and"	"revert"	"to"	"in"	"a"	"later"	"essay"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"checkbook"	"."	"your"	"∅"	"your_checkbook"	"checkbook_."	"._∅"	"look_for_your_checkbook"	"your_checkbook_."	"checkbook_._∅"	"._∅_∅"	"VB"	"PRP$"	"NN"	"RB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sit_down"	"he"	"say"	"and"	"enjoy"	"your"	"drink"	"look_for"	"your"	"checkbook"	"later"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
