"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"
"1:04:04::"	"into"	"."	"put"	"∅"	"put_into"	"into_."	"._∅"	"usually_put_into"	"put_into_."	"into_._∅"	"._∅_∅"	"RB"	"VB"	"IN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"will"	"readily"	"be"	"see"	"in"	"this"	"suggested"	"network"	"not"	"materially"	"different"	"from"	"some"	"of"	"the"	"network"	"in_vogue"	"greater"	"emphasis"	"on"	"monitor"	"is"	"imply"	"than"	"is"	"usually"	"put"	"into"	"practice"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"good"	"be"	"also"	"to"	"also_good"	"good_be"	"be_to"	"and_also_good"	"also_good_be"	"good_be_to"	"be_to_shear"	"CC"	"RB"	"JJ"	"NN"	"VB"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"second"	"also"	"good"	"practice"	"be"	"to"	"shear"	"off"	"the"	"top"	"leave"	"an"	"inch"	"high"	"stub"	"with"	"just"	"a"	"leaf"	"or"	"two"	"on"	"each"	"branch"	
"1:04:02::"	"bat"	"about"	"throw"	"25"	"throw_bat"	"bat_about"	"about_25"	"person_throw_bat"	"throw_bat_about"	"bat_about_25"	"about_25_minute"	"NNP"	"VB"	"VB"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"bat"	"practice"	"about"	"minute"	"and"	"he"	"look"	"good"	"person"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:02::"	"bat"	","	"extra"	"but"	"extra_bat"	"bat_,"	",_but"	"need_extra_bat"	"extra_bat_,"	"bat_,_but"	",_but_person"	"VB"	"JJ"	"VB"	"NN"	"ε"	"CC"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"statistic"	"hardly"	"indicate"	"the"	"group"	"need"	"extra"	"bat"	"practice"	"but"	"person"	"also"	"turn"	"his"	"men"	"loose"	"at"	"location"	"yesterday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"accepted"	"which"	"generally"	"inure"	"generally_accepted"	"accepted_which"	"which_inure"	"follow_generally_accepted"	"generally_accepted_which"	"accepted_which_inure"	"which_inure_to"	"VB"	"RB"	"JJ"	"NN"	"WDT"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"grand_jury"	"comment"	"on"	"a"	"number"	"of"	"topic"	"among"	"them"	"the"	"atlanta"	"and"	"purchasing_department"	"which"	"it"	"say"	"be"	"well"	"operate"	"and"	"follow"	"generally"	"accepted"	"practice"	"which"	"inure"	"to"	"the"	"best"	"interest"	"of"	"both"	"government"	"0"	"0"	
"1:04:00::"	"its"	"in"	"for"	"the"	"for_its"	"its_in"	"in_the"	"under_fire_for_its"	"for_its_in"	"its_in_the"	"in_the_appointment"	"JJ"	"IN"	"PRP$"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"jury"	"also"	"comment"	"on"	"the"	"location"	"court"	"which"	"has"	"been"	"under_fire"	"for"	"its"	"practice"	"in"	"the"	"appointment"	"of"	"appraiser"	"guardian"	"and"	"administrator"	"and"	"the"	"awarding"	"of"	"fee"	"and"	"compensation"	
"1:04:00::"	"pricing"	"of"	"the"	"the"	"the_pricing"	"pricing_of"	"of_the"	"of_the_pricing"	"the_pricing_of"	"pricing_of_the"	"of_the_concessionaire"	"IN"	"DT"	"NN"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"jury"	"did"	"not"	"elaborate"	"but"	"it"	"add"	"that"	"should"	"be"	"periodic"	"surveillance"	"of"	"the"	"pricing"	"practice"	"of"	"the"	"concessionaire"	"for"	"the"	"purpose"	"of"	"keep"	"the"	"price"	"reasonable"	"0"	"0"	"0"	"0"	
"1:04:00::"	"and"	"relative"	"belief"	"to"	"belief_and"	"and_relative"	"relative_to"	"of_belief_and"	"belief_and_relative"	"and_relative_to"	"relative_to_sacred"	"IN"	"NN"	"CC"	"NN"	"JJ"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"note"	"long_ago"	"that"	"religion"	"as"	"unified"	"system"	"of"	"belief"	"and"	"practice"	"relative"	"to"	"sacred"	"thing"	"unite"	"s"	"into"	"one"	"single"	"moral"	"community"	"all"	"those"	"who"	"adhere"	"to"	"them"	
"2:31:00::"	"person"	"nothing"	","	"but"	",_person"	"person_nothing"	"nothing_but"	"location_,_person"	",_person_nothing"	"person_nothing_but"	"nothing_but_place-kicking"	"NNP"	"ε"	"NNP"	"VB"	"NN"	"CC"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"pound"	"foot"	"inch"	"senior"	"from"	"location"	"practice"	"nothing"	"but"	"place-kicking"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"start"	"field_goal"	"to"	"this"	"to_start"	"start_field_goal"	"field_goal_this"	"hope_to_start"	"to_start_field_goal"	"start_field_goal_this"	"field_goal_this_week"	"VB"	"TO"	"VB"	"VB"	"NN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"say"	"monday"	"his"	"leg"	"feel"	"fine"	"and"	"a"	"result"	"he"	"hope"	"to"	"start"	"practice"	"field_goal"	"this"	"week"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
