"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"
"2:31:00::"	"writers"	","	"brief"	"``"	"brief_writers"	"writers_,"	",_``"	"the_brief_writers"	"brief_writers_,"	"writers_,_``"	",_``_man"	"DT"	"JJ"	"NNS"	"VB"	"ε"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"brief"	"writers"	"decide"	"man"	"best"	"hope"	"for"	"a"	"peaceful"	"and"	"law"	"abiding"	"world"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"had"	"to"	"mayor_wagner"	"seek"	"mayor_wagner_had"	"had_to"	"to_seek"	"that_mayor_wagner_had"	"mayor_wagner_had_to"	"had_to_seek"	"to_seek_a"	"IN"	"NNP"	"VBD"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"resentment"	"well_up"	"yesterday"	"among"	"democratic"	"district"	"leaders"	"some"	"county"	"leaders"	"at"	"reports"	"that"	"mayor_wagner"	"had"	"decide"	"to"	"seek"	"a"	"third"	"term"	"with"	"paul_r._screvane"	"and"	"abraham_d._beame"	"as"	"running_mates"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"had"	"to"	"he"	"run"	"he_had"	"had_to"	"to_run"	"that_he_had"	"he_had_to"	"had_to_run"	"to_run_and"	"IN"	"PRP"	"VBD"	"VB"	"TO"	"VB"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"mayor"	"decline"	"in"	"two"	"interviews"	"with"	"reporters"	"to"	"confirm"	"or"	"deny"	"the"	"reports"	"that"	"he"	"had"	"decide"	"to"	"run"	"and"	"want"	"mr._screvane"	"who"	"live"	"in"	"queens"	"to"	"replace"	"abe_stark"	"the"	"incumbent"	"as"	"the"	"candidate"	"for"	"president"	"of"	"the"	"city_council"	"and"	"mr._beame"	"who"	"live"	"in"	"brooklyn"	"to"	"replace"	"mr._gerosa"	"as"	"the"	"candidate"	"for"	"controller"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"be"	"if"	"would"	"no"	"would_be"	"be_if"	"if_no"	"what_would_be"	"would_be_if"	"be_if_no"	"if_no_agreement"	"WP"	"MD"	"VB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"princess"	"say"	"it"	"was"	"early"	"to"	"say"	"what"	"would"	"be"	"decide"	"if"	"no"	"agreement"	"was"	"reach"	"after"	"three"	"days"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"must"	"whether"	"sitter"	"the"	"sitter_must"	"must_whether"	"whether_the"	"absent_sitter_must"	"sitter_must_whether"	"must_whether_the"	"whether_the_statements"	"JJ"	"NN"	"MD"	"VB"	"IN"	"DT"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"the"	"absent"	"sitter"	"must"	"decide"	"whether"	"the"	"statements"	"be"	"meaningful"	"to"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"barnett"	"to"	"should"	"call"	"should_barnett"	"barnett_to"	"to_call"	"that_should_barnett"	"should_barnett_to"	"barnett_to_call"	"to_call_the"	"WDT"	"MD"	"NNP"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"many"	"predict"	"that"	"should"	"barnett"	"decide"	"to"	"call"	"the"	"legislature"	"back"	"into"	"special"	"session"	"it"	"will"	"really"	"throw"	"his"	"administration"	"into"	"a"	"scramble"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"the_colonies"	"upon"	"when"	"freedom"	"when_the_colonies"	"the_colonies_upon"	"upon_freedom"	"-_when_the_colonies"	"when_the_colonies_upon"	"the_colonies_upon_freedom"	"upon_freedom_from"	"ε"	"WRB"	"NN"	"VB"	"VB"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sir"	"the_colonies"	"decide"	"upon"	"freedom"	"from"	"england"	"we"	"insist"	"through"	"the"	"declaration_of_independence"	"that"	"the"	"nations"	"of"	"the"	"world"	"recognize"	"us"	"as"	"a"	"political"	"entity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"and"	"the"	"appreciatively"	"trip"	"appreciatively_and"	"and_the"	"the_trip"	"chortle_appreciatively_and"	"appreciatively_and_the"	"and_the_trip"	"the_trip_be"	"VB"	"RB"	"CC"	"VB"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"good"	"chortle"	"appreciatively"	"and"	"decide"	"the"	"trip"	"be"	"worth"	"his"	"time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"has"	"to"	","	"spend"	",_has"	"has_to"	"to_spend"	"sen._clifford_case_r-n._j._,_has"	",_has_to"	"has_to_spend"	"to_spend_all"	"NNP"	"ε"	"VBZ"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sandman"	"say"	"the"	"announcement"	"sen._clifford_case_r-n._j."	"has"	"decide"	"to"	"spend"	"all"	"his"	"available"	"time"	"campaign"	"for"	"mr._mitchell"	"be"	"a"	"dead"	"giveaway"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"to"	"independently"	"right"	"whether"	"right_to"	"to_independently"	"independently_whether"	"the_right_to"	"right_to_independently"	"to_independently_whether"	"independently_whether_to"	"DT"	"NN"	"TO"	"VB"	"RB"	"IN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"much_as"	"he"	"abhor"	"slavery"	"lincoln"	"be"	"always"	"willing"	"to"	"to"	"each"	"slave_state"	"the"	"right"	"to"	"decide"	"independently"	"whether"	"to"	"continue"	"or"	"end"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"russians"	"to"	"the"	"build"	"the_russians"	"russians_to"	"to_build"	"suppose_the_russians"	"the_russians_to"	"russians_to_build"	"to_build_a"	"VB"	"DT"	"NNPS"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"let"	"us"	"the"	"russians"	"decide"	"to"	"build"	"a"	"rail-mobile"	"icbm"	"force"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"'ll"	"that"	"i"	"when"	"i_'ll"	"'ll_that"	"that_when"	"``_i_'ll"	"i_'ll_that"	"'ll_that_when"	"that_when_i"	"ε"	"PRP"	"MD"	"VB"	"IN"	"WRB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"that"	"when"	"i"	"get"	"there"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"government"	"today"	"laotian"	"to"	"laotian_government"	"government_today"	"today_to"	"royal_laotian_government"	"laotian_government_today"	"government_today_to"	"today_to_ask"	"JJ"	"JJ"	"NN"	"VB"	"NN"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"vientiane"	"the"	"laotian"	"government"	"decide"	"today"	"to"	"ask"	"its"	"friends"	"and"	"neighbors"	"for"	"help"	"in"	"fight"	"what"	"it"	"call"	"a"	"new"	"rebel"	"offensive"	"threaten"	"the"	"southeast"	"asian"	"kingdom"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"they"	"to"	","	"try"	",_they"	"they_to"	"to_try"	"service_,_they"	",_they_to"	"they_to_try"	"to_try_to"	"NN"	"ε"	"PRP"	"VB"	"TO"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"after_that"	"they"	"decide"	"to"	"try"	"to"	"let"	"the"	"girls"	"say"	"grace"	"at"	"the"	"table"	"have"	"bedtime"	"prayers"	"and"	"bible"	"stories"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"he"	"what"	"before"	"to"	"before_he"	"he_what"	"what_to"	"pass_before_he"	"before_he_what"	"he_what_to"	"what_to_do"	"VB"	"IN"	"PRP"	"VB"	"WP"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"seem"	"to"	"him"	"that"	"long_time"	"had"	"pass"	"before"	"he"	"decide"	"what"	"to"	"do"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"he"	"."	","	"∅"	",_he"	"he_."	"._∅"	"enough_,_he"	",_he_."	"he_._∅"	"._∅_∅"	"RB"	"ε"	"PRP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"deep"	"he"	"decide"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"claim"	"by"	"any"	"the"	"any_claim"	"claim_by"	"by_the"	"with_any_claim"	"any_claim_by"	"claim_by_the"	"by_the_commission"	"IN"	"DT"	"NN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"connection"	"any"	"claim"	"decide"	"by"	"the"	"commission"	"pursuant"	"to"	"this"	"title"	"in"	"which"	"an"	"award"	"is"	"make"	"the"	"commission"	"may"	"upon"	"the"	"written"	"request"	"of"	"the"	"claimant"	"or"	"any"	"attorney"	"heretofore"	"or"	"hereafter"	"employ"	"by"	"such"	"claimant"	"determine"	"and"	"apportion"	"the"	"just"	"and"	"reasonable"	"attorney"	"fee"	"for"	"services"	"render"	"with_respect_to"	"such"	"claim"	"but"	"the"	"total"	"amount"	"of"	"the"	"fee"	"so"	"determine"	"in"	"any"	"case"	"shall"	"not"	"exceed"	"percent"	"of"	"the"	"total"	"amount"	"pay"	"pursuant"	"to"	"the"	"award"	
"2:31:00::"	"∅"	"to"	"∅"	"become"	"∅_∅"	"∅_to"	"to_become"	"∅_∅_∅"	"∅_∅_to"	"∅_to_become"	"to_become_a"	"ε"	"ε"	"ε"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"become"	"a"	"painter"	"he"	"enter"	"the"	"studio"	"of"	"person"	"in"	"paris"	"where"	"he"	"enjoy"	"the"	"life"	"of"	"the"	"artist"	"but"	"soon"	"find"	"that"	"whatever"	"talent"	"he"	"might"	"have"	"did"	"not"	"lie_in"	"that"	"direction"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"he"	"that"	"when"	"if"	"when_he"	"he_that"	"that_if"	"group_when_he"	"when_he_that"	"he_that_if"	"that_if_he"	"NNP"	"WRB"	"PRP"	"VB"	"IN"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"had"	"been"	"commission"	"in"	"the"	"group"	"and"	"was"	"as"	"a"	"personnel"	"officer"	"for"	"the"	"group"	"when"	"he"	"decide"	"that"	"if"	"he"	"was"	"going_to"	"make"	"the"	"army"	"his"	"career"	"he"	"want"	"to"	"be"	"in"	"the"	"fighting"	"part"	"of"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"in"	"how"	"∅"	"much"	"∅_in"	"in_how"	"how_much"	"∅_∅_in"	"∅_in_how"	"in_how_much"	"how_much_land"	"ε"	"ε"	"IN"	"VB"	"WRB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"decide"	"how"	"much"	"land"	"you"	"want"	"take_into_account"	"the"	"amount"	"you"	"need"	"to"	"bring_in"	"the"	"income"	"you"	"expect"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"in"	"on"	"∅"	"the"	"∅_in"	"in_on"	"on_the"	"∅_∅_in"	"∅_in_on"	"in_on_the"	"on_the_enterprise"	"ε"	"ε"	"IN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"decide"	"on"	"the"	"enterprise"	"to"	"be"	"manage"	"by"	"family"	"labor"	"compare"	"the"	"amount"	"of"	"labor"	"that"	"can"	"be"	"supply"	"by"	"the"	"family"	"with"	"the"	"labor"	"need"	"of"	"various"	"enterprise"	"list"	"in"	"table"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"in"	"on"	"you"	"the"	"you_in"	"in_on"	"on_the"	"help_you_in"	"you_in_on"	"in_on_the"	"on_the_kind"	"VB"	"PRP"	"IN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"information"	"on"	"page"	"to"	"help"	"you"	"in"	"decide"	"on"	"the"	"kind"	"and"	"scale"	"of"	"your"	"farming"	"venture"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"∅"	"first"	"∅"	"what"	"∅_∅"	"∅_first"	"first_what"	"∅_∅_∅"	"∅_∅_first"	"∅_first_what"	"first_what_the"	"ε"	"ε"	"ε"	"VB"	"RB"	"WP"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"first"	"what"	"the"	"place"	"be"	"worth"	"to"	"you"	"and"	"your"	"family"	"as"	"a"	"home"	"in"	"comparison"	"with"	"what"	"it"	"would"	"cost"	"to"	"live"	"in"	"town"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"also"	"to"	"the_swiss"	"cast"	"the_swiss_also"	"also_to"	"to_cast"	"of_the_swiss_also"	"the_swiss_also_to"	"also_to_cast"	"to_cast_their"	"IN"	"NN"	"RB"	"VB"	"TO"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"location"	"of"	"the_swiss"	"also"	"decide"	"to"	"cast"	"their"	"lot"	"with"	"the"	"united_states"	"and"	"in"	"several"	"family"	"pay"	"guide"	"to"	"take"	"them"	"to"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
