"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"
"1:26:03::"	"point"	"has"	"this"	"been"	"this_point"	"point_has"	"has_been"	"to_this_point"	"this_point_has"	"point_has_been"	"has_been_place"	"RB"	"RB"	"NN"	"NN"	"VBZ"	"VBN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"up"	"this"	"point"	"stress"	"has"	"been"	"place"	"on"	"roleplaying"	"in_terms_of"	"individual"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:01::"	"to"	"condition"	"subject"	"such"	"subject_to"	"to_condition"	"condition_such"	"being_subject_to"	"subject_to_condition"	"to_condition_such"	"condition_such_as"	"VB"	"VB"	"VB"	"NN"	"NN"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"tranquilizer"	"feed"	"to"	"cattle"	"lactating"	"dairy_cow"	"prior_to"	"being"	"subject"	"to"	"stress"	"condition"	"such"	"as"	"vaccinating"	"shipping"	"weaning"	"calf"	"and"	"excessive"	"handling"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"of"	"are"	"pattern"	"determine"	"pattern_of"	"of_are"	"are_determine"	",_pattern_of"	"pattern_of_are"	"of_are_determine"	"are_determine_by"	"ε"	"NN"	"IN"	"NN"	"VB"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"sentence"	"of"	"stress"	"are"	"determine"	"by"	"complex"	"combination"	"of"	"influence"	"that"	"can"	"only"	"be"	"suggest"	"here"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"dominant"	"simply"	"often"	"indicate"	"often_dominant"	"dominant_simply"	"simply_indicate"	"∅_often_dominant"	"often_dominant_simply"	"dominant_simply_indicate"	"simply_indicate_a"	"ε"	"RB"	"JJ"	"NN"	"RB"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"dominant"	"stress"	"simply"	"indicate"	"a"	"centering"	"of"	"attention"	"or"	"emotion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"more"	"than"	"have"	"it"	"have_more"	"more_than"	"than_it"	"normally_have_more"	"have_more_than"	"more_than_it"	"than_it_would"	"RB"	"VB"	"JJ"	"NN"	"IN"	"PRP"	"MD"	"word"	"represent"	"a"	"larger"	"construction"	"of"	"which"	"it"	"be"	"the"	"only"	"expressed"	"part"	"it"	"normally"	"have"	"than"	"it"	"would"	"have"	"in"	"fully"	"express"	"construction"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"of"	"sometimes"	"pattern"	"show"	"pattern_of"	"of_sometimes"	"sometimes_show"	"that_pattern_of"	"pattern_of_sometimes"	"of_sometimes_show"	"sometimes_show_construction"	"IN"	"NN"	"IN"	"NN"	"RB"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"is"	"that"	"pattern"	"of"	"stress"	"sometimes"	"show"	"construction"	"unambiguously"	"in"	"the"	"spoken_language"	"where"	"without"	"the"	"help"	"of"	"context"	"it"	"would"	"be"	"ambiguous"	"in"	"the"	"written"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"be"	"because"	"must"	"it"	"must_be"	"be_because"	"because_it"	"this_must_be"	"must_be_because"	"be_because_it"	"because_it_be"	"DT"	"MD"	"VB"	"VB"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"stress"	"because"	"it"	"be"	"absolutely"	"essential"	"to"	"the"	"argument"	"of"	"this"	"concluding"	"chapter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"person"	"the"	"∅"	"fact"	"∅_person"	"person_the"	"the_fact"	"∅_∅_person"	"∅_person_the"	"person_the_fact"	"the_fact_that"	"ε"	"ε"	"NNP"	"VB"	"DT"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"stress"	"the"	"fact"	"that"	"clear"	"as"	"this"	"be"	"they"	"must"	"have"	"a"	"better"	"church"	"a"	"more"	"businesslike"	"conduct"	"of"	"the"	"church"	"organization"	"and"	"an"	"effort"	"to"	"get_out"	"this"	"religious"	"center"	"out_of"	"its"	"rut"	"of"	"wild"	"worship"	"into"	"a"	"modern"	"church"	"organization"	
"1:19:00::"	"the"	"in"	"of"	"viscoelastic"	"of_the"	"the_in"	"in_viscoelastic"	"value_of_the"	"of_the_in"	"the_in_viscoelastic"	"in_viscoelastic_fluid"	"NN"	"IN"	"DT"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"means"	"which"	"should"	"show"	"the"	"and"	"relative"	"value"	"of"	"the"	"stress"	"in"	"viscoelastic"	"fluid"	"that"	"is"	"not"	"mention"	"as_such"	"in"	"the"	"literature"	"and"	"that"	"be"	"the"	"shape"	"of"	"the"	"suspended"	"drop"	"of"	"low"	"viscosity"	"fluid"	"in"	"shear"	"field"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"should"	"our"	"society"	"sympathy"	"society_should"	"should_our"	"our_sympathy"	"such_society_should"	"society_should_our"	"should_our_sympathy"	"our_sympathy_for"	"JJ"	"NN"	"MD"	"VB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"american"	"policy"	"such"	"society"	"should"	"stress"	"our"	"sympathy"	"for"	"the"	"emerge"	"social"	"and"	"professional"	"class"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
