"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"
"2:34:01::"	"they"	"at"	"whether"	"the"	"whether_they"	"they_at"	"at_the"	"meals_whether_they"	"whether_they_at"	"they_at_the"	"at_the_hospital"	"NNS"	"IN"	"PRP"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"practice"	"of"	"charge"	"for"	"meals"	"whether"	"they"	"eat"	"at"	"the"	"hospital"	"or"	"not"	"should"	"be"	"abolish"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:01::"	"to"	"his"	"promise"	"hat"	"promise_to"	"to_his"	"his_hat"	",_promise_to"	"promise_to_his"	"to_his_hat"	"his_hat_if"	"ε"	"VB"	"TO"	"VB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"james_p._mitchell"	"when"	"he"	"be"	"the"	"head"	"the"	"department"	"promise"	"to"	"eat"	"his"	"hat"	"if"	"unemployment"	"did"	"n't"	"drop"	"below"	"three"	"million"	"a_couple_of"	"years"	"ago"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:01::"	"to"	"as"	"like"	"high"	"like_to"	"to_as"	"as_high"	",_like_to"	"like_to_as"	"to_as_high"	"as_high_on"	"ε"	"VB"	"TO"	"VB"	"IN"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"most"	"members"	"of"	"the"	"u._s._senate"	"because"	"be"	"human"	"like"	"to"	"eat"	"as"	"high"	"on"	"the"	"hog"	"as"	"they"	"can"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:00::"	"to"	"garbage"	"pigs"	","	"pigs_to"	"to_garbage"	"garbage_,"	",_pigs_to"	"pigs_to_garbage"	"to_garbage_,"	"garbage_,_a"	"ε"	"NNS"	"TO"	"VB"	"NN"	"ε"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"basis"	"for"	"compost"	"materials"	"already"	"exist"	"the"	"school"	"farm"	"with"	"a"	"stable"	"of"	"animals"	"for"	"riding"	"program"	"poultry"	"for"	"eggs"	"pigs"	"to"	"eat"	"garbage"	"a"	"beef"	"herd"	"and"	"wastes"	"of"	"all"	"kinds"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:01::"	"can"	"where"	"lord"	"angels"	"lord_can"	"can_where"	"where_angels"	"good_lord_can"	"lord_can_where"	"can_where_angels"	"where_angels_fear"	"JJ"	"NNP"	"MD"	"VB"	"WRB"	"NNS"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"well"	"remark"	"one"	"gentleman"	"who"	"had"	"been"	"force"	"to"	"accompany"	"wife"	"the"	"good"	"lord"	"can"	"eat"	"where"	"angels"	"fear"	"to"	"tread"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:00::"	","	","	"no-goal"	"work"	"no-goal_,"	",_,"	",_work"	"a_no-goal_,"	"no-goal_,_,"	",_,_work"	",_work_,"	"DT"	"NN"	"ε"	"VB"	"ε"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"fifty-five"	"year"	"he"	"had"	"progress"	"towards"	"a"	"no-goal"	"eat"	"work"	"breathe"	"without"	"plan"	"without"	"reason"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:00::"	"finish"	"''"	"'s"	","	"'s_finish"	"finish_''"	"''_,"	"he_'s_finish"	"'s_finish_''"	"finish_''_,"	"''_,_person"	"PRP"	"VBZ"	"VB"	"VB"	"ε"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"eat"	"person"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:00::"	"to"	"''"	"got"	","	"got_to"	"to_''"	"''_,"	"'ve_got_to"	"got_to_''"	"to_''_,"	"''_,_person"	"VBP"	"VB"	"VB"	"VB"	"ε"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"got"	"eat"	"person"	"say"	"curtly"	"because"	"a"	"chill"	"crawl"	"over"	"her"	"again"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:02::"	"animal"	"only"	"∅"	"from"	"∅_animal"	"animal_only"	"only_from"	"∅_∅_animal"	"∅_animal_only"	"animal_only_from"	"only_from_one"	"ε"	"ε"	"NN"	"VB"	"RB"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"eat"	"only"	"from"	"one"	"side"	"so"	"the"	"fence_line"	"bunk"	"must"	"be"	"twice"	"as"	"long"	"as"	"the"	"mechanical"	"bunk"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:00::"	"had_to"	","	"they"	"did"	"they_had_to"	"had_to_,"	",_did"	"well_they_had_to"	"they_had_to_,"	"had_to_,_did"	",_did_n't"	"RB"	"PRP"	"VB"	"VB"	"ε"	"VBD"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"tell"	"him"	"he"	"could"	"n't"	"do"	"anything"	"like"	"that"	"his"	"grandma"	"die"	"and"	"he"	"say"	"well"	"they"	"had_to"	"eat"	"did"	"n't"	"they"	"they"	"were"	"n't"	"all"	"die"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:00::"	"n't"	"the"	"do"	"daisy"	"do_n't"	"n't_the"	"the_daisy"	"``_do_n't"	"do_n't_the"	"n't_the_daisy"	"the_daisy_''"	"ε"	"VBP"	"RB"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"dialogue"	"be"	"sharp"	"witty"	"and"	"typical"	"do"	"n't"	"eat"	"the"	"daisy"	"material"	"which"	"has"	"stamp"	"the"	"author"	"throughout"	"her"	"book"	"and"	"play"	"and"	"it"	"be"	"obvious"	"that"	"the"	"theatre-by-the-sea"	"audience"	"like"	"it"	
"2:34:00::"	"n't"	"enough"	"do"	","	"do_n't"	"n't_enough"	"enough_,"	"you_do_n't"	"do_n't_enough"	"n't_enough_,"	"enough_,_honey"	"PRP"	"VBP"	"RB"	"VB"	"RB"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"n't"	"eat"	"enough"	"honey"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:01::"	"she"	"."	"∅"	"∅"	"∅_she"	"she_."	"._∅"	"∅_∅_she"	"∅_she_."	"she_._∅"	"._∅_∅"	"ε"	"ε"	"PRP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"eat"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:01::"	"person"	"some"	"∅"	"supper"	"∅_person"	"person_some"	"some_supper"	"∅_∅_person"	"∅_person_some"	"person_some_supper"	"some_supper_in"	"ε"	"ε"	"NNP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"eat"	"some"	"supper"	"in"	"the"	"kitchen"	"and"	"go_into"	"the"	"tv_room"	"to"	"hear"	"the"	"news"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
