"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"
"2:41:00::"	"∅"	"bonds"	"∅"	"for"	"∅_∅"	"∅_bonds"	"bonds_for"	"∅_∅_∅"	"∅_∅_bonds"	"∅_bonds_for"	"bonds_for_plant"	"ε"	"ε"	"ε"	"VB"	"NNS"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"bonds"	"for"	"plant"	"construction"	"has"	"bring"	"new"	"industries"	"to"	"certain"	"regions"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"decree"	"in"	"royal"	"1910"	"royal_decree"	"decree_in"	"in_1910"	"a_royal_decree"	"royal_decree_in"	"decree_in_1910"	"in_1910_,"	"DT"	"JJ"	"NN"	"VB"	"IN"	"CD"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"decree"	"issue"	"in"	"two"	"years"	"after"	"the"	"belgian"	"government"	"assume"	"authority"	"for"	"the"	"administration"	"of"	"the"	"congo"	"prescribe"	"the"	"registration"	"of"	"all"	"adult_males"	"by"	"chiefdoms"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"already"	"on"	"reports"	"the"	"reports_already"	"already_on"	"on_the"	"∅_reports_already"	"reports_already_on"	"already_on_the"	"on_the_sampling"	"ε"	"NNS"	"RB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"already"	"issue"	"on"	"the"	"sampling"	"census"	"in"	"various"	"areas"	"run"	"as_follows"	"use"	"only"	"the_french"	"and"	"omit"	"corresponding"	"flemish"	"titles"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"been"	"for"	"have"	":"	"have_been"	"been_for"	"for_:"	",_have_been"	"have_been_for"	"been_for_:"	"for_:_."	"ε"	"VBP"	"VBN"	"VB"	"IN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"other"	"reports"	"in"	"identical"	"form"	"but"	"somewhat"	"varying"	"content"	"have"	"been"	"issue"	"for"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"was"	"was"	"warrant"	"file"	"warrant_was"	"was_was"	"was_file"	"the_warrant_was"	"warrant_was_was"	"was_was_file"	"was_file_by"	"DT"	"NN"	"VBD"	"VB"	"VBD"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"complaint"	"the"	"warrant"	"was"	"issue"	"was"	"file"	"by"	"leo_blaber"	"an"	"attorney"	"for"	"the"	"association"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:01::"	"one"	"that"	"∅"	"must"	"∅_one"	"one_that"	"that_must"	"∅_∅_one"	"∅_one_that"	"one_that_must"	"that_must_be"	"ε"	"ε"	"JJ"	"NN"	"WDT"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"issue"	"that"	"must"	"be"	"face"	"be"	"the"	"relative"	"difficulty"	"of"	"analysis"	"of"	"different"	"phonologic"	"subsystem"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"and"	"bibliographical"	","	"data"	",_and"	"and_bibliographical"	"bibliographical_data"	"foreign_,_and"	",_and_bibliographical"	"and_bibliographical_data"	"bibliographical_data_with_respect_to"	"JJ"	"ε"	"CC"	"VB"	"JJ"	"NN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"assemble"	"and"	"maintain"	"pertinent"	"and"	"current"	"scientific"	"both"	"domestic"	"and"	"foreign"	"and"	"issue"	"bibliographical"	"data"	"with_respect_to"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"may"	"rule"	"secretary_of_the_interior"	"and"	"secretary_of_the_interior_may"	"may_rule"	"rule_and"	"the_secretary_of_the_interior_may"	"secretary_of_the_interior_may_rule"	"may_rule_and"	"rule_and_regulation"	"DT"	"NN"	"MD"	"VB"	"NN"	"CC"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"may"	"issue"	"rule"	"and"	"regulation"	"to"	"effectuate"	"the"	"purpose"	"of_this"	"act"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:01::"	"birth_control"	"."	"the"	"∅"	"the_birth_control"	"birth_control_."	"._∅"	"than_the_birth_control"	"the_birth_control_."	"birth_control_._∅"	"._∅_∅"	"IN"	"DT"	"NN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"these"	"incident"	"typical"	"of"	"many"	"dramatize"	"the"	"distressing"	"fact"	"that"	"no"	"controversy"	"during"	"the"	"last"	"several"	"decade"	"has"	"cause"	"more"	"tension"	"rancor"	"and"	"strife"	"among"	"group"	"in"	"this"	"country"	"than"	"the"	"birth_control"	"issue"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:01::"	"nettlesome"	"from"	"and"	"the"	"and_nettlesome"	"nettlesome_from"	"from_the"	"divisive_and_nettlesome"	"and_nettlesome_from"	"nettlesome_from_the"	"from_the_political"	"JJ"	"CC"	"JJ"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"time"	"has"	"come"	"for"	"citizen"	"of"	"all"	"faith"	"unite"	"in"	"an"	"effort"	"to"	"remove"	"this"	"divisive"	"and"	"nettlesome"	"issue"	"from"	"the"	"political"	"and"	"social"	"life"	"of"	"our"	"nation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"and"	"``"	"contraception"	"an"	"contraception_and"	"and_``"	"``_an"	"of_contraception_and"	"contraception_and_``"	"and_``_an"	"``_an_emphatic"	"IN"	"NN"	"CC"	"VB"	"ε"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"lambeth_conference"	"repeat"	"its"	"of"	"contraception"	"and"	"issue"	"an"	"emphatic"	"warning"	"against"	"the"	"use"	"of"	"unnatural"	"means"	"for"	"the"	"avoidance"	"of"	"conception"	"together_with"	"the"	"grave"	"danger"	"physical"	"moral"	"and"	"religious"	"thereby"	"incur"	"and"	"against"	"the"	"evil"	"which"	"the"	"extension"	"of"	"such"	"use"	"threaten"	"the"	"human_race"	
"1:09:01::"	"all"	","	"and"	"and"	"and_all"	"all_,"	",_and"	"any_and_all"	"and_all_,"	"all_,_and"	",_and_to"	"DT"	"CC"	"DT"	"NN"	"ε"	"CC"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"assuredly"	"in"	"our"	"political_campaign"	"there"	"be"	"freedom"	"think"	"to"	"examine"	"any"	"and"	"all"	"issue"	"and"	"to"	"speak"	"without"	"restraint"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"april"	"of"	"the"	"sovietskaya_muzyka"	"the_april"	"april_of"	"of_sovietskaya_muzyka"	"for_the_april"	"the_april_of"	"april_of_sovietskaya_muzyka"	"of_sovietskaya_muzyka_is"	"IN"	"DT"	"NN"	"NN"	"IN"	"NNP"	"VBZ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"possible"	"invitation"	"to"	"write_about"	"person"	"to"	"his"	"anniversary"	"for"	"the"	"april"	"issue"	"of"	"sovietskaya_muzyka"	"is"	"accept"	"with"	"pleasure"	"because"	"i"	"admire"	"the"	"music"	"of"	"person"	"and"	"with"	"sober"	"purpose"	"because"	"the"	"development"	"of"	"person"	"personify"	"in"	"many"	"way"	"the"	"course"	"of"	"music"	"in"	"the"	"union_of_soviet_socialist_republics"	"0"	"0"	
"1:09:01::"	"side"	"and"	"many"	"wrong"	"many_side"	"side_and"	"and_wrong"	"find_many_side"	"many_side_and"	"side_and_wrong"	"and_wrong_turning"	"VB"	"JJ"	"JJ"	"NN"	"CC"	"JJ"	"NN"	"indeed"	"the"	"era"	"from"	"to"	"as"	"a"	"period"	"mainly"	"of"	"consolidation"	"may"	"be"	"a"	"necessary"	"but"	"unfortunate"	"defect"	"bear"	"of"	"our"	"lack"	"of"	"detailed"	"information"	"if"	"we"	"could"	"see"	"more"	"deeply"	"probably"	"would"	"find"	"many"	"side"	"and"	"wrong"	"turning"	"which"	"come"	"to"	"an"	"end"	"within"	"the"	"period"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"writ"	"by"	"a"	"the"	"a_writ"	"writ_by"	"by_the"	"with_a_writ"	"a_writ_by"	"writ_by_the"	"by_the_location"	"IN"	"DT"	"NN"	"VB"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"three"	"week"	"later"	"following"	"his"	"armed"	"with"	"a"	"writ"	"issue"	"by"	"the"	"location"	"justice"	"on"	"affidavit"	"prepare"	"by"	"the"	"district_attorney"	"person"	"and"	"person"	"ride"	"to"	"arrest"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:01::"	"an"	"which"	"be"	"boil_down"	"be_an"	"an_which"	"which_boil_down"	"this_be_an"	"be_an_which"	"an_which_boil_down"	"which_boil_down_to"	"DT"	"VB"	"DT"	"NN"	"WDT"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"an"	"issue"	"which"	"boil_down"	"to"	"a"	"matter"	"of"	"opinion"	"depending_on"	"whether"	"you"	"an"	"group"	"or"	"group"	"fan"	"and"	"anti"	"or"	"pro"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:01::"	"racial"	"may"	"the"	"have"	"the_racial"	"racial_may"	"may_have"	"bourbon_the_racial"	"the_racial_may"	"racial_may_have"	"may_have_less"	"NN"	"DT"	"JJ"	"NN"	"VB"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"among"	"the"	"racial"	"issue"	"may"	"have"	"less"	"to"	"do"	"with"	"their"	"remain"	"unreconstructed"	"than"	"factor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"the"	"ready"	"first"	"ready_to"	"to_the"	"the_first"	"be_ready_to"	"ready_to_the"	"to_the_first"	"the_first_$"	"VB"	"JJ"	"TO"	"VB"	"DT"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"meanwhile"	"it"	"was"	"learn"	"the"	"group"	"very"	"near"	"be"	"ready"	"to"	"issue"	"the"	"first"	"million"	"worth"	"of"	"highway"	"reconstruction"	"bond"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
