"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"
"1:14:00::"	"the"	"of"	"∅"	"this"	"∅_the"	"the_of"	"of_this"	"∅_∅_the"	"∅_the_of"	"the_of_this"	"of_this_model"	"ε"	"ε"	"DT"	"NN"	"RB"	"RB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"industry"	"of"	"this"	"model"	"be"	"so"	"important"	"that"	"its"	"wage"	"and"	"price"	"policy"	"are"	"affect"	"with"	"a"	"public"	"interest"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"an"	","	"such"	"it"	"such_an"	"an_,"	",_it"	"for_such_an"	"such_an_,"	"an_,_it"	",_it_be"	"IN"	"JJ"	"DT"	"NN"	"ε"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"an"	"industry"	"it"	"be"	"only"	"safe"	"to"	"raise"	"its"	"price"	"if"	"such"	"an"	"increase"	"is"	"manifestly"	"justify"	"by"	"rising"	"cost"	"due_to"	"rising"	"wage"	"etc"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"the"	"'s"	"in"	"interest"	"in_the"	"the_'s"	"'s_interest"	"be_in_the"	"in_the_'s"	"the_'s_interest"	"'s_interest_to"	"VB"	"IN"	"DT"	"NN"	"POS"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"whether"	"or"	"not"	"be"	"in"	"the"	"industry"	"interest"	"to"	"allow"	"the"	"basic"	"wage"	"rate"	"to"	"rise"	"obviously"	"depend_upon"	"the"	"extent"	"to"	"which"	"the"	"public"	"limit"	"price"	"rise"	"in"	"response"	"to"	"a"	"basic"	"wage"	"increase"	"and"	"the"	"relation"	"of"	"this"	"response"	"to"	"the"	"increase"	"in"	"cost"	"accompany"	"the"	"wage"	"increase"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"the"	"."	"by"	"∅"	"by_the"	"the_."	"._∅"	"put_up_by_the"	"by_the_."	"the_._∅"	"._∅_∅"	"VB"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"abstract"	"from"	"the"	"fact"	"of"	"strike"	"here"	"but"	"it"	"should"	"be"	"obvious"	"that"	"the"	"extent"	"to"	"which"	"the"	"public"	"limit"	"price"	"is"	"raise"	"by"	"a"	"given"	"increase"	"in"	"the"	"basic"	"wage"	"rate"	"be"	"also"	"a"	"function"	"of"	"the"	"show"	"of"	"resistance"	"put_up"	"by"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"the"	")"	"for"	"."	"for_the"	"the_)"	")_."	"therefore_for_the"	"for_the_)"	"the_)_."	")_._∅"	"RB"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"we"	"assume"	"that"	"average"	"total"	"unit_cost"	"in"	"the"	"relevant"	"region"	"of"	"operation"	"be"	"constant"	"with_respect_to"	"quantity"	"produce"	"the"	"average_cost"	"curve"	"be"	"horizontal"	"and"	"therefore"	"be"	"identical"	"with"	"the"	"marginal_cost"	"curve"	"and"	"be"	"the"	"same"	"for"	"every"	"firm"	"and"	"therefore"	"for"	"the"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"the"	"does"	"face"	"not"	"face_the"	"the_does"	"does_not"	"which_face_the"	"face_the_does"	"the_does_not"	"does_not_restrict"	"WDT"	"VB"	"DT"	"NN"	"VBZ"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"single"	"which"	"face"	"the"	"industry"	"does"	"not"	"restrict"	"its"	"membership"	"and"	"there"	"be"	"an"	"adequate"	"supply"	"of"	"labor"	"available"	"to"	"the"	"firm"	"of"	"the"	"industry"	"at"	"the"	"going"	"wage"	"rate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"the"	"at"	"of"	"the"	"of_the"	"the_at"	"at_the"	"firm_of_the"	"of_the_at"	"the_at_the"	"at_the_going"	"NN"	"IN"	"DT"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"single"	"union"	"which"	"face"	"the"	"industry"	"does"	"not"	"restrict"	"its"	"membership"	"and"	"be"	"an"	"adequate"	"supply"	"of"	"labor"	"available"	"to"	"the"	"firm"	"of"	"the"	"industry"	"at"	"the"	"going"	"wage"	"rate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"the"	"is"	","	"presume"	",_the"	"the_is"	"is_presume"	"then_,_the"	",_the_is"	"the_is_presume"	"is_presume_to"	"RB"	"ε"	"DT"	"NN"	"VBZ"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"this"	"model"	"the"	"industry"	"is"	"presume"	"to"	"realize"	"that"	"they"	"could"	"successfully"	"resist"	"a"	"change"	"in"	"the"	"basic"	"wage"	"rate"	"but"	"since"	"such"	"a"	"change"	"be"	"the"	"only"	"effective"	"means"	"to"	"raise"	"price"	"they"	"may"	"in"	"circumstance"	"to"	"be"	"spell_out"	"in"	"part"	"below"	"find"	"it"	"to"	"their"	"advantage"	"to"	"allow"	"the"	"wage"	"rise"	
"1:14:00::"	"union"	"contract"	"the"	"be"	"the_union"	"union_contract"	"contract_be"	"that_the_union"	"the_union_contract"	"union_contract_be"	"contract_be_of"	"IN"	"DT"	"NN"	"NN"	"NN"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"convenient"	"assume"	"that"	"the"	"union"	"industry"	"contract"	"be"	"of"	"one"	"year"	"duration"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"motion_picture"	"."	"the"	"∅"	"the_motion_picture"	"motion_picture_."	"._∅"	"of_the_motion_picture"	"the_motion_picture_."	"motion_picture_._∅"	"._∅_∅"	"IN"	"DT"	"NN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"earlier"	"this"	"month"	"person"	"director"	"of"	"the"	"group"	"come"	"to"	"hollywood"	"have"	"dinner"	"with"	"more_than"	"leader"	"of"	"the"	"motion_picture"	"industry"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"of"	"in"	"development"	"rural_area"	"development_of"	"of_in"	"in_rural_area"	"the_development_of"	"development_of_in"	"of_in_rural_area"	"in_rural_area_."	"DT"	"NN"	"IN"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"a"	"source"	"of"	"investment"	"capital"	"the"	"system"	"be"	"to"	"local"	"community"	"and"	"encourage"	"the"	"development"	"of"	"industry"	"in"	"rural_area"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
