"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"
"1:18:00::"	"bound"	"often"	"career"	"be"	"career_bound"	"bound_often"	"often_be"	"that_career_bound"	"career_bound_often"	"bound_often_be"	"often_be_more"	"IN"	"NN"	"JJ"	"NN"	"RB"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"some"	"psychologist"	"in_fact"	"suggest"	"career"	"bound"	"husband"	"often"	"be"	"more"	"to"	"blame"	"for"	"topsy-turvy"	"marriage"	"than"	"their"	"wife"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"the"	"to"	"for"	"hover"	"for_the"	"the_to"	"to_hover"	"be_for_the"	"for_the_to"	"the_to_hover"	"to_hover_about"	"VB"	"IN"	"DT"	"NN"	"TO"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"pattern"	"say"	"person"	"psychologist"	"at"	"new_york"	"group"	"for"	"the"	"husband"	"to"	"hover"	"about"	"anxiously"	"and"	"eagerly"	"virtually"	"tremble"	"in"	"his"	"hope"	"that"	"she"	"will"	"flash"	"him"	"the"	"signal"	"that"	"tonight"	"be"	"the"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"her"	"be"	"while"	"mile"	"while_her"	"her_be"	"be_mile"	"alone_while_her"	"while_her_be"	"her_be_mile"	"be_mile_away"	"JJ"	"IN"	"PRP$"	"NN"	"VB"	"NN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"leave"	"while"	"her"	"husband"	"be"	"mile"	"away"	"in"	"the"	"city"	"the"	"modern"	"wife"	"assume"	"more"	"and"	"more"	"duty"	"normally"	"reserve"	"for"	"the"	"male"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"their"	"for"	"despise"	"not"	"despise_their"	"their_for"	"for_not"	"wife_despise_their"	"despise_their_for"	"their_for_not"	"for_not_stand_up"	"NN"	"VB"	"PRP$"	"NN"	"IN"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"yet"	"paradoxically"	"according"	"to"	"person"	"wife"	"despise"	"their"	"husband"	"for"	"not"	"stand_up"	"to"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"weak"	"and"	"her"	"flurry"	"her_weak"	"weak_and"	"and_flurry"	"with_her_weak"	"her_weak_and"	"weak_and_flurry"	"and_flurry_through"	"IN"	"PRP$"	"JJ"	"NN"	"CC"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"such"	"wife"	"person"	"say"	"disgusted"	"with"	"her"	"weak"	"husband"	"and"	"flurry"	"through"	"a"	"series"	"of"	"extramarital"	"affair"	"in"	"the"	"hope"	"of"	"find"	"a"	"strong"	"man"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"a"	"who"	","	"always"	",_a"	"a_who"	"who_always"	"on_the_other_hand_,_a"	",_a_who"	"a_who_always"	"who_always_has"	"RB"	"ε"	"DT"	"NN"	"WP"	"RB"	"VBZ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on_the_other_hand"	"husband"	"who"	"always"	"has"	"be"	"vigorous"	"and"	"assertive"	"may"	"suddenly"	"become"	"passive"	"ask"	"psychologist"	"say"	"for"	"reassurance"	"that"	"his"	"wife"	"still"	"find"	"him"	"desirable"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"the"	"must"	"``"	"take"	"``_the"	"the_must"	"must_take"	",_``_the"	"``_the_must"	"the_must_take"	"must_take_some"	"ε"	"ε"	"DT"	"NN"	"MD"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"get"	"a"	"marriage"	"back"	"where"	"it"	"belong"	"comment"	"of"	"the"	"group"	"the"	"husband"	"must"	"take"	"some"	"very"	"basic"	"step"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"many"	","	"too"	"person"	"too_many"	"many_,"	",_person"	"∅_too_many"	"too_many_,"	"many_,_person"	",_person_continue"	"ε"	"RB"	"JJ"	"NN"	"ε"	"NNP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"many"	"husband"	"person"	"continue"	"worry"	"about"	"how"	"well"	"they"	"do"	"and"	"fear"	"that"	"their"	"success"	"depend_on"	"some"	"trick"	"or"	"technique"	"of"	"sexual"	"play"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"soldier"	"to"	"of"	"their"	"of_soldier"	"soldier_to"	"to_their"	"that_of_soldier"	"of_soldier_to"	"soldier_to_their"	"to_their_wife"	"IN"	"IN"	"NN"	"NN"	"TO"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"most"	"common"	"type"	"letter"	"be"	"that"	"of"	"soldier"	"husband"	"to"	"their"	"wife"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"a"	"."	"give"	"∅"	"give_a"	"a_."	"._∅"	"could_give_a"	"give_a_."	"a_._∅"	"._∅_∅"	"MD"	"VB"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"one"	"day"	"she"	"expect"	"he"	"would"	"somehow"	"discover"	"without"	"her"	"having_to"	"tell"	"him"	"that"	"there"	"was"	"such"	"a"	"woman"	"in"	"the"	"world"	"a"	"woman"	"who"	"be"	"willing"	"to"	"give"	"him"	"love"	"faith"	"and"	"anything"	"a"	"woman"	"could"	"give"	"a"	"husband"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"her"	"."	","	"∅"	",_her"	"her_."	"._∅"	"person_,_her"	",_her_."	"her_._∅"	"._∅_∅"	"NNP"	"ε"	"PRP$"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"she"	"reach"	"the"	"kitchen"	"door"	"the"	"answer"	"present"	"itself"	"if"	"tell"	"anyone"	"of"	"the"	"opium"	"it"	"must"	"be"	"person"	"her"	"husband"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"that"	"and"	"believe"	"wife"	"believe_that"	"that_and"	"and_wife"	"to_believe_that"	"believe_that_and"	"that_and_wife"	"and_wife_should"	"TO"	"VB"	"IN"	"NN"	"CC"	"NN"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"is"	"not"	"a"	"medieval"	"mental"	"quirk"	"or"	"attitude"	"unnourished"	"by"	"sense"	"to"	"believe"	"that"	"husband"	"and"	"wife"	"should"	"not"	"be"	"subject"	"to"	"such"	"a"	"risk"	"or"	"that"	"such"	"a"	"possibility"	"not"	"be"	"permit"	"to"	"endanger"	"the"	"confidentiality"	"of"	"the"	"marriage"	"relationship"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"her"	"over"	"against"	"her"	"against_her"	"her_over"	"over_her"	"testify_against_her"	"against_her_over"	"her_over_her"	"over_her_objection"	"VB"	"IN"	"PRP$"	"NN"	"IN"	"PRP$"	"NN"	"inroad"	"in"	"the"	"name"	"of"	"law_enforcement"	"into"	"the"	"protection"	"which"	"congress"	"has"	"afford"	"to"	"the"	"marriage"	"relationship"	"the"	"court"	"today"	"continue"	"in"	"the"	"path"	"chart"	"by"	"the"	"recent"	"decision"	"in"	"wyatt_v._united_states"	"where"	"the"	"court"	"hold"	"that"	"under_the_circumstances"	"of"	"that"	"case"	"a"	"wife"	"could"	"compel"	"to"	"testify"	"against"	"her"	"over"	"her"	"objection"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"her"	"that"	"persuade"	"the"	"persuade_her"	"her_that"	"that_the"	"to_persuade_her"	"persuade_her_that"	"her_that_the"	"that_the_boy"	"TO"	"VB"	"PRP$"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"admire"	"person"	"spirit"	"and"	"do"	"she"	"could"	"to"	"persuade"	"her"	"husband"	"that"	"the"	"boy"	"might"	"help"	"the"	"team"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"her"	"away"	"take_away"	"."	"take_away_her"	"her_away"	"away_."	"to_take_away_her"	"take_away_her_away"	"her_away_."	"away_._∅"	"TO"	"VB"	"PRP$"	"NN"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"afterwards"	"i"	"learn"	"that"	"person"	"had"	"call"	"person"	"on"	"the"	"and"	"make"	"a"	"big"	"scene"	"about"	"person"	"try"	"to"	"take_away"	"her"	"husband"	"away"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
