"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"
"2:41:00::"	"is"	"in"	"vehicles"	"the"	"vehicles_is"	"is_in"	"in_the"	"state-owned_vehicles_is"	"vehicles_is_in"	"is_in_the"	"in_the_same"	"JJ"	"NNS"	"VBZ"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"purchase"	"state-owned"	"vehicles"	"is"	"handle"	"in"	"the"	"same"	"manner"	"as"	"all"	"purchases"	"of"	"the"	"state"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:03::"	"been"	"in"	"have"	"most"	"have_been"	"been_in"	"in_most"	"but_have_been"	"have_been_in"	"been_in_most"	"in_most_cases"	"CC"	"VBP"	"VBN"	"VB"	"IN"	"RBS"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"problems"	"have"	"arise"	"in_this"	"field"	"but"	"have"	"been"	"handle"	"in"	"most"	"cases"	"with_understanding"	"and"	"restraint"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"she"	"thousands"	","	"of"	",_she"	"she_thousands"	"thousands_of"	"clerk_,_she"	",_she_thousands"	"she_thousands_of"	"thousands_of_entries"	"NN"	"ε"	"PRP"	"VB"	"NNS"	"IN"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"personnel"	"she"	"handle"	"thousands"	"of"	"entries"	"range"	"from"	"appointments"	"to"	"jobs"	"to"	"transfers"	"to"	"employments"	"to"	"pensions"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"revolver"	"a"	"a"	"different"	"a_revolver"	"revolver_a"	"a_different"	"be_a_revolver"	"a_revolver_a"	"revolver_a_different"	"a_different_sort_of"	"VB"	"DT"	"NN"	"VB"	"DT"	"JJ"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"second"	"really"	"new"	"this"	"year"	"be"	"a"	"revolver"	"handle"	"a"	"different"	"sort_of"	"varmint"	"load"	"the"	"remington_jet"	"magnum"	"center_fire"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"were"	"just_as"	"reports"	"in"	"reports_were"	"were_just_as"	"just_as_in"	"reading_reports_were"	"reports_were_just_as"	"were_just_as_in"	"just_as_in_the"	"NN"	"NNS"	"VBD"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"supplemental"	"outside"	"reports"	"were"	"handle"	"just_as"	"in"	"the"	"sections"	"the"	"major"	"difference"	"be"	"that"	"there"	"be"	"a"	"noticeably"	"deeper"	"level"	"in"	"the"	"reported"	"outside"	"reading"	"by"	"the"	"married"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"and"	"household"	"meals"	"chores"	"meals_and"	"and_household"	"household_chores"	"with_meals_and"	"meals_and_household"	"and_household_chores"	"household_chores_with"	"IN"	"NNS"	"CC"	"VB"	"NN"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"neighbor"	"women"	"such_as"	"mrs._sidney_baker"	"serra"	"sterling_township"	"have"	"been"	"supply"	"family"	"with"	"meals"	"and"	"handle"	"household"	"chores"	"with"	"kowalski"	"sister-in-law"	"mrs._anna_kowalski"	"david"	"east_detroit"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"today"	"60"	"group"	"percent"	"group_today"	"today_60"	"60_percent"	"the_group_today"	"group_today_60"	"today_60_percent"	"60_percent_of"	"DT"	"NNP"	"NN"	"VB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"today"	"handle"	"percent"	"of"	"all"	"southbound"	"commuter_traffic"	"come"	"into"	"new_york_city"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:01::"	"properly"	","	","	"would"	",_properly"	"properly_,"	",_would"	"which_,_properly"	",_properly_,"	"properly_,_would"	",_would_,"	"WDT"	"ε"	"RB"	"VB"	"ε"	"MD"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"had"	"do"	"some"	"figure"	"on"	"a"	"scrap"	"of"	"paper"	"and"	"him"	"the"	"various"	"kind"	"of"	"board"	"and"	"two-by-four"	"which"	"properly"	"handle"	"would"	"he"	"had"	"assure"	"him"	"turn_into"	"a"	"workbench"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"and"	"within"	"sort_out"	"a"	"sort_out_and"	"and_within"	"within_a"	"be_sort_out_and"	"sort_out_and_within"	"and_within_a"	"within_a_political_system"	"VB"	"VB"	"CC"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"problem"	"in"	"the"	"policy"	"officer"	"mind"	"thus"	"begin"	"to"	"take_shape"	"as"	"a"	"galaxy"	"of"	"utterly"	"complicated"	"factor"	"political"	"military"	"economic"	"financial"	"legal"	"legislative"	"procedural"	"administrative"	"to"	"be"	"sort_out"	"and"	"within"	"a"	"political_system"	"which"	"move"	"by"	"consent"	"in_relation_to"	"an"	"external"	"environment"	"which"	"cannot"	"be"	"under_control"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:03::"	"to"	"a"	"how"	"young_man"	"how_to"	"to_a"	"a_young_man"	"was_how_to"	"how_to_a"	"to_a_young_man"	"a_young_man_as"	"VB"	"WRB"	"TO"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"thing"	"papa"	"had"	"teach"	"person"	"was"	"how"	"to"	"handle"	"a"	"young_man"	"as"	"high-spirited"	"and"	"opinionated"	"as"	"herself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"or"	"divorce"	"insurance_claim"	"case"	"insurance_claim_or"	"or_divorce"	"divorce_case"	"investigate_insurance_claim_or"	"insurance_claim_or_divorce"	"or_divorce_case"	"divorce_case_,"	"VB"	"NN"	"CC"	"VB"	"NN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"today"	"the"	"private_detective"	"also"	"investigate"	"insurance_claim"	"or"	"handle"	"divorce"	"case"	"but"	"his"	"primary"	"function"	"remain"	"what"	"it"	"has"	"always"	"be"	"to"	"assist"	"those"	"who"	"have"	"money"	"in"	"their"	"unending"	"struggle"	"with"	"those"	"who"	"have"	"not"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"in"	"swing"	"an"	"swing_the"	"the_in"	"in_an"	"he_swing_the"	"swing_the_in"	"the_in_an"	"in_an_attempt"	"PRP"	"VB"	"DT"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"tine"	"break_off"	"under"	"person"	"and"	"he"	"swing"	"the"	"handle"	"in"	"an"	"attempt"	"to"	"knock_out"	"person"	"brain"	"out"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"three"	"quite"	"we"	"a"	"we_three"	"three_quite"	"quite_a"	",_we_three"	"we_three_quite"	"three_quite_a"	"quite_a_few"	"ε"	"PRP"	"NN"	"VB"	"RB"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"among"	"us"	"three"	"handle"	"quite"	"a"	"few"	"small"	"commission"	"from"	"spot"	"drawing"	"for"	"advertising_agency"	"uptown"	"to"	"magazine"	"work"	"and"	"quick"	"lettering"	"job"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"were"	"splendidly"	"''"	","	"''_were"	"were_splendidly"	"splendidly_,"	"politics_and_poker_''_were"	"''_were_splendidly"	"were_splendidly_,"	"splendidly_,_and"	"NN"	"ε"	"VBD"	"VB"	"RB"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"such"	"fascinating"	"novelty"	"in"	"the"	"score"	"as"	"the"	"fugal"	"of"	"on_the_side_of_the_angels"	"and"	"politics_and_poker"	"were"	"handle"	"splendidly"	"and"	"i"	"think"	"person"	"and"	"his"	"band"	"of"	"tuneful"	"ward-heeler"	"make"	"little_tin_box"	"even"	"better"	"than"	"it"	"was"	"do"	"by"	"the"	"new_york"	"cast"	"all"	"the"	"words"	"of"	"its"	"clever"	"lyric"	"come_through"	"with"	"perfect"	"clarity"	
"2:41:03::"	"'re"	","	"they"	"just"	"they_'re"	"'re_,"	",_just"	"how_they_'re"	"they_'re_,"	"'re_,_just"	",_just_as_long_as"	"WRB"	"PRP"	"VBP"	"VB"	"ε"	"RB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"yes"	"we"	"know"	"they"	"professional"	"man"	"paid"	"to"	"play"	"and"	"should"	"n't"	"care"	"how"	"they"	"handle"	"just"	"as_long_as"	"their"	"name"	"are"	"spell"	"correctly"	"on"	"the"	"first"	"and"	"fifteenth"	"of"	"each_month"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:03::"	"could"	"the"	"i"	"situation"	"i_could"	"could_the"	"the_situation"	"way_i_could"	"i_could_the"	"could_the_situation"	"the_situation_."	"NN"	"PRP"	"MD"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"get"	"drunk"	"every_night"	"be"	"only"	"way"	"i"	"could"	"handle"	"the"	"situation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"of"	"toward"	"the"	"toward_the"	"the_of"	"of_the"	"thong_toward_the"	"toward_the_of"	"the_of_the"	"of_the_quirt"	"NN"	"IN"	"DT"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"see"	"her"	"hand"	"start"	"to"	"down"	"the"	"leather"	"thong"	"toward"	"the"	"handle"	"of"	"the"	"quirt"	"and"	"he"	"grab"	"her"	"wrist"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"them"	"first"	"to"	"."	"to_them"	"them_first"	"first_."	"milk_to_them"	"to_them_first"	"them_first_."	"first_._∅"	"NN"	"TO"	"PRP"	"NN"	"RB"	"ε"	"ε"	"breakfast_table"	"conversation"	"be"	"impossible"	"it"	"was"	"at_least"	"something"	"that"	"they"	"be"	"able"	"to"	"offer"	"person"	"the"	"sugar_bowl"	"with"	"their"	"sugar"	"in"	"it"	"and"	"the"	"plate"	"of"	"bread_and_butter"	"and"	"that"	"person"	"could"	"return"	"the"	"pitcher"	"of"	"hot"	"milk"	"to"	"them"	"first"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
