"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"
"2:30:01::"	"is"	"to"	"assistance"	"half"	"assistance_is"	"is_to"	"to_half"	"federal_assistance_is"	"assistance_is_to"	"is_to_half"	"to_half_of"	"JJ"	"NN"	"VBZ"	"VB"	"TO"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"federal"	"is"	"limit"	"to"	"half"	"of"	"the"	"total"	"expenditure"	"and"	"the"	"state"	"or"	"local"	"district"	"must"	"pay"	"at_least"	"half"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"additional"	"plan"	"holiday"	"plan_to"	"to_additional"	"additional_holiday"	"you_plan_to"	"plan_to_additional"	"to_additional_holiday"	"additional_holiday_to"	"PRP"	"VB"	"TO"	"VB"	"JJ"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"plan"	"to"	"limit"	"additional"	"holiday"	"to"	"area"	"and"	"or"	"industrial"	"pattern"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"the"	"feasible"	"menu"	"feasible_to"	"to_the"	"the_menu"	"be_feasible_to"	"feasible_to_the"	"to_the_menu"	"the_menu_in_order"	"VBP"	"JJ"	"TO"	"VB"	"DT"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"would"	"it"	"feasible"	"to"	"limit"	"the"	"menu"	"in_order"	"to"	"reduce"	"feeding"	"cost"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"which"	"competitive"	"rider"	"bid"	"rider_which"	"which_competitive"	"competitive_bid"	"a_rider_which"	"rider_which_competitive"	"which_competitive_bid"	"competitive_bid_by"	"DT"	"NN"	"WDT"	"VB"	"JJ"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"department_of_defense"	"appropriation"	"act"	"for"	"the"	"several"	"year"	"have"	"contain"	"a"	"rider"	"which"	"limit"	"competitive"	"bid"	"by"	"firm"	"in"	"country"	"on"	"certain"	"military"	"supply"	"item"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"public"	"price"	"``"	"''"	"``_public"	"public_price"	"price_''"	"of_``_public"	"``_public_price"	"public_price_''"	"price_''_on"	"IN"	"ε"	"JJ"	"NN"	"NN"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_order_to"	"focus"	"clearly"	"upon"	"the"	"operation"	"of"	"this"	"one"	"which"	"we"	"may"	"call"	"the"	"effect"	"of"	"public"	"limit"	"price"	"on"	"key"	"wage"	"bargain"	"we"	"deliberately"	"simplify"	"the"	"model"	"by"	"abstract"	"from"	"force"	"such_as"	"union"	"power"	"which"	"may"	"be"	"relevant"	"in"	"an"	"actual"	"situation"	"0"	"0"	"0"	
"1:07:00::"	"public"	"price"	"the"	"is"	"the_public"	"public_price"	"price_is"	"when_the_public"	"the_public_price"	"public_price_is"	"price_is_elevate"	"WRB"	"DT"	"JJ"	"NN"	"NN"	"VBZ"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"marginal_cost"	"rise"	"when"	"the"	"wage"	"rate"	"rise"	"profit-maximizing"	"price"	"also"	"rise"	"when"	"the"	"public"	"limit"	"price"	"is"	"elevate"	"and"	"be"	"likely"	"to"	"remain"	"well"	"above"	"the"	"latter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"public"	"price"	"the"	"rise"	"the_public"	"public_price"	"price_rise"	"which_the_public"	"the_public_price"	"public_price_rise"	"price_rise_in"	"RB"	"DT"	"JJ"	"NN"	"NN"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"whether"	"or"	"not"	"it"	"be"	"in"	"the"	"industry"	"interest"	"to"	"allow"	"the"	"wage"	"rate"	"to"	"rise"	"obviously"	"depend_upon"	"the"	"extent"	"to"	"which"	"the"	"public"	"limit"	"price"	"rise"	"in"	"response"	"to"	"a"	"basic"	"wage"	"increase"	"and"	"the"	"relation"	"of"	"this"	"response"	"to"	"the"	"increase"	"in"	"cost"	"accompany"	"the"	"wage"	"increase"	
"1:07:00::"	"public"	"price"	"the"	"is"	"the_public"	"public_price"	"price_is"	"which_the_public"	"the_public_price"	"public_price_is"	"price_is_raise"	"RB"	"DT"	"JJ"	"NN"	"NN"	"VBZ"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"are"	"abstract"	"from"	"the"	"fact"	"of"	"strike"	"here"	"but"	"should"	"be"	"obvious"	"that"	"the"	"extent"	"to"	"which"	"the"	"public"	"limit"	"price"	"is"	"raise"	"by"	"a"	"given"	"increase"	"in"	"the"	"basic"	"wage"	"rate"	"be"	"also"	"a"	"function"	"of"	"the"	"show"	"of"	"resistance"	"put_up"	"by"	"the"	"industry"	"0"	
"2:41:00::"	"was"	"to"	"this"	"a_few"	"this_was"	"was_to"	"to_a_few"	"and_this_was"	"this_was_to"	"was_to_a_few"	"to_a_few_lesson"	"CC"	"DT"	"VBD"	"VB"	"TO"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"except"	"for"	"a"	"rich"	"friendship"	"with"	"the"	"painter"	"person"	"who"	"give"	"the"	"only"	"professional"	"instruction"	"he"	"ever"	"have"	"and"	"this"	"was"	"limit"	"to"	"a_few"	"lesson"	"though"	"the"	"two"	"artist"	"often"	"go"	"on"	"painting"	"trip"	"together"	"person"	"develop"	"his"	"art"	"by"	"himself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"the"	"of"	"almost"	"his"	"almost_the"	"the_of"	"of_his"	"beyond_almost_the"	"almost_the_of"	"the_of_his"	"of_his_flesh"	"IN"	"RB"	"DT"	"NN"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"be"	"beyond"	"almost"	"the"	"limit"	"of"	"his"	"flesh"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"wide"	"anatomy"	"certain"	"dictate"	"certain_wide"	"wide_anatomy"	"anatomy_dictate"	"within_certain_wide"	"certain_wide_anatomy"	"wide_anatomy_dictate"	"anatomy_dictate_function"	"IN"	"JJ"	"JJ"	"NN"	"NN"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"within"	"wide"	"limit"	"anatomy"	"dictate"	"function"	"and"	"if"	"one"	"is"	"permit"	"to"	"speculate"	"potential"	"pathology"	"should"	"be"	"include"	"in"	"this"	"statement"	"as_well"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"take"	"the"	"are"	"linguist"	"are_take"	"take_the"	"the_linguist"	"we_are_take"	"are_take_the"	"take_the_linguist"	"the_linguist_to"	"PRP"	"VBP"	"VB"	"VB"	"DT"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"ship"	"be"	"huge"	"say"	"person"	"but"	"the"	"number"	"of"	"and"	"specialist"	"we"	"are"	"take"	"limit"	"the"	"linguist"	"to"	"one"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"subspecies"	"to"	"belong_to"	"a"	"belong_to_subspecies"	"subspecies_to"	"to_a"	"to_belong_to_subspecies"	"belong_to_subspecies_to"	"subspecies_to_a"	"to_a_small"	"TO"	"VB"	"NN"	"VB"	"TO"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"possible"	"especially"	"large"	"will"	"prove"	"to"	"belong_to"	"subspecies"	"limit"	"to"	"a"	"small"	"area"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"inevitably"	"police"	"their"	"-"	"their_inevitably"	"inevitably_police"	"police_-"	"by_their_inevitably"	"their_inevitably_police"	"inevitably_police_-"	"police_-_of"	"IN"	"PRP$"	"RB"	"VB"	"VB"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"authorities"	"hesitate"	"to"	"quote"	"exact"	"figure"	"however"	"believe"	"that"	"any"	"sum"	"they"	"with"	"be"	"only"	"a"	"surface"	"manifestation"	"turn_up"	"by"	"their"	"inevitably"	"limit"	"police"	"of"	"the"	"real"	"loot"	"of"	"the"	"medical"	"racketeer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"physiological"	"distinguish"	"within"	"sleep"	"within_physiological"	"physiological_distinguish"	"distinguish_sleep"	"hypothalamus_within_physiological"	"within_physiological_distinguish"	"physiological_distinguish_sleep"	"distinguish_sleep_from"	"NN"	"IN"	"JJ"	"NN"	"VB"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"before"	"we"	"comment"	"far"	"on"	"these"	"pathological"	"condition"	"we"	"should"	"that"	"change"	"in"	"the"	"state"	"of"	"the"	"hypothalamus"	"within"	"physiological"	"limit"	"distinguish"	"sleep"	"from"	"wakefulness"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
