"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"
"2:30:00::"	"it"	"further"	","	"to"	",_it"	"it_further"	"further_to"	"level_,_it"	",_it_further"	"it_further_to"	"further_to_the"	"NN"	"ε"	"PRP"	"VB"	"JJ"	"TO"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"for"	"all"	"the"	"manifest"	"intention"	"to"	"show_off"	"this"	"a"	"circus"	"with"	"a"	"difference"	"for"	"instead"	"of"	"descend"	"in"	"quality"	"to"	"be"	"known"	"as"	"a"	"popular"	"level"	"it"	"add"	"further"	"to"	"the"	"evidence"	"that"	"this"	"be"	"a"	"very"	"great"	"dancing"	"company"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"he"	"that"	"∅"	"he"	"∅_he"	"he_that"	"that_he"	"∅_∅_he"	"∅_he_that"	"he_that_he"	"that_he_also"	"ε"	"ε"	"PRP"	"VB"	"IN"	"PRP"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"add"	"that"	"he"	"also"	"stress"	"the"	"works"	"of"	"these"	"favorite"	"masters"	"on_tour"	"especially"	"mahler"	"first"	"and"	"fourth"	"symphonies"	"and"	"das_lied_von_der_erde"	"and"	"bruckner"	"sixth"	"which"	"is"	"rarely"	"play"	"and"	"seventh"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"and"	"enough"	"onions"	"catsup"	"onions_and"	"and_enough"	"enough_catsup"	"several_onions_and"	"onions_and_enough"	"and_enough_catsup"	"enough_catsup_to"	"JJ"	"NNS"	"CC"	"VB"	"RB"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"coney_island"	"sauce"	"finely"	"several"	"onions"	"and"	"add"	"enough"	"catsup"	"to"	"moisten"	"well"	"add"	"prepared"	"mustard"	"to"	"suit"	"taste"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	";"	"prepared"	"well"	"mustard"	"well_;"	";_prepared"	"prepared_mustard"	"moisten_well_;"	"well_;_prepared"	";_prepared_mustard"	"prepared_mustard_to"	"VB"	"RB"	"ε"	"VB"	"JJ"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"coney_island"	"sauce"	"finely"	"chop"	"several"	"onions"	"and"	"enough"	"catsup"	"to"	"moisten"	"well"	"add"	"prepared"	"mustard"	"to"	"suit"	"taste"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	":"	"several"	"sauerkraut"	"tablespoons"	"sauerkraut_:"	":_several"	"several_tablespoons"	"savory_sauerkraut_:"	"sauerkraut_:_several"	":_several_tablespoons"	"several_tablespoons_of"	"JJ"	"NN"	"ε"	"VB"	"JJ"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"savory"	"add"	"several"	"tablespoons"	"of"	"brown_sugar"	"to"	"a"	"can"	"of"	"sauerkraut"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"and_then"	"that"	"academy"	"he"	"academy_and_then"	"and_then_that"	"that_he"	"the_academy_and_then"	"academy_and_then_that"	"and_then_that_he"	"that_he_be"	"DT"	"NN"	"RB"	"VB"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"invite"	"mr._case"	"to"	"stop"	"by"	"to"	"hello"	"if"	"he"	"ever"	"visit"	"the"	"academy"	"and_then"	"add"	"that"	"he"	"be"	"on"	"the"	"managerial"	"staff"	"of"	"the"	"freshman"	"football_team"	"we"	"have"	"just"	"return"	"from"	"roswell"	"n._m."	"where"	"we"	"were"	"defeat"	"to"	"the"	"young_man"	"note"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	","	"half"	"flour"	"a"	"flour_,"	",_half"	"half_a"	"of_flour_,"	"flour_,_half"	",_half_a"	"half_a_cup"	"IN"	"NN"	"ε"	"VB"	"NN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fry"	"in"	"butter"	"a"	"small"	"minced"	"onion"	"with"	"a"	"tablespoonful"	"of"	"flour"	"add"	"half"	"a"	"cup"	"of"	"cream"	"six"	"beaten"	"eggs"	"pepper"	"celery_salt"	"a"	"teaspoonful"	"of"	"minced"	"chives"	"a"	"dash"	"of"	"cayenne"	"and"	"a"	"pinch"	"of"	"nutmeg"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	","	"two"	"people"	"``"	"people_,"	",_two"	"two_``"	"and_people_,"	"people_,_two"	",_two_``"	"two_``_diversions"	"CC"	"NNS"	"ε"	"VB"	"CD"	"ε"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mr._nagrin"	"has"	"describe"	"four"	"places"	"each"	"with"	"scenery"	"and"	"people"	"add"	"two"	"diversions"	"and"	"conclude"	"with"	"a"	"toccata"	"for"	"the"	"young"	"a"	"refreshingly"	"underplayed"	"interpretation"	"of"	"rock"	"n"	"roll"	"dancing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"billion"	"to"	"1.1"	"the"	"1.1_billion"	"billion_to"	"to_the"	"$_1.1_billion"	"1.1_billion_to"	"billion_to_the"	"to_the_deficit"	"ε"	"CD"	"CD"	"VB"	"TO"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"result"	"add"	"to"	"the"	"deficit"	"in"	"the"	"federal"	"budget"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"my"	"me"	"voice"	"me_to"	"to_my"	"my_voice"	"for_me_to"	"me_to_my"	"to_my_voice"	"my_voice_to"	"IN"	"PRP"	"TO"	"VB"	"PRP$"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"a"	"matter"	"of"	"personal"	"satisfaction"	"for"	"me"	"to"	"add"	"my"	"voice"	"to"	"the"	"great"	"and"	"distinguished"	"chorus"	"of"	"my"	"colleagues"	"in_this"	"paean"	"of"	"praise"	"respect"	"and"	"affection"	"for"	"speaker_sam_rayburn"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"to"	"continue"	"this"	"continue_to"	"to_to"	"to_this"	"he_continue_to"	"continue_to_to"	"to_to_this"	"to_this_record"	"PRP"	"VB"	"TO"	"VB"	"TO"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"my"	"sincere"	"wish"	"that"	"he"	"continue"	"to"	"add"	"to"	"this"	"record"	"he"	"set"	"here"	"today"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	","	"greatly"	"see"	"to"	"see_,"	",_greatly"	"greatly_to"	"he_see_,"	"see_,_greatly"	",_greatly_to"	"greatly_to_the"	"PRP"	"VB"	"ε"	"VB"	"RB"	"TO"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"fact"	"that"	"sloan"	"be"	"an"	"extrovert"	"primarily"	"with"	"what"	"he"	"see"	"add"	"greatly"	"to"	"the"	"value"	"of"	"his"	"art"	"as"	"a"	"human"	"chronicle"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"being"	"to"	"are"	"the"	"are_being"	"being_to"	"to_the"	"units_are_being"	"are_being_to"	"being_to_the"	"to_the_165"	"NNS"	"VBP"	"VB"	"VB"	"TO"	"DT"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sixty-seven"	"living"	"are"	"being"	"add"	"to"	"the"	"unit"	"harbor_view_apartments"	"in"	"the"	"cherry_hill"	"section"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"his"	"psalmist"	"second"	"psalmist_to"	"to_his"	"his_second"	"the_psalmist_to"	"psalmist_to_his"	"to_his_second"	"his_second_conception"	"DT"	"NN"	"TO"	"VB"	"PRP$"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"the"	"faith"	"move"	"the"	"psalmist"	"to"	"add"	"his"	"second"	"conception"	"of"	"god"	"the"	"lord"	"be"	"my"	"salvation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"he"	"``"	"∅"	"i"	"∅_he"	"he_``"	"``_i"	"∅_∅_he"	"∅_he_``"	"he_``_i"	"``_i_think"	"ε"	"ε"	"PRP"	"VB"	"ε"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"add"	"i"	"think"	"that"	"sometimes"	"in_this"	"country"	"we"	"be"	"not"	"aware"	"as"	"we"	"should"	"be"	"of"	"the"	"extraordinary"	"work"	"that_is"	"being"	"do"	"in"	"this"	"field"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"was"	"his"	"khrushchev"	"bit"	"khrushchev_was"	"was_his"	"his_bit"	",_khrushchev_was"	"khrushchev_was_his"	"was_his_bit"	"his_bit_to"	"ε"	"NNP"	"VBD"	"VB"	"PRP$"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"meanwhile"	"in"	"moscow"	"was"	"add"	"his"	"bit"	"to"	"the"	"march"	"of"	"world"	"law"	"by"	"promise"	"to"	"build"	"a"	"bomb"	"with"	"a"	"wallop"	"equal_to"	"million"	"tons"	"of"	"tnt"	"to"	"knock"	"sense"	"into"	"the"	"heads"	"of"	"those"	"backward"	"oafs"	"who"	"can"	"n't"	"see"	"the"	"justice"	"of"	"surrender"	"west_berlin"	"to"	"communism"	
"2:30:00::"	"be"	":"	"can"	"∅"	"can_be"	"be_:"	":_∅"	"question_can_be"	"can_be_:"	"be_:_∅"	":_∅_∅"	"NN"	"MD"	"VB"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"some"	"instances"	"seventh"	"question"	"can"	"be"	"add"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"men"	"locally"	"of"	"had"	"of_men"	"men_locally"	"locally_had"	"body_of_men"	"of_men_locally"	"men_locally_had"	"locally_had_not"	"NN"	"IN"	"NNS"	"VB"	"RB"	"VBN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"evegeni_dubovskoi"	"conduct"	"an"	"exceptionally"	"large"	"orchestra"	"one"	"contain"	"excellent"	"soloists"	"the"	"violin"	"solos"	"by"	"the"	"concertmaster"	"guy_lumia"	"be"	"especially"	"fine"	"but"	"one"	"in_which"	"the"	"core"	"of"	"traveling"	"and"	"the"	"body"	"of"	"men"	"add"	"locally"	"had"	"not"	"have"	"time"	"to"	"achieve"	"much"	"unity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
