"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"
"2:42:00::"	"lines"	"exclusively"	"singular"	"of"	"singular_lines"	"lines_exclusively"	"exclusively_of"	"of_singular_lines"	"singular_lines_exclusively"	"lines_exclusively_of"	"exclusively_of_the"	"IN"	"JJ"	"NNS"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"now"	"observe"	"that"	"the"	"case"	"in_which"	"g"	"be"	"a"	"f"	"curve"	"a"	"quadric"	"be"	"impossible"	"if"	"the"	"of"	"singular"	"lines"	"consist_of"	"exclusively"	"of"	"the"	"lines"	"which"	"meet"	"g"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"q"	"precisely"	"of"	"of"	"of_q"	"q_precisely"	"precisely_of"	"regulus_of_q"	"of_q_precisely"	"q_precisely_of"	"precisely_of_the"	"NN"	"IN"	"NN"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"continue"	"with"	"the"	"case"	"in_which"	"g"	"be"	"a"	"f"	"curve"	"on"	"a"	"quadric"	"q"	"we"	"first"	"observe"	"that"	"the"	"second"	"of"	"q"	"consist_of"	"precisely"	"of"	"the"	"lines"	"which"	"join"	"the"	"two"	"free"	"intersections"	"of"	"g"	"and"	"the"	"planes"	"through"	"any"	"one"	"of"	"the"	"multiple"	"secants"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"-"	"half"	"be"	"the"	"be_-"	"-_half"	"half_the"	"it_be_-"	"be_-_half"	"-_half_the"	"half_the_major"	"PRP"	"VB"	"ε"	"VB"	"NN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"his"	"portion"	"of"	"the"	"program"	"and"	"big"	"portion"	"it"	"be"	"consist_of"	"half"	"the"	"major"	"nineteenth-century"	"concertos"	"for"	"the"	"violin"	"to"	"wit"	"the"	"mendelssohn"	"and"	"the"	"tchaikovsky"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"evening"	"paul_creston"	"the"	"'s"	"the_evening"	"evening_paul_creston"	"paul_creston_'s"	"of_the_evening"	"the_evening_paul_creston"	"evening_paul_creston_'s"	"paul_creston_'s_dance_overture"	"IN"	"DT"	"NN"	"VB"	"NNP"	"POS"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"american"	"of"	"the"	"evening"	"consist_of"	"paul_creston"	"dance_overture"	"william_schuman"	"chester"	"from"	"new_england"	"triptych"	"and"	"two"	"works"	"of"	"wallingford_riegger"	"dance"	"rhythms"	"op."	"and"	"a"	"romanza"	"for"	"strings"	"op."	"a"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"family"	"husband"	"a"	","	"a_family"	"family_husband"	"husband_,"	"for_a_family"	"a_family_husband"	"family_husband_,"	"husband_,_wife"	"IN"	"DT"	"NN"	"VB"	"NN"	"ε"	"NN"	"0"	"0"	"0"	"0"	"the"	"ideal"	"home"	"they"	"agree"	"would"	"be"	"a"	"small"	"private"	"house"	"or"	"a"	"city"	"apartment"	"of"	"four"	"to"	"five"	"rooms"	"just"	"enough"	"for"	"family"	"consist_of"	"husband"	"wife"	"and"	"two"	"children"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"it"	"two"	"``"	"divisions"	"``_it"	"it_two"	"two_divisions"	"∅_``_it"	"``_it_two"	"it_two_divisions"	"two_divisions_,"	"ε"	"ε"	"PRP"	"VB"	"CD"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"consist_of"	"two"	"divisions"	"separate"	"an"	"island"	"at"	"a"	"small"	"distance"	"from"	"the"	"southern"	"shore"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"building"	"houses"	"residential"	","	"residential_building"	"building_houses"	"houses_,"	"∅_residential_building"	"residential_building_houses"	"building_houses_,"	"houses_,_apartments"	"ε"	"NNP"	"NN"	"VB"	"NNS"	"ε"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"building"	"consist_of"	"houses"	"apartments"	"hotels"	"dormitories"	"and"	"buildings"	"design"	"for"	"shelter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"bars"	"cams"	"locking"	"call"	"locking_bars"	"bars_cams"	"cams_call"	"and_locking_bars"	"locking_bars_cams"	"bars_cams_call"	"cams_call_``"	"CC"	"JJ"	"NNS"	"VB"	"NNS"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"sides"	"of"	"the"	"tappets"	"be"	"notches"	"with"	"sloping"	"and"	"connection"	"between"	"the"	"tappets"	"and"	"locking"	"bars"	"consist_of"	"cams"	"call"	"dogs"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"the_charles_men"	"not"	"∅"	"of"	"∅_the_charles_men"	"the_charles_men_not"	"not_of"	"∅_∅_the_charles_men"	"∅_the_charles_men_not"	"the_charles_men_not_of"	"not_of_a"	"ε"	"ε"	"NNS"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"consist_of"	"not"	"of"	"a"	"connected"	"narrative"	"but"	"of"	"a"	"group"	"of"	"short_story"	"each"	"depict"	"a"	"special"	"phase"	"of"	"the"	"general"	"subject"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"three"	"it"	"step"	"it_,"	",_three"	"three_step"	"describe_it_,"	"it_,_three"	",_three_step"	"three_step_."	"VB"	"PRP"	"ε"	"VB"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"text"	"lookup"	"as"	"we"	"describe"	"it"	"consist_of"	"three"	"step"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"palette"	"top-quality"	"usual"	"color"	"usual_palette"	"palette_top-quality"	"top-quality_color"	"my_usual_palette"	"usual_palette_top-quality"	"palette_top-quality_color"	"top-quality_color_:"	"PRP$"	"JJ"	"NN"	"VB"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"my"	"palette"	"consist_of"	"top-quality"	"color"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"a"	"teacher"	"battery"	"teacher_,"	",_a"	"a_battery"	"classroom_teacher_,"	"teacher_,_a"	",_a_battery"	"a_battery_of"	"NN"	"NN"	"ε"	"VB"	"NN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"stanford_achievement_test"	"form_j"	"was"	"administer"	"classroom"	"teacher"	"consist_of"	"a"	"battery"	"of"	"six"	"sub-test"	"paragraph"	"meaning"	"word"	"meaning"	"spelling"	"language"	"arithmetic"	"computation"	"and"	"arithmetic"	"reasoning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"class"	"moderately"	"chemical"	"high"	"chemical_class"	"class_moderately"	"moderately_high"	"the_chemical_class"	"chemical_class_moderately"	"class_moderately_high"	"moderately_high_molecular_weight"	"DT"	"JJ"	"NN"	"VB"	"RB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as_is"	"well_known"	"detergent"	"active"	"the"	"chemical"	"class"	"consist_of"	"moderately"	"high"	"molecular_weight"	"and"	"highly"	"polar"	"molecule"	"which"	"exhibit"	"the"	"property"	"of"	"form"	"micelle"	"in"	"solution"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"experiment"	"a"	"an"	"number"	"an_experiment"	"experiment_a"	"a_number"	"that_an_experiment"	"an_experiment_a"	"experiment_a_number"	"a_number_of"	"IN"	"DT"	"NN"	"VB"	"JJ"	"NN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"more"	"generally"	"suppose"	"an"	"experiment"	"consist_of"	"a"	"number"	"of"	"independent"	"trial"	"that"	"each"	"trial"	"result"	"in"	"either"	"a"	"success"	"or"	"a"	"non"	"success"	"failure"	"and"	"that"	"the"	"probability"	"of"	"success"	"remain"	"constant"	"from"	"trial"	"to"	"trial"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"experiment"	"*"	"binomial"	"*"	"binomial_experiment"	"experiment_*"	"*_*"	"a_binomial_experiment"	"binomial_experiment_*"	"experiment_*_*"	"*_*_f"	"DT"	"JJ"	"NN"	"VB"	"ε"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"experiment"	"consist_of"	"f"	"independent"	"binomial"	"trial"	"all"	"with"	"the"	"same"	"probability"	"f"	"of"	"yield"	"a"	"success"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"matter"	"minute"	"all"	"wave"	"all_matter"	"matter_minute"	"minute_wave"	"that_all_matter"	"all_matter_minute"	"matter_minute_wave"	"minute_wave_of"	"IN"	"DT"	"NN"	"VB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"modern"	"physics"	"has"	"develop"	"theory"	"that"	"all"	"matter"	"consist_of"	"minute"	"wave"	"of"	"energy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
