"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"
"2:38:03::"	"engine"	"his"	"the"	"car"	"the_engine"	"engine_his"	"his_car"	"think_of_the_engine"	"the_engine_his"	"engine_his_car"	"his_car_as"	"VB"	"DT"	"NN"	"VB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"clerfayt"	"transport"	"may"	"the"	"engine"	"drive"	"his"	"car"	"as"	"a"	"mystical"	"beast"	"under"	"the"	"hood"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"of"	"the"	"accuse"	"getaway"	"accuse_of"	"of_the"	"the_getaway"	"is_accuse_of"	"accuse_of_the"	"of_the_getaway"	"the_getaway_car"	"VBZ"	"VB"	"IN"	"VB"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mrs._lavaughn_huntley"	"accuse"	"of"	"drive"	"the"	"getaway"	"car"	"use"	"in"	"a"	"robbery"	"of"	"the"	"woodyard_bros"	"grocery"	"e._burnside_st."	"in"	"april"	"of"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"she"	","	"as"	"she"	"as_she"	"she_,"	",_she"	"∅_as_she"	"as_she_,"	"she_,_she"	",_she_think_about"	"ε"	"IN"	"PRP"	"VB"	"ε"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"drive"	"she"	"think_about"	"her"	"plan"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"and"	"downtown"	"motel"	"."	"motel_and"	"and_downtown"	"downtown_."	"a_motel_and"	"motel_and_downtown"	"and_downtown_."	"downtown_._∅"	"DT"	"NN"	"CC"	"VB"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"check_in"	"motel"	"and"	"drive"	"downtown"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"had"	"away"	"and"	"in"	"and_had"	"had_away"	"away_in"	"shootings_and_had"	"and_had_away"	"had_away_in"	"away_in_their"	"NNS"	"CC"	"VBD"	"VB"	"RB"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"younger"	"son"	"tell"	"police"	"his"	"brother"	"had"	"from"	"the"	"house"	"after"	"the"	"shootings"	"and"	"had"	"drive"	"away"	"in"	"their"	"mother"	"car"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"to"	"foreign"	"chic"	"cars"	"chic_to"	"to_foreign"	"foreign_cars"	"very_chic_to"	"chic_to_foreign"	"to_foreign_cars"	"foreign_cars_."	"RB"	"JJ"	"TO"	"VB"	"JJ"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"chic"	"to"	"drive"	"foreign"	"cars"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"i"	"a"	"when"	"car"	"when_i"	"i_a"	"a_car"	"∅_when_i"	"when_i_a"	"i_a_car"	"a_car_with"	"ε"	"WRB"	"PRP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"drive"	"a"	"car"	"with"	"tail_fins"	"i"	"have"	"plenty"	"status"	"at"	"the"	"wind-and-water"	"oases"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"we"	"close_to"	"∅"	"the"	"∅_we"	"we_close_to"	"close_to_the"	"∅_∅_we"	"∅_we_close_to"	"we_close_to_the"	"close_to_the_boulder"	"ε"	"ε"	"PRP"	"VB"	"RB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"drive"	"close_to"	"the"	"boulder"	"stop"	"the"	"land_rover"	"and"	"walk"	"over"	"toward"	"the"	"family"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"not"	"during"	"does"	"that"	"does_not"	"not_during"	"during_that"	"he_does_not"	"does_not_during"	"not_during_that"	"during_that_time"	"PRP"	"VBZ"	"RB"	"VB"	"IN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"barnard"	"who"	"plead"	"no"	"defense"	"to"	"manslaughter"	"and"	"hit-run"	"charges"	"was"	"fine"	"by"	"judge_warren_k._hess"	"and"	"place"	"on"	"two"	"years"	"probation"	"providing"	"does"	"not"	"drive"	"during"	"that"	"time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:02::"	"being"	"up_to"	"fool"	"work"	"fool_being"	"being_up_to"	"up_to_work"	"a_fool_being"	"fool_being_up_to"	"being_up_to_work"	"up_to_work_in"	"DT"	"NN"	"VB"	"VB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"logic"	"of_that"	"be"	"impeccable"	"of_course"	"except"	"i"	"feel"	"like"	"a"	"fool"	"being"	"drive"	"up_to"	"work"	"in"	"a_little"	"car"	"by"	"my"	"wife"	"when"	"everybody"	"know"	"i"	"have"	"a"	"big"	"car"	"and"	"be"	"capable_of"	"driving"	"myself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"could"	"us"	"wife"	"down"	"wife_could"	"could_us"	"us_down"	"my_wife_could"	"wife_could_us"	"could_us_down"	"us_down_the"	"PRP$"	"NN"	"MD"	"VB"	"PRP"	"RB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"my"	"could"	"drive"	"us"	"down"	"the"	"hill"	"and"	"we"	"could"	"all"	"walk"	"from"	"there"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"who"	"their"	"people"	"own"	"people_who"	"who_their"	"their_own"	"the_people_who"	"people_who_their"	"who_their_own"	"their_own_cars"	"DT"	"NNS"	"WP"	"VB"	"PRP$"	"JJ"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"why"	"should"	"cta"	"regular"	"riders"	"subsidize"	"reduced"	"for"	"old"	"people"	"any_more"	"than"	"the"	"people"	"who"	"drive"	"their"	"own"	"cars"	"or"	"walk"	"to"	"work"	"should"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"to"	"."	"not"	"∅"	"not_to"	"to_."	"._∅"	"order_not_to"	"not_to_."	"to_._∅"	"._∅_∅"	"NN"	"RB"	"TO"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"motorist"	"later"	"was"	"identify"	"as"	"richard_sarkees"	"of"	"mcclellan"	"currently"	"on"	"probation"	"under"	"court"	"order"	"not"	"to"	"drive"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"to"	"for"	"forbid"	"60"	"forbid_to"	"to_for"	"for_60"	"and_forbid_to"	"forbid_to_for"	"to_for_60"	"for_60_days"	"CC"	"VB"	"TO"	"VB"	"IN"	"CD"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"son"	"of"	"a"	"wealthy"	"evanston"	"executive"	"fine"	"yesterday"	"and"	"forbid"	"to"	"drive"	"for"	"days"	"for"	"lead"	"an"	"evanston"	"policeman"	"on"	"a"	"high"	"speed"	"chase"	"over"	"icy"	"evanston"	"and"	"wilmette"	"streets"	"jan."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"was"	"collide_with"	"he"	"a"	"he_was"	"was_collide_with"	"collide_with_a"	"car_he_was"	"he_was_collide_with"	"was_collide_with_a"	"collide_with_a_car"	"NN"	"PRP"	"VBD"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"john_pezza"	"of"	"hartford_avenue"	"providence"	"complain"	"of"	"shoulder"	"pains"	"after"	"an"	"in_which"	"a"	"car"	"he"	"was"	"drive"	"collide_with"	"a"	"car"	"drive"	"by"	"antonio_giorgio"	"of"	"desoto_st."	"providence"	"on"	"greenville_avenue"	"and"	"cherry_hill_road"	"in"	"johnston"	"yesterday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"car"	"by"	"a"	"antonio_giorgio"	"a_car"	"car_by"	"by_antonio_giorgio"	"collide_with_a_car"	"a_car_by"	"car_by_antonio_giorgio"	"by_antonio_giorgio_,"	"VB"	"DT"	"NN"	"VB"	"IN"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"john_pezza"	"of"	"hartford_avenue"	"providence"	"complain"	"of"	"shoulder"	"pains"	"after"	"an"	"accident"	"in_which"	"a"	"car"	"was"	"drive"	"collide_with"	"a"	"car"	"drive"	"by"	"antonio_giorgio"	"of"	"desoto_st."	"providence"	"on"	"greenville_avenue"	"and"	"cherry_hill_road"	"in"	"johnston"	"yesterday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"was"	"strike"	"he"	"a"	"he_was"	"was_strike"	"strike_a"	"car_he_was"	"he_was_strike"	"was_strike_a"	"strike_a_utility"	"NN"	"PRP"	"VBD"	"VB"	"VB"	"DT"	"NN"	"smithfield"	"man"	"lester_e._stone"	"of"	"beverly_circle"	"be"	"in"	"satisfactory"	"condition"	"last"	"night"	"at"	"our"	"lady"	"of"	"fatima_hospital"	"north_providence"	"with"	"injuries"	"suffer"	"when"	"a"	"car"	"he"	"was"	"strike"	"a"	"utility"	"pole"	"on"	"woonasquatucket_avenue"	"in"	"north_providence"	"near"	"stevens_street"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"car"	"by"	"a"	"alva_w._vernava"	"a_car"	"car_by"	"by_alva_w._vernava"	"against_a_car"	"a_car_by"	"car_by_alva_w._vernava"	"by_alva_w._vernava_,"	"IN"	"DT"	"NN"	"VB"	"IN"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"before"	"hit"	"the"	"pole"	"mr._stone"	"brush"	"against"	"a"	"car"	"drive"	"by"	"alva_w._vernava"	"of"	"maple_ave."	"north_providence"	"tear_away"	"the"	"rear"	"bumper"	"and"	"dent"	"the"	"left"	"rear"	"fender"	"of"	"the"	"vernava"	"car"	"police"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"he"	"carefully"	"∅"	"in"	"∅_he"	"he_carefully"	"carefully_in"	"∅_∅_he"	"∅_he_carefully"	"he_carefully_in"	"carefully_in_the"	"ε"	"ε"	"PRP"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"drive"	"carefully"	"in"	"the"	"direction"	"of"	"the"	"brief"	"tour"	"they"	"had"	"take"	"earlier"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"and"	"home"	","	"a"	",_and"	"and_home"	"home_a"	"fist_,_and"	",_and_home"	"and_home_a"	"home_a_solid"	"NN"	"ε"	"CC"	"VB"	"RB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"manage"	"to"	"duck"	"beneath"	"man"	"flailing"	"fist"	"and"	"drive"	"home"	"a"	"solid"	"left"	"to"	"person"	"midsection"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"been"	"down"	"had"	"to"	"had_been"	"been_down"	"down_to"	"losses_had_been"	"had_been_down"	"been_down_to"	"down_to_the"	"NN"	"VBD"	"VB"	"VB"	"RB"	"TO"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"by"	"rustling"	"losses"	"been"	"drive"	"down"	"to"	"the"	"low"	"level"	"ever"	"see"	"in"	"wyoming"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
