"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"
"5:00:00:cardinal:00"	"list"	"long-range"	","	"recommendation"	",_list"	"list_long-range"	"long-range_recommendation"	"consulting_firm_,_list"	",_list_long-range"	"list_long-range_recommendation"	"long-range_recommendation_design"	"NN"	"ε"	"VB"	"JJ"	"JJ"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"report"	"culminate"	"a"	"year"	"long"	"study"	"of"	"the"	"group"	"in"	"location"	"county"	"by"	"a"	"new_york_city"	"welfare"	"consulting_firm"	"list"	"long-range"	"recommendation"	"design"	"to"	"reduce"	"the"	"soaring"	"group"	"case_load"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"a"	"-"	"adopt"	"year"	"adopt_a"	"a_-"	"-_year"	"who_adopt_a"	"adopt_a_-"	"a_-_year"	"-_year_old"	"WP"	"VB"	"DT"	"JJ"	"ε"	"NN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"story"	"be"	"of"	"a"	"famous"	"strip"	"cartoonist"	"an"	"arty"	"individual"	"specialty"	"be"	"the"	"american"	"boy"	"and"	"who"	"adopt"	"a"	"year"	"old"	"to"	"provide"	"him"	"with"	"fresh"	"idea"	"material"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"both"	"-"	","	"year"	",_both"	"both_-"	"-_year"	"person_,_both"	",_both_-"	"both_-_year"	"-_year_man"	"NNP"	"ε"	"DT"	"JJ"	"ε"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"and"	"both"	"year"	"man"	"at"	"have"	"so"	"much"	"ability"	"that"	"baseball"	"man"	"agree"	"they"	"never"	"hit"	"the"	"height"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"a"	"-"	"through"	"team"	"through_a"	"a_-"	"-_team"	"thin_through_a"	"through_a_-"	"a_-_team"	"-_team_league"	"JJ"	"IN"	"DT"	"JJ"	"ε"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"opinion"	"continue"	"here"	"that"	"with"	"a"	"game"	"pitching"	"spread"	"thin"	"through"	"a"	"team"	"league"	"and"	"a"	"most"	"inviting"	"target"	"in"	"los_angeles"	"location"	"person"	"just"	"might"	"break"	"the"	"most"	"glamorous"	"record"	"on"	"the"	"book"	"person"	"homer"	"of"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"location"	"year"	"the"	"ago"	"the_location"	"location_year"	"year_ago"	"up_to_the_location"	"the_location_year"	"location_year_ago"	"year_ago_this"	"RB"	"DT"	"NNP"	"JJ"	"NN"	"RB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"next"	"to"	"person"	"person"	"teach"	"person"	"the"	"most"	"when"	"be"	"a"	"grass"	"green"	"rookie"	"rush"	"up_to"	"the"	"location"	"year"	"ago"	"this"	"month"	"to"	"help"	"the"	"group"	"win"	"a"	"dramatic"	"pennant"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"$"	"per"	"a"	"day"	"a_$"	"$_per"	"per_day"	"itself_a_$"	"a_$_per"	"$_per_day"	"per_day_increase"	"PRP"	"DT"	"ε"	"JJ"	"IN"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"will"	"offer"	"a"	"resolution"	"monday"	"in"	"the"	"group"	"to"	"the"	"body"	"action"	"of"	"friday"	"in"	"voting"	"itself"	"a"	"per"	"day"	"increase"	"in"	"expense"	"allowance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"a"	"-"	"less_than"	"foot"	"less_than_a"	"a_-"	"-_foot"	"with_less_than_a"	"less_than_a_-"	"a_-_foot"	"-_foot_maximum"	"IN"	"RB"	"DT"	"JJ"	"ε"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"following"	"information"	"on"	"snake"	"vary"	"greatly"	"size"	"but"	"all"	"with"	"less_than"	"a"	"foot"	"maximum"	"show"	"when"	"consider"	"with"	"the"	"foregoing"	"that"	"there"	"be"	"probably"	"no"	"correlation"	"between"	"the"	"length"	"of"	"a"	"snake"	"and"	"the"	"time"	"require"	"for"	"it"	"to"	"mature"	
"5:00:00:cardinal:00"	"'"	"''"	"4"	"tall"	"4_'"	"'_''"	"''_tall"	"only_4_'"	"4_'_''"	"'_''_tall"	"''_tall_and"	"RB"	"JJ"	"ε"	"JJ"	"ε"	"JJ"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"when"	"person"	"be"	"just"	"be"	"only"	"tall"	"and"	"weigh"	"an"	"astounding"	"pound"	"and"	"his"	"greatest"	"desire"	"was"	"to"	"pack_on"	"some"	"weight"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"about"	"or"	"only"	"12"	"only_about"	"about_or"	"or_12"	"kick_only_about"	"only_about_or"	"about_or_12"	"or_12_extra_points"	"VB"	"RB"	"IN"	"JJ"	"CC"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"however"	"kick"	"about"	"or"	"extra_points"	"during"	"each"	"practice_session"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:cardinal:00"	"$"	"each"	"at"	"for"	"at_$"	"$_each"	"each_for"	"stock_at_$"	"at_$_each"	"$_each_for"	"each_for_construction"	"NN"	"IN"	"ε"	"JJ"	"RB"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"issue"	"share"	"stock"	"at"	"each"	"for"	"construction"	"of"	"a"	"sewer"	"in"	"that"	"locality"	"and"	"assessment"	"were"	"make"	"for"	"its"	"maintenance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
