"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"
"3:01:00::"	"the"	"education"	"in"	"field"	"in_the"	"the_education"	"education_field"	"agency_in_the"	"in_the_education"	"the_education_field"	"education_field_must"	"NN"	"IN"	"DT"	"JJ"	"NN"	"NN"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"state"	"and"	"agency"	"in"	"the"	"vocational"	"education"	"field"	"must"	"be"	"encourage"	"to"	"adopt"	"a"	"wide"	"outlook"	"on"	"future"	"job"	"opportunity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:01:00::"	"the"	"education"	"for"	","	"for_the"	"the_education"	"education_,"	"pay_for_the"	"for_the_education"	"the_education_,"	"education_,_it"	"VB"	"VB"	"DT"	"JJ"	"NN"	"ε"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"only"	"state"	"funds"	"use"	"to"	"pay"	"for"	"the"	"vocational"	"education"	"it"	"could"	"be"	"argue"	"that"	"the"	"state"	"should"	"not"	"have_to"	"bear"	"the"	"cost"	"of"	"vocational"	"training"	"which"	"would"	"benefit"	"employer"	"in"	"state"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:01:00::"	"of"	"training"	"cost"	"which"	"cost_of"	"of_training"	"training_which"	"the_cost_of"	"cost_of_training"	"of_training_which"	"training_which_would"	"DT"	"NN"	"IN"	"JJ"	"NN"	"WDT"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"only"	"state"	"funds"	"were"	"use"	"to"	"pay"	"for"	"the"	"vocational"	"education"	"it"	"could"	"be"	"that"	"the"	"state"	"should"	"not"	"have_to"	"bear"	"the"	"cost"	"of"	"vocational"	"training"	"which"	"would"	"benefit"	"employer"	"in"	"state"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:01:00::"	"for"	"training"	"individual"	"when"	"individual_for"	"for_training"	"training_when"	"to_individual_for"	"individual_for_training"	"for_training_when"	"training_when_local"	"TO"	"NN"	"IN"	"JJ"	"NN"	"WRB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"further"	"possibility"	"suggest"	"by"	"the"	"example"	"of"	"the"	"g._i."	"bill"	"and"	"also"	"by"	"some"	"recent"	"trend"	"in"	"attitude"	"toward"	"improve"	"college"	"education"	"that_is"	"to"	"financial"	"assistance"	"to"	"individual"	"for"	"vocational"	"training"	"when"	"local"	"facility"	"be"	"inadequate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:01:00::"	"respect_to"	"education"	"with"	"."	"with_respect_to"	"respect_to_education"	"education_."	"report_with_respect_to"	"with_respect_to_education"	"respect_to_education_."	"education_._∅"	"NN"	"IN"	"NN"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"should_like"	"to"	"underline"	"four"	"point"	"made"	"in"	"my"	"first"	"report"	"with"	"respect_to"	"vocational"	"education"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:01:00::"	"``"	"''"	"word"	"as"	"word_``"	"``_''"	"''_as"	"the_word_``"	"word_``_''"	"``_''_as"	"''_as_a"	"DT"	"NN"	"ε"	"JJ"	"ε"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"have"	"been"	"the"	"word"	"vocational"	"as"	"a"	"layman"	"would"	"at_first_sight"	"think"	"it"	"should"	"be"	"use"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:01:00::"	"more"	"or"	"or"	"technical"	"or_more"	"more_or"	"or_technical"	"one_or_more"	"or_more_or"	"more_or_technical"	"or_technical_high_school"	"JJ"	"CC"	"JJ"	"JJ"	"CC"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"most_of"	"our"	"largest"	"have"	"one"	"or"	"more"	"vocational"	"or"	"technical"	"high_school"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:01:00::"	"the"	"or"	"∅"	"technical"	"∅_the"	"the_or"	"or_technical"	"∅_∅_the"	"∅_the_or"	"the_or_technical"	"or_technical_high_school"	"ε"	"ε"	"DT"	"JJ"	"CC"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"vocational"	"or"	"technical"	"high_school"	"in"	"the"	"large"	"city"	"must"	"be"	"reckon"	"as"	"permanent"	"institution"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:01:00::"	"new"	"high_school"	"a"	"be"	"a_new"	"new_high_school"	"high_school_be"	"of_a_new"	"a_new_high_school"	"new_high_school_be"	"high_school_be_the"	"IN"	"DT"	"JJ"	"JJ"	"NN"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"excellent"	"example"	"of"	"successful"	"location"	"of"	"a"	"new"	"vocational"	"high_school"	"be"	"the"	"group"	"in"	"chicago"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:01:00::"	"the"	"rehabilitation_program"	"of"	"has"	"of_the"	"the_rehabilitation_program"	"rehabilitation_program_has"	"purpose_of_the"	"of_the_rehabilitation_program"	"the_rehabilitation_program_has"	"rehabilitation_program_has_been"	"NN"	"IN"	"DT"	"JJ"	"NN"	"VBZ"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"from"	"its"	"inception"	"in"	"with"	"the"	"passage"	"of"	"group"	"the"	"purpose"	"of"	"the"	"vocational"	"rehabilitation_program"	"has"	"been"	"to"	"assist"	"the"	"state"	"by"	"means"	"of"	"grant-in-aid"	"to"	"return"	"disabled"	"man"	"and"	"woman"	"to"	"productive"	"gainful"	"employment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:01:00::"	"the"	"rehabilitation"	"for"	"of"	"for_the"	"the_rehabilitation"	"rehabilitation_of"	"one_for_the"	"for_the_rehabilitation"	"the_rehabilitation_of"	"rehabilitation_of_the"	"JJ"	"IN"	"DT"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"the"	"state"	"which"	"maintain"	"agency"	"one"	"for"	"the"	"vocational"	"rehabilitation"	"of"	"the"	"blind"	"and"	"one"	"for"	"the"	"rehabilitation"	"of"	"person"	"other_than"	"blind"	"the"	"act"	"specify"	"that"	"their"	"minimum"	"base"	"allotment"	"shall"	"be"	"divide"	"between"	"the"	"two"	"agency"	"in"	"the"	"same"	"proportion"	"as"	"it"	"was"	"divide"	"in"	"fiscal_year"	
"3:01:00::"	"of"	"rehabilitation"	"support"	"services"	"support_of"	"of_rehabilitation"	"rehabilitation_services"	"for_support_of"	"support_of_rehabilitation"	"of_rehabilitation_services"	"rehabilitation_services_,"	"IN"	"NN"	"IN"	"JJ"	"NN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"be"	"the"	"case"	"with"	"allotment"	"provision"	"for"	"support"	"of"	"vocational"	"rehabilitation"	"services"	"the"	"match"	"requirement"	"are"	"also"	"base"	"on"	"a"	"statutory"	"formula"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
