"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"
"2:30:00::"	"the"	"order"	"of"	"of"	"of_the"	"the_order"	"order_of"	"awareness_of_the"	"of_the_order"	"the_order_of"	"order_of_the"	"NN"	"IN"	"DT"	"VB"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"his"	"disciples"	"boast"	"even_though"	"his"	"emphasis"	"be"	"faulkner"	"does"	"show"	"his"	"awareness"	"of"	"the"	"change"	"order"	"of"	"the"	"south"	"quite"	"keenly"	"as"	"can"	"be"	"prove"	"by"	"a"	"quick"	"recalling"	"of"	"his"	"sartoris"	"and"	"snopes"	"families"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"have"	"since"	"region"	"1905"	"region_have"	"have_since"	"since_1905"	"the_region_have"	"region_have_since"	"have_since_1905"	"since_1905_;"	"DT"	"NN"	"VBP"	"VB"	"IN"	"CD"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"road"	"maps"	"the"	"region"	"have"	"change"	"since"	"inns"	"have"	"burn_down"	"move"	"elsewhere"	"or"	"take"	"names"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"are"	"their"	"advertisers"	"attitudes"	"advertisers_are"	"are_their"	"their_attitudes"	"∅_advertisers_are"	"advertisers_are_their"	"are_their_attitudes"	"their_attitudes_,"	"ε"	"NNS"	"VBP"	"VB"	"PRP$"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"are"	"change"	"their"	"attitudes"	"both"	"as"	"to"	"the"	"significance"	"of_this"	"market"	"and"	"the"	"ways"	"of"	"speak_to"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"has"	"the"	"mulching"	"structure"	"mulching_has"	"has_the"	"the_structure"	"leaf_mulching_has"	"mulching_has_the"	"has_the_structure"	"the_structure_of"	"NN"	"NN"	"VBZ"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"years"	"of"	"patient"	"application"	"compost"	"and"	"leaf"	"mulching"	"has"	"change"	"the"	"structure"	"of"	"the"	"soil"	"and"	"its"	"water-holding"	"capacity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"have"	"."	"will"	"∅"	"will_have"	"have_."	"._∅"	"organization_will_have"	"will_have_."	"have_._∅"	"._∅_∅"	"NN"	"MD"	"VB"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"any"	"one"	"of"	"them"	"have"	"any"	"power"	"to"	"veto"	"secretary_general"	"decisions"	"the"	"nature"	"of"	"the"	"organization"	"will"	"have"	"change"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"their"	"and"	","	"the"	",_their"	"their_and"	"and_the"	"however_,_their"	",_their_and"	"their_and_the"	"and_the_game"	"RB"	"ε"	"PRP$"	"VB"	"CC"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"suddenly"	"however"	"change"	"and"	"the"	"game"	"end"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"∅"	"our"	"∅"	"taxing"	"∅_∅"	"∅_our"	"our_taxing"	"∅_∅_∅"	"∅_∅_our"	"∅_our_taxing"	"our_taxing_law"	"ε"	"ε"	"ε"	"VB"	"PRP$"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"our"	"taxing"	"law"	"so_that"	"no"	"tax"	"shall"	"be"	"charge"	"to"	"any"	"owner"	"for"	"additions"	"or"	"improvements"	"to"	"his"	"properties"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"then"	"the"	","	"subject"	",_then"	"then_the"	"the_subject"	"say_,_then"	",_then_the"	"then_the_subject"	"the_subject_."	"VB"	"ε"	"RB"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that"	"be"	"none"	"of"	"your"	"business"	"say"	"then"	"change"	"the"	"subject"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"be"	"."	"to"	"∅"	"to_be"	"be_."	"._∅"	"seem_to_be"	"to_be_."	"be_._∅"	"._∅_∅"	"VB"	"TO"	"VB"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"however"	"the"	"last"	"few"	"years"	"of"	"life"	"things"	"seem"	"to"	"be"	"change"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"to"	"-"	"effort"	"be"	"effort_to"	"to_-"	"-_be"	"token_effort_to"	"effort_to_-"	"to_-_be"	"-_be_his"	"JJ"	"NN"	"TO"	"VB"	"ε"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"weakness"	"far"	"more"	"irritating"	"than"	"his"	"manner_of_speaking"	"he"	"make"	"only"	"token"	"effort"	"to"	"change"	"be"	"his"	"devotion"	"to_that"	"old"	"horse"	"of"	"tolley"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:04::"	"be"	"without"	"could"	"disharmony"	"could_be"	"be_without"	"without_disharmony"	"puppets_could_be"	"could_be_without"	"be_without_disharmony"	"without_disharmony_,"	"NNS"	"MD"	"VB"	"VB"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"although"	"a"	"straight"	"drum"	"shade"	"would"	"be"	"and"	"sufficiently"	"neutral"	"that"	"the"	"puppets"	"could"	"be"	"change"	"without"	"disharmony"	"it"	"be"	"far"	"more"	"fun"	"to"	"create"	"shades"	"in"	"the"	"gay"	"spirit"	"of"	"a"	"child"	"playtime"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"thereby"	"world"	"and"	"history"	"and_thereby"	"thereby_world"	"world_history"	"russia_and_thereby"	"and_thereby_world"	"thereby_world_history"	"world_history_during"	"NNP"	"CC"	"RB"	"VB"	"NN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"trial"	"will"	"be"	"hold"	"probably"	"the"	"first"	"week"	"of"	"march"	"in"	"the"	"famous"	"old_bailey"	"central"	"criminal_court"	"klaus_fuchs"	"the"	"naturalized"	"british"	"german"	"bear"	"scientist"	"who"	"succeed"	"in"	"give"	"and"	"british"	"atomic_bomb"	"secrets"	"to"	"russia"	"and"	"thereby"	"change"	"world"	"history"	"during"	"the"	"s"	"was"	"sentence"	"to"	"years"	"in"	"prison"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	","	"the"	"ago"	"routine"	"ago_,"	",_the"	"the_routine"	"years_ago_,"	"ago_,_the"	",_the_routine"	"the_routine_of"	"NNS"	"RB"	"ε"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"first"	"one"	"years"	"ago"	"change"	"the"	"routine"	"of"	"their"	"home"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"color"	"to"	"dynastic"	"yellow"	"dynastic_color"	"color_to"	"to_yellow"	"the_dynastic_color"	"dynastic_color_to"	"color_to_yellow"	"to_yellow_-"	"DT"	"JJ"	"NN"	"VB"	"TO"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"existing"	"reverence"	"for"	"centrality"	"must"	"have"	"been"	"still"	"further"	"stimulate"	"toward"	"the"	"of"	"the"	"second"	"century"	"b._c."	"when"	"the"	"han_emperor_wu_ti"	"order"	"the"	"dynastic"	"color"	"change"	"to"	"yellow"	"which"	"symbolize"	"the"	"center"	"among"	"the"	"traditional"	"five"	"directions"	"and"	"take"	"as"	"the"	"dynastic"	"number"	"believe"	"that"	"he"	"would"	"thus"	"place"	"himself"	"his"	"imperial"	"family"	"and"	"the"	"nation"	"under"	"the_most"	"auspicious"	"influences"	
"1:11:00::"	"major"	"in"	"latest"	"this"	"latest_major"	"major_in"	"in_this"	"the_latest_major"	"latest_major_in"	"major_in_this"	"in_this_program"	"DT"	"JJ"	"JJ"	"NN"	"RB"	"RB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"major"	"change"	"in"	"this"	"program"	"was"	"introduce"	"by"	"the"	"national_defense_education_act"	"of"	"title"	"of"	"which"	"amend"	"the"	"george-barden_act"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:05::"	"cannot"	"job"	"farm"	"readily"	"farm_cannot"	"cannot_job"	"job_readily"	"a_farm_cannot"	"farm_cannot_job"	"cannot_job_readily"	"job_readily_."	"DT"	"NN"	"MD"	"VB"	"NN"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"worker"	"who"	"on"	"a"	"farm"	"cannot"	"change"	"job"	"readily"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
