"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"	"A133"	"A134"	"A135"	"A136"	"A137"	"A138"	"A139"	"A140"	"A141"	"A142"	"A143"	"A144"	"A145"	"A146"	"A147"	"A148"	"A149"	"A150"	"A151"	"A152"	"A153"	"A154"	"A155"	"A156"	"A157"	"A158"	"A159"	"A160"	"A161"	"A162"	"A163"	"A164"	"A165"	"A166"	"A167"
"2:42:01::"	"to"	"an"	"∅"	"orthodontist"	"∅_to"	"to_an"	"an_orthodontist"	"∅_∅_to"	"∅_to_an"	"to_an_orthodontist"	"an_orthodontist_,"	"ε"	"ε"	"TO"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"become"	"an"	"orthodontist"	"a"	"man"	"must"	"first"	"be"	"license"	"by"	"his"	"state"	"as"	"a"	"dentist"	"then"	"he"	"must"	"spend"	"at_least"	"two"	"years"	"in"	"additional"	"training"	"to"	"acquire"	"a"	"license"	"as"	"a"	"specialist"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"has"	"necessary"	"it"	"to"	"it_has"	"has_necessary"	"necessary_to"	"rule_it_has"	"it_has_necessary"	"has_necessary_to"	"necessary_to_build"	"NN"	"PRP"	"VBZ"	"VB"	"JJ"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"cite"	"east_germany"	"where"	"after"	"of"	"soviet"	"rule"	"it"	"has"	"become"	"necessary"	"to"	"build"	"a"	"wall"	"to"	"keep"	"the"	"people"	"in"	"and"	"add"	"so_long"	"as"	"people"	"rebel"	"we"	"must_not"	"give_up"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"realtors"	"that"	"the"	"of"	"the_realtors"	"realtors_that"	"that_of"	"with_the_realtors"	"the_realtors_that"	"realtors_that_of"	"that_of_encourage"	"IN"	"DT"	"NNS"	"VB"	"IN"	"IN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"of"	"the"	"roles"	"of"	"the"	"social_scientist"	"ethicist"	"theologian"	"in"	"our"	"discussions"	"with"	"the"	"realtors"	"become"	"that"	"of"	"encourage"	"greater"	"awareness"	"of"	"the"	"opportunities"	"offer"	"by"	"the"	"legal"	"and"	"political"	"processes"	"for"	"the"	"exercise"	"of"	"broad"	"social"	"responsibilities"	"in"	"their"	"work"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	","	"a"	"predictably"	"base"	"predictably_,"	",_a"	"a_base"	",_predictably_,"	"predictably_,_a"	",_a_base"	"a_base_for"	"ε"	"RB"	"ε"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"geneva"	"in"	"to"	"get"	"the"	"war"	"in"	"indo-china"	"settled"	"the_british"	"and"	"french"	"give_in"	"to"	"russian"	"and"	"communist"	"chinese"	"demands"	"agree"	"to"	"the"	"set_up"	"of"	"a"	"communist"	"state"	"north"	"viet_nam"	"which"	"then"	"predictably"	"become"	"a"	"base"	"for"	"communist"	"operations"	"against"	"neighboring"	"south"	"viet_nam"	"and"	"laos"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"him"	"an"	"beside"	"ache"	"beside_him"	"him_an"	"an_ache"	"coed_beside_him"	"beside_him_an"	"him_an_ache"	"an_ache_and"	"NN"	"IN"	"PRP"	"VB"	"DT"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"more_often_than_not"	"as"	"the"	"old_grad"	"wander"	"along"	"the"	"old"	"paths"	"his"	"memory"	"of"	"happy"	"when"	"he"	"stroll"	"one"	"of"	"the"	"paths"	"with"	"a"	"coed"	"beside"	"him"	"become"	"an"	"ache"	"and"	"a"	"pain"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	","	"more"	"it"	"obvious"	"it_,"	",_more"	"more_obvious"	"''_it_,"	"it_,_more"	",_more_obvious"	"more_obvious_where"	"ε"	"PRP"	"ε"	"VB"	"RBR"	"JJ"	"WRB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"pattern"	"here"	"picture"	"be"	"clearly"	"not"	"peculiar_to"	"notre_dame"	"it"	"be"	"simply"	"that"	"the"	"paradox"	"involve"	"kind_of"	"control"	"of"	"the"	"institution"	"by"	"the"	"organization"	"which"	"actually"	"own"	"it"	"become"	"more"	"obvious"	"where"	"there"	"be"	"a"	"larger"	"and"	"more"	"distinguished"	"outside"	"faculty"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"to"	"good"	"juniors"	"sportsmen"	"juniors_to"	"to_good"	"good_sportsmen"	"encourage_juniors_to"	"juniors_to_good"	"to_good_sportsmen"	"good_sportsmen_."	"VB"	"NNS"	"TO"	"VB"	"JJ"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"purpose"	"of"	"the"	"junior"	"showmanship"	"competition"	"to"	"teach"	"and"	"encourage"	"juniors"	"to"	"become"	"good"	"sportsmen"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"is"	"more"	"it"	"difficult"	"it_is"	"is_more"	"more_difficult"	"state_it_is"	"it_is_more"	"is_more_difficult"	"more_difficult_to"	"VB"	"PRP"	"VBZ"	"VB"	"RBR"	"JJ"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"superintendents"	"at"	"state"	"it"	"is"	"become"	"more"	"difficult"	"to"	"obtain"	"a"	"licensed"	"handler"	"to"	"judge"	"junior"	"showmanship"	"competition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"has"	"so"	"competition"	"severe"	"competition_has"	"has_so"	"so_severe"	"foreign_competition_has"	"competition_has_so"	"has_so_severe"	"so_severe_in"	"NNP"	"NN"	"VBZ"	"VB"	"RB"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"foreign"	"has"	"become"	"so"	"severe"	"in"	"certain"	"textiles"	"that"	"washington"	"is"	"explore"	"new"	"ways"	"of"	"handle"	"competitive"	"imports"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"∅"	"aware"	"∅"	"that"	"∅_∅"	"∅_aware"	"aware_that"	"∅_∅_∅"	"∅_∅_aware"	"∅_aware_that"	"aware_that_it"	"ε"	"ε"	"ε"	"VB"	"JJ"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"aware"	"that"	"it"	"be"	"nearly"	"lunchtime"	"i"	"bring"	"myself"	"back"	"to"	"the"	"tasks"	"at_hand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"has"	"bad"	"situation"	"."	"situation_has"	"has_bad"	"bad_."	"world_situation_has"	"situation_has_bad"	"has_bad_."	"bad_._∅"	"NN"	"NN"	"VBZ"	"VB"	"JJ"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"net"	"result"	"be"	"that"	"under"	"leadership"	"the"	"general"	"world"	"situation"	"has"	"become"	"bad"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"had"	"47.1"	"it"	"%"	"it_had"	"had_47.1"	"47.1_%"	"1950_it_had"	"it_had_47.1"	"had_47.1_%"	"47.1_%_urban"	"CD"	"PRP"	"VBD"	"VB"	"CD"	"ε"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"south"	"be"	"only"	"urban"	"it"	"had"	"become"	"urban"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"has"	"recognized"	","	"as"	",_has"	"has_recognized"	"recognized_as"	"incidentally_,_has"	",_has_recognized"	"has_recognized_as"	"recognized_as_perhaps"	"RB"	"ε"	"VBZ"	"VB"	"JJ"	"IN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"nashville"	"plan"	"has"	"become"	"recognized"	"as"	"perhaps"	"the_most"	"acceptable"	"and"	"thus"	"the_most"	"practical"	"to"	"put"	"into"	"effect"	"in"	"the"	"troubled"	"south"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"not"	"communist"	"would"	"dominated"	"would_not"	"not_communist"	"communist_dominated"	"lao_cabinet_would_not"	"would_not_communist"	"not_communist_dominated"	"communist_dominated_."	"NNP"	"MD"	"RB"	"VB"	"NNP"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"united_states"	"hope"	"that"	"future"	"lao_cabinet"	"would"	"not"	"become"	"communist"	"dominated"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"problem"	"even"	"the"	"more"	"the_problem"	"problem_even"	"even_more"	"∅_the_problem"	"the_problem_even"	"problem_even_more"	"even_more_complex"	"ε"	"DT"	"NN"	"VB"	"RB"	"RBR"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"problem"	"become"	"even"	"more"	"complex"	"where"	"an"	"enterprise"	"is"	"engage"	"in"	"the"	"manufacture"	"of"	"a"	"wide"	"variety"	"of"	"goods"	"in_addition"	"to"	"the"	"heavy"	"electrical"	"equipment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"we"	"firm"	"when"	"enough"	"when_we"	"we_firm"	"firm_enough"	"∅_when_we"	"when_we_firm"	"we_firm_enough"	"firm_enough_to"	"ε"	"WRB"	"PRP"	"VB"	"NN"	"RB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"become"	"firm"	"enough"	"to"	"stand"	"for"	"those"	"ideals"	"which"	"we"	"know"	"to"	"be"	"right"	"when"	"we"	"become"	"hard"	"enough"	"to"	"refuse"	"to"	"aid"	"nations"	"which"	"do"	"not"	"permit"	"self-determination"	"when"	"we"	"become"	"strong"	"enough"	"to"	"resist"	"any_more"	"drifts"	"towards"	"socialism"	"in"	"our"	"own"	"nation"	"when"	"we"	"recognize"	"that"	"our"	"enemy"	"be"	"communism"	"not"	"war"	"and"	"when"	"we"	"realize"	"that"	"concessions"	"to"	"communists"	"do"	"not"	"insure"	"peace"	"or"	"freedom"	"then"	"and"	"only"	"then"	"will"	"we"	"no_longer"	"be"	"soft"	
"2:30:00::"	"we"	"hard"	"when"	"enough"	"when_we"	"we_hard"	"hard_enough"	",_when_we"	"when_we_hard"	"we_hard_enough"	"hard_enough_to"	"ε"	"WRB"	"PRP"	"VB"	"JJ"	"RB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"we"	"become"	"firm"	"enough"	"to"	"stand"	"for"	"those"	"which"	"we"	"know"	"to"	"be"	"right"	"when"	"we"	"become"	"hard"	"enough"	"to"	"refuse"	"to"	"aid"	"nations"	"which"	"do"	"not"	"permit"	"self-determination"	"when"	"we"	"become"	"strong"	"enough"	"to"	"resist"	"any_more"	"drifts"	"towards"	"socialism"	"in"	"our"	"own"	"nation"	"when"	"we"	"recognize"	"that"	"our"	"enemy"	"be"	"communism"	"not"	"war"	"and"	"when"	"we"	"realize"	"that"	"concessions"	"to"	"communists"	"do"	"not"	"insure"	"peace"	"or"	"freedom"	"then"	"and"	"only"	"then"	"will"	"we"	"no_longer"	"be"	"soft"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
