"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"
"1:14:00::"	"the"	"be"	"when"	"able"	"when_the"	"the_be"	"be_able"	",_when_the"	"when_the_be"	"the_be_able"	"be_able_to"	"ε"	"WRB"	"DT"	"NN"	"VB"	"JJ"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"volume"	"of"	"group"	"case"	"will"	"person"	"report"	"when"	"the"	"community"	"be"	"able"	"to"	"deal"	"effectively"	"with"	"two"	"problem"	"relatively"	"limited"	"skill"	"and"	"discrimination"	"in"	"employment"	"because"	"of"	"color"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"a"	"."	"within"	"∅"	"within_a"	"a_."	"._∅"	"business_concern_within_a"	"within_a_."	"a_._∅"	"._∅_∅"	"NN"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sba"	"offer"	"administrative_management_courses"	"which"	"are"	"design"	"to"	"improve"	"the"	"management"	"and"	"know-how"	"of"	"small"	"business_concern"	"within"	"a"	"community"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"a"	"."	"in"	"∅"	"in_a"	"a_."	"._∅"	"businessman_in_a"	"in_a_."	"a_._∅"	"._∅_∅"	"NN"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"sba"	"management_counseling_program"	"practical"	"personalized"	"advice"	"on"	"sound"	"management"	"principle"	"be"	"available"	"request"	"to"	"both"	"prospective"	"and"	"established"	"businessman"	"in"	"a"	"community"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"local"	"and"	"to"	"encourage"	"to_local"	"local_and"	"and_encourage"	"beneficial_to_local"	"to_local_and"	"local_and_encourage"	"and_encourage_the"	"JJ"	"TO"	"JJ"	"NN"	"CC"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"a"	"source"	"of"	"investment"	"capital"	"system"	"be"	"beneficial"	"to"	"local"	"community"	"and"	"encourage"	"the"	"development"	"of"	"industry"	"in"	"rural_area"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"the"	"."	"engulf"	"∅"	"engulf_the"	"the_."	"._∅"	"soon_engulf_the"	"engulf_the_."	"the_._∅"	"._∅_∅"	"RB"	"VB"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"the"	"play"	"unfold"	"however"	"audience"	"is"	"subtly"	"bring"	"into"	"the"	"grip"	"of"	"an"	"awful"	"evil"	"grow"	"with"	"ominously"	"gather"	"power"	"and"	"soon"	"engulf"	"the"	"community"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"this"	"and"	"come_upon"	"work"	"come_upon_this"	"this_and"	"and_work"	"that_come_upon_this"	"come_upon_this_and"	"this_and_work"	"and_work_within"	"IN"	"VB"	"DT"	"NN"	"CC"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"one"	"ask"	"about"	"this"	"play"	"it"	"be"	"that"	"come_upon"	"this"	"community"	"and"	"work"	"within"	"it"	"with"	"such"	"terrible"	"power"	"there"	"be"	"no"	"better"	"answer"	"to"	"give"	"than"	"spirit"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"and"	"be"	"spirit"	"likely"	"spirit_and"	"and_be"	"be_likely"	"between_spirit_and"	"spirit_and_be"	"and_be_likely"	"be_likely_to"	"IN"	"NN"	"CC"	"NN"	"VB"	"JJ"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"search"	"for"	"clue"	"which"	"might"	"lead"	"us"	"to"	"a"	"fresh"	"of"	"the"	"reality"	"of"	"spirit"	"the"	"close"	"connection"	"between"	"spirit"	"and"	"community"	"be"	"likely"	"to"	"prove"	"the"	"most"	"fruitful"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"in"	"be"	"spirit"	"its"	"spirit_in"	"in_be"	"be_its"	"the_spirit_in"	"spirit_in_be"	"in_be_its"	"be_its_givenness"	"DT"	"NN"	"IN"	"NN"	"VB"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"characteristic"	"the"	"spirit"	"in"	"community"	"be"	"its"	"givenness"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"the"	"and"	"for"	"society"	"for_the"	"the_and"	"and_society"	"function_for_the"	"for_the_and"	"the_and_society"	"and_society_."	"NN"	"IN"	"DT"	"NN"	"CC"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_addition"	"to"	"the"	"function"	"of"	"religion"	"within"	"man"	"there"	"always"	"be"	"the"	"outer"	"social"	"function"	"for"	"the"	"community"	"and"	"society"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"a"	"or"	"of"	"society"	"of_a"	"a_or"	"or_society"	"value-system_of_a"	"of_a_or"	"a_or_society"	"or_society_is"	"NN"	"IN"	"DT"	"NN"	"CC"	"NN"	"VBZ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"of"	"a"	"community"	"or"	"society"	"is"	"always"	"correlated"	"with"	"and"	"to"	"a"	"degree"	"dependent"	"upon"	"a"	"more_or_less"	"shared"	"system"	"of"	"religious_belief"	"and"	"conviction"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"moral"	"-"	"single"	"all"	"single_moral"	"moral_-"	"-_all"	"one_single_moral"	"single_moral_-"	"moral_-_all"	"-_all_those"	"JJ"	"JJ"	"JJ"	"NN"	"ε"	"JJ"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"note"	"long_ago"	"religion"	"as"	"a"	"unified"	"system"	"of"	"belief"	"and"	"practice"	"relative"	"to"	"thing"	"unite"	"s"	"into"	"one"	"single"	"moral"	"community"	"all"	"those"	"who"	"adhere"	"to"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:02:common:02"	"in"	"life"	"part"	"today"	"part_in"	"in_life"	"life_today"	"important_part_in"	"part_in_life"	"in_life_today"	"life_today_that"	"JJ"	"NN"	"IN"	"JJ"	"NN"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"electricity"	"play"	"such"	"important"	"part"	"in"	"community"	"life"	"today"	"that"	"it"	"be"	"difficult"	"to"	"envision"	"a"	"time"	"when"	"current"	"be"	"not"	"available"	"for"	"daily"	"use"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
