"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"
"1:04:00::"	"uncooperative"	"of"	"usual"	"grownup"	"usual_uncooperative"	"uncooperative_of"	"of_grownup"	"the_usual_uncooperative"	"usual_uncooperative_of"	"uncooperative_of_grownup"	"of_grownup_."	"DT"	"JJ"	"JJ"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"never_mind_''"	"person"	"had"	"say"	"after"	"the"	"policeman"	"had"	"having"	"pursue"	"the"	"usual"	"uncooperative"	"course"	"of"	"grownup"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"''"	"require"	"teaching_method"	"to"	"teaching_method_''"	"''_require"	"require_to"	"``_teaching_method_''"	"teaching_method_''_require"	"''_require_to"	"require_to_obtain"	"ε"	"NN"	"ε"	"NN"	"VB"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"who"	"teach"	"history"	"in"	"the"	"houston"	"public_school"	"would"	"reduce"	"to"	"semester_hour"	"the"	"so-called"	"teaching_method"	"course"	"require"	"to"	"obtain"	"a"	"junior_high_school"	"or"	"senior_high_school"	"teaching_certificate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"education"	","	"take"	"is"	"take_education"	"education_,"	",_is"	"not_take_education"	"take_education_,"	"education_,_is"	",_is_not"	"RB"	"VB"	"NN"	"NN"	"ε"	"VBZ"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"person"	"with"	"a"	"master's_degree"	"in"	"physics"	"chemistry"	"math"	"or"	"yet"	"who"	"has"	"not"	"take"	"education"	"course"	"is"	"not"	"permit"	"to"	"teach"	"in"	"the"	"public_school"	"say"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"education"	"."	"the"	"∅"	"the_education"	"education_."	"._∅"	"have_the_education"	"the_education_."	"education_._∅"	"._∅_∅"	"VB"	"DT"	"NN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"college"	"teacher"	"in"	"texas"	"are"	"require"	"to"	"have"	"the"	"education"	"course"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"alternative"	"must"	"two"	"be"	"two_alternative"	"alternative_must"	"must_be"	"of_two_alternative"	"two_alternative_must"	"alternative_must_be"	"must_be_take"	"IN"	"JJ"	"JJ"	"NN"	"MD"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"largest"	"hurdle"	"the"	"republican"	"would"	"have"	"to"	"face"	"be"	"a"	"state"	"which"	"say"	"that"	"before"	"make"	"a"	"first"	"race"	"one"	"of"	"two"	"alternative"	"course"	"must"	"be"	"take"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"year"	","	"five"	"some"	"five_year"	"year_,"	",_some"	"have_five_year"	"five_year_,"	"year_,_some"	",_some_even"	"VB"	"JJ"	"NN"	"NN"	"ε"	"DT"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"is"	"true"	"that"	"architectural"	"school"	"have"	"five"	"year"	"course"	"some"	"even"	"have"	"six"	"or"	"more"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"these"	"and"	"between"	"the"	"between_these"	"these_and"	"and_the"	"difference_between_these"	"between_these_and"	"these_and_the"	"and_the_usual"	"NN"	"IN"	"DT"	"NN"	"CC"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"may"	"then"	"dismiss"	"time"	"difference"	"between"	"these"	"course"	"and"	"the"	"usual"	"four"	"year"	"course"	"of"	"the"	"interior_design"	"student"	"as"	"not"	"have"	"serious"	"bearing"	"on"	"the"	"subject"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"year"	"of"	"four"	"the"	"four_year"	"year_of"	"of_the"	"usual_four_year"	"four_year_of"	"year_of_the"	"of_the_interior_design"	"JJ"	"JJ"	"NN"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"may"	"then"	"dismiss"	"the"	"time"	"difference"	"these"	"course"	"and"	"the"	"usual"	"four"	"year"	"course"	"of"	"the"	"interior_design"	"student"	"as"	"not"	"have"	"serious"	"bearing"	"on"	"the"	"subject"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"recommended"	"for"	"a"	"designer"	"a_recommended"	"recommended_for"	"for_designer"	"publish_a_recommended"	"a_recommended_for"	"recommended_for_designer"	"for_designer_and"	"VB"	"DT"	"JJ"	"NN"	"IN"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"publish"	"a"	"recommended"	"course"	"for"	"designer"	"and"	"a"	"percentage"	"layout"	"of"	"such"	"a"	"course"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"a"	"."	"such"	"∅"	"such_a"	"a_."	"._∅"	"of_such_a"	"such_a_."	"a_._∅"	"._∅_∅"	"IN"	"JJ"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"has"	"publish"	"a"	"recommended"	"course"	"designer"	"and"	"a"	"percentage"	"layout"	"of"	"such"	"a"	"course"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"suggested"	"of"	"the"	"the"	"the_suggested"	"suggested_of"	"of_the"	"∅_the_suggested"	"the_suggested_of"	"suggested_of_the"	"of_the_group"	"ε"	"DT"	"JJ"	"NN"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"suggested"	"course"	"of"	"the"	"group"	"was"	"base"	"on"	"the"	"usual"	"course"	"offer"	"and"	"on"	"the"	"opinion"	"of"	"many"	"educator"	"as"	"to"	"curricular"	"necessity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"usual"	"offer"	"the"	"and"	"the_usual"	"usual_offer"	"offer_and"	"on_the_usual"	"the_usual_offer"	"usual_offer_and"	"offer_and_on"	"VB"	"DT"	"JJ"	"NN"	"VB"	"CC"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"suggested"	"course"	"of"	"the"	"was"	"base"	"on"	"the"	"usual"	"course"	"offer"	"and"	"on"	"the"	"opinion"	"of"	"many"	"educator"	"as"	"to"	"curricular"	"necessity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"two"	"-"	"the"	"architecture"	"the_two"	"two_-"	"-_architecture"	"of_the_two"	"the_two_-"	"two_-_architecture"	"-_architecture_versus"	"IN"	"DT"	"JJ"	"NN"	"ε"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"without"	"compare"	"the"	"merit"	"of"	"the"	"two"	"course"	"architecture"	"versus"	"interior_design"	"let"	"us"	"examine"	"the"	"educational"	"need"	"of"	"the"	"interior_designer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"interior_design"	"be"	"since"	"rare"	"since_interior_design"	"interior_design_be"	"be_rare"	"training_since_interior_design"	"since_interior_design_be"	"interior_design_be_rare"	"be_rare_and"	"NN"	"IN"	"NN"	"NN"	"VB"	"JJ"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"these"	"group"	"were"	"first"	"form"	"many"	"prominent"	"and"	"accomplished"	"could"	"not"	"have"	"have"	"the"	"advantage"	"of"	"school"	"training"	"since"	"interior_design"	"course"	"be"	"rare"	"and"	"undeveloped"	"during"	"their"	"youth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
