"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"
"5:00:00:added:00"	"∅"	"recent"	"∅"	"achievement"	"∅_∅"	"∅_recent"	"recent_achievement"	"∅_∅_∅"	"∅_∅_recent"	"∅_recent_achievement"	"recent_achievement_be"	"ε"	"ε"	"ε"	"JJ"	"JJ"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"recent"	"achievement"	"be"	"the"	"successful"	"development"	"of"	"a"	"method"	"for"	"the"	"complete"	"combustion"	"in"	"a"	"bomb_calorimeter"	"of"	"a"	"metal"	"in"	"fluorine"	"when"	"the"	"product"	"be"	"relatively"	"nonvolatile"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:other:00"	"∅"	"car"	"∅"	"was"	"∅_∅"	"∅_car"	"car_was"	"∅_∅_∅"	"∅_∅_car"	"∅_car_was"	"car_was_come"	"ε"	"ε"	"ε"	"JJ"	"NN"	"VBD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"car"	"was"	"come"	"a"	"tiny"	"dark"	"shape"	"on"	"a"	"far"	"hill"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:added:00"	"∅"	"teenager"	"∅"	"remark"	"∅_∅"	"∅_teenager"	"teenager_remark"	"∅_∅_∅"	"∅_∅_teenager"	"∅_teenager_remark"	"teenager_remark_:"	"ε"	"ε"	"ε"	"JJ"	"NN"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"teenager"	"remark"	"most"	"jew"	"do"	"n't"	"believe_in"	"god"	"but"	"they"	"believe_in"	"people"	"in"	"help"	"people"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:added:00"	"still"	"favor"	"for"	"."	"for_still"	"still_favor"	"favor_."	"ask_for_still"	"for_still_favor"	"still_favor_."	"favor_._∅"	"VB"	"VB"	"RB"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"immediately"	"after"	"dinner"	"however"	"ask"	"for"	"still"	"another"	"favor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:added:00"	"still"	"title"	"acquire"	"to"	"acquire_still"	"still_title"	"title_to"	"he_acquire_still"	"acquire_still_title"	"still_title_to"	"title_to_fame"	"PRP"	"VB"	"RB"	"JJ"	"NN"	"TO"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"how"	"for_example"	"could"	"a"	"voltaire"	"understand"	"the"	"strange"	"predicament"	"in"	"which"	"a"	"rousseau"	"would"	"find"	"when"	"soon"	"after"	"the"	"furor"	"of"	"his"	"first"	"discourse"	"he"	"acquire"	"still"	"another"	"title"	"to"	"fame"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:other:00"	"with"	"big"	"open"	"romantic"	"open_with"	"with_big"	"big_romantic"	"concert_open_with"	"open_with_big"	"with_big_romantic"	"big_romantic_score"	"NN"	"VB"	"IN"	"JJ"	"JJ"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"open"	"with"	"another"	"big"	"romantic"	"score"	"person"	"overture_to_manfred"	"which"	"suffer"	"fate"	"this"	"time"	"with"	"orchestral"	"thrust"	"to"	"the"	"byronic"	"point"	"to"	"keep"	"it"	"afloat"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:other:00"	"belong_to"	"jew"	"had"	"."	"had_belong_to"	"belong_to_jew"	"jew_."	"that_had_belong_to"	"had_belong_to_jew"	"belong_to_jew_."	"jew_._∅"	"WDT"	"VBD"	"VB"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"was"	"stand"	"there"	"he"	"think"	"in"	"virginia"	"in"	"the"	"thickening"	"in"	"a"	"costly"	"greatcoat"	"that"	"had"	"belong_to"	"another"	"jew"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:other:00"	"∅"	"approach"	"∅"	"be"	"∅_∅"	"∅_approach"	"approach_be"	"∅_∅_∅"	"∅_∅_approach"	"∅_approach_be"	"approach_be_to"	"ε"	"ε"	"ε"	"JJ"	"NN"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"approach"	"be"	"to"	"estimate"	"from"	"the"	"rate_of_growth"	"and"	"the"	"smallest"	"size"	"at"	"maturity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:other:00"	"be"	"means"	"there"	"which"	"there_be"	"be_means"	"means_which"	"∅_there_be"	"there_be_means"	"be_means_which"	"means_which_should"	"ε"	"EX"	"VB"	"JJ"	"NN"	"WDT"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"be"	"another"	"means"	"which"	"should"	"show"	"the"	"direction"	"and"	"relative"	"value"	"of"	"the"	"stress"	"in"	"viscoelastic"	"fluid"	"that"	"is"	"not"	"mention"	"as_such"	"in"	"the"	"literature"	"and"	"that"	"be"	"the"	"shape"	"of"	"the"	"suspended"	"drop"	"of"	"low"	"viscosity"	"fluid"	"in"	"shear"	"field"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:other:00"	"at_the_same_time"	"child"	"∅"	"-"	"∅_at_the_same_time"	"at_the_same_time_child"	"child_-"	"∅_∅_at_the_same_time"	"∅_at_the_same_time_child"	"at_the_same_time_child_-"	"child_-_this"	"ε"	"ε"	"JJ"	"JJ"	"NN"	"ε"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"child"	"this"	"one"	"of"	"person"	"brain"	"was"	"give"	"to"	"the"	"world"	"alastor"	"a"	"poem"	"of"	"pervading"	"beauty"	"in"	"which"	"the"	"reader"	"may"	"gaze"	"into"	"the"	"still"	"depth"	"of"	"a"	"fine"	"mind"	"musing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:added:00"	"turn_in"	"splendid"	"unit"	"effort"	"unit_turn_in"	"turn_in_splendid"	"splendid_effort"	"defensive_unit_turn_in"	"unit_turn_in_splendid"	"turn_in_splendid_effort"	"splendid_effort_against"	"JJ"	"NN"	"VB"	"JJ"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"have"	"a"	"thing"	"or"	"two"	"to"	"mutter"	"himself"	"for"	"the"	"dallas"	"defensive"	"unit"	"turn_in"	"another"	"splendid"	"effort"	"against"	"denver"	"and"	"the"	"group"	"be"	"able"	"to"	"whip"	"the"	"dangerous"	"group"	"without"	"the"	"fullback"	"of"	"a"	"top"	"star"	"person"	"though"	"he"	"did"	"the"	"team"	"place-kicking"	"while"	"nurse"	"a"	"knee"	"injury"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:other:00"	";"	"wagon"	"''"	"have"	"''_;"	";_wagon"	"wagon_have"	"contemplate_''_;"	"''_;_wagon"	";_wagon_have"	"wagon_have_no"	"VB"	"ε"	"ε"	"JJ"	"NN"	"VB"	"DT"	"further"	"characterize"	"in"	"antithesis"	"to"	"person"	"as"	"animal"	"the"	"image"	"of"	"a"	"dog"	"which"	"appear"	"at"	"several"	"place"	"is"	"first"	"give"	"as"	"the"	"criterion"	"of"	"amiable"	"irrelevant"	"interest"	"arouse"	"by"	"life"	"consider"	"simply"	"as"	"a"	"spectacle"	"a"	"dog"	"in"	"a"	"wagon"	"be"	"admirable"	"a"	"pleasure"	"to"	"contemplate"	"another"	"wagon"	"have"	"no"	"and"	"therefore"	"be"	"devoid_of"	"interest"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:other:00"	"∅"	"woman"	"∅"	","	"∅_∅"	"∅_woman"	"woman_,"	"∅_∅_∅"	"∅_∅_woman"	"∅_woman_,"	"woman_,_address"	"ε"	"ε"	"ε"	"JJ"	"NN"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"woman"	"address"	"christmas_card"	"say"	"to"	"her"	"husband"	"we"	"send"	"them"	"one"	"last"	"year"	"but"	"they"	"did"	"n't"	"send"	"us"	"one"	"so"	"they"	"probably"	"won't"	"send"	"us"	"one"	"this"	"year"	"because"	"they"	"think"	"we"	"won't"	"send"	"them"	"one"	"because"	"they"	"did"	"n't"	"last"	"year"	"do"	"n't"	"you"	"think"	"or"	"shall"	"we"	"0"	
