"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"
"1:04:00::"	"regular"	"and"	"the"	"employment"	"the_regular"	"regular_and"	"and_employment"	"both_the_regular"	"the_regular_and"	"regular_and_employment"	"and_employment_opportunity"	"DT"	"DT"	"JJ"	"NN"	"CC"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"choose"	"a"	"location"	"within"	"easy"	"distance"	"of"	"both"	"the"	"regular"	"job"	"and"	"employment"	"opportunity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"planning"	"as"	"management"	"the"	"management_planning"	"planning_as"	"as_the"	"general_management_planning"	"management_planning_as"	"planning_as_the"	"as_the_original"	"JJ"	"NN"	"NN"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"provide"	"good"	"customer"	"service"	"require"	"as"	"a"	"marketing"	"and"	"general"	"management"	"planning"	"job"	"as"	"the"	"original"	"selling"	"of"	"the"	"product"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:04::;1:04:01::"	"the"	"."	"do"	"∅"	"do_the"	"the_."	"._∅"	"of_do_the"	"do_the_."	"the_._∅"	"._∅_∅"	"IN"	"VB"	"VB"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"distribution_cost"	"be"	"almost"	"bind"	"to"	"increase"	"in"	"the"	"sixties"	"and"	"you"	"will"	"never"	"know"	"what"	"you"	"can"	"do"	"to"	"control"	"them"	"unless"	"you"	"study"	"each"	"element"	"and"	"experiment"	"alternative"	"way"	"of"	"do"	"the"	"job"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::;1:04:00::"	"tough"	"today"	"a"	"-"	"a_tough"	"tough_today"	"today_-"	"be_a_tough"	"a_tough_today"	"tough_today_-"	"today_-_and"	"VB"	"DT"	"JJ"	"NN"	"RB"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"the"	"growing"	"complexity"	"of"	"market"	"and"	"intensity"	"of"	"competition"	"sale"	"management"	"whether"	"the"	"district"	"region"	"or"	"headquarters"	"level"	"be"	"a"	"tough"	"job"	"today"	"and"	"it"	"will"	"be"	"tough"	"in_the"	"future"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"a"	"''"	"for"	"."	"for_a"	"a_''"	"''_."	"person_for_a"	"for_a_''"	"a_''_."	"''_._∅"	"NNP"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ask"	"person"	"a"	"job"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"or"	"?"	"custodial"	"∅"	"custodial_or"	"or_?"	"?_∅"	"on_custodial_or"	"custodial_or_?"	"or_?_∅"	"?_∅_∅"	"IN"	"JJ"	"CC"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"are"	"there"	"possibility"	"having"	"cafeteria"	"work"	"part-time"	"on"	"custodial"	"or"	"job"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"between"	"-"	"distinguish"	"and"	"distinguish_between"	"between_-"	"-_and"	"rigidly_distinguish_between"	"distinguish_between_-"	"between_-_and"	"-_and_non"	"RB"	"VB"	"IN"	"NN"	"ε"	"CC"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"you"	"distinguish"	"between"	"job"	"and"	"non"	"job"	"connected"	"health_problem"	"and"	"avoid"	"treat"	"the"	"latter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"non"	"connected"	"and"	"health_problem"	"and_non"	"non_connected"	"connected_health_problem"	"-_and_non"	"and_non_connected"	"non_connected_health_problem"	"connected_health_problem_and"	"ε"	"CC"	"JJ"	"NN"	"JJ"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"you"	"rigidly"	"distinguish"	"job"	"and"	"non"	"job"	"connected"	"health_problem"	"and"	"avoid"	"treat"	"the"	"latter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	","	"."	"tedious"	"∅"	"tedious_,"	",_."	"._∅"	"most_tedious_,"	"tedious_,_."	",_._∅"	"._∅_∅"	"RB"	"JJ"	"ε"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"man"	"from"	"the"	"third_detective_district"	"location"	"have"	"the"	"the"	"most"	"tedious"	"job"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"the"	"we"	"for"	"have"	"for_the"	"the_we"	"we_have"	"resource_for_the"	"for_the_we"	"the_we_have"	"we_have_to"	"NN"	"IN"	"DT"	"NN"	"PRP"	"VBP"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"much"	"having"	"been"	"say"	"the"	"question"	"whether"	"we"	"have"	"the"	"resource"	"for"	"the"	"job"	"we"	"have"	"to"	"do"	"defeat"	"communism"	"and"	"if"	"so"	"how"	"those"	"resource"	"ought"	"to"	"be"	"use"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"and"	"."	"school"	"∅"	"school_and"	"and_."	"._∅"	"between_school_and"	"school_and_."	"and_._∅"	"._∅_∅"	"IN"	"NN"	"CC"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"a_few"	"school"	"district"	"one"	"a"	"link"	"between"	"school"	"and"	"job"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"full-time"	"on"	"a"	"graduation"	"a_full-time"	"full-time_on"	"on_graduation"	"to_a_full-time"	"a_full-time_on"	"full-time_on_graduation"	"on_graduation_."	"VB"	"DT"	"JJ"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"formally"	"organized"	"vocational_program"	"support"	"by"	"federal"	"funds"	"allow"	"high_school"	"student"	"to"	"gain"	"in"	"a"	"field"	"of"	"work"	"which"	"be"	"likely"	"to"	"lead"	"to"	"a"	"full-time"	"job"	"on"	"graduation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"his"	"-"	"with"	"often"	"with_his"	"his_-"	"-_often"	"preoccupy_with_his"	"with_his_-"	"his_-_often"	"-_often_an"	"VB"	"IN"	"PRP$"	"NN"	"ε"	"RB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"husband"	"be"	"usually"	"a"	"professional"	"preoccupy"	"with"	"his"	"job"	"often"	"an"	"organization"	"man"	"whose"	"motto"	"for"	"get_ahead"	"be"	"do"	"n't"	"rock_the_boat"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"without"	"on"	"argument"	"on_the"	"the_without"	"without_argument"	"authority_on_the"	"on_the_without"	"the_without_argument"	"without_argument_that"	"NN"	"JJ"	"JJ"	"NN"	"IN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"more"	"often"	"though"	"he"	"be"	"so"	"accustomed"	"submit"	"to"	"authority"	"on"	"the"	"job"	"without"	"argument"	"that"	"he"	"live"	"by"	"the"	"same"	"rule"	"at"	"home"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"the"	","	"get"	"``"	"get_the"	"the_,"	",_``"	"and_get_the"	"get_the_,"	"the_,_``"	",_``_not"	"CC"	"VB"	"DT"	"NN"	"ε"	"ε"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"he"	"hear"	"that"	"person"	"was"	"look_for"	"singer"	"replace"	"the"	"rhythm_boys"	"person"	"apply"	"and"	"get"	"the"	"job"	"not"	"for"	"my"	"voice"	"i"	"sure"	"but"	"because"	"i"	"could"	"write"	"song"	"and"	"material"	"generally"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"this"	"which"	"for"	"have"	"for_this"	"this_which"	"which_have"	"apply_for_this"	"for_this_which"	"this_which_have"	"which_have_high"	"VB"	"IN"	"DT"	"NN"	"WDT"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"position"	"receptionist"	"was"	"open"	"in"	"a"	"large"	"office"	"and"	"an"	"announcement"	"made"	"to"	"the"	"girl"	"already"	"work"	"that"	"they"	"could"	"apply"	"for"	"this"	"job"	"which"	"have"	"high"	"prestige"	"and"	"slightly"	"high"	"salary"	"than"	"typing"	"and"	"clerking"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"the"	"since"	"for"	"she"	"for_the"	"the_since"	"since_she"	"consider_for_the"	"for_the_since"	"the_since_she"	"since_she_had"	"VB"	"IN"	"DT"	"NN"	"IN"	"PRP"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"somewhat"	"to"	"his"	"surprise"	"he"	"find"	"that"	"one"	"whom"	"he"	"would"	"never"	"have"	"consider"	"for"	"the"	"job"	"since"	"she"	"had"	"appear"	"somewhat"	"mousy"	"and"	"also"	"had"	"be"	"in"	"the"	"office"	"a"	"relatively"	"short"	"time"	"do"	"the"	"most"	"outstanding"	"job"	"of"	"play"	"the"	"role"	"of"	"receptionist"	"show"	"wit"	"sparkle"	"and"	"aplomb"	"0"	"0"	"0"	
"1:04:05::"	"outstanding"	"of"	"most"	"play"	"most_outstanding"	"outstanding_of"	"of_play"	"the_most_outstanding"	"most_outstanding_of"	"outstanding_of_play"	"of_play_the"	"RB"	"RB"	"JJ"	"NN"	"IN"	"VB"	"DT"	"his"	"surprise"	"he"	"find"	"that"	"one"	"girl"	"whom"	"he"	"would"	"never"	"have"	"consider"	"for"	"the"	"job"	"since"	"she"	"had"	"appear"	"somewhat"	"mousy"	"and"	"also"	"had"	"be"	"in"	"the"	"office"	"a"	"relatively"	"short"	"time"	"do"	"the"	"outstanding"	"of"	"play"	"the"	"role"	"of"	"receptionist"	"show"	"wit"	"sparkle"	"and"	"aplomb"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
