"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"
"2:37:00::"	"simply"	"the"	"is"	"motor"	"is_simply"	"simply_the"	"the_motor"	"she_is_simply"	"is_simply_the"	"simply_the_motor"	"the_motor_act"	"PRP"	"VBZ"	"RB"	"VB"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"her"	"choice"	"of"	"one"	"mean"	"she"	"is"	"simply"	"enjoy"	"the"	"motor"	"act"	"of"	"coloring"	"without"	"having"	"reach"	"the"	"point"	"of"	"select"	"suitable"	"colors"	"for"	"different"	"objects"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:01::"	"would"	"his"	"he"	"visit"	"he_would"	"would_his"	"his_visit"	"that_he_would"	"he_would_his"	"would_his_visit"	"his_visit_to"	"IN"	"PRP"	"MD"	"VB"	"PRP$"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mr._dwyer"	"say"	"that"	"although"	"it"	"be"	"obvious"	"mr._rayburn"	"be"	"not"	"well"	"he"	"stop"	"give"	"the"	"youngster"	"his"	"autograph"	"ask"	"he"	"be"	"from"	"and"	"express"	"the"	"hope"	"that"	"he"	"would"	"enjoy"	"his"	"visit"	"to"	"congress"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"and"	"the"	"relax"	"drive"	"relax_and"	"and_the"	"the_drive"	"he_relax_and"	"relax_and_the"	"and_the_drive"	"the_drive_over"	"PRP"	"VB"	"CC"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"the"	"he"	"relax"	"and"	"enjoy"	"the"	"drive"	"over"	"lake_pontchartrain"	"and"	"along"	"the"	"coast"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"market"	"by"	"housing"	"apartments"	"housing_market"	"market_by"	"by_apartments"	"new_housing_market"	"housing_market_by"	"market_by_apartments"	"by_apartments_,"	"JJ"	"NN"	"NN"	"VB"	"IN"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"share"	"of"	"new"	"housing"	"market"	"enjoy"	"by"	"apartments"	"which"	"begin"	"about"	"six"	"years"	"ago"	"has"	"more_than"	"triple"	"within"	"that"	"span"	"of"	"time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"has"	"since"	"it"	"1957"	"it_has"	"has_since"	"since_1957"	"majority_it_has"	"it_has_since"	"has_since_1957"	"since_1957_."	"NN"	"PRP"	"VBZ"	"VB"	"IN"	"CD"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"chancellor_adenauer"	"christian"	"democratic_party"	"slip"	"only"	"a_little"	"in"	"the"	"voting"	"but"	"be"	"enough"	"to"	"lose"	"the"	"absolute"	"bundestag"	"majority"	"it"	"has"	"enjoy"	"since"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"have"	"it"	"i"	"and"	"i_have"	"have_it"	"it_and"	"``_i_have"	"i_have_it"	"have_it_and"	"it_and_will"	"ε"	"PRP"	"VBP"	"VB"	"PRP"	"CC"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"enjoy"	"it"	"and"	"will"	"feel"	"a_bit"	"lost"	"at_least"	"for_a_while"	"she"	"say"	"wistfully"	"friday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"be_able_to"	"a"	"will"	"re-enactment"	"will_be_able_to"	"be_able_to_a"	"a_re-enactment"	"barnett_will_be_able_to"	"will_be_able_to_a"	"be_able_to_a_re-enactment"	"a_re-enactment_of"	"NNP"	"MD"	"VB"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"certainly"	"nobody"	"will"	"predict"	"that"	"the"	"next"	"the"	"lawmakers"	"come_back"	"together"	"barnett"	"will"	"be_able_to"	"enjoy"	"a"	"re-enactment"	"of"	"the"	"strange"	"but"	"successful"	"honeymoon"	"he"	"have"	"in"	"the"	"legislative"	"session"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"can"	"festivals"	"you"	"for"	"you_can"	"can_festivals"	"festivals_for"	",_you_can"	"you_can_festivals"	"can_festivals_for"	"festivals_for_grapes"	"ε"	"PRP"	"MD"	"VB"	"NNS"	"IN"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"harvests"	"you"	"can"	"enjoy"	"festivals"	"for"	"grapes"	"at"	"sonoma"	"calif."	"sept."	"as_well"	"as"	"for"	"cranberries"	"at"	"bandon"	"ore."	"sept."	"oct."	"for"	"buckwheat"	"at"	"kingwood"	"w._va."	"sept."	"sugar_cane"	"at"	"new_iberia"	"la."	"sept."	"oct."	"and"	"tobacco"	"at"	"richmond"	"va."	"sept."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"to"	"all_of"	"and"	"its"	"and_to"	"to_all_of"	"all_of_its"	"land_and_to"	"and_to_all_of"	"to_all_of_its"	"all_of_its_sights"	"NN"	"CC"	"TO"	"VB"	"JJ"	"PRP$"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"hope"	"to"	"cover"	"just"	"region"	"of_this"	"land"	"and"	"to"	"enjoy"	"all_of"	"its"	"sights"	"and"	"events"	"and"	"of_course"	"to"	"bring_back"	"pictures"	"of"	"your"	"experiences"	"require"	"advance"	"planning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	","	"each"	"each_day"	"one"	"each_day_,"	",_each"	"each_one"	"of_each_day_,"	"each_day_,_each"	",_each_one"	"each_one_to"	"VB"	"RB"	"ε"	"VB"	"DT"	"CD"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"so"	"in"	"closing"	"fellow"	"retired"	"members"	"i"	"advise"	"to"	"make"	"the"	"most"	"of"	"each_day"	"enjoy"	"each"	"one"	"to"	"the"	"n't"	"h"	"degree"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"i"	"your"	"much"	"june"	"much_i"	"i_your"	"your_june"	"how_much_i"	"much_i_your"	"i_your_june"	"your_june_25"	"WRB"	"JJ"	"PRP"	"VB"	"PRP$"	"NNP"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"just"	"want"	"to"	"you"	"know"	"how"	"much"	"i"	"enjoy"	"your"	"june"	"article"	"on"	"liberace"	"and"	"to"	"thank"	"you"	"for"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"he"	"."	"which"	"∅"	"which_he"	"he_."	"._∅"	"liberty_which_he"	"which_he_."	"he_._∅"	"._∅_∅"	"NN"	"WDT"	"PRP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"of"	"recall"	"into"	"the"	"army"	"be"	"part"	"of"	"the"	"price"	"that"	"modern"	"american"	"have"	"to"	"pay"	"for"	"the"	"enviable"	"heritage"	"of"	"liberty"	"which"	"he"	"enjoy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"have"	"run_out"	"would"	"barefoot"	"would_have"	"have_run_out"	"run_out_barefoot"	"and_would_have"	"would_have_run_out"	"have_run_out_barefoot"	"run_out_barefoot_to"	"CC"	"MD"	"VB"	"VB"	"VB"	"RB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"so"	"pretty"	"and"	"artless"	"that"	"feel"	"like"	"a"	"child"	"again"	"and"	"would"	"have"	"enjoy"	"run_out"	"barefoot"	"to"	"play"	"on"	"the"	"wet"	"grass"	"with"	"all"	"the"	"growing"	"things"	"but"	"doaty"	"never"	"permit"	"bare"	"feet"	"and"	"she"	"be"	"decidedly"	"not"	"a"	"child"	"but"	"une"	"femme"	"d"	"un"	"certain"	"age"	"0"	"0"	"0"	"0"	
"2:37:00::"	"we"	"our"	"although"	"round"	"although_we"	"we_our"	"our_round"	"∅_although_we"	"although_we_our"	"we_our_round"	"our_round_of"	"ε"	"IN"	"PRP"	"VB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"enjoy"	"our"	"round"	"of"	"the"	"government_office"	"in"	"vientiane"	"with"	"official"	"offer"	"tea"	"and"	"pleasing"	"conversation"	"in"	"french"	"we"	"were"	"get"	"nowhere"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"we"	"a"	"∅"	"paradoxical"	"∅_we"	"we_a"	"a_paradoxical"	"∅_∅_we"	"∅_we_a"	"we_a_paradoxical"	"a_paradoxical_freedom"	"ε"	"ε"	"PRP"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"enjoy"	"a"	"paradoxical"	"freedom"	"when"	"we"	"be"	"still"	"too"	"young"	"for"	"school"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:00::;2:37:00::"	"he"	"the"	"where"	"life"	"where_he"	"he_the"	"the_life"	",_where_he"	"where_he_the"	"he_the_life"	"the_life_of"	"ε"	"WRB"	"PRP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"decide"	"to"	"become"	"a"	"painter"	"he"	"enter"	"the"	"of"	"person"	"in"	"paris"	"where"	"he"	"enjoy"	"the"	"life"	"of"	"the"	"artist"	"but"	"soon"	"find"	"that"	"whatever"	"talent"	"he"	"might"	"have"	"did"	"not"	"lie_in"	"that"	"direction"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:37:00::"	"fun"	"through"	"healthy"	"the"	"healthy_fun"	"fun_through"	"through_the"	"the_healthy_fun"	"healthy_fun_through"	"fun_through_the"	"through_the_participation"	"DT"	"JJ"	"NN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"group"	"shooting"	"development"	"program"	"announce"	"a"	"new"	"activity"	"design"	"to"	"thousand"	"of"	"teenage"	"boy"	"and"	"girl"	"to"	"the"	"healthy"	"fun"	"enjoy"	"through"	"the"	"participation"	"in"	"the"	"shooting"	"sport"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
