"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"
"2:36:00::"	"he"	"with"	"and"	"character"	"and_he"	"he_with"	"with_character"	"villain_and_he"	"and_he_with"	"he_with_character"	"with_character_and"	"NN"	"CC"	"PRP"	"VB"	"IN"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"have"	"the"	"temperament"	"and"	"the"	"presence"	"for"	"a"	"rousing"	"villain"	"and"	"he"	"sing"	"with"	"character"	"and"	"strong"	"tone"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"both"	"these"	"have"	"parts"	"have_both"	"both_these"	"these_parts"	"they_have_both"	"have_both_these"	"both_these_parts"	"these_parts_here"	"PRP"	"VBP"	"DT"	"VB"	"DT"	"NNS"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"regina_resnik"	"as"	"laura"	"and"	"cesare_siepi"	"as"	"alvise"	"also"	"be"	"new_to"	"cast"	"but"	"only"	"with_respect_to"	"this"	"season"	"they"	"have"	"both"	"sing"	"these"	"parts"	"here"	"before"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"birds"	"madrigals"	"melodious"	"''"	"melodious_birds"	"birds_madrigals"	"madrigals_''"	"``_melodious_birds"	"melodious_birds_madrigals"	"birds_madrigals_''"	"madrigals_''_saith"	"ε"	"JJ"	"NNS"	"VB"	"NNS"	"ε"	"VBZ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"melodious"	"sing"	"madrigals"	"saith"	"the"	"poet"	"and"	"no"	"better"	"description"	"of"	"the"	"madrigal"	"of"	"the"	"deller_consort"	"could"	"be"	"imagine"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"of"	"together"	"practice"	"-"	"practice_of"	"of_together"	"together_-"	"the_practice_of"	"practice_of_together"	"of_together_-"	"together_-_choruses"	"DT"	"NN"	"IN"	"VB"	"RB"	"ε"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"even"	"after"	"elizabethan"	"traditions"	"were"	"weaken"	"the"	"cromwellian"	"interregnum"	"the"	"practice"	"of"	"sing"	"together"	"choruses"	"catches"	"and"	"glees"	"always"	"flourish"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"and"	"music"	"tradition"	"by"	"tradition_and"	"and_music"	"music_by"	"their_tradition_and"	"tradition_and_music"	"and_music_by"	"music_by_their"	"PRP$"	"NN"	"CC"	"VB"	"NN"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"naturally"	"mr._deller"	"and"	"the"	"singers"	"in"	"his"	"troupe"	"be"	"most"	"and"	"elegant"	"when"	"they"	"be"	"squarely"	"in"	"their"	"tradition"	"and"	"sing"	"music"	"by"	"their"	"countrymen"	"william_byrd"	"thomas_morley"	"and"	"thomas_tomkins"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"were"	"as"	"countries"	"solos"	"countries_were"	"were_as"	"as_solos"	"fifteen_countries_were"	"countries_were_as"	"were_as_solos"	"as_solos_and"	"CD"	"NNS"	"VBD"	"VB"	"IN"	"NNS"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"selections"	"from"	"countries"	"were"	"sing"	"as"	"solos"	"and"	"duets"	"in"	"a"	"broad"	"range"	"of"	"languages"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"and"	"about"	"bar"	"the"	"bar_and"	"and_about"	"about_the"	"a_bar_and"	"bar_and_about"	"and_about_the"	"about_the_unlamented"	"DT"	"NN"	"CC"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"susan_johnson"	"as"	"the"	"widow"	"spend"	"the"	"first_half"	"the"	"play"	"run"	"a"	"bar"	"and"	"sing"	"about"	"the"	"unlamented"	"death"	"of"	"her"	"late"	"husband"	"and"	"the"	"second_half"	"try"	"to"	"acquire"	"a"	"new"	"one"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"who"	"and"	"groups"	"set"	"groups_who"	"who_and"	"and_set"	"or_groups_who"	"groups_who_and"	"who_and_set"	"and_set_the"	"CC"	"NNS"	"WP"	"VB"	"CC"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"rouben_ter-arutunian"	"in"	"his"	"stage_settings"	"often"	"use"	"the"	"scrim"	"curtain"	"which"	"mr._cole"	"has"	"place"	"couples"	"or"	"groups"	"who"	"sing"	"and"	"set"	"the"	"mood"	"for"	"the"	"scenes"	"which"	"are"	"to"	"follow"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"to"	"them"	"psalmist"	"in"	"psalmist_to"	"to_them"	"them_in"	"the_psalmist_to"	"psalmist_to_them"	"to_them_in"	"them_in_his"	"DT"	"NN"	"TO"	"VB"	"PRP"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"well"	"you"	"say"	"those"	"be"	"beautiful"	"words"	"all_right"	"but"	"be"	"easy"	"for"	"the"	"psalmist"	"to"	"sing"	"them"	"in"	"his"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"to"	"christmas"	"groups"	"songs"	"groups_to"	"to_christmas"	"christmas_songs"	"foreign_groups_to"	"groups_to_christmas"	"to_christmas_songs"	"christmas_songs_from"	"JJ"	"NNS"	"TO"	"VB"	"NNP"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"won"	"n't"	"be"	"a"	"tea"	"however"	"but"	"more"	"of"	"an"	"international"	"folk"	"festival"	"with"	"singers"	"from"	"chicago"	"foreign"	"groups"	"to"	"sing"	"christmas"	"songs"	"from"	"around"	"the"	"world"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"they"	"be"	"program"	"at_least"	"program_they"	"they_be"	"be_at_least"	"the_program_they"	"program_they_be"	"they_be_at_least"	"be_at_least_two-thirds"	"DT"	"NN"	"PRP"	"VB"	"VB"	"RB"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"actually"	"the"	"they"	"sing"	"be"	"at_least"	"two-thirds"	"serious"	"and"	"high-minded"	"and"	"they"	"sing"	"it"	"beautifully"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"they"	"it"	"and"	"beautifully"	"and_they"	"they_it"	"it_beautifully"	",_and_they"	"and_they_it"	"they_it_beautifully"	"it_beautifully_."	"ε"	"CC"	"PRP"	"VB"	"PRP"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"actually"	"the"	"program"	"they"	"sing"	"be"	"at_least"	"serious"	"and"	"high-minded"	"and"	"they"	"sing"	"it"	"beautifully"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"dixon_boyd"	"a"	"named"	"durante"	"named_dixon_boyd"	"dixon_boyd_a"	"a_durante"	"soprano_named_dixon_boyd"	"named_dixon_boyd_a"	"dixon_boyd_a_durante"	"a_durante_solo"	"NN"	"JJ"	"NNP"	"VB"	"DT"	"NNP"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"boy"	"named"	"dixon_boyd"	"sing"	"a"	"durante"	"solo"	"motet"	"and"	"a_few"	"passages"	"enchantingly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	","	"tearfully"	"chicago"	"about"	"chicago_,"	",_tearfully"	"tearfully_about"	"from_chicago_,"	"chicago_,_tearfully"	",_tearfully_about"	"tearfully_about_the"	"IN"	"NN"	"ε"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"though"	"there"	"be"	"an"	"occasional"	"good-natured"	"chuckle"	"person"	"the"	"jewish"	"officer"	"from"	"chicago"	"sing"	"tearfully"	"about"	"the"	"old"	"sod"	"no_one"	"really"	"think"	"it"	"be"	"strange"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"and"	"for"	"play"	"them"	"play_and"	"and_for"	"for_them"	"who_play_and"	"play_and_for"	"and_for_them"	"for_them_in"	"WP"	"VB"	"CC"	"VB"	"IN"	"PRP"	"IN"	"following"	"year"	"her"	"father"	"undertake"	"to"	"give"	"a"	"course"	"in"	"hebrew"	"theology"	"to"	"group"	"student"	"and"	"this"	"bring"	"to"	"the"	"person"	"house"	"a"	"group"	"of"	"bright"	"young"	"jew"	"who"	"had"	"come"	"to"	"baltimore"	"to"	"study"	"and"	"who"	"enjoy"	"being"	"feed"	"and"	"mother"	"by"	"mamma"	"and"	"entertain"	"by"	"person"	"and"	"person"	"play"	"and"	"for"	"them"	"in"	"the"	"upstairs"	"sitting_room"	"on"	"sunday"	"evening"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"had"	"a"	"she"	"note"	"she_had"	"had_a"	"a_note"	"before_she_had"	"she_had_a"	"had_a_note"	"a_note_."	"IN"	"PRP"	"VBD"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"her"	"entrance"	"in"	"scene_2_,_act_1"	"bring"	"some"	"applause"	"even"	"before"	"she"	"had"	"sing"	"a"	"note"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"person"	"person"	"∅"	"in"	"∅_person"	"person_person"	"person_in"	"∅_∅_person"	"∅_person_person"	"person_person_in"	"person_in_glorious"	"ε"	"ε"	"NNP"	"VB"	"NNP"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sing"	"person"	"in"	"glorious"	"voice"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
