"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"
"1:06:01::"	"back"	"."	"the"	"∅"	"the_back"	"back_."	"._∅"	"to_the_back"	"the_back_."	"back_._∅"	"._∅_∅"	"VB"	"DT"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"resignedly"	"person"	"turn"	"the"	"back"	"door"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"open"	";"	"the"	"person"	"the_open"	"open_;"	";_person"	"of_the_open"	"the_open_;"	"open_;_person"	";_person_remember"	"IN"	"DT"	"JJ"	"NN"	"ε"	"NNP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"she"	"was"	"talk"	"of"	"person"	"when"	"see"	"the"	"black"	"line"	"of"	"the"	"open"	"door"	"person"	"remember"	"it"	"clearly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"and"	"open"	"surprise"	"open_the"	"the_and"	"and_surprise"	",_open_the"	"open_the_and"	"the_and_surprise"	"and_surprise_a"	"ε"	"VB"	"DT"	"NN"	"CC"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"start"	"back"	"for"	"the"	"house"	"see"	"light"	"in"	"the"	"office"	"open"	"the"	"door"	"and"	"surprise"	"a"	"domestic"	"little"	"scene"	"which"	"be"	"far"	"outside"	"the"	"dark"	"realm"	"of"	"murder"	"or"	"attempted"	"murder"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:01::"	"kitchen"	"the"	"the"	"answer"	"the_kitchen"	"kitchen_the"	"the_answer"	"reach_the_kitchen"	"the_kitchen_the"	"kitchen_the_answer"	"the_answer_present"	"VB"	"DT"	"NN"	"NN"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"she"	"the"	"kitchen"	"door"	"the"	"answer"	"present"	"itself"	"if"	"she"	"tell"	"anyone"	"of"	"the"	"opium"	"it"	"must"	"be"	"person"	"her"	"husband"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:01::"	"kitchen"	","	"the"	"catch_one's_breath"	"the_kitchen"	"kitchen_,"	",_catch_one's_breath"	"at_the_kitchen"	"the_kitchen_,"	"kitchen_,_catch_one's_breath"	",_catch_one's_breath_her"	"IN"	"DT"	"NN"	"NN"	"ε"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"pause"	"the"	"kitchen"	"door"	"catch_one's_breath"	"her"	"breath"	"tell"	"herself"	"firmly"	"that"	"the"	"opium"	"be"	"only"	"an"	"attempt"	"to"	"frighten"	"her"	"and"	"go_into"	"the"	"kitchen"	"where"	"person"	"was"	"eye"	"the"	"chicken"	"dismally"	"and"	"person"	"was"	"clean"	"lamp_chimney"	
"1:06:01::"	"the"	"."	"toward"	"∅"	"toward_the"	"the_."	"._∅"	"start_toward_the"	"toward_the_."	"the_._∅"	"._∅_∅"	"VB"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"vastly"	"relieved"	"person"	"nod"	"start"	"toward"	"the"	"door"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"house"	"bang"	"the"	"open"	"the_house"	"house_bang"	"bang_open"	",_the_house"	"the_house_bang"	"house_bang_open"	"bang_open_."	"ε"	"DT"	"NN"	"NN"	"VB"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"person"	"had"	"the"	"house"	"door"	"bang"	"open"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"and"	"beside"	"wait"	"beside_the"	"the_and"	"and_wait"	"move_over_beside_the"	"beside_the_and"	"the_and_wait"	"and_wait_."	"VB"	"IN"	"DT"	"NN"	"CC"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"beside"	"the"	"door"	"and"	"wait"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"."	"rattle"	"∅"	"rattle_the"	"the_."	"._∅"	"someone_rattle_the"	"rattle_the_."	"the_._∅"	"._∅_∅"	"NN"	"VB"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"painfully"	"get"	"to"	"foot"	"as"	"someone"	"rattle"	"the"	"door"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	","	"open"	"grab"	"open_the"	"the_,"	",_grab"	"person_open_the"	"open_the_,"	"the_,_grab"	",_grab_person"	"NNP"	"VB"	"DT"	"NN"	"ε"	"VB"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"the"	"door"	"grab"	"person"	"by"	"the"	"shoulder"	"and"	"pull"	"him"	"into"	"the"	"barn"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:01::"	"the"	"."	"through"	"∅"	"through_the"	"the_."	"._∅"	"stumble_through_the"	"through_the_."	"the_._∅"	"._∅_∅"	"VB"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"through"	"the"	"door"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"cabin"	"."	"the"	"∅"	"the_cabin"	"cabin_."	"._∅"	"to_the_cabin"	"the_cabin_."	"cabin_._∅"	"._∅_∅"	"TO"	"DT"	"NN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"the"	"message"	"tack"	"to"	"the"	"cabin"	"door"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"you"	"with"	"have"	"with_the"	"the_you"	"you_have"	"toilet_with_the"	"with_the_you"	"the_you_have"	"you_have_to"	"NN"	"IN"	"DT"	"NN"	"PRP"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"back"	"at"	"the"	"group"	"with"	"the"	"old_maid"	"back"	"there"	"she"	"be"	"the"	"young"	"clerk"	"and"	"she"	"be"	"thirty-four"	"which"	"make"	"her"	"young"	"enough"	"to"	"resent"	"the"	"usual"	"ideal"	"condition"	"like"	"the"	"unventilated"	"toilet"	"with"	"the"	"door"	"you"	"have"	"to"	"hold"	"shut"	"while"	"you"	"sit_down"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"open"	"∅"	"and"	"∅_the"	"the_open"	"open_and"	"∅_∅_the"	"∅_the_open"	"the_open_and"	"open_and_three"	"ε"	"ε"	"DT"	"NN"	"VB"	"CC"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"door"	"open"	"and"	"three"	"man"	"and"	"a"	"woman"	"in"	"a"	"sari"	"sweep"	"past"	"him"	"and"	"down_the_stairs"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"inner"	";"	"the"	"the"	"the_inner"	"inner_;"	";_the"	"open_the_inner"	"the_inner_;"	"inner_;_the"	";_the_cooking"	"VB"	"DT"	"JJ"	"NN"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"the"	"inner"	"door"	"the"	"cooking"	"odor"	"be"	"strong"	"all_over"	"the"	"city"	"at"	"this"	"hour"	"housewife"	"would"	"be"	"fuss"	"over"	"stove"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:01::;1:06:00::"	"the"	"."	"of"	"∅"	"of_the"	"the_."	"._∅"	"side_of_the"	"of_the_."	"the_._∅"	"._∅_∅"	"NN"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"his"	"thought"	"were"	"scatter"	"by"	"the"	"sharp"	"of"	"a"	"rifle"	"from"	"the"	"side"	"of"	"the"	"door"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"right-hand"	","	"the"	"whose"	"the_right-hand"	"right-hand_,"	",_whose"	"unwire_the_right-hand"	"the_right-hand_,"	"right-hand_,_whose"	",_whose_window"	"VB"	"DT"	"JJ"	"NN"	"ε"	"WP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"the"	"right-hand"	"door"	"whose"	"window"	"be"	"like"	"the"	"left"	"one"	"merely"	"loosely"	"taped"	"fragment"	"of"	"glass"	"and"	"person"	"wad"	"himself"	"into"	"a"	"narrow"	"seat"	"make"	"still"	"more"	"narrow"	"by"	"three"	"case"	"of"	"beer"	"0"	"0"	
"1:06:01::"	"a"	"somewhere"	"over"	","	"over_a"	"a_somewhere"	"somewhere_,"	"painted_over_a"	"over_a_somewhere"	"a_somewhere_,"	"somewhere_,_abandon"	"JJ"	"IN"	"DT"	"NN"	"RB"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"what"	"be"	"that"	"old"	"sign"	"to"	"be"	"painted"	"over"	"a"	"door"	"somewhere"	"abandon"	"hope"	"all"	"ye"	"who"	"enter"	"here"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:01::"	"the"	"."	"at"	"∅"	"at_the"	"the_."	"._∅"	"connection_at_the"	"at_the_."	"the_._∅"	"._∅_∅"	"NN"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"occasion"	"on"	"which"	"everyone"	"already"	"know"	"everyone"	"else"	"and"	"the"	"host"	"wish"	"them"	"to"	"meet"	"one"	"or"	"a_few"	"honored"	"newcomer"	"then"	"the"	"open_house"	"system"	"be"	"advantageous"	"because"	"the"	"honored"	"guest"	"be"	"fixed"	"connective"	"point"	"and"	"the"	"drifting"	"guest"	"make"	"and"	"break"	"connection"	"at"	"the"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
