"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"
"1:07:00::"	"onset"	"and"	"'s"	"the"	"'s_onset"	"onset_and"	"and_the"	"child_'s_onset"	"'s_onset_and"	"onset_and_the"	"and_the_corresponding"	"NN"	"POS"	"NN"	"NN"	"CC"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"dot"	"on"	"one"	"end"	"of"	"each"	"arrow"	"indicate"	"extent"	"difference"	"in"	"month"	"between"	"the"	"child"	"onset"	"age"	"and"	"the"	"corresponding"	"mean"	"age"	"for"	"the"	"growth"	"center"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"mean"	"for"	"corresponding"	"the"	"corresponding_mean"	"mean_for"	"for_the"	"the_corresponding_mean"	"corresponding_mean_for"	"mean_for_the"	"for_the_growth"	"DT"	"JJ"	"JJ"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"dot"	"on"	"one"	"end"	"of"	"each"	"arrow"	"indicate"	"extent"	"of"	"difference"	"month"	"between"	"the"	"child"	"onset"	"age"	"and"	"the"	"corresponding"	"mean"	"age"	"for"	"the"	"growth"	"center"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"onset"	"and"	"analyze"	"completion"	"analyze_onset"	"onset_and"	"and_completion"	"of_analyze_onset"	"analyze_onset_and"	"onset_and_completion"	"and_completion_age"	"IN"	"VB"	"NN"	"NN"	"CC"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"have"	"attempt"	"to"	"simplify"	"extensive"	"task"	"of"	"analyze"	"onset"	"age"	"and"	"completion"	"age"	"of"	"each"	"child"	"more_than"	"value"	"for"	"the"	"entire"	"group"	"by"	"construct"	"figure"	"for"	"each"	"of"	"the"	"center"	"so"	"that"	"the"	"data"	"for"	"all"	"boy"	"and"	"of"	"the"	"girl"	"will"	"appear"	"together"	"for"	"each"	"growth"	"center"	"0"	"0"	"0"	"0"	
"1:07:00::"	"completion"	"of"	"and"	"each"	"and_completion"	"completion_of"	"of_each"	"age_and_completion"	"and_completion_of"	"completion_of_each"	"of_each_child"	"NN"	"CC"	"NN"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"have"	"attempt"	"to"	"simplify"	"the"	"task"	"of"	"analyze"	"onset"	"age"	"and"	"completion"	"age"	"of"	"each"	"child"	"more_than"	"value"	"for"	"the"	"entire"	"group"	"by"	"construct"	"figure"	"for"	"each"	"of"	"the"	"center"	"so"	"that"	"the"	"data"	"for"	"all"	"boy"	"and"	"of"	"the"	"girl"	"will"	"appear"	"together"	"for"	"each"	"growth"	"center"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"onset"	"and"	"from"	"completion"	"from_onset"	"onset_and"	"and_completion"	"construct_from_onset"	"from_onset_and"	"onset_and_completion"	"and_completion_age"	"VB"	"IN"	"NN"	"NN"	"CC"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"following"	"summary"	"base"	"on"	"figure"	"and"	"be"	"an"	"example"	"of"	"one"	"of"	"interpret"	"the"	"figure"	"construct"	"from"	"onset"	"age"	"and"	"completion"	"age"	"of"	"individual"	"child"	"with_respect_to"	"the"	"appropriate"	"mean"	"age"	"for"	"each"	"growth"	"center"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"completion"	"of"	"and"	"individual"	"and_completion"	"completion_of"	"of_individual"	"age_and_completion"	"and_completion_of"	"completion_of_individual"	"of_individual_child"	"NN"	"CC"	"NN"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"following"	"summary"	"base"	"on"	"figure"	"and"	"be"	"an"	"example"	"of"	"one"	"way"	"interpret"	"the"	"figure"	"construct"	"from"	"onset"	"age"	"and"	"completion"	"age"	"of"	"individual"	"child"	"with_respect_to"	"the"	"appropriate"	"mean"	"age"	"for"	"each"	"growth"	"center"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"mean"	"for"	"appropriate"	"each"	"appropriate_mean"	"mean_for"	"for_each"	"the_appropriate_mean"	"appropriate_mean_for"	"mean_for_each"	"for_each_growth"	"DT"	"JJ"	"JJ"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"following"	"summary"	"base"	"figure"	"and"	"be"	"an"	"example"	"of"	"one"	"way"	"of"	"interpret"	"the"	"figure"	"construct"	"from"	"onset"	"and"	"completion"	"age"	"of"	"individual"	"child"	"with_respect_to"	"the"	"appropriate"	"mean"	"age"	"for"	"each"	"growth"	"center"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"onset"	"in"	"of"	"forecast"	"of_onset"	"onset_in"	"in_forecast"	"value_of_onset"	"of_onset_in"	"onset_in_forecast"	"in_forecast_their"	"NN"	"IN"	"NN"	"NN"	"IN"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"similar"	"analysis"	"of"	"figure"	"for"	"the"	"boy"	"would"	"necessitate"	"a"	"different"	"conclusion"	"about"	"the"	"predictive"	"value"	"of"	"onset"	"age"	"in"	"forecast"	"their"	"attainment"	"of"	"the"	"pubescent"	"stage"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"onset"	"and"	"the"	"completion"	"the_onset"	"onset_and"	"and_completion"	"of_the_onset"	"the_onset_and"	"onset_and_completion"	"and_completion_age"	"IN"	"DT"	"NN"	"NN"	"CC"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"after"	"the"	"figure"	"had"	"been"	"draw"	"like"	"figure"	"classification"	"of"	"the"	"onset"	"age"	"and"	"completion"	"age"	"be"	"summarize"	"from"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"completion"	"be"	"and"	"summarize"	"and_completion"	"completion_be"	"be_summarize"	"age_and_completion"	"and_completion_be"	"completion_be_summarize"	"be_summarize_from"	"NN"	"CC"	"NN"	"NN"	"VB"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"after"	"the"	"figure"	"had"	"been"	"draw"	"like"	"figure"	"and"	"of"	"the"	"onset"	"age"	"and"	"completion"	"age"	"be"	"summarize"	"from"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:02::"	"late"	"."	"into"	"∅"	"into_late"	"late_."	"._∅"	"pattern_into_late"	"into_late_."	"late_._∅"	"._∅_∅"	"NN"	"IN"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"same"	"conclusion"	"can"	"be"	"draw"	"from"	"the"	"physical"	"evidence"	"of"	"the"	"dark_ages"	"from"	"linguistic"	"distribution"	"from"	"the"	"survival"	"of"	"early"	"social"	"political"	"and"	"religious"	"pattern"	"into"	"late"	"age"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:02::"	"the"	"of"	","	"homer"	",_the"	"the_of"	"of_homer"	"bc_,_the"	",_the_of"	"the_of_homer"	"of_homer_'s"	"NN"	"ε"	"DT"	"NN"	"IN"	"NN"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"landscape"	"of"	"greek"	"history"	"broaden"	"widely"	"and"	"rather"	"in"	"the"	"eighth"	"century"	"bc"	"the"	"age"	"of"	"homer"	"rosy"	"fingered"	"dawn"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:02::"	"the"	"of"	"to"	"revolution"	"to_the"	"the_of"	"of_revolution"	"connected_to_the"	"to_the_of"	"the_of_revolution"	"of_revolution_itself"	"JJ"	"TO"	"DT"	"NN"	"IN"	"NN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"this"	"principle"	"of"	"division"	"i"	"must"	"postpone"	"evolution"	"of"	"sculpture"	"architecture"	"society"	"and"	"politics"	"for"	"development"	"in"	"these"	"area"	"make_sense"	"only"	"if"	"they"	"be"	"connected"	"to"	"the"	"age"	"of"	"revolution"	"itself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"scholastic"	"at"	"the"	"a"	"the_scholastic"	"scholastic_at"	"at_a"	"in_the_scholastic"	"the_scholastic_at"	"scholastic_at_a"	"at_a_reduced"	"IN"	"DT"	"JJ"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"bill"	"is"	"design"	"to"	"provide"	"special"	"for"	"more"	"deaf"	"student"	"in"	"the"	"scholastic"	"age"	"at"	"a"	"reduced"	"cost"	"to"	"the"	"state"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:02::"	"an"	"when"	"position"	"armor"	"position_an"	"an_when"	"when_armor"	"ridiculous_position_an"	"position_an_when"	"an_when_armor"	"when_armor_had"	"JJ"	"IN"	"DT"	"NN"	"WRB"	"NN"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"his"	"addlebrained"	"knight-errant"	"self"	"appointed"	"the"	"ridiculous"	"position"	"an"	"age"	"when"	"armor"	"had"	"already"	"been"	"relegate"	"to"	"museum"	"and"	"the"	"chivalrous"	"code"	"of"	"knight_errantry"	"had"	"become"	"a"	"joke"	"be"	"as"	"person"	"no_doubt"	"intend"	"a"	"gaunt"	"but"	"gracious"	"symbol"	"of"	"good"	"move"	"soberly"	"and"	"sincerely"	"in"	"a"	"world"	"of"	"cynic"	"hypocrite"	"and"	"rogue"	"0"	
"1:07:00::"	"his"	"as"	"and"	"71"	"and_his"	"his_as"	"as_71"	"''_and_his"	"and_his_as"	"his_as_71"	"as_71_."	"ε"	"CC"	"PRP$"	"NN"	"IN"	"CD"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"petition"	"list"	"the"	"mayor"	"occupation"	"attorney"	"and"	"his"	"age"	"as"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
