"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"
"1:14:00::"	"vector"	"over"	"dimensional"	"an"	"dimensional_vector"	"vector_over"	"over_an"	"finite_dimensional_vector"	"dimensional_vector_over"	"vector_over_an"	"over_an_algebraically"	"JJ"	"JJ"	"NN"	"NN"	"IN"	"DT"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"let"	"v"	"be"	"finite"	"dimensional"	"vector"	"space"	"over"	"an"	"algebraically"	"closed"	"field"	"f"	"e.g."	"the"	"field"	"of"	"complex_number"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"vector"	"over"	"on"	"an"	"on_vector"	"vector_over"	"over_an"	"linear_operator_on_vector"	"on_vector_over"	"vector_over_an"	"over_an_algebraically"	"NN"	"IN"	"NN"	"NN"	"IN"	"DT"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"from"	"these"	"result"	"one"	"see"	"that"	"study"	"of"	"linear_operator"	"on"	"vector"	"space"	"over"	"an"	"algebraically"	"closed"	"field"	"is"	"essentially"	"reduce"	"to"	"the"	"study"	"of"	"nilpotent"	"operator"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"vector"	"v"	"the"	"be"	"the_vector"	"vector_v"	"v_be"	"that_the_vector"	"the_vector_v"	"vector_v_be"	"v_be_finite"	"IN"	"DT"	"NN"	"NN"	"NN"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"primary"	"decomposition"	"theorem"	"it"	"not"	"necessary"	"that"	"the"	"vector"	"space"	"v"	"be"	"finite"	"dimensional"	"nor"	"be"	"it"	"necessary"	"for"	"part"	"a"	"and"	"b"	"that"	"p"	"be"	"the"	"minimal"	"polynomial"	"for"	"t"	"0"	"0"	
"1:14:00::"	"the"	"of"	"be"	"all"	"be_the"	"the_of"	"of_all"	"v_be_the"	"be_the_of"	"the_of_all"	"of_all_n"	"NN"	"VB"	"DT"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"let"	"n"	"be"	"a"	"and"	"let"	"v"	"be"	"the"	"space"	"of"	"all"	"n"	"times"	"continuously"	"differentiable"	"function"	"f"	"on"	"the"	"real"	"line"	"which"	"satisfy"	"the"	"differential_equation"	"f"	"where"	"f"	"be"	"some"	"fixed"	"constant"	
"1:14:00::"	"vector"	","	"complex"	"and"	"complex_vector"	"vector_,"	",_and"	"be_complex_vector"	"complex_vector_,"	"vector_,_and"	",_and_*"	"VB"	"JJ"	"NN"	"NN"	"ε"	"CC"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"we"	"are"	"discuss"	"differentiable"	"complex"	"valued"	"function"	"f"	"and"	"v"	"be"	"complex"	"vector"	"space"	"and"	"f"	"may"	"be"	"any"	"complex_number"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"the"	"of"	"describe"	"solution"	"describe_the"	"the_of"	"of_solution"	"to_describe_the"	"describe_the_of"	"the_of_solution"	"of_solution_to"	"TO"	"VB"	"DT"	"NN"	"IN"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"the"	"space"	"of"	"solution"	"to"	"f"	"one"	"must"	"know"	"something"	"about"	"differential_equation"	"that_is"	"one"	"must"	"know"	"something"	"about"	"d"	"other_than"	"fact"	"that"	"it"	"be"	"a"	"linear_operator"	"0"	"0"	"0"	
"1:15:00::"	"sample"	"."	"a"	"∅"	"a_sample"	"sample_."	"._∅"	"in_a_sample"	"a_sample_."	"sample_._∅"	"._∅_∅"	"IN"	"DT"	"NN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"chapter"	"and"	"we"	"answer"	"question"	"like"	"those"	"in"	"the"	"usually"	"by"	"count"	"point"	"in"	"a"	"sample"	"space"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"in"	"with"	"object"	"the"	"object_in"	"in_with"	"with_the"	"locate_object_in"	"object_in_with"	"in_with_the"	"with_the_sense_of_touch"	"VB"	"NN"	"IN"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"the"	"argument"	"is"	"accept"	"as"	"essentially"	"sound"	"up"	"to"	"this"	"point"	"it"	"remain"	"for"	"to"	"consider"	"whether"	"the"	"patient"	"difficulty"	"in"	"orient"	"spatially"	"and"	"in"	"locate"	"object"	"in"	"space"	"with"	"the"	"sense_of_touch"	"can"	"be"	"explain"	"by"	"his"	"defective"	"visual"	"condition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"in"	","	"object"	"it"	"object_in"	"in_,"	",_it"	"see_object_in"	"object_in_,"	"in_,_it"	",_it_see"	"VB"	"NN"	"IN"	"NN"	"ε"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"rather"	"than"	"being"	"deceive"	"the"	"eye"	"is"	"instead"	"of"	"see"	"object"	"in"	"space"	"it"	"see"	"nothing"	"more"	"than"	"a"	"picture"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"sculptural"	"to"	"and"	"which"	"and_sculptural"	"sculptural_to"	"to_which"	"real_and_sculptural"	"and_sculptural_to"	"sculptural_to_which"	"to_which_there"	"JJ"	"CC"	"JJ"	"NN"	"RB"	"RB"	"EX"	"in"	"person"	"cut_out"	"and"	"fold"	"a"	"piece_of_paper"	"in"	"the"	"shape"	"of"	"a"	"guitar"	"to"	"this"	"he"	"glue"	"and"	"fit"	"piece_of_paper"	"and"	"four"	"taut"	"string"	"thus"	"create"	"a"	"sequence"	"of"	"flat"	"surface"	"real"	"and"	"sculptural"	"to"	"which"	"there"	"cling"	"only"	"the"	"vestige"	"of"	"a"	"picture_plane"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"into"	"."	"blaze_out"	"∅"	"blaze_out_into"	"into_."	"._∅"	"would_blaze_out_into"	"blaze_out_into_."	"into_._∅"	"._∅_∅"	"MD"	"VB"	"IN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"know"	"that"	"when"	"that"	"side"	"of"	"earth"	"into"	"the"	"night"	"zone"	"location"	"would"	"blaze_out"	"into"	"space"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"∅"	"in"	"∅"	"any"	"∅_∅"	"∅_in"	"in_any"	"∅_∅_∅"	"∅_∅_in"	"∅_in_any"	"in_any_form"	"ε"	"ε"	"ε"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"any"	"form"	"is"	"completely"	"measure"	"by"	"the"	"three"	"dimension"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"in"	"because"	"material"	"of"	"material_in"	"in_because"	"because_of"	"micrometeoritic_material_in"	"material_in_because"	"in_because_of"	"because_of_the"	"JJ"	"NN"	"IN"	"NN"	"IN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"there"	"be"	"a"	"loss"	"of"	"micrometeoritic"	"material"	"in"	"space"	"because"	"of"	"the"	"radiation"	"effect"	"there"	"must"	"be"	"a"	"continual"	"replenishment"	"micrometeorite"	"would"	"have"	"disappear"	"from"	"interplanetary_space"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"in"	"."	"flux"	"∅"	"flux_in"	"in_."	"._∅"	"micrometeorite_flux_in"	"flux_in_."	"in_._∅"	"._∅_∅"	"NN"	"NN"	"IN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"cannot"	"make"	"a"	"very"	"guess"	"about"	"the"	"micrometeorite"	"flux"	"in"	"space"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
