"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"
"2:41:02::"	"class"	"quite"	"experimental"	"a"	"experimental_class"	"class_quite"	"quite_a"	"this_experimental_class"	"experimental_class_quite"	"class_quite_a"	"quite_a_variety"	"DT"	"JJ"	"NN"	"VB"	"RB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"class"	"represent"	"quite"	"a"	"variety"	"of"	"students"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:02::"	"that"	"the"	"factor"	"number"	"factor_that"	"that_the"	"the_number"	"added_factor_that"	"factor_that_the"	"that_the_number"	"the_number_of"	"JJ"	"NN"	"WDT"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"actually"	"the"	"engine"	"displacement"	"formula"	"be"	"the"	"standard"	"formula"	"for"	"compute"	"the"	"volume"	"of"	"a"	"cylinder"	"of"	"any"	"type"	"with"	"added"	"factor"	"that"	"represent"	"the"	"number"	"of"	"cylinders"	"in"	"the"	"engine"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	")"	"a"	"exhibit"	"high"	"exhibit_)"	")_a"	"a_high"	"present_exhibit_)"	"exhibit_)_a"	")_a_high"	"a_high_standard"	"JJ"	"NN"	"ε"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"collected"	"works"	"of"	"james_thurber"	"now"	"number"	"include"	"the"	"present"	"exhibit"	"represent"	"a"	"high"	"standard"	"of"	"literary"	"excellence"	"as"	"every"	"schoolboy"	"know"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"changes"	"in_effect"	"these"	","	"these_changes"	"changes_in_effect"	"in_effect_,"	"∅_these_changes"	"these_changes_in_effect"	"changes_in_effect_,"	"in_effect_,_a"	"ε"	"DT"	"NNS"	"VB"	"RB"	"ε"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"changes"	"represent"	"in_effect"	"a"	"shift"	"from"	"an"	"administrative"	"compilation"	"of"	"data"	"obtain"	"through"	"procedures"	"design"	"primarily"	"to"	"serve"	"political"	"and"	"economic"	"objectives"	"to"	"a"	"systematic"	"sampling"	"census"	"of"	"the"	"whole"	"african"	"population"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:02::"	"lo_shu"	"these"	"the"	"two"	"the_lo_shu"	"lo_shu_these"	"these_two"	"of_the_lo_shu"	"the_lo_shu_these"	"lo_shu_these_two"	"these_two_principles"	"IN"	"DT"	"NNP"	"VB"	"DT"	"CD"	"NNS"	"we"	"have"	"already"	"see"	"that"	"odd"	"numbers"	"were"	"consider"	"as"	"be"	"yang"	"while"	"the"	"even"	"numbers"	"be"	"yin"	"so_that"	"the"	"eight"	"outer"	"numbers"	"of"	"the"	"represent"	"these"	"two"	"principles"	"in"	"balanced"	"equilibrium"	"around"	"the"	"axial"	"center"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	","	"sung-shan"	"5"	"in"	"5_,"	",_sung-shan"	"sung-shan_in"	",_5_,"	"5_,_sung-shan"	",_sung-shan_in"	"sung-shan_in_honan"	"ε"	"CD"	"ε"	"VB"	"NNP"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"thus"	"the"	"middle"	"represent"	"sung-shan"	"in"	"honan"	"central_china"	"the"	"t"	"ai-shan"	"in"	"shantung"	"east_china"	"the"	"hwa-shan"	"in"	"shensi"	"west_china"	"the"	"heng-shan"	"in"	"hopei"	"north_china"	"or"	"the"	"mountain"	"with"	"the"	"same"	"name"	"in"	"neighboring"	"shansi"	"and"	"the"	"huo-shan"	"in"	"anhwei"	"which"	"be"	"then"	"the"	"south_sacred_mountain"	"0"	"0"	
"2:41:00::"	"saul_hodosh"	"the"	"∅"	"owners"	"∅_saul_hodosh"	"saul_hodosh_the"	"the_owners"	"∅_∅_saul_hodosh"	"∅_saul_hodosh_the"	"saul_hodosh_the_owners"	"the_owners_."	"ε"	"ε"	"NNP"	"VB"	"DT"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"represent"	"the"	"owners"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:02::"	"4177.37"	"the"	"$"	"last"	"$_4177.37"	"4177.37_the"	"the_last"	"for_$_4177.37"	"$_4177.37_the"	"4177.37_the_last"	"the_last_payment"	"VB"	"ε"	"CD"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"check"	"represent"	"the"	"last"	"payment"	"of"	"a"	"federal"	"grant"	"to"	"rhode_island"	"hospital"	"was"	"present"	"to"	"the"	"hospital"	"administrator"	"oliver_g._pratt"	"yesterday"	"by"	"governor_notte"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:02::"	"embezzlement"	"money"	"the"	"pay"	"the_embezzlement"	"embezzlement_money"	"money_pay"	"of_the_embezzlement"	"the_embezzlement_money"	"embezzlement_money_pay"	"money_pay_to"	"IN"	"DT"	"NN"	"VB"	"NN"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"huff"	"attorney"	"antone_f._gregorio"	"quote"	"his"	"client"	"as"	"that"	"part"	"of"	"the"	"embezzlement"	"represent"	"money"	"pay"	"to"	"huff"	"as"	"attorney"	"for"	"the"	"loan"	"association"	"in"	"satisfaction"	"of"	"mechanic"	"liens"	"on"	"property"	"on_which"	"the"	"association"	"hold"	"mortgages"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"the"	"necessary"	"united_states"	"necessary_to"	"to_the"	"the_united_states"	"be_necessary_to"	"necessary_to_the"	"to_the_united_states"	"the_united_states_as"	"VB"	"JJ"	"TO"	"VB"	"DT"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"attorney_general"	"shall"	"assign"	"such"	"officer"	"and"	"of"	"the"	"department_of_justice"	"as"	"may"	"be"	"necessary"	"to"	"represent"	"the"	"united_states"	"as"	"to"	"any"	"claim"	"of"	"the"	"government"	"of"	"the"	"united_states"	"with_respect_to"	"which"	"the"	"commission"	"have"	"jurisdiction"	"under"	"this"	"title"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"person"	"a"	"of"	"recovery"	"of_person"	"person_a"	"a_recovery"	"trial_of_person"	"of_person_a"	"person_a_recovery"	"a_recovery_of"	"NN"	"IN"	"NNP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"the"	"first"	"collective"	"confrontation"	"of"	"nazi"	"outrage"	"the"	"trial"	"of"	"person"	"represent"	"a"	"recovery"	"of"	"the"	"jew"	"from"	"the"	"shock"	"of"	"the"	"death"	"camp"	"a"	"recovery"	"that"	"take"	"fifteen"	"year"	"and"	"which"	"be"	"still"	"by_no_means"	"complete"	"though"	"let"	"no"	"one"	"believe"	"that"	"it"	"could"	"be"	"hasten"	"by"	"silence"	
"2:32:00::"	"form"	"by"	"each"	"the"	"each_form"	"form_by"	"by_the"	"that_each_form"	"each_form_by"	"form_by_the"	"by_the_dictionary"	"IN"	"DT"	"NN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"only"	"requirement"	"on"	"dictionary"	"information"	"make"	"the"	"text"	"lookup"	"operation"	"be"	"that"	"each"	"form"	"represent"	"by"	"the"	"dictionary"	"be"	"available"	"for"	"lookup"	"in"	"the"	"text"	"form"	"list"	"and"	"that"	"information"	"for"	"each"	"form"	"be"	"available"	"in"	"a"	"sequence"	"identical"	"with"	"the"	"sequence"	"of"	"the"	"form"	"0"	"0"	"0"	"0"	
"2:42:00::"	"it"	"one"	","	"of"	",_it"	"it_one"	"one_of"	"time_,_it"	",_it_one"	"it_one_of"	"one_of_the"	"NN"	"ε"	"PRP"	"VB"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"while"	"roleplaying"	"for"	"testing"	"is"	"not"	"too"	"understand"	"at"	"the"	"present"	"time"	"it"	"represent"	"one"	"of"	"the"	"major"	"use"	"of"	"this"	"procedure"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"word"	"a"	"a"	"larger"	"a_word"	"word_a"	"a_larger"	"when_a_word"	"a_word_a"	"word_a_larger"	"a_larger_construction"	"WRB"	"DT"	"NN"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"word"	"represent"	"a"	"larger"	"construction"	"of"	"which"	"it"	"be"	"the"	"only"	"expressed"	"part"	"it"	"normally"	"have"	"more"	"stress"	"than"	"it"	"would"	"have"	"in"	"fully"	"express"	"construction"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"boyhood"	"a"	"'s"	"minimal"	"'s_boyhood"	"boyhood_a"	"a_minimal"	"person_'s_boyhood"	"'s_boyhood_a"	"boyhood_a_minimal"	"a_minimal_chance"	"NNP"	"POS"	"NN"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"represent"	"a"	"minimal"	"chance"	"of"	"either"	"attain"	"greatness"	"or"	"serve"	"his"	"people"	"so"	"well"	"and"	"over"	"so"	"long"	"a"	"span"	"of"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:02::"	"is"	"by"	"application"	"two"	"application_is"	"is_by"	"by_two"	"household_application_is"	"application_is_by"	"is_by_two"	"by_two_class"	"NN"	"NN"	"VBZ"	"VB"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"hard"	"surface"	"cleaning"	"household"	"application"	"is"	"represent"	"by"	"two"	"class"	"of"	"alkaline"	"product"	"the"	"formulation"	"make"	"expressly"	"for"	"machine"	"dishwasher"	"and"	"the"	"general-purpose"	"cleaner"	"use"	"for"	"wall"	"and"	"woodwork"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:02::"	"be"	"as"	"can"	":"	"can_be"	"be_as"	"as_:"	"develop_can_be"	"can_be_as"	"be_as_:"	"as_:_*"	"VB"	"MD"	"VB"	"VB"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"crude"	"picture"	"of"	"the"	"process"	"thus_far"	"develop"	"can"	"be"	"represent"	"as"	"f"	"the"	"influence"	"of"	"mechanical"	"action"	"on"	"the"	"particle"	"of"	"free"	"soil"	"may"	"be"	"compare"	"to"	"that"	"of"	"kinetic_energy"	"on"	"a"	"molecular"	"scale"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"been"	"on"	"has"	"the"	"has_been"	"been_on"	"on_the"	"which_has_been"	"has_been_on"	"been_on_the"	"on_the_continent"	"WDT"	"VBZ"	"VBN"	"VB"	"IN"	"DT"	"NN"	"0"	"it"	"follow"	"then"	"provided"	"the"	"possibility"	"been"	"exhaust"	"that"	"the"	"only"	"real"	"alternative"	"be"	"the"	"general"	"viewpoint"	"of"	"the"	"left"	"which"	"has"	"been"	"represent"	"the"	"continent"	"by"	"person"	"and"	"to"	"some"	"extent"	"at_least"	"is"	"find"	"in"	"much"	"that"	"be"	"significant"	"in"	"american"	"and"	"english"	"theology"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"typically"	"by"	"three"	"person"	"three_typically"	"typically_by"	"by_person"	"other_than_three_typically"	"three_typically_by"	"typically_by_person"	"by_person_,"	"DT"	"NN"	"RB"	"VB"	"IN"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"may"	"show"	"first"	"that"	"there"	"cannot"	"an"	"alternative"	"other_than"	"three"	"typically"	"represent"	"by"	"person"	"person"	"and"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:02::"	"it"	"a"	"yet"	"very"	"yet_it"	"it_a"	"a_very"	";_yet_it"	"yet_it_a"	"it_a_very"	"a_very_considerable"	"ε"	"RB"	"PRP"	"VB"	"DT"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"in"	"the"	"catholic"	"population"	"of"	"england"	"be"	"still"	"quite"	"small"	"ten"	"percent"	"or"	"million"	"yet"	"it"	"a"	"very"	"considerable"	"percentage"	"of"	"the"	"churchgoing"	"population"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"lawyer"	"the"	"location"	"group"	"location_lawyer"	"lawyer_the"	"the_group"	"a_location_lawyer"	"location_lawyer_the"	"lawyer_the_group"	"the_group_,"	"DT"	"NNP"	"NN"	"VB"	"DT"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"a"	"lawyer"	"represent"	"the"	"group"	"sound"	"the"	"opposition"	"keynote"	"when"	"he"	"say"	"it"	"would"	"force"	"bank"	"to"	"violate"	"their"	"contractual"	"obligation"	"with"	"depositor"	"and"	"undermine"	"the"	"confidence"	"of"	"bank"	"customer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
