"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"
"2:39:00::"	"he"	"at"	"∅"	"the"	"∅_he"	"he_at"	"at_the"	"∅_∅_he"	"∅_he_at"	"he_at_the"	"at_the_looming"	"ε"	"ε"	"PRP"	"VB"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"look"	"at"	"the"	"looming"	"hoods"	"of"	"the"	"supply"	"wagons"	"strike"	"by"	"a"	"new"	"inspiration"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"∅"	","	"∅"	"for_example"	"∅_∅"	"∅_,"	",_for_example"	"∅_∅_∅"	"∅_∅_,"	"∅_,_for_example"	",_for_example_,"	"ε"	"ε"	"ε"	"VB"	"ε"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for_example"	"at"	"the"	"ohio_turnpike"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"plan"	"toward"	"textile"	"modernization"	"textile_plan"	"plan_toward"	"toward_modernization"	"kennedy_textile_plan"	"textile_plan_toward"	"plan_toward_modernization"	"toward_modernization_or"	"NNP"	"NN"	"NN"	"VB"	"IN"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"note"	"too"	"that"	"the"	"textile"	"plan"	"look"	"toward"	"modernization"	"or"	"shrinkage"	"of"	"the"	"u._s."	"textile"	"industry"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"in"	"as"	"∅"	"far"	"∅_in"	"in_as"	"as_far"	"∅_∅_in"	"∅_in_as"	"in_as_far"	"as_far_back"	"ε"	"ε"	"RB"	"VB"	"RB"	"RB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"look"	"as"	"far"	"back"	"as"	"moses"	"thence"	"to"	"cromwell"	"napoleon"	"lincoln"	"churchill"	"and"	"nehru"	"montgomery"	"attempt"	"to"	"trace"	"the"	"stirrings"	"and"	"qualities"	"of"	"great"	"men"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::"	","	"worried"	"reverend_jason"	","	"reverend_jason_,"	",_worried"	"worried_,"	"∅_reverend_jason_,"	"reverend_jason_,_worried"	",_worried_,"	"worried_,_hurry"	"ε"	"NNP"	"ε"	"VB"	"JJ"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"look"	"worried"	"hurry"	"toward"	"us"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"certainly"	"that"	"it"	"way"	"it_certainly"	"certainly_that"	"that_way"	"but_it_certainly"	"it_certainly_that"	"certainly_that_way"	"that_way_from"	"CC"	"PRP"	"RB"	"VB"	"IN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"maybe"	"motel-keeping"	"be"	"n't"	"the"	"nation"	"industry"	"but"	"it"	"certainly"	"look"	"that"	"way"	"from"	"the"	"highway"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"we"	"about"	"if"	"the"	"if_we"	"we_about"	"about_the"	"∅_if_we"	"if_we_about"	"we_about_the"	"about_the_world"	"ε"	"IN"	"PRP"	"VB"	"RB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"look"	"about"	"the"	"world"	"today"	"we"	"can"	"see"	"clearly"	"that"	"there"	"be"	"two"	"especially"	"significant"	"factors"	"shape"	"the"	"future"	"of"	"our"	"civilization"	"science"	"and"	"religion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"to"	"at"	"go"	"it"	"go_to"	"to_at"	"at_it"	"not_go_to"	"go_to_at"	"to_at_it"	"at_it_from"	"RB"	"VB"	"VB"	"VB"	"VB"	"PRP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"feel"	"strongly"	"attached"	"to"	"the"	"hall"	"however"	"and"	"day"	"pass"	"when"	"i"	"did"	"not"	"go"	"to"	"look"	"at"	"it"	"from"	"a"	"distance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"people"	"at"	"young"	"me"	"young_people"	"people_at"	"at_me"	"the_young_people"	"young_people_at"	"people_at_me"	"at_me_doubtingly"	"DT"	"JJ"	"NNS"	"VB"	"VB"	"PRP"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"i"	"mention"	"that"	"for"	"my"	"first"	"long"	"voyage"	"i"	"did"	"not"	"even"	"have"	"the"	"money"	"for"	"the"	"return"	"fare"	"but"	"had"	"trust"	"to"	"luck"	"that"	"i"	"would"	"a"	"sufficient"	"amount"	"the"	"young"	"people"	"look"	"at"	"me"	"doubtingly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"in"	"beyond"	"than"	"the"	"than_in"	"in_beyond"	"beyond_the"	",_than_in"	"than_in_beyond"	"in_beyond_the"	"beyond_the_flux"	"ε"	"IN"	"IN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"some"	"painters"	"have"	"less"	"interest"	"in"	"the"	"experience"	"of"	"the"	"with"	"its"	"attendant"	"urgencies"	"and"	"ambiguities"	"than"	"in"	"look"	"beyond"	"the"	"flux"	"of"	"particular"	"impressions"	"to"	"a"	"higher"	"more"	"serene"	"level"	"of"	"truth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"fred_rankin"	"at"	"∅"	"him"	"∅_fred_rankin"	"fred_rankin_at"	"at_him"	"∅_∅_fred_rankin"	"∅_fred_rankin_at"	"fred_rankin_at_him"	"at_him_."	"ε"	"ε"	"NNP"	"VB"	"VB"	"PRP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"look"	"at"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"brandt"	"as"	","	"though"	",_brandt"	"brandt_as"	"as_though"	"me_,_brandt"	",_brandt_as"	"brandt_as_though"	"as_though_he"	"PRP"	"ε"	"NNP"	"VB"	"IN"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"brandt"	"look"	"as"	"though"	"he"	"could"	"be"	"in_for"	"a"	"fine"	"year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"walker"	"stronger"	"and"	","	"and_walker"	"walker_stronger"	"stronger_,"	"∅_and_walker"	"and_walker_stronger"	"walker_stronger_,"	"stronger_,_seem"	"ε"	"CC"	"NNP"	"VB"	"JJR"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"walker"	"look"	"stronger"	"seem"	"to"	"be"	"throw"	"better"	"than"	"he"	"did"	"last"	"year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"things"	"from"	"way"	"here"	"way_things"	"things_from"	"from_here"	"the_way_things"	"way_things_from"	"things_from_here"	"from_here_at"	"DT"	"NN"	"NNS"	"VB"	"IN"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"of_course"	"this"	"is"	"n't"	"take"	"into"	"consideration"	"the"	"population"	"of"	"and"	"new_york_city"	"but"	"it"	"be"	"the"	"way"	"things"	"look"	"from"	"here"	"at"	"this"	"point"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"stand"	"down"	"he"	"at"	"he_stand"	"stand_down"	"down_at"	"∅_he_stand"	"he_stand_down"	"stand_down_at"	"down_at_her"	"ε"	"PRP"	"VB"	"VB"	"RB"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"stand"	"look"	"down"	"at"	"her"	"for"	"a"	"moment"	"wonder"	"what"	"could"	"have"	"reduce"	"her"	"to"	"this"	"condition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
