"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"
"1:09:00::"	"powdered"	"have"	"a"	"the"	"a_powdered"	"powdered_have"	"have_the"	"from_a_powdered"	"a_powdered_have"	"powdered_have_the"	"have_the_shape"	"IN"	"DT"	"JJ"	"NN"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"spectrum"	"were"	"from"	"a"	"powdered"	"sample"	"have"	"the"	"shape"	"of"	"a"	"right"	"circular"	"cylinder"	"with"	"a"	"height"	"to"	"diameter"	"ratio"	"of"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:00::"	"enough"	"to"	","	"give"	",_enough"	"enough_to"	"to_give"	"of_course_,_enough"	",_enough_to"	"enough_to_give"	"to_give_a"	"RB"	"ε"	"RB"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"dosage"	"in"	"the"	"three"	"level"	"of"	"the"	"vertical"	"profile"	"f"	"this"	"be"	"not"	"of_course"	"enough"	"sample"	"to"	"give"	"a"	"satisfactory"	"description"	"of"	"the"	"vertical"	"diffusion"	"of"	"the"	"aerosol"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"composite"	"were"	"∅"	"collect"	"∅_composite"	"composite_were"	"were_collect"	"∅_∅_composite"	"∅_composite_were"	"composite_were_collect"	"were_collect_at"	"ε"	"ε"	"NN"	"NN"	"VBD"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sample"	"were"	"collect"	"at"	"weekly"	"interval"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"amusing"	"."	"with"	"∅"	"with_amusing"	"amusing_."	"._∅"	"us_with_amusing"	"with_amusing_."	"amusing_._∅"	"._∅_∅"	"PRP"	"IN"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"brevity"	"be"	"the"	"soul"	"of"	"ambiguity"	"as_well"	"wit"	"newspaper"	"headline"	"continually"	"provide"	"us"	"with"	"amusing"	"sample"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"serum"	"were"	"∅"	"obtain"	"∅_serum"	"serum_were"	"were_obtain"	"∅_∅_serum"	"∅_serum_were"	"serum_were_obtain"	"were_obtain_from"	"ε"	"ε"	"NN"	"NN"	"VBD"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sample"	"were"	"obtain"	"from"	"normal"	"group"	"a"	"group"	"b"	"and"	"group"	"o"	"donor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"abo"	"except"	"the"	"that"	"the_abo"	"abo_except"	"except_that"	"for_the_abo"	"the_abo_except"	"abo_except_that"	"except_that_the"	"IN"	"DT"	"NN"	"NN"	"IN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"saline"	"and"	"albumin"	"test"	"perform"	"as"	"describe"	"for"	"the"	"abo"	"sample"	"except"	"that"	"the"	"mixture"	"was"	"incubate"	"for"	"hr"	"at"	"c"	"before"	"centrifugation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"blood"	"were"	"∅"	"allow"	"∅_blood"	"blood_were"	"were_allow"	"∅_∅_blood"	"∅_blood_were"	"blood_were_allow"	"were_allow_to"	"ε"	"ε"	"NN"	"NN"	"VB"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sample"	"were"	"allow"	"to"	"clot"	"at"	"room_temperature"	"for"	"hr"	"centrifuge"	"and"	"the"	"serum"	"was"	"remove"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"concentrated"	"in"	"the"	"a"	"the_concentrated"	"concentrated_in"	"in_a"	"on_the_concentrated"	"the_concentrated_in"	"concentrated_in_a"	"in_a_spinco"	"IN"	"DT"	"JJ"	"NN"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"paper_electrophoresis"	"was"	"on"	"the"	"concentrated"	"sample"	"in"	"a"	"spinco"	"model"	"r"	"cell"	"use"	"barbital"	"buffer"	"ph"	"ionic"	"strength"	"at"	"room_temperature"	"on"	"whatman"	"mm"	"filter_paper"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"serum"	"or"	"whole"	"a"	"whole_serum"	"serum_or"	"or_a"	"a_whole_serum"	"whole_serum_or"	"serum_or_a"	"or_a_chromatographic"	"DT"	"JJ"	"NN"	"NN"	"CC"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"paper_electrophoresis"	"was"	"to"	"be"	"use"	"for"	"eight"	"strip"	"of"	"a"	"whole"	"serum"	"sample"	"or"	"a"	"chromatographic"	"fraction"	"concentrated"	"by"	"negative"	"pressure"	"dialysis"	"were"	"run"	"chamber"	"under"	"the"	"condition"	"describe"	"above"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"several"	"of"	"∅"	"citrate"	"∅_several"	"several_of"	"of_citrate"	"∅_∅_several"	"∅_several_of"	"several_of_citrate"	"of_citrate_plasma"	"ε"	"ε"	"JJ"	"NN"	"IN"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sample"	"of"	"citrate"	"plasma"	"were"	"fractionate"	"in"	"our"	"laboratory"	"by"	"method"	"of"	"person"	"et_al."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
