"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"
"2:30:01::"	"controversy"	"in"	"''"	"the"	"''_controversy"	"controversy_in"	"in_the"	"blue_law_''_controversy"	"''_controversy_in"	"controversy_in_the"	"in_the_form"	"NN"	"ε"	"NN"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"governor"	"move"	"into"	"the"	"blue_law"	"controversy"	"come"	"in"	"the"	"form"	"of"	"a"	"letter"	"to"	"miss_mary_r._grant"	"deputy"	"city"	"clerk"	"of"	"central_falls"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:02::"	"only"	"when"	"should"	"the"	"should_only"	"only_when"	"when_the"	"raises_should_only"	"should_only_when"	"only_when_the"	"when_the_public"	"NN"	"MD"	"RB"	"VB"	"WRB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"say"	"he"	"favor"	"wage"	"increases"	"for"	"workers"	"but"	"manufacturers"	"are"	"in"	"a"	"profit"	"squeeze"	"and"	"raises"	"should"	"only"	"come"	"when"	"the"	"public"	"is"	"condition"	"to"	"higher"	"prices"	"he"	"add"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"cholesterol"	"keys"	"of"	"'s"	"of_cholesterol"	"cholesterol_keys"	"keys_'s"	"out_of_cholesterol"	"of_cholesterol_keys"	"cholesterol_keys_'s"	"keys_'s_main"	"IN"	"IN"	"NN"	"VB"	"NNP"	"POS"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"out"	"cholesterol"	"come"	"keys"	"main"	"messages"	"so_far"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"before"	"to"	"just"	"the"	"just_before"	"before_to"	"to_the"	"∅_just_before"	"just_before_to"	"before_to_the"	"to_the_mosque"	"ε"	"RB"	"IN"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"before"	"come"	"to"	"the"	"mosque"	"entrance"	"i"	"cross"	"the"	"street"	"enter"	"the"	"hippodrome"	"and"	"walk"	"ahead"	"to"	"the"	"obelisk"	"of"	"theodosius"	"originally"	"erect"	"in"	"heliopolis"	"in"	"egypt"	"about"	"b._c."	"by"	"thutmose"	"who"	"also"	"build"	"those"	"now"	"in"	"new_york"	"london"	"and"	"rome"	"at"	"the"	"lateran"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"corner"	"to"	"the"	"a"	"the_corner"	"corner_to"	"to_a"	"beyond_the_corner"	"the_corner_to"	"corner_to_a"	"to_a_small"	"IN"	"DT"	"NN"	"VB"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"take"	"the"	"streetcar"	"back"	"to"	"kaiser"	"fountain"	"i"	"walk"	"ahead"	"then"	"left"	"the"	"street"	"opposite"	"st._sophia"	"and"	"just"	"beyond"	"the"	"corner"	"come"	"to"	"a"	"small"	"one-story"	"building"	"with"	"a"	"red-tile"	"roof"	"which"	"be"	"the"	"entrance"	"to"	"the"	"sunken_palace"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"last"	"the"	"∅"	"retention"	"∅_last"	"last_the"	"the_retention"	"∅_∅_last"	"∅_last_the"	"last_the_retention"	"the_retention_stage"	"ε"	"ε"	"JJ"	"VB"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"come"	"the"	"retention"	"stage"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"then"	"the"	"∅"	"time"	"∅_then"	"then_the"	"the_time"	"∅_∅_then"	"∅_then_the"	"then_the_time"	"the_time_when"	"ε"	"ε"	"RB"	"VB"	"DT"	"NN"	"WRB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"come"	"the"	"time"	"when"	"the"	"last"	"wire"	"is"	"remove"	"and"	"susie"	"walk"	"out"	"a"	"healthier"	"and"	"more"	"attractive"	"girl"	"than"	"when"	"she"	"first"	"go"	"to"	"the"	"orthodontist"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"hands"	"and"	"growing"	"sit"	"growing_hands"	"hands_and"	"and_sit"	"with_growing_hands"	"growing_hands_and"	"hands_and_sit"	"and_sit_beside"	"IN"	"JJ"	"NNS"	"VB"	"CC"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"woman"	"with"	"growing"	"hands"	"come"	"and"	"sit"	"beside"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"geysers"	"faintly"	"of"	"across"	"of_geysers"	"geysers_faintly"	"faintly_across"	"sound_of_geysers"	"of_geysers_faintly"	"geysers_faintly_across"	"faintly_across_the"	"NN"	"IN"	"NNS"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sometimes"	"the"	"sound"	"of"	"geysers"	"come"	"faintly"	"across"	"the"	"plain"	"to"	"the"	"herd"	"of"	"men"	"those"	"who"	"could"	"talk"	"declare"	"it"	"to"	"be"	"the"	"breathing"	"of"	"captain_alvarez"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:03::"	"have"	"under"	"years"	"heavier"	"years_have"	"have_under"	"under_heavier"	"recent_years_have"	"years_have_under"	"have_under_heavier"	"under_heavier_pressure"	"JJ"	"NNS"	"VBP"	"VB"	"IN"	"JJR"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"few"	"business"	"groups"	"recent"	"years"	"have"	"come"	"under"	"heavier"	"pressure"	"to"	"face"	"these"	"realities"	"than"	"real_estate_brokers"	"and"	"home"	"builders"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:04::"	"camelot"	"from"	","	"t._h._white"	",_camelot"	"camelot_from"	"from_t._h._white"	"musicals_,_camelot"	",_camelot_from"	"camelot_from_t._h._white"	"from_t._h._white_'s"	"NNS"	"ε"	"NNP"	"VB"	"VB"	"NNP"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"among"	"the"	"camelot"	"come"	"from"	"t._h._white"	"the"	"once"	"and"	"future_king"	"and"	"novels"	"be"	"the"	"sources"	"of"	"the"	"less_than"	"momentous"	"tenderloin"	"and"	"do"	"re_mi"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"``"	"with"	":"	"me"	":_``"	"``_with"	"with_me"	"he_:_``"	":_``_with"	"``_with_me"	"with_me_to"	"PRP"	"ε"	"ε"	"VB"	"VB"	"PRP"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"with"	"me"	"to"	"the"	"casbah"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
