"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"
"2:29:00::"	"were"	"nothing"	"they"	"but"	"they_were"	"were_nothing"	"nothing_but"	"``_they_were"	"they_were_nothing"	"were_nothing_but"	"nothing_but_their"	"ε"	"PRP"	"VBD"	"VB"	"NN"	"CC"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"wear"	"nothing"	"but"	"their"	"scratches"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:04::"	"here"	"such"	"around"	"heavy"	"around_here"	"here_such"	"such_heavy"	"one_around_here"	"around_here_such"	"here_such_heavy"	"such_heavy_sole"	"NN"	"IN"	"RB"	"VB"	"RB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"no"	"one"	"here"	"wear"	"such"	"heavy"	"sole"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::"	"go_on"	"that"	"to"	"outfit"	"to_go_on"	"go_on_that"	"that_outfit"	"want_to_go_on"	"to_go_on_that"	"go_on_that_outfit"	"that_outfit_''"	"VB"	"VB"	"VB"	"VB"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"i"	"do"	"n't"	"know"	"you"	"want"	"to"	"go_on"	"wear"	"that"	"outfit"	"she"	"say"	"make"	"a"	"face"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:04::"	"he"	"no"	"∅"	"gun"	"∅_he"	"he_no"	"no_gun"	"∅_∅_he"	"∅_he_no"	"he_no_gun"	"no_gun_-"	"ε"	"ε"	"PRP"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"wear"	"no"	"gun"	"a"	"strange"	"omission"	"for"	"a"	"peace_officer"	"in"	"this"	"country"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::"	"for_the_most_part"	"gray"	"clergy"	"or"	"clergy_for_the_most_part"	"for_the_most_part_gray"	"gray_or"	"protestant_clergy_for_the_most_part"	"clergy_for_the_most_part_gray"	"for_the_most_part_gray_or"	"gray_or_some"	"JJ"	"NN"	"RB"	"VB"	"NN"	"CC"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"the"	"clergy"	"for_the_most_part"	"wear"	"gray"	"or"	"some"	"variant"	"from"	"the"	"wholly"	"black"	"suit"	"my"	"roman_collar"	"and"	"black"	"garb"	"usually"	"identify"	"me"	"in"	"england"	"as"	"a"	"roman_catholic"	"cleric"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::"	"'s"	"a"	"new_year's_day"	"mackinaw"	"new_year's_day_'s"	"'s_a"	"a_mackinaw"	"after_new_year's_day_'s"	"new_year's_day_'s_a"	"'s_a_mackinaw"	"a_mackinaw_and"	"IN"	"NN"	"POS"	"VB"	"DT"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"leave"	"his"	"home"	"day"	"after"	"new_year's_day"	"wear"	"a"	"mackinaw"	"and"	"sheepskin"	"mittens"	"and"	"without"	"a"	"hat"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:04::"	","	"rimless"	"manner"	"glasses"	"manner_,"	",_rimless"	"rimless_glasses"	"in_manner_,"	"manner_,_rimless"	",_rimless_glasses"	"rimless_glasses_."	"IN"	"NN"	"ε"	"VB"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"door"	"was"	"answer"	"by"	"a"	"slender"	"man"	"in"	"sixties"	"straight-backed"	"somewhat"	"clerical"	"in"	"manner"	"wear"	"rimless"	"glasses"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::"	"'re"	"it"	"you"	","	"you_'re"	"'re_it"	"it_,"	"and_you_'re"	"you_'re_it"	"'re_it_,"	"it_,_but"	"CC"	"PRP"	"VBP"	"VB"	"PRP"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"still"	"have"	"your"	"hat"	"and"	"you"	"wear"	"it"	"but"	"then"	"it"	"be"	"an"	"extraordinary"	"paper"	"hat"	"and"	"in_addition"	"to"	"anything"	"else"	"you"	"may"	"be"	"you"	"be"	"also"	"the"	"sculptor"	"who"	"create"	"that"	"most"	"peculiar"	"dame"	"out"	"in"	"the"	"backyard"	
"2:29:00::"	"still"	"the"	"was"	"hat"	"was_still"	"still_the"	"the_hat"	"person_was_still"	"was_still_the"	"still_the_hat"	"the_hat_and"	"NNP"	"VBD"	"RB"	"VB"	"DT"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"was"	"still"	"wear"	"the"	"hat"	"and"	"carry"	"the"	"horn"	"because"	"he"	"forget"	"about"	"them"	"he"	"now"	"remember"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::"	"who"	"brown"	"man"	"suit"	"man_who"	"who_brown"	"brown_suit"	"-_man_who"	"man_who_brown"	"who_brown_suit"	"brown_suit_and"	"ε"	"NN"	"WP"	"VB"	"JJ"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"teacher"	"who"	"wear"	"brown"	"suit"	"and"	"have"	"gray"	"hair"	"and"	"pleasant"	"smile"	"come"	"to"	"their"	"table"	"to"	"talk_shop"	"and"	"to"	"be"	"introduce"	"to"	"person"	"and"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::"	","	"a"	"place"	"haunted"	"place_,"	",_a"	"a_haunted"	"the_place_,"	"place_,_a"	",_a_haunted"	"a_haunted_,"	"DT"	"NN"	"ε"	"VB"	"DT"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"droop"	"the"	"place"	"wear"	"a"	"haunted"	"brooding"	"look"	"which"	"person"	"attribute"	"to"	"the"	"baby"	"death"	"until"	"the"	"day"	"a"	"letter"	"come"	"for"	"her"	"addressed"	"to"	"person"	"bear"	"a"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
