"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"
"1:14:00::"	"mixed"	"as"	"a"	"proof"	"a_mixed"	"mixed_as"	"as_proof"	"to_a_mixed"	"a_mixed_as"	"mixed_as_proof"	"as_proof_of"	"TO"	"DT"	"JJ"	"NN"	"IN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"must"	"confess"	"that"	"i"	"prefer"	"the"	"liberal"	"who"	"be"	"personally"	"who"	"be"	"willing"	"to"	"send"	"his"	"own"	"child"	"to"	"a"	"mixed"	"school"	"as"	"proof"	"of"	"his"	"faith"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"in"	","	"still"	"person"	"still_in"	"in_,"	",_person"	"be_still_in"	"still_in_,"	"in_,_person"	",_person_work"	"VB"	"RB"	"IN"	"NN"	"ε"	"NNP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"during"	"the"	"summer"	"while"	"be"	"still"	"in"	"school"	"person"	"work"	"for"	"his"	"father"	"firm"	"as"	"a"	"messenger_boy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"leave"	"and"	"mercer"	"on"	"mercer_leave"	"leave_and"	"and_on"	",_mercer_leave"	"mercer_leave_and"	"leave_and_on"	"and_on_his"	"ε"	"NN"	"VB"	"NN"	"CC"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"the"	"family"	"fail"	"mercer"	"leave"	"school"	"and"	"on"	"his"	"mother"	"urging"	"for"	"she"	"hope"	"that"	"he"	"would"	"become"	"an"	"actor"	"he"	"join"	"a"	"local"	"little"	"theater"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"for"	"achievement"	"capacity"	"."	"capacity_for"	"for_achievement"	"achievement_."	"their_capacity_for"	"capacity_for_achievement"	"for_achievement_."	"achievement_._∅"	"PRP$"	"NN"	"IN"	"NN"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"individual"	"difference"	"in"	"maturation"	"and"	"the"	"development"	"of"	"readiness"	"for"	"learn"	"read"	"indicate"	"that"	"not"	"until"	"the"	"third"	"grade"	"have"	"child"	"have"	"ample"	"opportunity"	"to"	"demonstrate"	"their"	"capacity"	"for"	"school"	"achievement"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"from"	"record"	"intelligence"	"of"	"intelligence_from"	"from_record"	"record_of"	"and_intelligence_from"	"intelligence_from_record"	"from_record_of"	"record_of_the"	"CC"	"NN"	"IN"	"NN"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"purpose"	"of"	"sample"	"selection"	"only"	"individual"	"test"	"were"	"give"	"later"	"obtain"	"group"	"test"	"score"	"of"	"reading"	"achievement"	"and"	"intelligence"	"from"	"school"	"record"	"of"	"the"	"entire"	"third"	"grade"	"population"	"in"	"each"	"school_system"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"of"	"progress"	"aspect"	","	"aspect_of"	"of_progress"	"progress_,"	"every_aspect_of"	"aspect_of_progress"	"of_progress_,"	"progress_,_and"	"DT"	"NN"	"IN"	"NN"	"NN"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"primary"	"grade"	"reading"	"almost"	"every"	"aspect"	"of"	"school"	"progress"	"and"	"the"	"child"	"early"	"experience"	"of"	"success"	"or"	"failure"	"in"	"learn"	"to"	"read"	"often"	"set"	"a"	"pattern"	"of"	"total"	"achievement"	"that"	"be"	"relatively"	"enduring"	"throughout"	"the"	"following"	"year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"unstructured"	"setting"	"the"	"would"	"the_unstructured"	"unstructured_setting"	"setting_would"	"in_the_unstructured"	"the_unstructured_setting"	"unstructured_setting_would"	"setting_would_have"	"IN"	"DT"	"JJ"	"NN"	"NN"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"while"	"we"	"had"	"expect"	"compulsive"	"child"	"in"	"the"	"unstructured"	"school"	"setting"	"would"	"have"	"difficulty"	"when"	"compare"	"to"	"those"	"in"	"the"	"structured"	"we"	"were"	"surprise"	"to"	"find"	"that"	"the"	"achievement"	"of"	"the"	"high"	"compulsive"	"within"	"the"	"school"	"where"	"the"	"whole-word_method"	"is"	"use"	"in"	"beginning"	"reading"	"compare"	"favorably"	"with"	"that"	"of"	"the"	"low"	"compulsive"	
"1:14:00::"	"the"	"where"	"within"	"the"	"within_the"	"the_where"	"where_the"	"compulsive_within_the"	"within_the_where"	"the_where_the"	"where_the_whole-word_method"	"NN"	"IN"	"DT"	"NN"	"WRB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"while"	"we"	"had"	"expect"	"that"	"compulsive"	"child"	"in"	"the"	"unstructured"	"school"	"setting"	"would"	"have"	"difficulty"	"when"	"compare"	"to"	"those"	"in"	"the"	"structured"	"we"	"were"	"surprise"	"to"	"find"	"the"	"achievement"	"of"	"the"	"compulsive"	"within"	"the"	"school"	"where"	"the"	"whole-word_method"	"is"	"use"	"in"	"beginning"	"reading"	"compare"	"favorably"	"with"	"that"	"of"	"the"	"low"	"compulsive"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"unstructured"	"make"	"the"	"the"	"the_unstructured"	"unstructured_make"	"make_the"	"in_the_unstructured"	"the_unstructured_make"	"unstructured_make_the"	"make_the_low"	"IN"	"DT"	"JJ"	"NN"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"is"	"interesting"	"to"	"note"	"medium"	"compulsive"	"in"	"the"	"unstructured"	"school"	"make"	"the"	"low"	"achievement"	"score"	"although"	"not"	"significantly"	"low"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"which"	"lesson"	"in"	"are"	"in_which"	"which_lesson"	"lesson_are"	"manner_in_which"	"in_which_lesson"	"which_lesson_are"	"lesson_are_teach"	"NN"	"RB"	"RB"	"NN"	"NN"	"VBP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"our"	"conjecture"	"be"	"then"	"that"	"regardless"	"the"	"manner"	"in"	"which"	"school"	"lesson"	"are"	"teach"	"the"	"compulsive"	"child"	"accentuate"	"those"	"element"	"of"	"each"	"lesson"	"that"	"aid"	"him"	"in"	"systematize"	"his"	"work"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"unstructured"	"."	"in"	"∅"	"in_unstructured"	"unstructured_."	"._∅"	"child_in_unstructured"	"in_unstructured_."	"unstructured_._∅"	"._∅_∅"	"NN"	"IN"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"most"	"striking"	"aspect"	"of"	"the"	"interaction"	"demonstrate"	"be"	"the"	"decrement"	"in"	"performance"	"suffer"	"by"	"the"	"highly"	"anxious"	"child"	"in"	"unstructured"	"school"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"their"	"."	"toward"	"∅"	"toward_their"	"their_."	"._∅"	"attitude_toward_their"	"toward_their_."	"their_._∅"	"._∅_∅"	"NN"	"IN"	"PRP$"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"group"	"student"	"have"	"ambivalent"	"attitude"	"toward"	"their"	"school"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"american"	"."	"plague"	"∅"	"plague_american"	"american_."	"._∅"	"that_plague_american"	"plague_american_."	"american_._∅"	"._∅_∅"	"IN"	"VB"	"NN"	"NN"	"ε"	"ε"	"ε"	"nation"	"wish"	"to"	"get"	"a"	"head_start"	"in"	"physical"	"fitness"	"over"	"all"	"nation"	"it"	"would"	"start"	"its"	"kindergarten"	"student"	"on"	"a"	"program"	"of"	"gymnastics"	"the"	"day"	"they"	"enter"	"and"	"thus"	"eliminate"	"a"	"large_number"	"of"	"the"	"problem"	"that"	"plague"	"american"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"any"	","	"go_to"	"but"	"go_to_any"	"any_,"	",_but"	"never_go_to_any"	"go_to_any_,"	"any_,_but"	",_but_never"	"RB"	"VB"	"DT"	"NN"	"ε"	"CC"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"chief"	"annoy"	"by"	"these"	"question"	"knock_down"	"voltaire"	"down"	"and"	"at"	"him"	"that"	"he"	"not_only"	"never"	"go_to"	"any"	"school"	"but"	"never"	"even"	"learn"	"how"	"to"	"read"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"deaf"	"."	"state"	"∅"	"state_deaf"	"deaf_."	"._∅"	"the_state_deaf"	"state_deaf_."	"deaf_._∅"	"._∅_∅"	"DT"	"NN"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"estimate"	"there"	"would"	"be"	"scholastic"	"to"	"attend"	"the"	"day_school"	"in"	"location"	"them"	"from"	"come"	"to"	"austin"	"to"	"live"	"in"	"the"	"state"	"deaf"	"school"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"a"	"for"	"of"	"the"	"of_a"	"a_for"	"for_the"	"future_of_a"	"of_a_for"	"a_for_the"	"for_the_mentally_retarded"	"NN"	"IN"	"DT"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"without"	"dissent"	"senator"	"pass"	"a"	"bill"	"by"	"person"	"location"	"authorize"	"establishment"	"in"	"the"	"future"	"of"	"a"	"school"	"for"	"the"	"mentally_retarded"	"in"	"the"	"location"	"district"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"the"	"'s"	"as"	"new"	"as_the"	"the_'s"	"'s_new"	"location_as_the"	"as_the_'s"	"the_'s_new"	"'s_new_president"	"NNP"	"IN"	"DT"	"NN"	"POS"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"board_of_regents"	"of"	"group"	"has"	"name"	"of"	"location"	"location"	"as"	"the"	"school"	"new"	"president"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
