"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"
"1:28:00::"	"this"	"''"	"tableau"	","	"tableau_this"	"this_''"	"''_,"	"little_tableau_this"	"tableau_this_''"	"this_''_,"	"''_,_person"	"JJ"	"NN"	"DT"	"NN"	"ε"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"would"	"like"	"to"	"a"	"little"	"tableau"	"this"	"afternoon"	"person"	"say"	"he"	"explain"	"about"	"the"	"visit"	"and"	"the"	"effect"	"he"	"wish"	"to"	"create"	"the"	"picture"	"of"	"a"	"very"	"busy"	"mission"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"early"	"."	"until"	"∅"	"until_early"	"early_."	"._∅"	"awaken_until_early"	"until_early_."	"early_._∅"	"._∅_∅"	"VB"	"IN"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"finally"	"fall_asleep"	"around"	"six"	"in"	"the"	"morning"	"with"	"the"	"aid"	"of"	"a"	"sleeping_capsule"	"a"	"he"	"rarely"	"use"	"and"	"did"	"n't"	"awaken"	"until"	"early"	"afternoon"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"monday"	","	"adjournment"	"the"	"adjournment_monday"	"monday_,"	",_the"	"before_adjournment_monday"	"adjournment_monday_,"	"monday_,_the"	",_the_senate"	"IN"	"NN"	"NN"	"NN"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"before"	"monday"	"afternoon"	"the"	"senate"	"is"	"expect"	"to"	"approve"	"a"	"study"	"of"	"the"	"number"	"of"	"legislator"	"allot"	"to"	"rural_area"	"and"	"urban_area"	"to"	"determine"	"what"	"adjustment"	"should"	"be"	"make"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"the"	"on"	"call"	"my"	"call_the"	"the_on"	"on_my"	"i_call_the"	"call_the_on"	"the_on_my"	"on_my_old"	"PRP"	"VB"	"DT"	"NN"	"IN"	"PRP$"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"the"	"afternoon"	"on"	"my"	"old"	"friend"	"person"	"the"	"anglo-american"	"literary"	"critic"	"his"	"mother"	"be_born"	"in"	"ohio"	"who"	"live"	"alone"	"in"	"a"	"fairytale"	"cottage"	"on"	"the"	"location"	"raise_hell"	"and"	"peacock"	"the"	"former"	"only"	"when"	"the"	"venerable"	"gentleman"	"become"	"an"	"angry"	"old_man"	"about"	"the"	"state"	"of"	"literature"	"or"	"something"	"else"	"that"	"is"	"dwindle"	"and"	"diminish"	"such_as"	"human"	"stature"	"hope"	"and"	"humor"	
"1:28:00::"	"every"	"in"	"of"	"bed"	"of_every"	"every_in"	"in_bed"	"most_of_every"	"of_every_in"	"every_in_bed"	"in_bed_until"	"RB"	"JJ"	"JJ"	"NN"	"RB"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"doctor"	"had"	"suggest"	"remain"	"most"	"of"	"every"	"afternoon"	"in"	"bed"	"until"	"he"	"be"	"strong"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"sunday"	"."	"test"	"∅"	"test_sunday"	"sunday_."	"._∅"	"single_test_sunday"	"test_sunday_."	"sunday_._∅"	"._∅_∅"	"JJ"	"NN"	"NN"	"NN"	"ε"	"ε"	"ε"	"group"	"are"	"to"	"break"	"their"	"losing_streak"	"within"	"the"	"next"	"two"	"day"	"it"	"will"	"have"	"to"	"be"	"at_the_expense_of"	"the"	"group"	"champion"	"new_york"	"group"	"who"	"come"	"in"	"here"	"tomorrow"	"for"	"a"	"night_game"	"and"	"a"	"single"	"test"	"sunday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"this"	"from"	"late"	"baltimore"	"late_this"	"this_from"	"from_baltimore"	"here_late_this"	"late_this_from"	"this_from_baltimore"	"from_baltimore_,"	"RB"	"JJ"	"DT"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"big"	"year"	"old"	"shortstop"	"the"	"group"	"rookie"	"of"	"the"	"year"	"here"	"late"	"this"	"afternoon"	"from"	"baltimore"	"sign"	"his"	"contract"	"for"	"an"	"estimated"	"and"	"be"	"a"	"spectator"	"at"	"tonight"	"to"	"loss"	"to"	"kansas_city"	"the"	"winless"	"group"	"sixth"	"setback"	"in_a_row"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"an"	"'s"	"from"	"rest"	"from_an"	"an_'s"	"'s_rest"	"shock_from_an"	"from_an_'s"	"an_'s_rest"	"'s_rest_when"	"NN"	"IN"	"DT"	"NN"	"POS"	"NN"	"WRB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"week"	"after"	"location"	"the"	"sound"	"of"	"horse"	"the"	"yard"	"bring_up"	"person"	"up"	"in"	"shock"	"from"	"an"	"afternoon"	"rest"	"when"	"she"	"see"	"the"	"federal"	"soldier"	"from"	"her"	"upstairs"	"window"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"the"	"sun"	"against"	"."	"against_the"	"the_sun"	"sun_."	"closed_against_the"	"against_the_sun"	"the_sun_."	"sun_._∅"	"JJ"	"IN"	"DT"	"NN"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"what"	"bring"	"you"	"here"	"again"	"person"	"she"	"ask"	"take"	"him"	"and"	"person"	"into"	"the"	"where"	"the"	"shutter"	"were"	"closed"	"against"	"the"	"afternoon"	"sun"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"autumn"	"-"	"an"	"and"	"an_autumn"	"autumn_-"	"-_and"	"on_an_autumn"	"an_autumn_-"	"autumn_-_and"	"-_and_who"	"IN"	"DT"	"NN"	"NN"	"ε"	"CC"	"WP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"all"	"on"	"an"	"autumn"	"afternoon"	"and"	"who"	"after"	"all"	"these"	"century"	"can"	"describe"	"the"	"fineness"	"of"	"an"	"autumn"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"late"	"the"	"by"	"train"	"by_late"	"late_the"	"the_train"	"∅_by_late"	"by_late_the"	"late_the_train"	"the_train_inch"	"ε"	"IN"	"JJ"	"NN"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"late"	"afternoon"	"the"	"train"	"inch"	"into"	"the"	"marshaling"	"yard"	"in"	"the"	"railhead"	"at"	"location"	"which"	"was"	"fill"	"with"	"line"	"of"	"car"	"poised"	"to"	"pour"	"the"	"tool"	"of"	"war"	"to"	"the"	"russian"	"front"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
