"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"
"1:28:00::"	"a_few"	"."	"for"	"∅"	"for_a_few"	"a_few_."	"._∅"	",_for_a_few"	"for_a_few_."	"a_few_._∅"	"._∅_∅"	"ε"	"IN"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"streamliner"	"city_of_san_francisco"	"stop"	"in"	"location"	"for"	"a_few"	"minute"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"a_few"	"later"	"bedroom"	","	"bedroom_a_few"	"a_few_later"	"later_,"	"the_bedroom_a_few"	"bedroom_a_few_later"	"a_few_later_,"	"later_,_the"	"DT"	"NN"	"JJ"	"NN"	"RB"	"ε"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"the"	"parent"	"from"	"the"	"bedroom"	"a_few"	"minute"	"later"	"the"	"maid"	"greet"	"them"	"quietly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"full"	","	"a"	"during"	"a_full"	"full_,"	",_during"	"for_a_full"	"a_full_,"	"full_,_during"	",_during_which"	"IN"	"DT"	"JJ"	"NN"	"ε"	"IN"	"WDT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"sit"	"for"	"a"	"full"	"minute"	"during"	"which"	"i"	"make"	"each"	"of"	"us"	"a"	"new"	"drink"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:small:00"	"consist_of"	"wave"	"matter"	"of"	"matter_consist_of"	"consist_of_wave"	"wave_of"	"all_matter_consist_of"	"matter_consist_of_wave"	"consist_of_wave_of"	"wave_of_energy"	"DT"	"NN"	"VB"	"JJ"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"modern"	"physics"	"has"	"develop"	"theory"	"that"	"all"	"matter"	"consist_of"	"minute"	"wave"	"of"	"energy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"five"	"without"	"for"	"say"	"for_five"	"five_without"	"without_say"	"sit_for_five"	"for_five_without"	"five_without_say"	"without_say_a"	"VB"	"IN"	"JJ"	"NN"	"IN"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"after"	"that"	"they"	"sit"	"for"	"five"	"minute"	"without"	"say"	"a"	"word"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"29"	"."	"for"	"∅"	"for_29"	"29_."	"._∅"	"last_for_29"	"for_29_."	"29_._∅"	"._∅_∅"	"VB"	"IN"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"operation"	"was"	"start"	"at"	"pm"	"last"	"for"	"minute"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"-"	"contest"	"27"	"."	"27_-"	"-_contest"	"contest_."	"-_27_-"	"27_-_contest"	"-_contest_."	"contest_._∅"	"ε"	"JJ"	"ε"	"NN"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"bat"	"for"	"person"	"fan"	"after"	"foul"	"off"	"two"	"and"	"pitch"	"and"	"person"	"up"	"for"	"person"	"bounce_out"	"sharply"	"to"	"person"	"at"	"second"	"end"	"the"	"hour"	"and"	"minute"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"a_few"	"earlier"	"thrill"	"when"	"thrill_a_few"	"a_few_earlier"	"earlier_when"	"a_thrill_a_few"	"thrill_a_few_earlier"	"a_few_earlier_when"	"earlier_when_a"	"DT"	"NN"	"JJ"	"NN"	"RB"	"WRB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"crowd"	"at"	"the"	"twenty-first"	"annual"	"k._of_c._games"	"final"	"indoor"	"of"	"the"	"season"	"get"	"a"	"thrill"	"a_few"	"minute"	"earlier"	"when"	"a"	"slender"	"bespectacled"	"woman"	"break"	"the"	"one"	"week"	"old"	"world_record"	"in"	"the"	"half_mile"	"run"	"0"	"0"	
"1:28:00::"	"one"	"show"	","	"."	",_one"	"one_show"	"show_."	"simple-minded_,_one"	",_one_show"	"one_show_."	"show_._∅"	"JJ"	"ε"	"JJ"	"NN"	"NN"	"ε"	"ε"	"field"	"of"	"entertainment"	"there"	"be"	"no"	"spur"	"to"	"financial"	"daring"	"so"	"effective"	"as"	"audience"	"boredom"	"and"	"the"	"first"	"decade"	"of"	"the"	"new"	"device"	"be"	"not"	"over"	"before"	"audience"	"begin"	"stay"	"away"	"in"	"large_number"	"from"	"the"	"simple-minded"	"one"	"show"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"five"	"rest"	"a"	"period"	"a_five"	"five_rest"	"rest_period"	"about_a_five"	"a_five_rest"	"five_rest_period"	"rest_period_before"	"IN"	"DT"	"JJ"	"NN"	"NN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"when"	"person"	"has"	"complete"	"four"	"complete"	"push-pull_super-sets"	"the"	"professor"	"allow"	"him"	"about"	"a"	"five"	"minute"	"rest"	"period"	"before"	"start"	"him"	"on"	"four"	"complete"	"push-pull_super-sets"	"no."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"a_few"	"ago"	"call"	"''"	"call_a_few"	"a_few_ago"	"ago_''"	"person_call_a_few"	"call_a_few_ago"	"a_few_ago_''"	"ago_''_,"	"NNP"	"VB"	"JJ"	"NN"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"a_few"	"minute"	"ago"	"person"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"45"	"."	"for"	"∅"	"for_45"	"45_."	"._∅"	"scrimmage_for_45"	"for_45_."	"45_._∅"	"._∅_∅"	"VB"	"IN"	"CD"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"game"	"player"	"see"	"the"	"group"	"film"	"monday"	"run"	"for"	"then"	"in"	"while"	"the"	"reserve"	"scrimmage"	"for"	"minute"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
