"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"
"4:02:00::"	"and"	"so"	"to_the_hilt"	"tipsy"	"to_the_hilt_and"	"and_so"	"so_tipsy"	"himself_to_the_hilt_and"	"to_the_hilt_and_so"	"and_so_tipsy"	"so_tipsy_that"	"PRP"	"RB"	"CC"	"RB"	"RB"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"against"	"all"	"expectation"	"person"	"be"	"inside"	"enjoy"	"himself"	"to_the_hilt"	"and"	"already"	"so"	"tipsy"	"that"	"it"	"seem"	"unlikely"	"he"	"was"	"bother"	"to"	"note"	"anything"	"or"	"anyone"	"about"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"had"	"prove"	"it"	"to"	"it_had"	"had_prove"	"prove_to"	"indeed_it_had"	"it_had_prove"	"had_prove_to"	"prove_to_be"	"RB"	"PRP"	"VBD"	"RB"	"VB"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"might"	"be"	"it"	"had"	"already"	"prove"	"to"	"be"	"a"	"marriage"	"without"	"love"	"but"	"it"	"be"	"marriage"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"girl"	"work"	"the"	"that"	"the_girl"	"girl_work"	"work_that"	"to_the_girl"	"the_girl_work"	"girl_work_that"	"work_that_they"	"TO"	"DT"	"NN"	"RB"	"VB"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"position"	"receptionist"	"was"	"open"	"in"	"a"	"large"	"and"	"an"	"announcement"	"was"	"made"	"to"	"the"	"girl"	"already"	"work"	"that"	"they"	"could"	"apply"	"for"	"this"	"job"	"which"	"have"	"high"	"prestige"	"and"	"slightly"	"high"	"salary"	"than"	"typing"	"and"	"clerking"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"everyone"	"know"	"which"	"everyone"	"which_everyone"	"everyone_know"	"know_everyone"	"on_which_everyone"	"which_everyone_know"	"everyone_know_everyone"	"know_everyone_else"	"RB"	"RB"	"NN"	"RB"	"VB"	"NN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"the"	"on"	"which"	"everyone"	"already"	"know"	"everyone"	"else"	"and"	"the"	"host"	"wish"	"them"	"to"	"meet"	"one"	"or"	"a_few"	"honored"	"newcomer"	"then"	"the"	"open_house"	"system"	"be"	"advantageous"	"because"	"the"	"honored"	"guest"	"be"	"fixed"	"connective"	"point"	"and"	"the"	"drifting"	"guest"	"make"	"and"	"break"	"connection"	"at"	"the"	"door"	"0"	
"4:02:00::"	"have"	"take"	"we"	"the"	"we_have"	"have_take"	"take_the"	"this_we_have"	"we_have_take"	"have_take_the"	"take_the_decisive"	"DT"	"PRP"	"VBP"	"RB"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"affirm"	"we"	"have"	"already"	"take"	"the"	"decisive"	"step"	"in"	"break"	"the"	"deadlock"	"into"	"which"	"person"	"attempt"	"to"	"formulate"	"such"	"a"	"theology"	"has"	"lead"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"had"	"pass"	"column"	"us"	"column_had"	"had_pass"	"pass_us"	"their_column_had"	"column_had_pass"	"had_pass_us"	"pass_us_,"	"PRP$"	"NN"	"VBD"	"RB"	"VB"	"PRP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"front"	"their"	"column"	"had"	"already"	"pass"	"us"	"when"	"another"	"officer"	"come"	"ride"	"down"	"the"	"side"	"of"	"the"	"road"	"not"	"five"	"pace"	"from"	"where"	"we"	"be"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"stun"	"."	"been"	"∅"	"been_stun"	"stun_."	"._∅"	"had_been_stun"	"been_stun_."	"stun_._∅"	"._∅_∅"	"VBD"	"VBN"	"VB"	"RB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"was"	"not"	"so"	"much"	"that"	"the"	"shot"	"had"	"the"	"audience"	"as"	"that"	"they"	"had"	"been"	"stun"	"already"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"has"	"been"	"approach"	"try"	"approach_has"	"has_been"	"been_try"	"latter_approach_has"	"approach_has_been"	"has_been_try"	"been_try_,"	"JJ"	"NN"	"VBZ"	"RB"	"VBN"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as_a_matter_of_fact"	"this"	"approach"	"has"	"already"	"been"	"try"	"and"	"with"	"pleasing"	"result"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"is"	"wonderfully"	"person"	"content"	"person_is"	"is_wonderfully"	"wonderfully_content"	"for_person_is"	"person_is_wonderfully"	"is_wonderfully_content"	"wonderfully_content_with"	"IN"	"NNP"	"VBZ"	"RB"	"RB"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"is"	"already"	"wonderfully"	"content"	"with"	"his"	"lot"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"had"	"been"	"armor"	"relegate"	"armor_had"	"had_been"	"been_relegate"	"when_armor_had"	"armor_had_been"	"had_been_relegate"	"been_relegate_to"	"WRB"	"NN"	"VBD"	"RB"	"VBN"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"his"	"addlebrained"	"knight-errant"	"self"	"appointed"	"to"	"the"	"position"	"an"	"age"	"when"	"armor"	"had"	"already"	"been"	"relegate"	"to"	"museum"	"and"	"the"	"chivalrous"	"code"	"of"	"knight_errantry"	"had"	"become"	"a"	"joke"	"be"	"as"	"person"	"no_doubt"	"intend"	"a"	"gaunt"	"but"	"gracious"	"symbol"	"of"	"good"	"move"	"soberly"	"and"	"sincerely"	"in"	"a"	"world"	"of"	"cynic"	"hypocrite"	"and"	"rogue"	
"4:02:00::"	"was"	"prepare"	"doctor"	"a"	"doctor_was"	"was_prepare"	"prepare_a"	"the_doctor_was"	"doctor_was_prepare"	"was_prepare_a"	"prepare_a_nest"	"DT"	"NN"	"VBD"	"RB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"person"	"enter"	"his"	"the"	"doctor"	"was"	"already"	"prepare"	"a"	"nest"	"in"	"the"	"straw"	"case"	"six"	"egg"	"ready"	"for"	"the"	"hen"	"attention"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"was"	"inhabit"	"which"	"by"	"which_was"	"was_inhabit"	"inhabit_by"	"and_which_was"	"which_was_inhabit"	"was_inhabit_by"	"inhabit_by_sentient"	"CC"	"WDT"	"VBD"	"RB"	"VB"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that"	"it"	"had"	"find"	"a"	"planet"	"on"	"human_being"	"could"	"live"	"and"	"which"	"was"	"already"	"inhabit"	"by"	"sentient"	"being"	"say"	"person"	"forget"	"in"	"his"	"enthusiasm"	"that"	"he"	"had"	"not"	"been"	"ask"	"to"	"speak"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"("	"see"	"deja_vu"	")"	"deja_vu_("	"(_see"	"see_)"	"the_deja_vu_("	"deja_vu_(_see"	"(_see_)"	"see_)_illusion"	"DT"	"NN"	"ε"	"RB"	"VB"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"most"	"psychiatrist"	"dismiss"	"these"	"instance"	"of"	"weird"	"feeling"	"as"	"the"	"deja_vu"	"already"	"see"	"illusion"	"just"	"as"	"they"	"dismiss"	"dream"	"prevision"	"as"	"coincidence"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"be"	"more_than"	"maturity"	"half"	"maturity_be"	"be_more_than"	"more_than_half"	"at_maturity_be"	"maturity_be_more_than"	"be_more_than_half"	"more_than_half_their"	"IN"	"NN"	"VB"	"RB"	"RB"	"NN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"many"	"probably"	"nearly"	"all"	"at"	"maturity"	"be"	"already"	"more_than"	"half"	"their"	"final"	"length"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"those"	"mention"	"in_addition_to"	"in_connection_with"	"in_addition_to_those"	"those_mention"	"mention_in_connection_with"	",_in_addition_to_those"	"in_addition_to_those_mention"	"those_mention_in_connection_with"	"mention_in_connection_with_penetration"	"ε"	"TO"	"DT"	"RB"	"VB"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"certain"	"property"	"of"	"particle"	"in_addition_to"	"those"	"already"	"mention"	"in_connection_with"	"penetration"	"of"	"the"	"respiratory_tract"	"be"	"noteworthy"	"in"	"defense"	"consideration"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"be"	"dark"	"it"	","	"it_be"	"be_dark"	"dark_,"	"night_it_be"	"it_be_dark"	"be_dark_,"	"dark_,_and"	"NN"	"PRP"	"VB"	"RB"	"NN"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"five"	"o'clock"	"night"	"it"	"be"	"already"	"dark"	"and"	"behind"	"my"	"closed"	"door"	"i"	"was"	"dress"	"as"	"carefully"	"as"	"a"	"groom"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"soldier"	"hug"	"and"	"their"	"and_soldier"	"soldier_hug"	"hug_their"	"sailor_and_soldier"	"and_soldier_hug"	"soldier_hug_their"	"hug_their_girl"	"NN"	"CC"	"NN"	"RB"	"VB"	"PRP$"	"NN"	"i"	"ascend"	"to_it"	"with"	"my"	"fellow"	"subway"	"traveller"	"all"	"dress"	"as"	"if"	"for"	"a"	"huge"	"wedding"	"in"	"a"	"family"	"of"	"which"	"we"	"be"	"all"	"distant"	"member"	"be"	"nearly"	"impassable"	"the"	"sidewalk"	"swarming_with"	"celebrant"	"with"	"bundled-up"	"sailor"	"and"	"soldier"	"hug"	"their"	"girl"	"and"	"their"	"rationed"	"bottle"	"of"	"whiskey"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
