"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"
"1:09:02::"	"another"	"."	"be"	"∅"	"be_another"	"another_."	"._∅"	",_be_another"	"be_another_."	"another_._∅"	"._∅_∅"	"ε"	"VB"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_general"	"religious"	"interest"	"seem"	"to"	"exist"	"in"	"all"	"part"	"of"	"metropolis"	"congregational"	"membership"	"however"	"be"	"another"	"thing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"these"	"be"	"that"	"so"	"that_these"	"these_be"	"be_so"	"fault_that_these"	"that_these_be"	"these_be_so"	"be_so_."	"NN"	"IN"	"DT"	"NN"	"VB"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"was"	"n't"	"fault"	"that"	"these"	"thing"	"be"	"so"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"simple"	"done"	"the"	"in"	"the_simple"	"simple_done"	"done_in"	"get_the_simple"	"the_simple_done"	"simple_done_in"	"done_in_the"	"VB"	"DT"	"JJ"	"NN"	"JJ"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"worry"	"him"	"this"	"to"	"get"	"the"	"simple"	"thing"	"done"	"in"	"the"	"course"	"of"	"a"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"the"	"he"	"of"	"had"	"of_the"	"the_he"	"he_had"	"any_of_the"	"of_the_he"	"the_he_had"	"he_had_plan"	"DT"	"IN"	"DT"	"NN"	"PRP"	"VBD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"then_again"	"perhaps"	"the"	"reason"	"why"	"he"	"n't"	"find"	"time"	"to"	"do"	"any"	"of"	"the"	"thing"	"he"	"had"	"plan"	"to"	"do"	"after"	"retirement"	"read"	"roam"	"garden"	"lie"	"on"	"his"	"back"	"and"	"watch"	"the"	"cloud"	"go_by"	"be"	"because"	"he"	"did"	"n't"	"want"	"to"	"do"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"the"	"i"	"be"	"build"	"be_the"	"the_i"	"i_build"	"those_be_the"	"be_the_i"	"the_i_build"	"i_build_the"	"DT"	"VB"	"DT"	"NN"	"PRP"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"those"	"the"	"thing"	"i"	"build"	"the"	"workshop"	"for"	"protest"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"these"	"done"	"get"	"for"	"get_these"	"these_done"	"done_for"	"to_get_these"	"get_these_done"	"these_done_for"	"done_for_month"	"TO"	"VB"	"DT"	"NN"	"JJ"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"been"	"wait"	"get"	"these"	"thing"	"done"	"for"	"month"	"she"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:02::"	"little"	"."	"to"	"∅"	"to_little"	"little_."	"._∅"	"pay_attention_to_little"	"to_little_."	"little_._∅"	"._∅_∅"	"VB"	"VB"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"further"	"i"	"would"	"hope"	"that"	"could"	"pay_attention"	"to"	"little"	"thing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:02::"	"one"	"papa"	"∅"	"had"	"∅_one"	"one_papa"	"papa_had"	"∅_∅_one"	"∅_one_papa"	"one_papa_had"	"papa_had_not"	"ε"	"ε"	"JJ"	"NN"	"NN"	"VBD"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"thing"	"papa"	"had"	"not"	"teach"	"person"	"was"	"how"	"to"	"handle"	"a"	"young_man"	"as"	"high-spirited"	"and"	"opinionated"	"as"	"herself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"beautiful"	"in"	"most"	"all"	"most_beautiful"	"beautiful_in"	"in_all"	"the_most_beautiful"	"most_beautiful_in"	"beautiful_in_all"	"in_all_the"	"RB"	"RB"	"JJ"	"NN"	"RB"	"JJ"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"have_got"	"father"	"and"	"mother"	"and"	"each_other"	"say"	"person"	"on"	"the"	"first"	"page"	"of"	"person"	"little_women"	"and"	"i"	"do"	"think"	"that"	"family"	"be"	"the"	"beautiful"	"thing"	"in"	"all"	"the"	"world"	"burst_out"	"person"	"some"	"five_hundred"	"page"	"later"	"in"	"that"	"popular"	"story"	"of"	"the"	"person"	"family"	"which"	"had"	"first"	"appear"	"when"	"person"	"be"	"eight"	"and"	"the"	"person"	"family"	"as"	"it"	"develop"	"bear"	"a"	"striking"	"resemblance"	"to"	"the"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"little"	"he"	"jazzy"	"call"	"jazzy_little"	"little_he"	"he_call"	"a_jazzy_little"	"jazzy_little_he"	"little_he_call"	"he_call_``"	"DT"	"JJ"	"JJ"	"NN"	"PRP"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"he"	"be"	"fifteen"	"person"	"turn_out"	"first"	"song"	"a"	"jazzy"	"little"	"thing"	"he"	"call"	"sister_susie"	"strut_your_stuff"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:02::"	"run"	"as"	","	"she"	",_run"	"run_as"	"as_she"	"morning_,_run"	",_run_as"	"run_as_she"	"as_she_had"	"NN"	"ε"	"VB"	"NN"	"IN"	"PRP"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"while"	"they"	"be"	"away"	"person"	"come"	"the"	"office"	"every"	"morning"	"run"	"thing"	"as"	"she"	"had"	"always"	"run"	"them"	"for"	"person"	"go_through"	"the"	"week"	"in"	"a"	"dazed"	"stupor"	"get"	"thing"	"done"	"automatically"	"out"	"of"	"habit"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:02::"	"get"	"done"	","	"automatically"	",_get"	"get_done"	"done_automatically"	"stupor_,_get"	",_get_done"	"get_done_automatically"	"done_automatically_,"	"NN"	"ε"	"VB"	"NN"	"JJ"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"while"	"they"	"be"	"away"	"person"	"come"	"into"	"the"	"office"	"every"	"morning"	"run"	"thing"	"as"	"she"	"had"	"always"	"run"	"them"	"for"	"person"	"go_through"	"the"	"week"	"a"	"dazed"	"stupor"	"get"	"thing"	"done"	"automatically"	"out"	"of"	"habit"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:01::"	"a"	"."	"find"	"∅"	"find_a"	"a_."	"._∅"	"without_find_a"	"find_a_."	"a_._∅"	"._∅_∅"	"IN"	"VB"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"comply"	"methodically"	"person"	"pull"	"pocket"	"pocket"	"inside_out"	"without"	"find"	"a"	"thing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:01::"	"one"	","	"``"	"person"	"``_one"	"one_,"	",_person"	"∅_``_one"	"``_one_,"	"one_,_person"	",_person_''"	"ε"	"ε"	"JJ"	"NN"	"ε"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"thing"	"person"	"person"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"same"	"happen"	"the"	"again"	"the_same"	"same_happen"	"happen_again"	"exactly_the_same"	"the_same_happen"	"same_happen_again"	"happen_again_."	"RB"	"DT"	"JJ"	"NN"	"VB"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"have"	"his"	"chance"	"the"	"very"	"morning"	"for"	"exactly"	"the"	"same"	"thing"	"happen"	"again"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"one"	"be"	"∅"	"certain"	"∅_one"	"one_be"	"be_certain"	"∅_∅_one"	"∅_one_be"	"one_be_certain"	"be_certain_-"	"ε"	"ε"	"JJ"	"NN"	"VB"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"thing"	"be"	"certain"	"his"	"method"	"be"	"effective"	"so"	"effective"	"that"	"after"	"a"	"time"	"even"	"the"	"warning"	"notice"	"be"	"often"	"unnecessary"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"first"	"that"	"the"	"come_to_mind"	"the_first"	"first_that"	"that_come_to_mind"	",_the_first"	"the_first_that"	"first_that_come_to_mind"	"that_come_to_mind_be"	"ε"	"DT"	"JJ"	"NN"	"IN"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"analyze"	"the"	"watercolor"	"person"	"the"	"first"	"thing"	"that"	"come_to_mind"	"be"	"their"	"essential"	"decorativeness"	"yet"	"this"	"word"	"have"	"such"	"a"	"varied"	"connotation"	"that"	"it"	"need"	"some"	"elaboration"	"here"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"significant"	"about"	"the"	"jewish"	"the_significant"	"significant_about"	"about_jewish"	"of_the_significant"	"the_significant_about"	"significant_about_jewish"	"about_jewish_culture"	"IN"	"DT"	"JJ"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"the"	"significant"	"thing"	"about"	"jewish"	"culture"	"in"	"the"	"old"	"teen"	"years"	"be"	"that"	"it"	"be"	"largely"	"college"	"oriented"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
