"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"	"A133"	"A134"	"A135"	"A136"	"A137"	"A138"	"A139"	"A140"
"2:42:00::"	"plans"	":"	"proposed"	"∅"	"proposed_plans"	"plans_:"	":_∅"	"of_proposed_plans"	"proposed_plans_:"	"plans_:_∅"	":_∅_∅"	"IN"	"JJ"	"NNS"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"capsule"	"of"	"proposed"	"plans"	"include"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"phenomena"	"laughing"	"of"	","	"of_phenomena"	"phenomena_laughing"	"laughing_,"	"set_of_phenomena"	"of_phenomena_laughing"	"phenomena_laughing_,"	"laughing_,_weeping"	"NN"	"IN"	"NNS"	"VB"	"NN"	"ε"	"NN"	"early"	"smith"	"together"	"with"	"his"	"distinguished"	"colleague"	"george_trager"	"so"	"austerely"	"academic"	"he"	"sometimes"	"fight"	"his"	"own"	"evident"	"charm"	"and"	"a"	"third"	"man"	"with"	"the"	"engaging"	"name"	"of"	"birdwhistell"	"ray"	"agree"	"on"	"some"	"basic"	"premises"	"about"	"the"	"three-part"	"process"	"that"	"make"	"communication"	"words"	"or"	"language"	"paralanguage"	"a"	"set"	"of"	"phenomena"	"include"	"laughing"	"weeping"	"voice"	"breaks"	"tone"	"of"	"voice"	"and"	"kinesics"	"the"	"technical"	"name"	"for"	"gestures"	"facial_expressions"	"and"	"body"	"shifts"	"nod"	"or"	"shake"	"the"	"head"	"talk"	"with"	"one"	"hands"	"et"	"cetera"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"one"	"democrats"	"southerner"	"democrats_,"	",_one"	"one_southerner"	"two_democrats_,"	"democrats_,_one"	",_one_southerner"	"one_southerner_,"	"CD"	"NNPS"	"ε"	"VB"	"CD"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"a"	"tense"	"closed-door"	"session"	"with"	"judge_smith"	"rayburn"	"attempt"	"to"	"work_out"	"a"	"compromise"	"add"	"three"	"new"	"members"	"to"	"the"	"rules_committee"	"two"	"democrats"	"include"	"one"	"southerner"	"and"	"one"	"republican"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"-"	"the"	"and_others"	"eighty-year-old"	"and_others_-"	"-_the"	"the_eighty-year-old"	"kaganovich_and_others_-"	"and_others_-_the"	"-_the_eighty-year-old"	"the_eighty-year-old_marshal_voroshilov"	"NNP"	"RB"	"ε"	"VB"	"DT"	"JJ"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"cannot"	"but"	"wonder"	"whether"	"these"	"doubts"	"about"	"the"	"success"	"of"	"khrushchev"	"agricultural"	"policy"	"have"	"not"	"at_least"	"something"	"to"	"do"	"one"	"of"	"the"	"big"	"surprises"	"provide"	"by"	"this"	"congress"	"the"	"obsessive"	"harp"	"on"	"the"	"crimes"	"and"	"of"	"the"	"anti-party"	"group"	"molotov"	"malenkov"	"kaganovich"	"and_others"	"include"	"the"	"eighty-year-old"	"marshal_voroshilov"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	","	"that"	"world"	"of"	"world_,"	",_that"	"that_of"	"the_world_,"	"world_,_that"	",_that_of"	"that_of_the"	"DT"	"NN"	"ε"	"VB"	"IN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"effect"	"of"	"chou_en-lai"	"clash"	"with"	"khrushchev"	"together"	"with"	"the"	"everlasting"	"attacks"	"on"	"co."	"has"	"shift"	"the"	"whole"	"attention"	"of"	"the"	"world"	"include"	"that"	"of"	"the"	"soviet"	"people"	"from"	"the"	"epoch-making"	"twenty-year"	"program"	"to"	"the"	"present"	"soviet-chinese"	"conflict"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"a"	"weapons"	"browning"	"weapons_,"	",_a"	"a_browning"	"operative_weapons_,"	"weapons_,_a"	",_a_browning"	"a_browning_machine_gun"	"JJ"	"NNS"	"ε"	"VB"	"DT"	"NNP"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"maneuvers"	"were"	"hold"	"in_secret"	"after"	"a"	"regional"	"seminar"	"for"	"the"	"minutemen"	"hold"	"in"	"nearby"	"shiloh"	"ill."	"had"	"been"	"break_up"	"the"	"previous"	"day"	"by"	"deputy_sheriffs"	"had"	"arrest"	"regional"	"leader"	"richard_lauchli"	"of"	"collinsville"	"ill."	"and"	"seize"	"four"	"operative"	"weapons"	"include"	"a"	"browning"	"machine_gun"	"two"	"browning"	"automatic_rifles"	"and"	"an"	"m-4"	"rifle"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"have"	"repeal"	"should"	"by"	"should_have"	"have_repeal"	"repeal_by"	"eighty-seventh_congress_should_have"	"should_have_repeal"	"have_repeal_by"	"repeal_by_the"	"NNP"	"MD"	"VB"	"VB"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"believe"	"that"	"the"	"list"	"of"	"vital"	"leave"	"undone"	"to_date"	"by"	"the"	"eighty-seventh_congress"	"should"	"have"	"include"	"repeal"	"by"	"the"	"senate"	"of"	"the"	"connally"	"amendment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"and"	"in"	"immediately"	"the"	"immediately_and"	"and_in"	"in_the"	"accept_immediately_and"	"immediately_and_in"	"and_in_the"	"in_the_programs"	"VB"	"RB"	"CC"	"VB"	"IN"	"DT"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"suggest"	"this"	"class"	"in"	"the"	"world"	"and"	"it"	"was"	"accept"	"immediately"	"and"	"include"	"in"	"the"	"programs"	"of"	"horse_shows"	"at"	"the"	"recent"	"horse_show"	"convention"	"in"	"new_york"	"it"	"was"	"state"	"that"	"this"	"intermediate_judging_class"	"is"	"meeting_with"	"great"	"success"	"and"	"will"	"be"	"a"	"great"	"help"	"to"	"future"	"judges"	"in"	"the"	"horse"	"world"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"committee"	"mrs._milton_bernet"	"the"	","	"the_committee"	"committee_mrs._milton_bernet"	"mrs._milton_bernet_,"	"of_the_committee"	"the_committee_mrs._milton_bernet"	"committee_mrs._milton_bernet_,"	"mrs._milton_bernet_,_mrs._j._clinton_bowman"	"IN"	"DT"	"NN"	"VB"	"NNP"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"members"	"the"	"committee"	"include"	"mrs._milton_bernet"	"mrs._j._clinton_bowman"	"mrs._rollie_w._bradford"	"mrs._samuel_butler_jr."	"mrs._donald_carr_campbell"	"mrs._douglas_carruthers"	"mrs._john_c._davis"	"mrs._cris_dobbins"	"mrs._william_e._glass"	"mrs._alfred_hicks"	"mrs._donald_magarrell"	"mrs._willett_moore"	"mrs._myron_neusteter"	"mrs._richard_gibson_smith"	"mrs._james_s._sudier"	"and"	"mrs._thomas_welborn"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"fringe_benefits"	":"	"with"	"∅"	"with_fringe_benefits"	"fringe_benefits_:"	":_∅"	",_with_fringe_benefits"	"with_fringe_benefits_:"	"fringe_benefits_:_∅"	":_∅_∅"	"ε"	"IN"	"NN"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"three-day"	"confinement"	"week"	"with"	"a"	"month"	"vacation"	"and"	"shorter"	"hours"	"all_around"	"could"	"an"	"ultimate"	"demand"	"from"	"cell"	"occupants"	"of"	"the"	"nation"	"with"	"fringe_benefits"	"include"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"it"	"a"	"∅"	"raise"	"∅_it"	"it_a"	"a_raise"	"∅_∅_it"	"∅_it_a"	"it_a_raise"	"a_raise_in"	"ε"	"ε"	"PRP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"include"	"a"	"raise"	"in"	"the"	"county"	"minimum_wage"	"creation"	"of"	"several"	"new"	"jobs"	"at"	"the"	"executive"	"level"	"financing"	"of"	"beefed-up"	"industrial"	"development"	"efforts"	"and"	"increased"	"expenditures"	"for"	"essential"	"services"	"such_as"	"health"	"and"	"welfare"	"fire"	"protection"	"sanitation"	"and"	"road"	"maintenance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"which"	"everything"	","	"."	",_which"	"which_everything"	"everything_."	"order_,_which"	",_which_everything"	"which_everything_."	"everything_._∅"	"NN"	"ε"	"WDT"	"VB"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"common"	"belief"	"be"	"that"	"exist"	"one"	"moral"	"order"	"which"	"include"	"everything"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"which"	"an"	"botanists"	"old"	"botanists_which"	"which_an"	"an_old"	"of_botanists_which"	"botanists_which_an"	"which_an_old"	"an_old_friend"	"IN"	"NNS"	"WDT"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"spring"	"and"	"in"	"autumn"	"the"	"run"	"make"	"for"	"a"	"group"	"of"	"botanists"	"which"	"include"	"an"	"old"	"friend"	"of"	"mine"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"be"	"among"	"to"	"mr._coward"	"to_be"	"be_among"	"among_mr._coward"	"apt_to_be"	"to_be_among"	"be_among_mr._coward"	"among_mr._coward_'s"	"JJ"	"TO"	"VB"	"VB"	"IN"	"NNP"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"not"	"content"	"to"	"create"	"only"	"the"	"music"	"and"	"lyrics"	"noe"	"l"	"coward"	"also"	"write"	"the"	"book"	"and"	"direct"	"sail"	"away"	"capitol_wao"	"swao"	"a"	"saga"	"of"	"life"	"on"	"a"	"cruise_ship"	"that"	"be"	"not"	"apt"	"to"	"be"	"include"	"among"	"mr._coward"	"more"	"memorable"	"works"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"this"	"not_only"	"∅"	"development"	"∅_this"	"this_not_only"	"not_only_development"	"∅_∅_this"	"∅_this_not_only"	"this_not_only_development"	"not_only_development_programing"	"ε"	"ε"	"DT"	"VB"	"RB"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"include"	"not_only"	"development"	"programing"	"but"	"also"	"establish"	"tax_policies"	"design"	"to"	"raise"	"equitably"	"resources"	"for"	"investment"	"fiscal"	"and"	"monetary"	"policies"	"design"	"to"	"prevent"	"serious"	"inflation"	"and"	"regulatory"	"policies"	"aim"	"to"	"attract"	"the"	"financial"	"and"	"managerial"	"resources"	"of"	"foreign"	"investment"	"and"	"to"	"prevent"	"excessive"	"luxury"	"consumption"	"by"	"a_few"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"this"	"foresee"	"∅"	"balance-of-payments"	"∅_this"	"this_foresee"	"foresee_balance-of-payments"	"∅_∅_this"	"∅_this_foresee"	"this_foresee_balance-of-payments"	"foresee_balance-of-payments_crises"	"ε"	"ε"	"DT"	"VB"	"VB"	"NNS"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"include"	"foresee"	"balance-of-payments"	"crises"	"with"	"adequate"	"attention"	"to"	"reduce"	"dependence"	"on"	"imports"	"and"	"adopt"	"realistic"	"exchange_rates"	"to"	"encourage"	"infant"	"industries"	"and"	"spur"	"exports"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"management"	"establishment"	"automotive"	"of"	"automotive_management"	"management_establishment"	"establishment_of"	"in_automotive_management"	"automotive_management_establishment"	"management_establishment_of"	"establishment_of_cost"	"IN"	"JJ"	"NN"	"VB"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"motor_pool"	"has"	"make"	"progress"	"in"	"automotive"	"management"	"include"	"establishment"	"of"	"cost"	"billing"	"systems"	"records"	"keeping"	"analyses"	"of"	"vehicle"	"use"	"and"	"effect"	"economies"	"in"	"vehicle"	"operation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"policies"	":"	"meaningful"	"("	"meaningful_policies"	"policies_:"	":_("	"∅_meaningful_policies"	"meaningful_policies_:"	"policies_:_("	":_(_a"	"ε"	"JJ"	"NNS"	"VB"	"ε"	"ε"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"policies"	"include"	"a"	"kinds"	"of"	"cars"	"the"	"state"	"should"	"own"	"b"	"when"	"cars"	"should"	"be"	"trade"	"c"	"the"	"need"	"and"	"assignment"	"of"	"vehicles"	"d"	"use"	"of"	"cars"	"in"	"lieu"	"of"	"mileage"	"allowances"	"e"	"employees"	"take"	"cars"	"home"	"and"	"f"	"need"	"for"	"liability"	"insurance"	"on"	"state"	"automobiles"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"subsistence"	"travel_allowances"	","	"travel_allowances_,"	",_subsistence"	"subsistence_,"	"∅_travel_allowances_,"	"travel_allowances_,_subsistence"	",_subsistence_,"	"subsistence_,_have"	"ε"	"NN"	"ε"	"VB"	"NN"	"ε"	"VBP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"include"	"subsistence"	"have"	"been"	"revise"	"by"	"administrative_officials"	"recently"	"and"	"compare"	"favorably"	"with"	"states"	"allowances"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"one"	"show"	"painting"	"show_,"	",_one"	"one_painting"	"wilmington_show_,"	"show_,_one"	",_one_painting"	"one_painting_by"	"NNP"	"NN"	"ε"	"VB"	"CD"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"items"	"in"	"wilmington"	"show"	"include"	"one"	"painting"	"by"	"each"	"member"	"of"	"the"	"eight"	"as_well"	"as"	"work"	"by"	"sloan"	"friends"	"and"	"students"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
