"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"
"3:00:00::"	"also"	","	"and"	"it"	"and_also"	"also_,"	",_it"	"1516_and_also"	"and_also_,"	"also_,_it"	",_it_be"	"CD"	"CC"	"RB"	"JJ"	"ε"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"although"	"utopian"	"communism"	"be"	"new"	"in"	"and"	"also"	"modern"	"it"	"be"	"not"	"modern"	"communism"	"or"	"even"	"modern"	"socialism"	"as"	"they"	"exist"	"or"	"have"	"ever"	"exist"	"in_theory"	"or"	"in_practice"	"0"	
"3:00:00::"	"not"	"communism"	"be"	"or"	"be_not"	"not_communism"	"communism_or"	"it_be_not"	"be_not_communism"	"not_communism_or"	"communism_or_even"	"PRP"	"VB"	"RB"	"JJ"	"NN"	"CC"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"although"	"utopian"	"communism"	"be"	"both"	"new"	"in"	"also"	"modern"	"it"	"be"	"not"	"modern"	"communism"	"or"	"even"	"modern"	"socialism"	"as"	"they"	"exist"	"or"	"have"	"ever"	"exist"	"in_theory"	"or"	"in_practice"	"0"	"0"	"0"	"0"	
"3:00:00::"	"even"	"socialism"	"or"	","	"or_even"	"even_socialism"	"socialism_,"	"communism_or_even"	"or_even_socialism"	"even_socialism_,"	"socialism_,_as"	"NN"	"CC"	"RB"	"JJ"	"NN"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"although"	"utopian"	"communism"	"be"	"both"	"new"	"in"	"and"	"also"	"it"	"be"	"not"	"modern"	"communism"	"or"	"even"	"modern"	"socialism"	"as"	"they"	"exist"	"or"	"have"	"ever"	"exist"	"in_theory"	"or"	"in_practice"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"student"	"∅"	","	"∅_the"	"the_student"	"student_,"	"∅_∅_the"	"∅_the_student"	"the_student_,"	"student_,_who"	"ε"	"ε"	"DT"	"JJ"	"NN"	"ε"	"WP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"modern"	"student"	"who"	"know"	"what"	"was"	"to"	"come"	"next"	"be"	"likely"	"to"	"place"	"first"	"the"	"factor"	"of"	"change"	"which"	"be"	"visible"	"in"	"the"	"eighth"	"century"	
"3:00:00::"	"more"	"version"	"the"	","	"the_more"	"more_version"	"version_,"	"turn_to_the_more"	"the_more_version"	"more_version_,"	"version_,_person"	"VB"	"DT"	"RB"	"JJ"	"NN"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"turn_to"	"more"	"modern"	"version"	"person"	"london"	"offer"	"the"	"most"	"sophisticated"	"keyboard"	"work"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:nonclassical:00"	"a"	"church"	"into"	"organization"	"into_a"	"a_church"	"church_organization"	"worship_into_a"	"into_a_church"	"a_church_organization"	"church_organization_."	"NN"	"IN"	"DT"	"JJ"	"NN"	"NN"	"ε"	"the"	"fact"	"that"	"clear"	"as"	"this"	"be"	"they"	"must"	"have"	"a"	"better"	"church"	"a"	"more"	"businesslike"	"conduct"	"of"	"the"	"church"	"organization"	"and"	"an"	"effort"	"to"	"get_out"	"this"	"religious"	"center"	"out_of"	"its"	"rut"	"of"	"wild"	"worship"	"into"	"a"	"church"	"organization"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"∅"	"physics"	"∅"	"has"	"∅_∅"	"∅_physics"	"physics_has"	"∅_∅_∅"	"∅_∅_physics"	"∅_physics_has"	"physics_has_develop"	"ε"	"ε"	"ε"	"JJ"	"NN"	"VBZ"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"physics"	"has"	"develop"	"the"	"theory"	"that"	"all"	"matter"	"consist_of"	"minute"	"wave"	"of"	"energy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"of"	"building"	"interior"	"has"	"interior_of"	"of_building"	"building_has"	"the_interior_of"	"interior_of_building"	"of_building_has"	"building_has_bring"	"DT"	"NN"	"IN"	"JJ"	"NN"	"VBZ"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"controversy"	"of"	"the"	"last"	"few"	"year"	"over"	"architect"	"or"	"interior_designer"	"should"	"plan"	"the"	"interior"	"of"	"modern"	"building"	"has"	"bring"	"clearly"	"into"	"focus"	"one"	"important"	"difference_of_opinion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"suburb"	"make"	"a"	"make_the"	"the_suburb"	"suburb_a"	"what_make_the"	"make_the_suburb"	"the_suburb_a"	"suburb_a_-"	"WP"	"VB"	"DT"	"JJ"	"NN"	"DT"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"their"	"book"	"american_skyline"	"person"	"and"	"person"	"argue"	"person"	"new_deal"	"be"	"what"	"make"	"the"	"modern"	"suburb"	"a"	"possibility"	"fine"	"ironical"	"argument"	"when"	"you"	"consider"	"how"	"suburbanite"	"tend"	"to"	"vote"	"0"	"0"	"0"	"0"	
"3:00:00::"	"her"	"daughter"	"to"	","	"to_her"	"her_daughter"	"daughter_,"	"say_to_her"	"to_her_daughter"	"her_daughter_,"	"daughter_,_``"	"VB"	"TO"	"PRP$"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"old-fashioned"	"say"	"to"	"her"	"modern"	"daughter"	"you"	"must"	"have"	"get_in"	"quite"	"late"	"last"	"night"	"dear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"a"	"political"	"of"	"and"	"of_a"	"a_political"	"political_and"	"structure_of_a"	"of_a_political"	"a_political_and"	"political_and_social_system"	"NN"	"IN"	"DT"	"JJ"	"JJ"	"CC"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"most"	"country"	"in"	"this"	"second"	"category"	"share"	"the"	"of"	"have"	"many"	"of"	"the"	"structure"	"of"	"a"	"modern"	"political"	"and"	"social_system"	"without"	"the"	"modern"	"standard"	"of"	"performance"	"require"	"to"	"make"	"them"	"effective"	"0"	"0"	
"3:00:00::"	"the"	"standard"	"without"	"of"	"without_the"	"the_standard"	"standard_of"	"social_system_without_the"	"without_the_standard"	"the_standard_of"	"standard_of_performance"	"NN"	"IN"	"DT"	"JJ"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"most"	"country"	"in"	"this"	"second"	"category"	"share"	"the"	"difficulty"	"of"	"have"	"of"	"the"	"structure"	"of"	"a"	"modern"	"political"	"and"	"social_system"	"without"	"the"	"modern"	"standard"	"of"	"performance"	"require"	"to"	"make"	"them"	"effective"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"and"	"technique"	"chromatographic"	"to"	"chromatographic_and"	"and_technique"	"technique_to"	"of_chromatographic_and"	"chromatographic_and_technique"	"and_technique_to"	"technique_to_the"	"IN"	"JJ"	"CC"	"JJ"	"NN"	"TO"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"last"	"few"	"year"	"application"	"of"	"chromatographic"	"and"	"modern"	"technique"	"to"	"the"	"problem"	"of"	"isolate"	"tsh"	"has"	"lead"	"to"	"further"	"purification"	"person"	"and"	"person"	"person"	"person"	"and"	"person"	"0"	
"3:00:00::"	"simplex"	"automatic"	"the"	"method"	"the_simplex"	"simplex_automatic"	"automatic_method"	"by_the_simplex"	"the_simplex_automatic"	"simplex_automatic_method"	"automatic_method_in"	"IN"	"DT"	"JJ"	"JJ"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"old"	"morse"	"system"	"replace"	"locally"	"by"	"the"	"simplex"	"modern"	"automatic"	"method"	"in"	"when"	"person"	"person"	"be"	"manager"	"of"	"the"	"group"	"office"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
