"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"
"2:32:00::"	"i"	","	","	"hard"	",_i"	"i_,"	",_hard"	"be_,_i"	",_i_,"	"i_,_hard"	",_hard_to"	"VB"	"ε"	"PRP"	"VB"	"ε"	"JJ"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"i"	"insist"	"hard"	"to"	"define"	"the"	"rayburn"	"contribution"	"to"	"our"	"political"	"civilization"	"because"	"it"	"be"	"so"	"massive"	"and"	"so"	"widespread"	"and"	"so"	"complicated"	"and"	"because"	"it"	"go_deep"	"so"	"deep"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"we"	","	","	"through"	",_we"	"we_,"	",_through"	"england_,_we"	",_we_,"	"we_,_through"	",_through_the"	"NNP"	"ε"	"PRP"	"VB"	"ε"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sir"	"when"	"the_colonies"	"decide"	"upon"	"from"	"england"	"we"	"insist"	"through"	"the"	"declaration_of_independence"	"that"	"the"	"nations"	"of"	"the"	"world"	"recognize"	"us"	"as"	"a"	"political"	"entity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:03::"	"pulley_bey"	"that"	"``"	"she"	"``_pulley_bey"	"pulley_bey_that"	"that_she"	"∅_``_pulley_bey"	"``_pulley_bey_that"	"pulley_bey_that_she"	"that_she_bestow"	"ε"	"ε"	"NNP"	"VB"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"insist"	"that"	"she"	"bestow"	"her"	"favors"	"on"	"him"	"the"	"friend"	"continue"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"emcee_jack_herbert"	"dick_nixon"	"∅"	"'s"	"∅_emcee_jack_herbert"	"emcee_jack_herbert_dick_nixon"	"dick_nixon_'s"	"∅_∅_emcee_jack_herbert"	"∅_emcee_jack_herbert_dick_nixon"	"emcee_jack_herbert_dick_nixon_'s"	"dick_nixon_'s_campaign"	"ε"	"ε"	"NNP"	"VB"	"NNP"	"POS"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"insist"	"dick_nixon"	"campaign"	"slogan"	"for"	"governor"	"of"	"california"	"be"	"knight"	"must"	"fall"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"states"	"that"	"southern"	"the"	"southern_states"	"states_that"	"that_the"	"the_southern_states"	"southern_states_that"	"states_that_the"	"that_the_united_states"	"DT"	"NNP"	"NNPS"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"difference"	"come_down"	"to"	"the"	"southern"	"states"	"insist"	"that"	"the"	"united_states"	"be"	"in"	"last"	"analysis"	"what"	"its"	"name"	"imply"	"a"	"union"	"of"	"states"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"berger"	"that"	"∅"	"``"	"∅_berger"	"berger_that"	"that_``"	"∅_∅_berger"	"∅_berger_that"	"berger_that_``"	"that_``_we"	"ε"	"ε"	"NNP"	"VB"	"IN"	"ε"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"insist"	"that"	"we"	"know"	"enough"	"to"	"sue"	"for"	"the"	"full"	"amount"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"or"	"on"	"lie"	"a"	"lie_or"	"or_on"	"on_a"	"was_lie_or"	"lie_or_on"	"or_on_a"	"on_a_private"	"VB"	"VB"	"CC"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"might"	"be"	"contend"	"of_course"	"that"	"person"	"in"	"deny"	"anti-semitic"	"feeling"	"was"	"lie"	"or"	"insist"	"on"	"a"	"private"	"definition"	"of"	"anti-semitism"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"could"	"that"	"we"	"our"	"we_could"	"could_that"	"that_our"	",_we_could"	"we_could_that"	"could_that_our"	"that_our_social"	"ε"	"PRP"	"MD"	"VB"	"IN"	"PRP$"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"we"	"were"	"create"	"a"	"new"	"society"	"we"	"could"	"insist"	"that"	"our"	"social"	"political"	"economic"	"and"	"philosophic"	"institution"	"foster"	"rather"	"than"	"hamper"	"man"	"best"	"growth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"you"	"that"	"do"	"unneeded"	"do_you"	"you_that"	"that_unneeded"	"∅_do_you"	"do_you_that"	"you_that_unneeded"	"that_unneeded_salary"	"ε"	"VBP"	"PRP"	"VB"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"insist"	"that"	"unneeded"	"salary"	"employee"	"take"	"their"	"vacation"	"during"	"plant"	"shutdown"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"was"	"he"	"rumor"	"receive"	"rumor_was"	"was_he"	"he_receive"	",_rumor_was"	"rumor_was_he"	"was_he_receive"	"he_receive_a"	"ε"	"NN"	"VBD"	"VB"	"PRP"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"that"	"legend"	"was"	"explosively"	"rumor"	"was"	"insist"	"he"	"receive"	"a"	"price"	"of"	"a"	"man"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"everyone"	"that"	","	"it"	",_everyone"	"everyone_that"	"that_it"	"rendering_,_everyone"	",_everyone_that"	"everyone_that_it"	"that_it_be"	"NN"	"ε"	"NN"	"VB"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"then"	"after"	"the"	"little"	"operetta"	"had"	"give"	"its"	"feeble"	"amateur"	"rendering"	"everyone"	"insist"	"that"	"it"	"be"	"too"	"good"	"to"	"be"	"lost"	"forever"	"and"	"that"	"the"	"group"	"must"	"now"	"have"	"the"	"manuscript"	"in_order"	"to"	"give"	"it"	"the"	"really"	"first-rate"	"performance"	"it"	"merit"	
"2:32:00::"	"location"	"that"	"of"	"a"	"of_location"	"location_that"	"that_a"	"person_of_location"	"of_location_that"	"location_that_a"	"that_a_water_development"	"NNP"	"IN"	"NNP"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"location"	"insist"	"that"	"a"	"water_development"	"bill"	"pass"	"by"	"the"	"texas"	"house_of_representatives"	"be"	"an"	"effort"	"by"	"big"	"city"	"like"	"dallas"	"and"	"fort_worth"	"to"	"cover_up"	"place"	"like"	"location"	"a"	"location"	"hamlet"	"of"	"people"	"0"	"0"	"0"	"0"	
"2:32:00::"	"and"	"that"	"location"	"the"	"location_and"	"and_that"	"that_the"	"the_location_and"	"location_and_that"	"and_that_the"	"that_the_couple"	"DT"	"NNP"	"CC"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"next"	"morning"	"as"	"the"	"clock"	"strike"	"nine"	"he"	"at"	"the"	"council"	"meeting"	"in"	"the"	"location"	"and"	"insist"	"that"	"the"	"couple"	"would"	"have_to"	"be"	"punish"	"if"	"the"	"church"	"was"	"to"	"be"	"respect"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
