"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"
"2:32:00::"	"have"	"``"	"men"	"meeting"	"men_have"	"have_``"	"``_meeting"	"movie_men_have"	"men_have_``"	"have_``_meeting"	"``_meeting_cute"	"NN"	"NNS"	"VBP"	"VB"	"ε"	"NN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"american"	"romance"	"almost"	"nothing"	"rate"	"than"	"what"	"the"	"movie"	"men"	"have"	"call"	"meeting"	"cute"	"that_is"	"boy-meets-girl"	"seem"	"more"	"adorable"	"if"	"it"	"does"	"n't"	"take_place"	"in"	"an"	"atmosphere"	"of"	"correct"	"and"	"acute"	"boredom"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"they"	"``"	"what"	"homecoming"	"what_they"	"they_``"	"``_homecoming"	"schedule_what_they"	"what_they_``"	"they_``_homecoming"	"``_homecoming_day"	"VB"	"WP"	"PRP"	"VB"	"ε"	"NN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"the"	"period"	"during"	"the"	"melancholy"	"days"	"autumn"	"when"	"universities"	"and"	"colleges"	"schedule"	"what"	"they"	"call"	"homecoming"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:05::"	"leaders"	"a"	"the"	"halt"	"the_leaders"	"leaders_a"	"a_halt"	"when_the_leaders"	"the_leaders_a"	"leaders_a_halt"	"a_halt_at"	"WRB"	"DT"	"NNS"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"no"	"casualties"	"but"	"the"	"guerrillas"	"admit"	"to"	"be"	"tired"	"when"	"the"	"leaders"	"call"	"a"	"halt"	"at"	"a._m."	"to"	"enable"	"out-of-town"	"members"	"to"	"catch"	"a"	"plane"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"be"	"marinas"	"rightfully"	"."	"rightfully_be"	"be_marinas"	"marinas_."	"may_rightfully_be"	"rightfully_be_marinas"	"be_marinas_."	"marinas_._∅"	"MD"	"RB"	"VB"	"VB"	"NNS"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"boatyards"	"which"	"also"	"provide"	"some"	"the"	"above"	"facilities"	"may"	"rightfully"	"be"	"call"	"marinas"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:04::"	"be"	"shortly"	"will"	"by"	"will_be"	"be_shortly"	"shortly_by"	"countries_will_be"	"will_be_shortly"	"be_shortly_by"	"shortly_by_president_kennedy"	"NNS"	"MD"	"VB"	"VB"	"RB"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"international"	"conference"	"of"	"the"	"textile-importing"	"and"	"textile-exporting"	"countries"	"will"	"be"	"call"	"shortly"	"by"	"president_kennedy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::;2:32:02::"	"per_cent"	"themselves"	"30"	"christians"	"30_per_cent"	"per_cent_themselves"	"themselves_christians"	"about_30_per_cent"	"30_per_cent_themselves"	"per_cent_themselves_christians"	"themselves_christians_in_order_to"	"IN"	"CD"	"NN"	"VB"	"PRP"	"NNPS"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"field_marshal"	"montgomery"	"belief"	"that"	"in"	"most"	"western"	"countries"	"about"	"per_cent"	"of"	"the"	"do"	"not"	"really"	"care"	"about"	"democracy"	"or"	"christianity"	"about"	"per_cent"	"call"	"themselves"	"christians"	"in_order_to"	"keep_up"	"appearances"	"and"	"be"	"consider"	"respectable"	"and"	"only"	"the"	"last"	"per_cent"	"be"	"genuine"	"christians"	"and"	"believers"	"in"	"democracy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:09::"	"montero"	"``"	","	"i"	",_montero"	"montero_``"	"``_i"	"''_,_montero"	",_montero_``"	"montero_``_i"	"``_i_'ll"	"ε"	"ε"	"NNP"	"VB"	"ε"	"PRP"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"oso"	"montero"	"i"	"get"	"gray_eyes"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"demonstration"	"filbert"	"a"	"hats"	"a_demonstration"	"demonstration_filbert"	"filbert_hats"	"with_a_demonstration"	"a_demonstration_filbert"	"demonstration_filbert_hats"	"filbert_hats_."	"IN"	"DT"	"NN"	"VB"	"JJ"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"barbara_borland"	"of"	"tigard"	"take"	"top"	"individual"	"home_economics"	"honors"	"with"	"a"	"demonstration"	"call"	"filbert"	"hats"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"is"	","	"strengthen"	"will"	"strengthen_is"	"is_,"	",_will"	"forces_strengthen_is"	"strengthen_is_,"	"is_,_will"	",_will_prove"	"NNS"	"VB"	"VB"	"VB"	"ε"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"increase"	"in"	"the"	"threshold"	"as"	"conventional"	"forces"	"strengthen"	"is"	"call"	"will"	"prove"	"one"	"of"	"the"	"alliance"	"most"	"difficult"	"problems"	"in"	"the"	"months"	"to"	"come"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"he"	"the"	"of_what"	"candidates"	"of_what_he"	"he_the"	"the_candidates"	"members_of_what_he"	"of_what_he_the"	"he_the_candidates"	"the_candidates_'"	"NNS"	"RB"	"PRP"	"VB"	"DT"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"ask"	"intimate"	"questions"	"and"	"get"	"answers"	"from"	"the"	"members"	"of_what"	"he"	"call"	"the"	"candidates"	"in-groups"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"center"	"her"	"the"	","	"the_center"	"center_her"	"her_,"	"at_the_center"	"the_center_her"	"center_her_,"	"her_,_be"	"IN"	"DT"	"NN"	"VB"	"PRP$"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mom"	"marr"	"as"	"the"	"more_than"	"men"	"the"	"center"	"call"	"her"	"be"	"the"	"link"	"that"	"help"	"to"	"bridge"	"the"	"gulf"	"between"	"alcoholics"	"and"	"the"	"outside"	"world"	"and"	"between"	"parolees"	"and"	"society"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
