"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"
"2:42:00::"	"bridge"	"less"	"chain"	"durable"	"chain_bridge"	"bridge_less"	"less_durable"	"this_chain_bridge"	"chain_bridge_less"	"bridge_less_durable"	"less_durable_than"	"DT"	"NN"	"NN"	"VB"	"RBR"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"john_templeman"	"approve"	"timothy_palmer"	"this"	"bridge"	"prove"	"less"	"durable"	"than"	"the"	"wooden"	"arch"	"on"	"the"	"salisbury"	"end"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"flyers"	"unable"	"york_state_guard"	"to"	"york_state_guard_flyers"	"flyers_unable"	"unable_to"	"the_york_state_guard_flyers"	"york_state_guard_flyers_unable"	"flyers_unable_to"	"unable_to_keep"	"DT"	"NNP"	"NNS"	"VB"	"JJ"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"though"	"the"	"makeshift"	"airports"	"ready"	"the"	"york_state_guard"	"flyers"	"prove"	"unable"	"to"	"keep"	"any"	"kind_of"	"mail"	"schedule"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"would"	"viable"	"choice"	"has"	"choice_would"	"would_viable"	"viable_has"	"third_choice_would"	"choice_would_viable"	"would_viable_has"	"viable_has_been"	"JJ"	"NN"	"MD"	"VB"	"JJ"	"VBZ"	"VBN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"the"	"resumption"	"of"	"soviet"	"testing"	"and"	"their"	"intransigence"	"at"	"the"	"geneva"	"talks"	"however"	"hope"	"that"	"this"	"third"	"choice"	"would"	"prove"	"viable"	"has"	"been"	"shake"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"principle"	"strikingly"	"''"	"effective"	"''_principle"	"principle_strikingly"	"strikingly_effective"	"dialogue_''_principle"	"''_principle_strikingly"	"principle_strikingly_effective"	"strikingly_effective_at"	"NN"	"ε"	"NN"	"VB"	"RB"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"introduction"	"of"	"the"	"principle"	"prove"	"strikingly"	"effective"	"at"	"the"	"thirty-fourth"	"annual"	"meeting"	"of"	"the"	"catholic_association"	"for"	"international_peace"	"in"	"washington"	"the"	"last"	"weekend"	"in"	"october"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"should"	"to"	"this"	"be"	"this_should"	"should_to"	"to_be"	",_this_should"	"this_should_to"	"should_to_be"	"to_be_an"	"ε"	"DT"	"MD"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"house"	"in"	"the"	"new"	"theater"	"this"	"should"	"prove"	"to"	"be"	"an"	"exciting"	"evening"	"add"	"mrs._sims"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"man"	"doubt"	"enough"	"doubt_,"	",_man"	"man_enough"	"in_doubt_,"	"doubt_,_man"	",_man_enough"	"man_enough_to"	"IN"	"NN"	"ε"	"VB"	"NN"	"RB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"my"	"knowledge"	"lincoln"	"remain"	"the"	"head_of_state"	"and"	"commander-in-chief"	"who"	"while"	"fight"	"a"	"fearful"	"whose"	"issue"	"be"	"in"	"doubt"	"prove"	"man"	"enough"	"to"	"say"	"this"	"publicly"	"to"	"give"	"his"	"foe"	"the"	"benefit"	"of"	"the"	"fact"	"that"	"in_all"	"human"	"truth"	"there"	"be"	"some"	"error"	"and"	"in_all"	"our"	"error"	"some"	"truth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"going_to"	"it"	"'m"	"''"	"'m_going_to"	"going_to_it"	"it_''"	"i_'m_going_to"	"'m_going_to_it"	"going_to_it_''"	"it_''_,"	"PRP"	"VBP"	"VB"	"VB"	"PRP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"only"	"thing"	"that"	"worry"	"be"	"how"	"i"	"going_to"	"prove"	"it"	"eugenia"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"will"	"a"	")"	"means"	")_will"	"will_a"	"a_means"	"new_catholic_edition_)_will"	")_will_a"	"will_a_means"	"a_means_of"	"NNP"	"ε"	"MD"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"the"	"catholic_church"	"express"	"such"	"desire"	"that"	"the"	"sacred"	"scriptures"	"be"	"read"	"the"	"following"	"from"	"the"	"holy_bible"	"new_catholic_edition"	"will"	"prove"	"a"	"means"	"of"	"grace"	"and"	"a"	"source"	"of"	"great"	"spiritual"	"blessing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"tournament"	"last"	"golf"	"monday"	"golf_tournament"	"tournament_last"	"last_monday"	"masters_golf_tournament"	"golf_tournament_last"	"tournament_last_monday"	"last_monday_what"	"NNP"	"NN"	"NN"	"VB"	"JJ"	"NNP"	"WP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"golf"	"tournament"	"prove"	"last"	"monday"	"what"	"it"	"can"	"do"	"to"	"the"	"strongest"	"men"	"and"	"the"	"staunchest"	"nerves"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"sunday"	"there"	"last"	"be"	"last_sunday"	"sunday_there"	"there_be"	"teenagers_last_sunday"	"last_sunday_there"	"sunday_there_be"	"there_be_and"	"NNS"	"JJ"	"NNP"	"VB"	"EX"	"VB"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"more_than"	"teenagers"	"sunday"	"prove"	"there"	"be"	"and"	"as_many"	"more"	"are"	"expect"	"to"	"prove"	"it"	"again"	"for"	"jim_kern"	"and"	"his"	"wife"	"lynn"	"from"	"to"	"p."	"m._sunday"	"at_first"	"presbyterian_church"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"to"	"it"	"expect"	"again"	"expect_to"	"to_it"	"it_again"	"are_expect_to"	"expect_to_it"	"to_it_again"	"it_again_for"	"VBP"	"VB"	"TO"	"VB"	"PRP"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"more_than"	"teenagers"	"last"	"sunday"	"prove"	"there"	"and"	"as_many"	"more"	"are"	"expect"	"to"	"prove"	"it"	"again"	"for"	"jim_kern"	"and"	"his"	"wife"	"lynn"	"from"	"to"	"p."	"m._sunday"	"at_first"	"presbyterian_church"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"almost"	"for"	"it"	"us"	"it_almost"	"almost_for"	"for_us"	"so_it_almost"	"it_almost_for"	"almost_for_us"	"for_us_,"	"RB"	"PRP"	"RB"	"VB"	"IN"	"PRP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"alas"	"so"	"almost"	"prove"	"for"	"us"	"too"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"already"	"to"	"had"	"be"	"had_already"	"already_to"	"to_be"	"it_had_already"	"had_already_to"	"already_to_be"	"to_be_a"	"PRP"	"VBD"	"RB"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"might"	"be"	"it"	"had"	"already"	"prove"	"to"	"be"	"a"	"marriage"	"without"	"love"	"but"	"it"	"be"	"marriage"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"has"	"helpful"	"work"	"to"	"work_has"	"has_helpful"	"helpful_to"	"whose_work_has"	"work_has_helpful"	"has_helpful_to"	"helpful_to_many"	"WP$"	"NN"	"VBZ"	"VB"	"JJ"	"TO"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"late"	"person"	"a"	"whose"	"work"	"has"	"prove"	"helpful"	"to"	"many"	"student"	"of"	"literature"	"once"	"write"	"we"	"be"	"all"	"though"	"many_of"	"us"	"be"	"snobbish"	"enough"	"to"	"wish"	"to"	"deny"	"it"	"in"	"far"	"close"	"sympathy"	"with"	"the"	"art"	"of"	"the"	"music_hall"	"and"	"picture_palace"	"than"	"with"	"person"	"and"	"person"	"or"	"even"	"shakespeare"	"and"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"to"	"the"	","	"statement"	",_to"	"to_the"	"the_statement"	"door_,_to"	",_to_the"	"to_the_statement"	"the_statement_."	"NN"	"ε"	"TO"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"say"	"his"	"father"	"was"	"sleep"	"and"	"then"	"go"	"a"	"pantomime"	"at"	"his"	"father"	"door"	"to"	"prove"	"the"	"statement"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"art"	"again"	"popular"	"that"	"popular_art"	"art_again"	"again_that"	"the_popular_art"	"popular_art_again"	"art_again_that"	"again_that_give"	"DT"	"JJ"	"NN"	"VB"	"RB"	"IN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"about"	"that"	"same"	"time"	"person"	"series"	"on"	"the"	"popular"	"art"	"prove"	"again"	"that"	"give"	"jazz"	"ample"	"breathing_space"	"be"	"one"	"of"	"the"	"most"	"sensible"	"thing"	"a"	"producer"	"can"	"do"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	","	"himself"	"monologist"	"very"	"monologist_,"	",_himself"	"himself_very"	"nightclub_monologist_,"	"monologist_,_himself"	",_himself_very"	"himself_very_much"	"NN"	"NN"	"ε"	"VB"	"PRP"	"RB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"whose"	"fame"	"has"	"rest_on"	"in"	"recent"	"year"	"his"	"skill"	"as"	"a"	"nightclub"	"monologist"	"prove"	"himself"	"very"	"much"	"at_home"	"in"	"musical_comedy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
