"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"
"2:42:00::"	"best"	"camera"	"the"	"in"	"the_best"	"best_camera"	"camera_in"	"become_the_best"	"the_best_camera"	"best_camera_in"	"camera_in_the"	"VB"	"DT"	"JJS"	"VB"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"also"	"use"	"as"	"an"	"example"	"the"	"manufacturer"	"who"	"introduce"	"an"	"camera"	"in"	"germany"	"with"	"the"	"result"	"that"	"it"	"become"	"the"	"best"	"sell"	"camera"	"in"	"the"	"german"	"market"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"are"	"at"	"still"	"prices"	"still_are"	"are_at"	"at_prices"	"bonds_still_are"	"still_are_at"	"are_at_prices"	"at_prices_that"	"NNS"	"RB"	"VBP"	"VB"	"IN"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"many_of"	"the"	"bonds"	"still"	"are"	"sell"	"at"	"prices"	"that"	"offer"	"the"	"prospect"	"of"	"an"	"annual"	"yield"	"of"	"per_cent"	"or"	"very"	"close_to"	"that"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	","	"it"	"750000"	"for"	"750000_,"	",_it"	"it_for"	"$_750000_,"	"750000_,_it"	",_it_for"	"it_for_$"	"ε"	"CD"	"ε"	"VB"	"PRP"	"IN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"owner"	"of"	"the"	"painting"	"it"	"for"	"sell"	"it"	"for"	"in"	"a"	"market"	"crash"	"and"	"buy"	"it"	"back"	"for"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"they"	"it"	"when"	"to"	"when_they"	"they_it"	"it_to"	"and_when_they"	"when_they_it"	"they_it_to"	"it_to_television"	"CC"	"WRB"	"PRP"	"VB"	"PRP"	"TO"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"they"	"sell"	"it"	"to"	"television"	"in"	"a_couple_of"	"years"	"it"	"can"	"be"	"show"	"without"	"editing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"am"	"the"	"i"	"stuff"	"i_am"	"am_the"	"the_stuff"	"∅_i_am"	"i_am_the"	"am_the_stuff"	"the_stuff_of_which"	"ε"	"PRP"	"VBP"	"VB"	"DT"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"am"	"sell"	"the"	"stuff"	"of_which"	"is"	"make"	"one"	"of"	"the"	"great"	"american_dreams"	"wall-to-wall"	"carpeting"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"to"	"a"	"authority"	"520"	"authority_to"	"to_a"	"a_520"	"the_authority_to"	"authority_to_a"	"to_a_520"	"a_520_-"	"DT"	"NN"	"TO"	"VB"	"DT"	"CD"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"second"	"agreement"	"the"	"authority"	"to"	"sell"	"a"	"acre"	"tract"	"west"	"of"	"stage"	"residential"	"to"	"philadelphia"	"builders"	"eastwick_corp."	"a"	"firm"	"compose"	"of"	"philadelphia"	"area"	"builders"	"which"	"be"	"interested"	"in"	"develop"	"part"	"of"	"the"	"project"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"stop"	"the"	"who"	"metal"	"who_stop"	"stop_the"	"the_metal"	"markets_who_stop"	"who_stop_the"	"stop_the_metal"	"the_metal_on"	"NNS"	"WP"	"VB"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"peiping"	"chinese"	"be"	"the"	"only"	"major"	"seller"	"in"	"the"	"world"	"markets"	"who"	"stop"	"sell"	"the"	"metal"	"on"	"monday"	"morning"	"november"	"anticipate"	"by"	"two"	"days"	"the"	"announcement"	"of"	"the"	"u._s._treasury"	"that"	"the"	"pegged"	"offering"	"price"	"will"	"be"	"remove"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"were"	"and"	"narcotics"	"they"	"narcotics_were"	"were_and"	"and_they"	"in_which_narcotics_were"	"narcotics_were_and"	"were_and_they"	"and_they_would"	"RB"	"NNS"	"VBD"	"VB"	"CC"	"PRP"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"they"	"become"	"members"	"of"	"the"	"city"	"police"	"narcotics"	"unit"	"sokol"	"say"	"they"	"were"	"tell"	"they"	"have"	"to"	"get"	"to"	"know"	"certain"	"areas"	"of"	"chicago"	"in_which"	"narcotics"	"were"	"sell"	"and"	"they"	"would"	"have"	"to"	"get"	"to"	"know"	"people"	"in"	"the"	"narcotics"	"racket"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"of"	"$"	"accuse"	"4700"	"accuse_of"	"of_$"	"$_4700"	"are_accuse_of"	"accuse_of_$"	"of_$_4700"	"$_4700_worth"	"VBP"	"VB"	"IN"	"VB"	"ε"	"CD"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"cooperman"	"and"	"are"	"accuse"	"of"	"sell"	"worth"	"of"	"heroin"	"to"	"a"	"convicted"	"narcotics"	"peddler"	"otis_sears"	"of"	"indiana"	"av."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"to"	"you"	"anything"	"will"	"anything_to"	"to_you"	"you_will"	"grow_anything_to"	"anything_to_you"	"to_you_will"	"you_will_need"	"VB"	"NN"	"TO"	"VB"	"PRP"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"you"	"anything"	"to"	"sell"	"you"	"will"	"need"	"market"	"nearby"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"possibility"	"the"	"the"	"property"	"the_possibility"	"possibility_the"	"the_property"	"∅_the_possibility"	"the_possibility_the"	"possibility_the_property"	"the_property_later_on"	"ε"	"DT"	"IN"	"VB"	"DT"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"possibility"	"sell"	"the"	"property"	"later_on"	"for"	"suburban"	"subdivision"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"those"	"mistake"	"thousand"	"mistake_to"	"to_those"	"those_thousand"	"a_mistake_to"	"mistake_to_those"	"to_those_thousand"	"those_thousand_of"	"DT"	"NN"	"TO"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"would"	"a"	"mistake"	"to"	"sell"	"those"	"thousand"	"of"	"beginning"	"camper"	"on"	"the"	"idea"	"they"	"buy"	"the"	"comforts"	"of"	"home"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:01::"	"firm"	"restaurant"	"small"	"product"	"small_firm"	"firm_restaurant"	"restaurant_product"	"a_small_firm"	"small_firm_restaurant"	"firm_restaurant_product"	"restaurant_product_,"	"DT"	"JJ"	"NN"	"VB"	"NN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"president"	"a"	"small"	"firm"	"sell"	"restaurant"	"product"	"have"	"considerable"	"difficulty"	"in"	"find"	"suitable"	"salesman"	"for"	"his"	"business"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"actually"	"painting"	"he"	"."	"he_actually"	"actually_painting"	"painting_."	",_he_actually"	"he_actually_painting"	"actually_painting_."	"painting_._∅"	"ε"	"PRP"	"RB"	"VB"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"for"	"he"	"actually"	"sell"	"painting"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"to"	"the"	"himself"	"person"	"himself_to"	"to_the"	"the_person"	"put_himself_to"	"himself_to_the"	"to_the_person"	"the_person_that"	"VB"	"PRP"	"TO"	"VB"	"DT"	"NNP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"a"	"wonder"	"really"	"to"	"how"	"much"	"trouble"	"person"	"put"	"himself"	"to"	"sell"	"the"	"person"	"that"	"preposterous"	"manse"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"or"	"his"	"operate"	"phony"	"operate_or"	"or_his"	"his_phony"	"faker_operate_or"	"operate_or_his"	"or_his_phony"	"his_phony_machine"	"NN"	"VB"	"CC"	"VB"	"PRP$"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"gadget"	"operate"	"or"	"sell"	"his"	"phony"	"machine"	"for"	"to"	"anything"	"the"	"traffic"	"will"	"bear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"-"	"by"	"cent"	"the"	"cent_-"	"-_by"	"by_the"	"a_cent_-"	"cent_-_by"	"-_by_the"	"by_the_group"	"DT"	"NN"	"ε"	"VB"	"IN"	"DT"	"NNP"	"some"	"time"	"ago"	"person"	"age"	"a"	"diabetic"	"since"	"he"	"be"	"six"	"stop"	"use"	"insulin"	"because"	"he"	"had"	"buy"	"a"	"magic"	"spike"	"a"	"glass"	"tube"	"about"	"the"	"size"	"of"	"a"	"pencil"	"fill"	"with"	"barium"	"chloride"	"worth"	"a"	"small"	"fraction"	"of"	"a"	"cent"	"sell"	"the"	"group"	"of"	"location"	"for"	"as"	"a"	"cure-all"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"person"	"electric"	"of"	"blanket"	"of_person"	"person_electric"	"electric_blanket"	"name_of_person"	"of_person_electric"	"person_electric_blanket"	"electric_blanket_as"	"NN"	"IN"	"NNP"	"VB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"location"	"a_few"	"year"	"ago"	"a"	"by"	"the"	"name"	"of"	"person"	"sell"	"electric"	"blanket"	"as"	"a"	"cure"	"for"	"cancer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
