"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"
"1:14:00::"	"one"	"in"	"by"	"a"	"by_one"	"one_in"	"in_a"	"use_by_one"	"by_one_in"	"one_in_a"	"in_a_series"	"VB"	"IN"	"JJ"	"NN"	"RB"	"RB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"person"	"and"	"person"	"both"	"out_of_action"	"due_to"	"injury"	"the"	"group"	"champ"	"still"	"mount"	"a"	"hit"	"attack"	"against"	"a"	"parade"	"eight"	"group"	"pitcher"	"the"	"most"	"ever"	"use"	"by"	"one"	"team"	"in"	"a"	"series"	"game"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"a"	"to"	"lead"	"both"	"lead_a"	"a_to"	"to_both"	"to_lead_a"	"lead_a_to"	"a_to_both"	"to_both_a"	"TO"	"VB"	"DT"	"NN"	"TO"	"PDT"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"triumph"	"make"	"person"	"the"	"third"	"man"	"to"	"lead"	"a"	"team"	"to"	"both"	"a"	"pennant"	"and"	"a"	"world_series"	"victory"	"in"	"his"	"first"	"year"	"as"	"a"	"manager"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"and"	"official"	"coach"	"who"	"coach_and"	"and_official"	"official_who"	",_coach_and"	"coach_and_official"	"and_official_who"	"official_who_receive"	"ε"	"NN"	"CC"	"NN"	"NN"	"WP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"and"	"person"	"head"	"a"	"of"	"player"	"coach"	"and"	"team"	"official"	"who"	"receive"	"an"	"engrossed"	"copy"	"of"	"an"	"official"	"city"	"citation"	"and"	"a"	"pair"	"of"	"silver"	"cufflink"	"shape"	"like"	"a"	"football"	"0"	"0"	"0"	"0"	
"1:14:00::"	"group"	"for"	"a"	"this"	"a_group"	"group_for"	"for_this"	"obtain_a_group"	"a_group_for"	"group_for_this"	"for_this_city"	"VB"	"DT"	"NNP"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"his"	"goal"	"was"	"obtain"	"a"	"group"	"team"	"for"	"this"	"city"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"winning"	"in"	"the"	"the"	"the_winning"	"winning_in"	"in_the"	"as_the_winning"	"the_winning_in"	"winning_in_the"	"in_the_canada_cup"	"IN"	"DT"	"JJ"	"NN"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"golf"	"leading"	"money"	"winner"	"in"	"and"	"person"	"be"	"salute"	"as"	"the"	"winning"	"team"	"in"	"the"	"canada_cup"	"match"	"last"	"june"	"in"	"dublin"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"fourteen"	"league"	"the"	"to"	"the_fourteen"	"fourteen_league"	"league_to"	"in_the_fourteen"	"the_fourteen_league"	"fourteen_league_to"	"league_to_play"	"IN"	"DT"	"JJ"	"NN"	"NN"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"owner"	"would_like"	"club"	"in"	"the"	"fourteen"	"team"	"league"	"to"	"play"	"a"	"home"	"and"	"home"	"series"	"with"	"team"	"in"	"its"	"division"	"plus"	"two"	"game"	"against"	"team"	"in"	"the"	"division"	"0"	"0"	"0"	"0"	
"1:14:00::"	"with"	"in"	"series"	"its"	"series_with"	"with_in"	"in_its"	"home_series_with"	"series_with_in"	"with_in_its"	"in_its_division"	"JJ"	"NN"	"IN"	"NN"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"owner"	"would_like"	"each"	"club"	"in"	"the"	"fourteen"	"league"	"to"	"play"	"a"	"home"	"and"	"home"	"series"	"with"	"team"	"in"	"its"	"division"	"plus"	"two"	"game"	"against"	"team"	"in"	"the"	"division"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"against"	"in"	"game"	"the"	"game_against"	"against_in"	"in_the"	"two_game_against"	"game_against_in"	"against_in_the"	"in_the_division"	"JJ"	"NN"	"IN"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"owner"	"would_like"	"each"	"club"	"in"	"the"	"fourteen"	"team"	"league"	"to"	"play"	"a"	"and"	"home"	"series"	"with"	"team"	"in"	"its"	"division"	"plus"	"two"	"game"	"against"	"team"	"in"	"the"	"division"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"'s"	"play"	"league"	"in"	"league_'s"	"'s_play"	"play_in"	"the_league_'s"	"league_'s_play"	"'s_play_in"	"play_in_baseball"	"DT"	"NN"	"POS"	"NN"	"VB"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"nine"	"of"	"league"	"team"	"play"	"in"	"baseball"	"park"	"and"	"therefore"	"face"	"an"	"early"	"season"	"conflict"	"in"	"date"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:01::"	"the"	"into"	"back"	"the"	"back_the"	"the_into"	"into_the"	"person_back_the"	"back_the_into"	"the_into_the"	"into_the_trace"	"NNP"	"VB"	"DT"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"the"	"team"	"into"	"the"	"trace"	"and"	"wish"	"they"	"were"	"n't"	"go_to"	"town"	"at_all"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:01::"	"the"	"and"	"with"	"fill"	"with_the"	"the_and"	"and_fill"	"finish_with_the"	"with_the_and"	"the_and_fill"	"and_fill_his"	"VB"	"IN"	"DT"	"NN"	"CC"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"with"	"the"	"team"	"and"	"fill"	"his"	"pipe"	"and"	"stand"	"look"	"about"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"winless"	"among"	"only"	"the"	"only_winless"	"winless_among"	"among_the"	"the_only_winless"	"only_winless_among"	"winless_among_the"	"among_the_eighteen"	"DT"	"JJ"	"JJ"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"tonight"	"retain"	"the"	"of"	"be"	"the"	"only"	"winless"	"team"	"among"	"the"	"eighteen"	"major-league_club"	"as"	"they"	"drop"	"their"	"sixth"	"straight"	"spring"	"exhibition"	"decision"	"this"	"one"	"to"	"the"	"kansas_city"	"group"	"by"	"a"	"score"	"of"	"to"	
"1:14:00::"	"strong"	"of"	"possibly"	"the"	"possibly_strong"	"strong_of"	"of_the"	"field_possibly_strong"	"possibly_strong_of"	"strong_of_the"	"of_the_spring"	"VB"	"PRP$"	"JJ"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"perform"	"in"	"right"	"as"	"group"	"field"	"possibly"	"strong"	"team"	"of"	"the"	"spring"	"work"	"person"	"for"	"a"	"base_on_balls"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"the"	"'s"	"know"	"play"	"know_the"	"the_'s"	"'s_play"	"even_know_the"	"know_the_'s"	"the_'s_play"	"'s_play_,"	"RB"	"VB"	"DT"	"NN"	"POS"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"texas"	"halfback"	"who"	"n't"	"even"	"know"	"the"	"team"	"play"	"person"	"rank"	"fourth"	"in"	"group"	"score"	"after"	"three"	"game"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"group"	"that"	"the"	"will"	"the_group"	"group_that"	"that_will"	"of_the_group"	"the_group_that"	"group_that_will"	"that_will_be"	"IN"	"DT"	"NNP"	"NN"	"WDT"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"does"	"n't"	"even"	"have"	"a"	"nose"	"guard"	"or"	"hip_pad"	"he"	"one"	"of"	"the"	"most"	"valuable"	"member"	"of"	"the"	"group"	"team"	"that"	"will"	"be"	"heavily"	"favor"	"saturday"	"over"	"oklahoma"	"in"	"the"	"cotton_bowl"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"1956"	"."	"the"	"∅"	"the_1956"	"1956_."	"._∅"	"on_the_1956"	"the_1956_."	"1956_._∅"	"._∅_∅"	"IN"	"DT"	"CD"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"is"	"list"	"on"	"the"	"group"	"roster"	"as"	"a"	"halfback"	"the"	"position"	"which"	"he"	"letter"	"on"	"the"	"team"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"of"	"they"	"kind"	"were"	"kind_of"	"of_they"	"they_were"	"the_kind_of"	"kind_of_they"	"of_they_were"	"they_were_expect"	"DT"	"NN"	"NN"	"NN"	"PRP"	"VBD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"have"	"two"	"more"	"road_game"	"at"	"location"	"and"	"houston"	"before"	"they"	"play"	"for"	"the"	"home_folks"	"again"	"and"	"it"	"look"	"as"	"if"	"coach"	"person"	"men"	"will"	"meet"	"the"	"group"	"just_as"	"they"	"are"	"into"	"the"	"kind"	"of"	"team"	"they"	"were"	"expect"	"to"	"be"	"in"	"preseason"	"reckoning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"new"	"to"	"his"	"a"	"his_new"	"new_to"	"to_a"	"direct_his_new"	"his_new_to"	"new_to_a"	"to_a_22"	"VB"	"PRP$"	"JJ"	"NN"	"TO"	"DT"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"the"	"former"	"group"	"field_general"	"come_off"	"the"	"bench"	"for"	"his"	"with"	"the"	"group"	"sunday"	"and"	"direct"	"his"	"new"	"team"	"to"	"a"	"upset"	"victory"	"over"	"the"	"group"	"defend"	"league"	"champion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"the"	"'s"	"did"	"place-kicking"	"did_the"	"the_'s"	"'s_place-kicking"	"he_did_the"	"did_the_'s"	"the_'s_place-kicking"	"'s_place-kicking_while"	"PRP"	"VBD"	"DT"	"NN"	"POS"	"NN"	"IN"	"a"	"thing"	"or"	"two"	"to"	"mutter"	"about"	"himself"	"for"	"the"	"dallas"	"defensive"	"unit"	"turn_in"	"another"	"splendid"	"effort"	"against"	"denver"	"and"	"the"	"group"	"be"	"able"	"to"	"whip"	"the"	"dangerous"	"group"	"without"	"the"	"fullback"	"of"	"a"	"top"	"star"	"person"	"though"	"he"	"did"	"the"	"place-kicking"	"while"	"nurse"	"a"	"knee"	"injury"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
