"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"
"1:09:00::"	"per"	","	")"	"but"	")_per"	"per_,"	",_but"	"'_)_per"	")_per_,"	"per_,_but"	",_but_their"	"ε"	"ε"	"IN"	"NN"	"ε"	"CC"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"also"	"present"	"a"	"simple"	"equation"	"for"	"derive"	"an"	"index"	"of"	"persistence"	"weight"	"not_only"	"the"	"number"	"of"	"stem"	"root"	"per"	"meaning"	"but"	"their"	"relative_frequency"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"of"	"against"	"item"	"which"	"item_of"	"of_against"	"against_which"	"of_item_of"	"item_of_against"	"of_against_which"	"against_which_the"	"IN"	"NN"	"IN"	"NN"	"IN"	"WDT"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"practical"	"operational"	"problem"	"of"	"lexicostatistics"	"be"	"establishment"	"of"	"a"	"basic"	"list"	"of"	"item"	"of"	"meaning"	"against"	"which"	"the"	"particular"	"form"	"or"	"term"	"of"	"language"	"can"	"be"	"match"	"as"	"the"	"medium"	"of"	"comparison"	"0"	"0"	
"1:10:00::"	"paragraph"	","	":"	"word"	":_paragraph"	"paragraph_,"	",_word"	"sub-test_:_paragraph"	":_paragraph_,"	"paragraph_,_word"	",_word_meaning"	"NN"	"ε"	"NN"	"NN"	"ε"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"stanford_achievement_test"	"form_j"	"was"	"administer"	"by"	"classroom"	"teacher"	"consist_of"	"battery"	"of"	"six"	"sub-test"	"paragraph"	"meaning"	"word"	"meaning"	"spelling"	"language"	"arithmetic"	"computation"	"and"	"arithmetic"	"reasoning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"word"	","	","	"spelling"	",_word"	"word_,"	",_spelling"	"meaning_,_word"	",_word_,"	"word_,_spelling"	",_spelling_,"	"NN"	"ε"	"NN"	"NN"	"ε"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"stanford_achievement_test"	"form_j"	"was"	"administer"	"by"	"classroom"	"teacher"	"consist_of"	"a"	"of"	"six"	"sub-test"	"paragraph"	"meaning"	"word"	"meaning"	"spelling"	"language"	"arithmetic"	"computation"	"and"	"arithmetic"	"reasoning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"the"	"of"	"∅"	"this"	"∅_the"	"the_of"	"of_this"	"∅_∅_the"	"∅_the_of"	"the_of_this"	"of_this_variation"	"ε"	"ε"	"DT"	"NN"	"RB"	"RB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"meaning"	"of"	"this"	"variation"	"in"	"distribution"	"of"	"the"	"bronchial_artery"	"as"	"find"	"in"	"the"	"horse"	"be"	"not"	"clear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"the"	"of"	"puzzle"	"the"	"puzzle_the"	"the_of"	"of_the"	"had_puzzle_the"	"puzzle_the_of"	"the_of_the"	"of_the_great"	"VBD"	"VB"	"DT"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"location"	"had"	"puzzle"	"the"	"meaning"	"of"	"the"	"great"	"stone"	"monument"	"man"	"had"	"throw"	"up"	"to"	"the"	"sky"	"and"	"always"	"as"	"he"	"wander"	"he"	"feel"	"a"	"stranger"	"to"	"their"	"exultation"	
"1:09:00::"	"the"	"of"	"as_to"	"the"	"as_to_the"	"the_of"	"of_the"	"confusion_as_to_the"	"as_to_the_of"	"the_of_the"	"of_the_basic"	"NN"	"TO"	"DT"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"a"	"result"	"although"	"we"	"still"	"make"	"use"	"of"	"distinction"	"there"	"be"	"much"	"confusion"	"as_to"	"the"	"meaning"	"of"	"the"	"basic"	"term"	"employ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"consistent"	"in"	"experience"	"life"	"experience_consistent"	"consistent_in"	"in_life"	"of_experience_consistent"	"experience_consistent_in"	"consistent_in_life"	"in_life_and"	"IN"	"VB"	"JJ"	"NN"	"IN"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"also"	"the"	"possibility"	"religion"	"of"	"experience"	"consistent"	"meaning"	"in"	"life"	"and"	"enjoy"	"guidance"	"and"	"expansiveness"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"double"	"in"	"the"	"the"	"the_double"	"double_in"	"in_the"	"∅_the_double"	"the_double_in"	"double_in_the"	"in_the_anatomical"	"ε"	"DT"	"JJ"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"double"	"meaning"	"in"	"the"	"anatomical"	"make"	"it"	"a"	"familiar"	"vaudeville"	"device"	"as"	"in"	"the"	"gag"	"of"	"person"	"and"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"double"	"where"	"carry"	"an"	"carry_double"	"double_where"	"where_an"	"also_carry_double"	"carry_double_where"	"double_where_an"	"where_an_allusion"	"RB"	"VB"	"JJ"	"NN"	"WRB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"indefinite"	"reference"	"carry"	"double"	"meaning"	"where"	"an"	"allusion"	"to"	"one"	"person"	"or"	"thing"	"seem"	"to"	"refer"	"to"	"another"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"the"	"too"	"find"	"late"	"find_the"	"the_too"	"too_late"	"he_find_the"	"find_the_too"	"the_too_late"	"too_late_?"	"PRP"	"VB"	"DT"	"NN"	"RB"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"had"	"find"	"the"	"meaning"	"too"	"late"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
