"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"
"2:38:00::"	"just"	"from"	"have"	"roswell"	"have_just"	"just_from"	"from_roswell"	"we_have_just"	"have_just_from"	"just_from_roswell"	"from_roswell_,"	"PRP"	"VBP"	"RB"	"VB"	"IN"	"NNP"	"ε"	"0"	"0"	"0"	"he"	"invite"	"mr._case"	"to"	"stop"	"by"	"to"	"say"	"hello"	"if"	"he"	"ever"	"visit"	"the"	"academy"	"and_then"	"add"	"that"	"he"	"be"	"on"	"the"	"managerial"	"staff"	"the"	"freshman"	"football_team"	"have"	"just"	"return"	"from"	"roswell"	"n._m."	"where"	"we"	"were"	"defeat"	"to"	"the"	"young_man"	"note"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"everybody"	"after"	"∅"	"intermission"	"∅_everybody"	"everybody_after"	"after_intermission"	"∅_∅_everybody"	"∅_everybody_after"	"everybody_after_intermission"	"after_intermission_for"	"ε"	"ε"	"NN"	"VB"	"IN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"return"	"after"	"intermission"	"for"	"the"	"miscellaneous"	"sweepings"	"of"	"the"	"fantasy"	"for"	"piano"	"chorus"	"and"	"orchestra"	"in"	"c"	"minor"	"make_up"	"by"	"its"	"composer"	"to"	"fill_out"	"one"	"of"	"his"	"programs"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"board_of_education"	"to"	"the"	"the"	"the_board_of_education"	"board_of_education_to"	"to_the"	"that_the_board_of_education"	"the_board_of_education_to"	"board_of_education_to_the"	"to_the_practice"	"IN"	"DT"	"NN"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"anne_arundel"	"county"	"school_superintendent"	"ask"	"that"	"the"	"board_of_education"	"return"	"to"	"the"	"practice"	"of"	"recording"	"its"	"proceedings"	"mechanically"	"so_that"	"there"	"will"	"be"	"no_more"	"question"	"about"	"who"	"say"	"what"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"to"	"to"	"bandstand"	"his"	"bandstand_to"	"to_to"	"to_his"	"the_bandstand_to"	"bandstand_to_to"	"to_to_his"	"to_his_office"	"DT"	"NN"	"TO"	"VB"	"VB"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"he"	"the"	"bandstand"	"to"	"return"	"to"	"his"	"office"	"the"	"slender"	"sun-tanned"	"chief_executive"	"pause"	"along"	"the"	"way"	"to"	"shake_hands"	"with"	"the"	"members"	"of"	"the"	"audience"	"in"	"wheel"	"chairs"	"form"	"the"	"first"	"row"	"under"	"the"	"field_tent"	"set_up"	"for"	"the"	"guests"	"0"	
"2:38:00::"	"before"	"home"	"europe"	"to"	"europe_before"	"before_home"	"home_to"	"in_europe_before"	"europe_before_home"	"before_home_to"	"home_to_open"	"IN"	"NNP"	"IN"	"VB"	"RB"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"enrique_jorda"	"conductor"	"and"	"musical"	"director"	"of"	"the"	"san_francisco"	"symphony"	"will"	"two"	"more"	"guest"	"conducting"	"engagements"	"in"	"europe"	"before"	"return"	"home"	"to"	"open"	"the"	"symphony"	"golden_anniversary"	"season"	"it"	"was"	"announce"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"war_between_the_states"	"in"	"the"	"1865"	"the_war_between_the_states"	"war_between_the_states_in"	"in_1865"	"from_the_war_between_the_states"	"the_war_between_the_states_in"	"war_between_the_states_in_1865"	"in_1865_be"	"IN"	"DT"	"NN"	"VB"	"IN"	"CD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"along"	"this"	"avenue"	"which"	"marching"	"soldiers"	"from"	"the"	"war_between_the_states"	"return"	"in"	"be"	"the"	"national"	"archives"	"building"	"where"	"hundreds"	"of"	"thousands"	"of_this"	"country"	"most"	"valuable"	"records"	"are"	"keep"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"and_then"	"to"	"moments"	"their"	"moments_and_then"	"and_then_to"	"to_their"	"a_few_moments_and_then"	"moments_and_then_to"	"and_then_to_their"	"to_their_work"	"JJ"	"NNS"	"RB"	"VB"	"VB"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"two"	"children"	"both"	"boys"	"wander"	"around"	"the"	"and"	"me"	"for"	"a_few"	"moments"	"and_then"	"return"	"to"	"their"	"work"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"and"	"to"	"∅"	"the"	"∅_and"	"and_to"	"to_the"	"∅_∅_and"	"∅_and_to"	"and_to_the"	"to_the_united_states"	"ε"	"ε"	"CC"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"return"	"to"	"the"	"united_states"	"she"	"did"	"into"	"waiting"	"arms"	"the"	"unromantic"	"ones"	"of"	"the"	"new_york"	"district_attorney"	"office"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"had"	"from"	"letch"	"his"	"letch_had"	"had_from"	"from_his"	"∅_letch_had"	"letch_had_from"	"had_from_his"	"from_his_debacle"	"ε"	"NNP"	"VBD"	"VB"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"had"	"return"	"from"	"his"	"debacle"	"unrepentant"	"and"	"more"	"badly_behaved"	"than"	"before"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"could"	"to"	"he"	"burma"	"he_could"	"could_to"	"to_burma"	"before_he_could"	"he_could_to"	"could_to_burma"	"to_burma_,"	"IN"	"PRP"	"MD"	"VB"	"VB"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"before"	"could"	"return"	"to"	"burma"	"field_marshal"	"slim"	"have"	"to"	"rally"	"the"	"defeated"	"remnants"	"of"	"a"	"discouraged"	"army"	"and"	"unite"	"them"	"with"	"fresh"	"recruits"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:08::"	"to"	"to"	"refuse"	"the"	"refuse_to"	"to_to"	"to_the"	"tonight_refuse_to"	"refuse_to_to"	"to_to_the"	"to_the_five"	"RB"	"VB"	"TO"	"VB"	"VB"	"DT"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"magistrate"	"refuse"	"to"	"return"	"to"	"the"	"five"	"in"	"american"	"and"	"british"	"currency"	"mostly"	"bills"	"and"	"in"	"british"	"government"	"bonds"	"and"	"stocks"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"and"	"about"	"m."	"5"	"m._and"	"and_about"	"about_5"	"a._m._and"	"m._and_about"	"and_about_5"	"about_5_:"	"NN"	"NNP"	"CC"	"VB"	"IN"	"CD"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"kochaneks"	"tell"	"police"	"they"	"home"	"at"	"a."	"m."	"and"	"return"	"about"	"p."	"m."	"and"	"find"	"the"	"house"	"had"	"been"	"enter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"to"	","	"never"	"had"	"never_to"	"to_,"	",_had"	",_never_to"	"never_to_,"	"to_,_had"	",_had_assume"	"ε"	"RB"	"TO"	"VB"	"ε"	"VBD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"barco"	"his"	"state"	"of"	"go"	"never"	"to"	"return"	"had"	"assume"	"a"	"matter-of-factness"	"which"	"remain"	"his"	"principal"	"attitude"	"from_that_time_on"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"group"	"to"	"the"	"garrison"	"the_group"	"group_to"	"to_garrison"	",_the_group"	"the_group_to"	"group_to_garrison"	"to_garrison_duty"	"ε"	"DT"	"NNP"	"VB"	"VB"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"maneuver"	"over"	"group"	"return"	"to"	"garrison"	"duty"	"in"	"tokyo"	"person"	"still"	"with"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:21:00::"	"∅"	"for"	"∅"	"money"	"∅_∅"	"∅_for"	"for_money"	"∅_∅_∅"	"∅_∅_for"	"∅_for_money"	"for_money_and"	"ε"	"ε"	"ε"	"NN"	"IN"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"money"	"and"	"labor"	"invest"	"may"	"be"	"small"	"even"	"in"	"a"	"good"	"year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"he"	"to"	"that"	"the"	"that_he"	"he_to"	"to_the"	"person_that_he"	"that_he_to"	"he_to_the"	"to_the_atlantic"	"NNP"	"IN"	"PRP"	"VB"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"was"	"person"	"who"	"to"	"person"	"that"	"he"	"return"	"to"	"the"	"atlantic"	"coast"	"by"	"way"	"of"	"the"	"united_states"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:02::"	"this"	"."	"about"	"∅"	"about_this"	"this_."	"._∅"	"reservation_about_this"	"about_this_."	"this_._∅"	"._∅_∅"	"NN"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"express"	"reservation"	"about"	"this"	"return"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"to"	","	"person"	",_to"	"to_to"	"to_person"	"however_,_to"	",_to_to"	"to_to_person"	"to_person_."	"RB"	"ε"	"TO"	"VB"	"VB"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"will"	"reserve"	"discussion"	"of_it"	"a"	"moment"	"however"	"to"	"return"	"to"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:08::"	"to"	"disabled"	","	"man"	",_to"	"to_disabled"	"disabled_man"	"grant-in-aid_,_to"	",_to_disabled"	"to_disabled_man"	"disabled_man_and"	"NN"	"ε"	"TO"	"VB"	"JJ"	"NN"	"CC"	"0"	"0"	"0"	"0"	"from"	"its"	"inception"	"in"	"with"	"the"	"passage"	"of"	"public_law"	"group"	"the"	"purpose"	"of"	"the"	"vocational"	"rehabilitation_program"	"has"	"been"	"to"	"assist"	"the"	"state"	"by"	"means"	"of"	"grant-in-aid"	"return"	"disabled"	"man"	"and"	"woman"	"to"	"productive"	"gainful"	"employment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"a"	"or"	"filing"	"make"	"filing_a"	"a_or"	"or_make"	"such_as_filing_a"	"filing_a_or"	"a_or_make"	"or_make_a"	"JJ"	"NN"	"DT"	"NN"	"CC"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"the"	"last"	"day"	"due_date"	"for"	"perform"	"any"	"for"	"tax"	"purpose"	"such_as"	"filing"	"a"	"return"	"or"	"make"	"a"	"tax"	"payment"	"etc."	"fall"	"on"	"saturday"	"sunday"	"or"	"a"	"legal_holiday"	"you"	"may"	"perform"	"that"	"act"	"on"	"the"	"next"	"succeeding"	"day"	"which"	"be"	"not"	"a"	"saturday"	"sunday"	"or"	"legal_holiday"	
"1:10:01::"	"a"	"or"	"mail"	"tax"	"mail_a"	"a_or"	"or_tax"	"you_mail_a"	"mail_a_or"	"a_or_tax"	"or_tax_payment"	"PRP"	"VB"	"DT"	"NN"	"CC"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"mail"	"a"	"return"	"or"	"tax"	"payment"	"you"	"must"	"place"	"it"	"in"	"the"	"mail"	"in"	"ample"	"time"	"to"	"reach"	"the"	"district"	"director"	"on"	"or"	"before"	"the"	"due_date"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
