"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"
"1:09:00::"	"physical"	"of"	"the"	"the"	"the_physical"	"physical_of"	"of_the"	"from_the_physical"	"the_physical_of"	"physical_of_the"	"of_the_dark_ages"	"VB"	"DT"	"JJ"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"same"	"conclusion"	"can"	"draw"	"from"	"the"	"physical"	"evidence"	"of"	"the"	"dark_ages"	"from"	"linguistic"	"distribution"	"and"	"from"	"the"	"survival"	"of"	"early"	"social"	"political"	"and"	"religious"	"pattern"	"into"	"late"	"age"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"as"	"to"	","	"establish"	",_as"	"as_to"	"to_establish"	"of_course_,_as"	",_as_to"	"as_to_establish"	"to_establish_the"	"RB"	"ε"	"IN"	"NN"	"TO"	"VB"	"DT"	"satisfactory"	"answer"	"to"	"the"	"third"	"question"	"be"	"imperative"	"if"	"the"	"argument"	"is"	"to"	"get"	"underway"	"at_all"	"for"	"if"	"there"	"be"	"any"	"possibility"	"doubt"	"whether"	"the"	"patient"	"tactual"	"sensitivity"	"had"	"been"	"impair"	"by"	"the"	"occipital"	"lesion"	"any"	"finding"	"whatsoever"	"in"	"regard_to"	"the"	"first"	"question"	"become"	"completely"	"ambiguous"	"and"	"fail"	"altogether"	"of_course"	"as"	"evidence"	"to"	"the"	"desired"	"conclusion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"their"	"that"	"be"	"the"	"be_their"	"their_that"	"that_the"	"what_be_their"	"be_their_that"	"their_that_the"	"that_the_tactual"	"WP"	"VB"	"PRP$"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"first_of_all"	"what"	"their"	"evidence"	"that"	"the"	"tactual"	"apparatus"	"be"	"fundamentally"	"undamaged"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"ample"	"of"	"be"	"the"	"be_ample"	"ample_of"	"of_the"	"there_be_ample"	"be_ample_of"	"ample_of_the"	"of_the_following"	"EX"	"VB"	"JJ"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"patient"	"himself"	"deny"	"that"	"he"	"have"	"visual"	"imagery"	"at_all"	"and"	"there"	"be"	"ample"	"evidence"	"of"	"the"	"following"	"sort"	"to"	"corroborate"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"no"	"''"	"``"	"that"	"``_no"	"no_''"	"''_that"	"produce_``_no"	"``_no_''"	"no_''_that"	"''_that_any"	"VB"	"ε"	"DT"	"NN"	"ε"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"say"	"friday"	"an"	"investigation"	"atlanta"	"recent"	"primary_election"	"produce"	"no"	"evidence"	"that"	"any"	"irregularity"	"take_place"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"routine"	"."	"of"	"∅"	"of_routine"	"routine_."	"._∅"	"avoidance_of_routine"	"of_routine_."	"routine_._∅"	"._∅_∅"	"NN"	"IN"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"skeptic"	"may"	"deny"	"the"	"more"	"startling"	"phenomenon"	"of"	"dream"	"as"	"thing"	"they"	"have"	"never"	"observe"	"but"	"failure"	"to"	"wonder"	"at"	"their"	"basic"	"mystery"	"be"	"outright"	"avoidance"	"of"	"routine"	"evidence"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"experimental"	"that"	"from"	"the"	"from_experimental"	"experimental_that"	"that_the"	"and_from_experimental"	"from_experimental_that"	"experimental_that_the"	"that_the_cooling"	"CC"	"IN"	"JJ"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"apparent"	"from"	"above"	"and"	"from"	"experimental"	"evidence"	"that"	"the"	"cooling"	"requirement"	"for"	"the"	"anode"	"of"	"free_burning"	"arc"	"be"	"large"	"compare"	"with"	"those"	"for"	"the"	"cathode"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"of"	"on"	"source"	"the"	"source_of"	"of_on"	"on_the"	"several_source_of"	"source_of_on"	"of_on_the"	"on_the_micrometeorite"	"JJ"	"NN"	"IN"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"are"	"source"	"of"	"evidence"	"on"	"the"	"micrometeorite"	"environment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"the"	"for"	"as"	"them"	"as_the"	"the_for"	"for_them"	"fully_as_the"	"as_the_for"	"the_for_them"	"for_them_accumulate"	"RB"	"IN"	"DT"	"NN"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"shall"	"return"	"to"	"these"	"statement"	"deal"	"with"	"them"	"more"	"fully"	"as"	"the"	"evidence"	"for"	"them"	"accumulate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"of"	"appear"	"piece"	"in"	"piece_of"	"of_appear"	"appear_in"	"another_piece_of"	"piece_of_appear"	"of_appear_in"	"appear_in_a"	"DT"	"NN"	"IN"	"NN"	"VB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"of"	"evidence"	"appear"	"in"	"a"	"dispatch"	"from"	"bonn"	"in"	"the"	"observer"	"london"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"as"	"by"	","	"titer"	",_as"	"as_by"	"by_titer"	"agglutinating_activity_,_as"	",_as_by"	"as_by_titer"	"by_titer_and"	"NN"	"ε"	"RB"	"VB"	"IN"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"not"	"all"	"these"	"region"	"equal"	"agglutinating_activity"	"as"	"evidence"	"by"	"titer"	"and"	"the"	"extent"	"of"	"the"	"active"	"area"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
