"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"
"2:31:00::"	"so"	"as"	"are"	"consistent_with"	"are_so"	"so_as"	"as_consistent_with"	"influence_are_so"	"are_so_as"	"so_as_consistent_with"	"as_consistent_with_the"	"NN"	"VBP"	"RB"	"VB"	"IN"	"JJ"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"many"	"societies"	"what"	"we"	"regard_as"	"corruption"	"and"	"personal"	"influence"	"are"	"so"	"accept"	"as"	"consistent_with"	"the"	"mores"	"of"	"officialdom"	"and"	"so"	"integral"	"a"	"part"	"of"	"routine"	"administrative"	"practice"	"that"	"any"	"attempt"	"to"	"force"	"their"	"elimination"	"will"	"be"	"regard"	"by"	"the"	"local"	"leadership"	"as"	"not_only"	"unwarranted"	"but"	"unfriendly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"readily"	"his"	"who"	"sacrifice"	"who_readily"	"readily_his"	"his_sacrifice"	"we_who_readily"	"who_readily_his"	"readily_his_sacrifice"	"his_sacrifice_as"	"PRP"	"WP"	"RB"	"VB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"yet"	"we"	"who"	"lean"	"upon"	"such"	"a"	"man"	"and"	"draw"	"strength"	"from"	"and"	"expect"	"interpretation"	"of"	"the"	"infinite"	"through"	"him"	"we"	"who"	"readily"	"accept"	"his"	"sacrifice"	"as"	"our"	"due"	"we"	"of"	"the"	"congregations"	"be"	"the"	"first"	"to"	"tell"	"him"	"what"	"be"	"in"	"our"	"minds"	"instead"	"of"	"listen"	"to"	"what"	"be"	"in"	"his"	"soul"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"quit"	"fees"	"or"	"from"	"or_quit"	"quit_fees"	"fees_from"	",_or_quit"	"or_quit_fees"	"quit_fees_from"	"fees_from_individuals"	"ε"	"CC"	"VB"	"VB"	"NNS"	"IN"	"NNS"	"a"	"lawyer"	"and"	"a"	"man"	"of"	"long"	"service"	"in"	"government"	"speak"	"with"	"rich"	"background"	"and"	"experience"	"when"	"he"	"say"	"in"	"an"	"address"	"here"	"that"	"lawyers"	"ought"	"to"	"quit"	"sit"	"in"	"the"	"missouri"	"general_assembly"	"or"	"quit"	"fees"	"from"	"individuals"	"and"	"corporations"	"who"	"have"	"controversies"	"with"	"or"	"axes_to_grind"	"with"	"the"	"government"	"and"	"who"	"are"	"retain"	"not"	"because"	"of"	"their"	"legal"	"talents"	"but"	"because"	"of"	"their"	"government"	"influence"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"to"	"it"	"unprepared"	"?"	"unprepared_to"	"to_it"	"it_?"	"manifestly_unprepared_to"	"unprepared_to_it"	"to_it_?"	"it_?_∅"	"RB"	"JJ"	"TO"	"VB"	"PRP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"why"	"did"	"the"	"belgians"	"grant"	"independence"	"a"	"colony"	"so"	"manifestly"	"unprepared"	"to"	"accept"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:03::"	"to"	"students"	"prepare"	"of"	"prepare_to"	"to_students"	"students_of"	"be_prepare_to"	"prepare_to_students"	"to_students_of"	"students_of_any"	"VB"	"VB"	"TO"	"VB"	"NNS"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"emory_university"	"board_of_trustees"	"announce"	"friday"	"it"	"be"	"prepare"	"to"	"accept"	"students"	"of"	"any"	"race"	"as"	"soon"	"as"	"the"	"state"	"tax"	"laws"	"make"	"such"	"a"	"step"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:03::"	"to"	"negroes"	"roadblock"	"."	"roadblock_to"	"to_negroes"	"negroes_."	"a_roadblock_to"	"roadblock_to_negroes"	"to_negroes_."	"negroes_._∅"	"DT"	"NN"	"TO"	"VB"	"NNPS"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"official"	"statement"	"adopt"	"by"	"the"	"man"	"emory"	"board"	"at"	"its"	"annual"	"meeting"	"note"	"that"	"state"	"tax"	"requirements"	"at_present"	"be"	"a"	"roadblock"	"to"	"accept"	"negroes"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	","	"him"	"now"	"as"	"now_,"	",_him"	"him_as"	"jesus_christ_now_,"	"now_,_him"	",_him_as"	"him_as_your"	"NN"	"RB"	"ε"	"VB"	"PRP"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"why"	"not"	"open"	"your"	"heart"	"the"	"lord"	"jesus_christ"	"now"	"accept"	"him"	"as"	"your"	"saviour"	"and"	"let"	"him"	"fill"	"you"	"with"	"peace"	"that"	"only"	"he"	"can"	"give"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:03::"	"to"	"persons"	"refuse"	"it"	"refuse_to"	"to_persons"	"persons_it"	"to_refuse_to"	"refuse_to_persons"	"to_persons_it"	"persons_it_dislike"	"TO"	"VB"	"VB"	"VB"	"NNS"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"furthermore"	"as"	"an"	"encouragement"	"to"	"revisionist"	"thinking"	"it"	"manifestly"	"be"	"fair"	"to"	"that"	"any"	"fraternity"	"have"	"a"	"constitutional"	"right"	"to"	"refuse"	"to"	"accept"	"persons"	"it"	"dislike"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"by"	"christ"	"alone"	"as"	"alone_by"	"by_christ"	"christ_as"	"be_alone_by"	"alone_by_christ"	"by_christ_as"	"christ_as_saviour"	"VB"	"RB"	"IN"	"VB"	"NNP"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"being"	"convinced"	"that"	"be"	"alone"	"by"	"accept"	"christ"	"as"	"saviour"	"and"	"being"	"convict"	"by"	"the"	"holy_spirit"	"of"	"my"	"lost"	"condition"	"i"	"do"	"repent"	"of"	"all"	"effort"	"to"	"be"	"save"	"by"	"any"	"form"	"of"	"good"	"works"	"and"	"just_now"	"receive"	"jesus"	"as"	"my"	"personal"	"saviour"	"and"	"salvation"	"as"	"a"	"free"	"gift"	"from"	"him"	
"2:32:00::"	"union"	"seniority"	"your"	"concession"	"your_union"	"union_seniority"	"seniority_concession"	"will_your_union"	"your_union_seniority"	"union_seniority_concession"	"seniority_concession_in"	"MD"	"PRP$"	"NN"	"VB"	"NN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"will"	"union"	"accept"	"seniority"	"concession"	"in"	"assign"	"work"	"for"	"old"	"or"	"disabled"	"employee"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"conclusion"	"by"	"a"	"many"	"a_conclusion"	"conclusion_by"	"by_many"	",_a_conclusion"	"a_conclusion_by"	"conclusion_by_many"	"by_many_."	"ε"	"DT"	"NN"	"VB"	"IN"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"inform"	"us"	"the_psychology_of_women"	"vol."	"that"	"in"	"all"	"culture"	"the"	"term"	"stepmother"	"automatically"	"evoke"	"deprecatory"	"implication"	"a"	"accept"	"by"	"many"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"to"	","	"person"	"with"	"person_to"	"to_,"	",_with"	"for_person_to"	"person_to_,"	"to_,_with"	",_with_any"	"IN"	"NNP"	"TO"	"VB"	"ε"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"enormity"	"of"	"what"	"person"	"had"	"him"	"make"	"it"	"impossible"	"for"	"person"	"to"	"accept"	"with"	"any"	"degree"	"of"	"realism"	"the"	"actuality"	"of"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"to"	"."	"her"	"∅"	"her_to"	"to_."	"._∅"	"expect_her_to"	"her_to_."	"to_._∅"	"._∅_∅"	"VB"	"PRP"	"TO"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"had"	"fill_out"	"the"	"return"	"and"	"because"	"when"	"he"	"be"	"finished"	"it"	"was"	"close"	"to"	"the"	"lunch"	"hour"	"he"	"had"	"politely"	"ask"	"person"	"to"	"join"	"never"	"expect"	"her"	"to"	"accept"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"should"	"your"	"i"	"word"	"i_should"	"should_your"	"your_word"	"why_i_should"	"i_should_your"	"should_your_word"	"your_word_''"	"WRB"	"PRP"	"VB"	"VB"	"PRP$"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"do"	"you"	"think"	"there"	"a"	"reason"	"why"	"i"	"should"	"accept"	"your"	"word"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"reject"	"them"	"he"	"as"	"he_reject"	"reject_them"	"them_as"	"one_by_one_he_reject"	"he_reject_them"	"reject_them_as"	"them_as_error"	"RB"	"PRP"	"VB"	"VB"	"PRP"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one_by_one"	"these"	"error"	"were"	"and"	"one_by_one"	"he"	"reject"	"accept"	"them"	"as"	"error"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:01::"	"is"	"with"	"sovietskaya_muzyka"	"pleasure"	"sovietskaya_muzyka_is"	"is_with"	"with_pleasure"	"of_sovietskaya_muzyka_is"	"sovietskaya_muzyka_is_with"	"is_with_pleasure"	"with_pleasure_,"	"IN"	"NNP"	"VBZ"	"VB"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"possible"	"invitation"	"to"	"write_about"	"person"	"to"	"honor"	"his"	"for"	"the"	"april"	"issue"	"of"	"sovietskaya_muzyka"	"is"	"accept"	"with"	"pleasure"	"because"	"i"	"admire"	"the"	"music"	"of"	"person"	"and"	"with"	"sober"	"purpose"	"because"	"the"	"development"	"of"	"person"	"personify"	"in"	"many"	"way"	"the"	"course"	"of"	"music"	"in"	"the"	"union_of_soviet_socialist_republics"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:01::"	"and"	"her"	","	"reprieve"	",_and"	"and_her"	"her_reprieve"	"ask_,_and"	",_and_her"	"and_her_reprieve"	"her_reprieve_."	"VB"	"ε"	"CC"	"VB"	"PRP$"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"so"	"person"	"ask"	"and"	"accept"	"her"	"reprieve"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
